~VERSION_INFORMATION
DLM  SPACE :ColumnDataSectionDelimiterCharacter
PROD  Schlumberger :LAS_Producer
PROG  DLIS_to_ASCII 2.3 :LAS_Program_name_and_version
CREA.  2019-Aug-19 09:05 :LAS_Creation_date_and_time_{YYYY-MMM-DD hh:mm}
SOURCE  1RCH_0001__SC_1RCH_0001__SC.dlis :DLIS_File_Name
DLIS_CREA  2019-Aug-19 07:48 :DLIS_Creation_date_and_time_{YYYY-MMM-DD hh:mm}
#-----------------------------------------------------------------------------
~WELL_INFORMATION
NULL  -999.250000  :NULL_VALUE
COMP   :COMPANY
WELL   :WELL
FLD   :FIELD
LOC   :LOCATION
CTRY   :COUNTRY
DATE   :LOG_DATE
SRVC  Schlumberger :SERVICE COMPANY
LATI .DEG  :LATITUDE
LONG DEG  :LONGITUDE
GDAT   :GeoDetic Datum
~CURVE_INFORMATION
DEPT M DEPTH_(BOREHOLE)
DEPT M ----
DT US/F ----
GR GAPI ----
CALI IN ----
RHOB G/CC ----
NPHI FRAC ----
DRHO G/CC ----
ILD OHMM ----
SP MV ----
#-----------------------------------------------------------------------------
M M US/F GAPI IN G/CC FRAC G/CC OHMM MV
DEPT DEPT DT GR CALI RHOB NPHI DRHO ILD SP
~Ascii
2357.4756 2357.4756 72.4369 58.5704 10.4691 2.5250 0.1660 0.0121 10.8631 79.5865
2357.3232 2357.3232 72.7286 57.6405 10.4691 2.5212 0.1647 0.0150 10.9637 79.8369
2357.1708 2357.1708 72.9763 56.8280 10.4518 2.5217 0.1677 0.0123 11.1017 80.0878
2357.0184 2357.0184 73.2502 57.1591 10.4023 2.5378 0.1744 0.0135 11.3086 80.5152
2356.8660 2356.8660 73.3450 58.8296 10.3178 2.5371 0.1831 0.0152 11.5192 81.1775
2356.7136 2356.7136 73.2573 60.7636 10.2399 2.5372 0.1905 0.0140 11.7341 81.7690
2356.5612 2356.5612 73.1183 62.1718 10.2537 2.5536 0.1935 0.0265 11.9531 82.2500
2356.4088 2356.4088 73.0603 63.5104 10.2402 2.5607 0.1951 0.0306 12.1758 82.1588
2356.2564 2356.2564 72.7618 64.3692 10.2354 2.5613 0.1930 0.0188 12.3604 82.0916
2356.1040 2356.1040 72.5140 64.7017 10.1728 2.5644 0.1880 0.0161 12.4327 82.0651
2355.9516 2355.9516 72.5867 64.3112 10.2096 2.5701 0.1837 0.0192 12.3902 81.7500
2355.7992 2355.7992 72.8557 63.2042 10.2716 2.5752 0.1804 0.0282 12.2765 82.0303
2355.6468 2355.6468 73.0452 62.1704 10.2716 2.5833 0.1751 0.0423 12.2057 82.6887
2355.4944 2355.4944 72.8054 61.6468 10.2716 2.5759 0.1689 0.0469 12.1632 82.8101
2355.3420 2355.3420 72.5815 61.0680 10.2716 2.5752 0.1672 0.0412 12.0938 82.4047
2355.1896 2355.1896 72.4236 59.7893 10.2716 2.5686 0.1696 0.0289 12.0938 82.0576
2355.0372 2355.0372 72.0469 58.7726 10.2716 2.5657 0.1709 0.0290 12.1373 81.4586
2354.8848 2354.8848 71.8701 58.1424 10.2716 2.5507 0.1680 0.0242 12.2499 80.6092
2354.7324 2354.7324 71.6081 57.4667 10.2716 2.5318 0.1602 0.0097 12.4541 80.0000
2354.5800 2354.5800 71.1859 57.0272 10.2520 2.5296 0.1523 0.0072 12.8043 80.0990
2354.4276 2354.4276 70.6577 57.0715 10.2222 2.5358 0.1488 0.0130 13.1639 80.2500
2354.2752 2354.2752 70.0405 57.0569 10.2222 2.5396 0.1459 0.0182 13.4328 80.1500
2354.1228 2354.1228 69.3623 56.6203 10.2222 2.5336 0.1419 0.0166 13.5072 80.0000
2353.9704 2353.9704 68.4524 56.3074 10.2222 2.5455 0.1398 0.0164 13.5072 80.0000
2353.8180 2353.8180 68.4351 56.4906 10.2222 2.5615 0.1447 0.0211 13.4567 80.3056
2353.6656 2353.6656 69.2644 56.7263 10.2222 2.5776 0.1559 0.0287 13.3329 81.0583
2353.5132 2353.5132 69.4391 56.1227 10.2222 2.5882 0.1625 0.0311 13.2606 81.8110
2353.3608 2353.3608 69.8299 54.2706 10.2222 2.5942 0.1611 0.0403 13.1597 82.4585
2353.2084 2353.2084 70.6155 52.0631 10.2222 2.5937 0.1550 0.0523 12.8701 82.8547
2353.0560 2353.0560 71.0540 50.9343 10.2014 2.5483 0.1536 0.0409 12.5181 82.8944
2352.9036 2352.9036 72.4995 50.8883 10.1938 2.4636 0.1634 0.0190 12.0833 82.7500
2352.7512 2352.7512 73.3530 51.6039 10.2222 2.4294 0.1715 0.0238 11.4947 82.8565
2352.5988 2352.5988 73.6678 53.2047 10.2222 2.4112 0.1801 0.0615 11.0014 83.3223
2352.4464 2352.4464 74.4204 56.1126 10.2008 2.3420 0.2061 0.1097 10.8718 84.0750
2352.2940 2352.2940 75.1656 60.9195 10.1943 2.3068 0.2373 0.1705 11.0171 84.6089
2352.1416 2352.1416 77.0505 65.5865 10.5462 2.3136 0.2538 0.2136 11.6014 85.1873
2351.9892 2351.9892 78.0608 67.7965 10.9194 2.3694 0.2483 0.2312 12.5115 86.3011
2351.8368 2351.8368 76.7160 67.4359 10.7767 2.4654 0.2226 0.2700 13.0055 87.3323
2351.6844 2351.6844 73.3867 65.2170 10.4909 2.5197 0.1888 0.2646 13.3028 87.6388
2351.5320 2351.5320 69.5299 63.3654 10.2495 2.5220 0.1643 0.1603 13.6768 87.6121
2351.3796 2351.3796 67.3490 63.0644 10.2222 2.5312 0.1583 0.0831 14.1204 87.6374
2351.2272 2351.2272 67.8876 64.1664 10.2669 2.4996 0.1675 0.0462 15.1016 87.2738
2351.0748 2351.0748 70.1621 66.4843 10.2760 2.4914 0.1819 0.0381 16.2854 86.8860
2350.9224 2350.9224 71.7306 69.2800 10.2222 2.5249 0.1874 0.0796 16.1492 86.8649
2350.7700 2350.7700 72.6608 71.9088 10.2222 2.4844 0.1943 0.0897 14.9997 87.3462
2350.6176 2350.6176 75.0670 73.8421 10.2222 2.3961 0.2185 0.0616 13.9323 87.8659
2350.4652 2350.4652 77.6766 74.6553 10.4298 2.3491 0.2449 0.1127 12.7292 88.1168
2350.3128 2350.3128 79.0221 75.2817 10.8057 2.3264 0.2519 0.1722 11.7796 88.2500
2350.1604 2350.1604 79.5414 76.1430 10.8932 2.2808 0.2511 0.1880 11.3527 88.6033
2350.0080 2350.0080 78.2878 76.5832 10.8148 2.2698 0.2500 0.2224 10.8477 89.0000
2349.8556 2349.8556 77.0879 76.0793 10.8148 2.2935 0.2453 0.2325 10.5333 89.2384
2349.7032 2349.7032 77.3153 75.0314 10.7439 2.3126 0.2416 0.2118 10.9188 89.5000
2349.5508 2349.5508 77.7174 74.4452 10.6905 2.3471 0.2366 0.2174 11.7568 89.6205
2349.3984 2349.3984 77.1521 74.4088 10.8600 2.4201 0.2238 0.2476 12.5426 89.6286
2349.2460 2349.2460 75.9966 74.1143 10.7955 2.5100 0.2002 0.2664 13.4430 89.3781
2349.0936 2349.0936 74.2031 73.5887 10.4953 2.5648 0.1779 0.2372 14.1416 88.8827
2348.9412 2348.9412 71.6504 73.1361 10.4198 2.5809 0.1690 0.1638 14.2100 88.3767
2348.7888 2348.7888 70.0246 73.3917 10.3953 2.5736 0.1721 0.0999 14.3400 88.1262
2348.6364 2348.6364 69.6299 73.8456 10.3704 2.5620 0.1758 0.0752 14.5400 88.0000
2348.4840 2348.4840 70.2168 75.3642 10.4074 2.5507 0.1842 0.0488 14.9495 87.8124
2348.3316 2348.3316 71.3244 76.8901 10.4198 2.5586 0.1917 0.0775 15.2271 87.8761
2348.1792 2348.1792 73.3841 79.0315 10.3947 2.5548 0.2023 0.1274 15.4381 88.6330
2348.0268 2348.0268 75.0649 80.9416 10.3704 2.5522 0.2127 0.1469 15.5083 89.7584
2347.8744 2347.8744 75.9440 82.0991 10.4209 2.5876 0.2201 0.1774 14.9443 90.2500
2347.7220 2347.7220 76.0267 83.3508 10.5199 2.6121 0.2207 0.1911 13.9444 90.2500
2347.5696 2347.5696 75.6126 85.0781 10.5169 2.6006 0.2176 0.1364 13.3172 90.2500
2347.4172 2347.4172 75.1168 86.1462 10.4948 2.5833 0.2191 0.0646 12.9530 89.8604
2347.2648 2347.2648 74.6585 86.4404 10.5185 2.5842 0.2257 0.0261 12.7199 88.9786
2347.1124 2347.1124 75.5929 85.1389 10.5444 2.5565 0.2329 0.0161 12.9762 88.5000
2346.9600 2346.9600 77.3184 83.1778 10.5679 2.5086 0.2424 0.0276 13.7261 88.5000
2346.8076 2346.8076 77.7294 81.9034 10.6989 2.5429 0.2449 0.1163 14.4974 88.5000
2346.6552 2346.6552 76.9013 80.6221 10.7885 2.5827 0.2302 0.1960 15.0313 88.5000
2346.5028 2346.5028 75.0952 79.4305 10.7126 2.5593 0.2100 0.1626 15.3005 88.3663
2346.3504 2346.3504 73.1123 78.2968 10.6667 2.5387 0.1954 0.0863 15.2152 88.2500
2346.1980 2346.1980 71.7601 76.5692 10.6667 2.5512 0.1850 0.0407 15.1610 88.2500
2346.0456 2346.0456 70.9780 74.9193 10.6667 2.5688 0.1797 0.0273 15.6143 88.3855
2345.8932 2345.8932 71.1277 74.8611 10.6667 2.5758 0.1819 0.0230 16.1865 88.5000
2345.7408 2345.7408 71.8145 76.3401 10.6667 2.5779 0.1870 0.0215 16.3894 88.6373
2345.5884 2345.5884 73.3892 78.7054 10.6667 2.5511 0.1953 0.0166 16.3894 88.8878
2345.4360 2345.4360 75.1236 80.8288 10.6667 2.5272 0.2079 0.0230 16.0614 89.0000
2345.2836 2345.2836 75.8002 82.1915 10.6667 2.5657 0.2216 0.0991 15.2474 88.8608
2345.1312 2345.1312 76.0234 83.1921 10.6667 2.6293 0.2277 0.1852 14.3655 88.6103
2344.9788 2344.9788 76.1313 83.4630 10.6667 2.6506 0.2209 0.2138 13.6603 88.5000
2344.8264 2344.8264 76.1865 83.3219 10.6667 2.6034 0.2119 0.1768 13.1101 88.3589
2344.6740 2344.6740 76.4781 82.9922 10.6667 2.5390 0.2146 0.1310 12.7659 88.1085
2344.5216 2344.5216 76.9746 82.0830 10.7228 2.5177 0.2276 0.1489 12.6638 88.5684
2344.3692 2344.3692 77.0669 80.7081 10.8219 2.4955 0.2411 0.1822 12.6638 89.5720
2344.2168 2344.2168 77.2999 79.4194 10.8642 2.4745 0.2477 0.1973 12.5970 90.1439
2344.0644 2344.0644 77.7464 78.9422 10.9212 2.4997 0.2470 0.2394 12.4813 90.1057
2343.9120 2343.9120 77.8061 79.1594 10.9630 2.5414 0.2419 0.2607 12.3666 90.0000
2343.7596 2343.7596 77.5164 79.3169 10.8766 2.5570 0.2392 0.2565 12.3187 89.7085
2343.6072 2343.6072 77.0675 79.3169 10.6993 2.5570 0.2392 0.2565 12.3853 88.9152
2343.4548 2343.4548 76.8071 79.5809 10.6463 2.5916 0.2333 0.2395 12.6371 88.3532
2343.3024 2343.3024 76.8534 79.8552 10.6667 2.6077 0.2209 0.2008 13.1367 88.3977
2343.1500 2343.1500 76.5081 80.0497 10.6667 2.5759 0.2107 0.1236 13.6808 88.5000
2342.9976 2342.9976 75.5896 80.0077 10.6667 2.6127 0.2058 0.1022 14.1954 88.5000
2342.8452 2342.8452 74.3641 80.1855 10.6667 2.6500 0.1985 0.1290 14.7301 88.3505
2342.6928 2342.6928 73.2161 80.8624 10.6667 2.6344 0.1893 0.1099 15.3712 88.0996
2342.5404 2342.5404 72.4828 80.8741 10.6667 2.6119 0.1846 0.0610 16.1884 88.1508
2342.3880 2342.3880 72.0623 79.7127 10.6667 2.6095 0.1834 0.0387 16.9171 88.2500
2342.2356 2342.2356 71.7487 78.6354 10.6366 2.6130 0.1822 0.0340 17.4548 88.2500
2342.0832 2342.0832 71.4549 77.5642 10.6173 2.6057 0.1820 0.0210 17.7424 88.2500
2341.9308 2341.9308 71.2508 75.8734 10.6173 2.5893 0.1813 0.0067 17.6066 88.2500
2341.7784 2341.7784 71.0735 74.2413 10.6173 2.5876 0.1798 0.0001 17.0909 88.0958
2341.6260 2341.6260 71.2716 72.8587 10.6173 2.5960 0.1783 0.0052 16.5637 87.8449
2341.4736 2341.4736 71.9250 72.1601 10.6173 2.5959 0.1757 0.0121 16.2034 87.2835
2341.3212 2341.3212 72.4038 72.1404 10.5865 2.5896 0.1755 0.0071 15.9982 87.0000
2341.1688 2341.1688 72.7288 71.9614 10.5679 2.5864 0.1787 0.0068 15.8510 86.8430
2341.0164 2341.0164 72.2099 71.9163 10.5679 2.5810 0.1801 0.0115 15.7054 86.5926
2340.8640 2340.8640 71.0574 72.1613 10.5367 2.5799 0.1768 0.0080 15.4713 86.8160
2340.7116 2340.7116 69.9552 72.1288 10.5185 2.5835 0.1714 0.0044 15.1879 87.6355
2340.5592 2340.5592 69.2385 71.8558 10.4871 2.6067 0.1643 0.0059 14.9975 88.3185
2340.4068 2340.4068 69.4809 73.7121 10.4691 2.6177 0.1655 0.0109 14.9473 88.5000
2340.2544 2340.2544 70.9850 77.2298 10.4691 2.6138 0.1767 0.0124 14.9473 88.6608
2340.1020 2340.1020 72.8841 80.9422 10.4691 2.6081 0.1909 0.0127 14.8587 88.5883
2339.9496 2339.9496 74.2692 83.9888 10.4691 2.6060 0.1999 0.0150 14.6351 88.0139
2339.7972 2339.7972 74.9192 85.9622 10.4691 2.6080 0.2060 0.0160 14.5400 87.4247
2339.6448 2339.6448 74.9280 87.0515 10.4691 2.6345 0.2069 0.0711 14.4528 87.4135
2339.4924 2339.4924 74.5398 86.9434 10.4691 2.6310 0.2027 0.0995 14.4941 87.5000
2339.3400 2339.3400 74.0498 85.7504 10.4691 2.6187 0.1934 0.0933 14.6285 87.5000
2339.1876 2339.1876 73.5269 83.7005 10.4365 2.5971 0.1838 0.0570 14.7644 87.3346
2339.0352 2339.0352 72.6966 82.1193 10.4198 2.5843 0.1784 0.0275 14.9012 87.2500
2338.8828 2338.8828 72.3022 81.1166 10.3869 2.5950 0.1747 0.0237 15.1323 87.0836
2338.7304 2338.7304 72.1387 80.0134 10.3704 2.6017 0.1729 0.0210 15.4147 87.0000
2338.5780 2338.5780 71.9425 79.4655 10.3704 2.6047 0.1757 0.0136 15.5083 87.0000
2338.4256 2338.4256 72.0433 79.7456 10.3704 2.5939 0.1792 0.0036 15.6050 87.0000
2338.2732 2338.2732 71.7921 80.6267 10.3704 2.5894 0.1832 -0.0054 15.5547 87.0000
2338.1208 2338.1208 71.3347 81.5268 10.3368 2.5934 0.1832 0.0002 15.4115 87.0000
2337.9684 2337.9684 71.4941 82.9656 10.3547 2.5725 0.1811 0.0026 15.2701 87.0000
2337.8160 2337.8160 72.1024 84.9503 10.3366 2.6003 0.1812 0.0473 15.2252 87.0000
2337.6636 2337.6636 73.0583 86.7986 10.3210 2.6201 0.1817 0.0978 15.2252 87.0000
2337.5112 2337.5112 73.2924 87.3366 10.3551 2.6210 0.1818 0.1112 15.2252 87.0000
2337.3588 2337.3588 73.2811 88.3232 10.3704 2.6307 0.1817 0.0883 15.1285 87.0000
2337.2064 2337.2064 73.4321 90.2723 10.3360 2.6343 0.1837 0.0677 15.0856 87.0000
2337.0540 2337.0540 73.5258 90.9342 10.3210 2.6172 0.1854 0.0470 15.0856 87.5243
2336.9016 2336.9016 73.5405 91.9315 10.3210 2.6100 0.1858 0.0401 15.2821 88.4504
2336.7492 2336.7492 73.5405 93.3593 10.3210 2.6002 0.1859 0.0211 15.3661 88.9258
2336.5968 2336.5968 73.5405 94.1530 10.3210 2.6193 0.1863 0.0201 15.4666 89.0000
2336.4444 2336.4444 73.5405 94.2538 10.3210 2.6545 0.1853 0.0472 15.5083 89.1770
2336.2920 2336.2920 73.4710 94.4982 10.2859 2.6657 0.1848 0.0415 15.5083 88.7171
2336.1396 2336.1396 73.3729 94.3391 10.2716 2.6667 0.1874 0.0408 15.5083 87.9644
2335.9872 2335.9872 73.3450 93.1023 10.2716 2.6462 0.1907 0.0373 15.5083 87.3911
2335.8348 2335.8348 73.1341 91.9574 10.2716 2.6193 0.1920 0.0192 15.5083 87.4298
2335.6824 2335.6824 72.8753 90.5478 10.2716 2.6163 0.1877 0.0174 15.5083 87.6804
2335.5300 2335.5300 73.1618 88.5877 10.2716 2.6209 0.1795 0.0154 15.5083 87.5687
2335.3776 2335.3776 73.4737 86.7043 10.2716 2.6191 0.1729 0.0228 15.5083 87.6816
2335.2252 2335.2252 73.5405 85.8297 10.2716 2.6122 0.1695 0.0100 15.5083 87.5677
2335.0728 2335.0728 73.3972 86.3468 10.2716 2.6151 0.1681 0.0099 15.6134 87.6832
2334.9204 2334.9204 72.8785 87.5774 10.2716 2.6082 0.1679 0.0172 15.6518 87.9335
2334.7680 2334.7680 72.3493 87.8257 10.2352 2.5866 0.1692 0.0124 15.6518 88.1842
2334.6156 2334.6156 72.1845 87.8972 10.2222 2.5800 0.1727 0.0041 15.5455 88.2500
2334.4632 2334.4632 72.2445 89.2186 10.2222 2.5979 0.1737 0.0184 15.5083 88.2500
2334.3108 2334.3108 72.4153 88.8781 10.2222 2.5965 0.1708 0.0188 15.5083 88.2500
2334.1584 2334.1584 72.4651 87.9381 10.2222 2.6007 0.1682 0.0125 15.7239 88.0630
2334.0060 2334.0060 72.1345 87.3170 10.2222 2.6195 0.1662 0.0088 15.7966 87.6243
2333.8536 2333.8536 71.6572 86.2277 10.2222 2.6303 0.1653 0.0133 15.9066 87.5000
2333.7012 2333.7012 71.2040 85.4029 10.2222 2.6275 0.1650 0.0158 15.9428 87.3111
2333.5488 2333.5488 70.8367 85.1242 10.2597 2.6321 0.1617 0.0221 15.8318 87.0602
2333.3964 2333.3964 70.6424 84.7451 10.2339 2.6424 0.1591 0.0393 15.6862 87.1907
2333.2440 2333.2440 71.2049 84.4094 10.2222 2.6198 0.1607 0.0364 15.3260 88.5866
2333.0916 2333.0916 71.9143 84.1662 10.2222 2.5990 0.1678 0.0249 15.1182 89.0000
2332.9392 2332.9392 72.8646 84.7487 10.2222 2.6158 0.1741 0.0375 14.9791 89.0000
2332.7868 2332.7868 73.7038 85.9209 10.2222 2.6235 0.1729 0.0382 14.8416 88.8072
2332.6344 2332.6344 73.8448 86.6185 10.2222 2.6217 0.1714 0.0332 14.7052 88.1694
2332.4820 2332.4820 73.4536 86.2707 10.2222 2.6140 0.1718 0.0297 14.6745 87.2223
2332.3296 2332.3296 72.6597 84.6781 10.2222 2.6143 0.1732 0.0291 14.4659 87.1947
2332.1772 2332.1772 72.0448 83.3263 10.2222 2.6181 0.1723 0.0259 14.4067 87.2500
2332.0248 2332.0248 72.0809 82.2993 10.2222 2.6253 0.1712 0.0290 14.6170 87.0537
2331.8724 2331.8724 72.4314 81.2624 10.2222 2.6349 0.1699 0.0316 15.1089 87.0000
2331.7200 2331.7200 73.0159 80.5672 10.2222 2.6275 0.1688 0.0186 15.6765 87.0000
2331.5676 2331.5676 73.1882 80.0847 10.2222 2.6187 0.1686 0.0063 15.9125 87.0000
2331.4152 2331.4152 72.6923 79.4543 10.2222 2.6082 0.1681 0.0064 15.5968 87.0000
2331.2628 2331.2628 71.8223 79.1974 10.2222 2.5861 0.1659 0.0014 14.4202 87.0000
2331.1104 2331.1104 71.0472 78.8071 10.2222 2.5810 0.1654 -0.0040 13.2432 87.0000
2330.9580 2330.9580 72.9050 77.4520 10.2222 2.5786 0.1702 -0.0026 12.5475 87.0000
2330.8056 2330.8056 76.6596 75.3939 10.2222 2.5080 0.1907 0.0012 12.4327 87.2012
2330.6532 2330.6532 78.9123 75.5754 10.5015 2.4005 0.2224 0.0012 12.2493 87.2500
2330.5008 2330.5008 80.5291 78.0913 10.6480 2.3863 0.2368 0.1083 12.1149 87.2500
2330.3484 2330.3484 80.1467 81.1470 10.6264 2.4418 0.2324 0.1806 11.7373 87.0462
2330.1960 2330.1960 78.9958 83.3055 10.5367 2.5201 0.2224 0.2691 11.0625 87.0000
2330.0436 2330.0436 77.8502 84.8303 10.5185 2.5473 0.2122 0.2677 10.8465 86.7953
2329.8912 2329.8912 77.2043 85.2114 10.4779 2.5327 0.2048 0.1671 11.0779 86.7500
2329.7388 2329.7388 76.3441 84.5590 10.4691 2.5323 0.1962 0.0745 11.6526 87.3676
2329.5864 2329.5864 75.4125 85.5906 10.4691 2.5603 0.1885 0.0392 12.3167 88.3265
2329.4340 2329.4340 75.9412 86.3975 10.4281 2.5992 0.1892 0.0401 13.1200 88.5000
2329.2816 2329.2816 75.5526 85.3249 10.4198 2.6210 0.1881 0.0645 13.6755 88.5000
2329.1292 2329.1292 74.5086 84.4625 10.4610 2.6290 0.1821 0.0725 14.0800 88.2913
2328.9768 2328.9768 73.5856 83.4596 10.4691 2.6149 0.1782 0.0530 14.3640 87.8312
2328.8244 2328.8244 72.8259 82.2805 10.4276 2.6103 0.1786 0.0356 14.6320 86.9087
2328.6720 2328.6720 72.0920 80.7646 10.4198 2.6420 0.1828 0.0415 15.0207 86.3289
2328.5196 2328.5196 71.4391 80.6428 10.4198 2.6412 0.1839 0.0389 15.5641 86.4613
2328.3672 2328.3672 71.4238 81.1750 10.4198 2.6341 0.1811 0.0389 15.8988 86.7122
2328.2148 2328.2148 71.3140 82.2845 10.4198 2.6101 0.1762 0.0331 16.3223 86.7500
2328.0624 2328.0624 71.0418 82.9122 10.4198 2.5975 0.1682 0.0124 16.6493 86.9632
2327.9100 2327.9100 70.7893 82.0268 10.4620 2.5994 0.1610 0.0073 16.6941 87.0000
2327.7576 2327.7576 70.3338 80.1251 10.4267 2.5905 0.1545 0.0044 16.6941 87.4300
2327.6052 2327.6052 70.0129 77.9707 10.4623 2.6011 0.1531 0.0100 16.5624 87.5000
2327.4528 2327.4528 69.9721 76.5026 10.4265 2.6194 0.1523 0.0102 16.5411 87.5000
2327.3004 2327.3004 69.9721 76.5140 10.4626 2.6385 0.1527 0.0135 16.4095 87.5000
2327.1480 2327.1480 70.4814 77.0644 10.4263 2.6453 0.1549 0.0227 16.2590 87.7171
2326.9956 2326.9956 70.9846 76.4250 10.4198 2.6286 0.1599 0.0267 16.1094 87.5321
2326.8432 2326.8432 71.3469 75.9255 10.4630 2.6286 0.1608 0.0200 15.8333 87.2812
2326.6908 2326.6908 71.4756 75.2766 10.4257 2.6299 0.1617 0.0164 15.5433 86.8107
2326.5384 2326.5384 71.9603 74.2061 10.4632 2.6194 0.1681 0.0213 15.2594 86.7500
2326.3860 2326.3860 72.6291 74.3350 10.4256 2.6083 0.1787 0.0141 14.9800 86.7500
2326.2336 2326.2336 73.5758 75.4993 10.5510 2.6097 0.1887 0.0139 14.8259 86.7500
2326.0812 2326.0812 74.8143 76.7744 10.4803 2.6162 0.1990 0.0087 14.5706 86.9717
2325.9288 2325.9288 75.7848 79.1868 10.4691 2.6197 0.2103 0.0080 14.4213 88.1126
2325.7764 2325.7764 76.5858 80.4715 10.4691 2.6218 0.2179 0.0026 14.2886 88.9203
2325.6240 2325.6240 76.5816 80.9933 10.5133 2.6140 0.2188 0.0029 14.1575 89.0000
2325.4716 2325.4716 76.3080 81.5790 10.5185 2.6274 0.2177 0.0057 14.0273 89.0000
2325.3192 2325.3192 76.1898 81.9781 10.5185 2.6470 0.2165 0.0187 14.0141 88.7747
2325.1668 2325.1668 76.0475 80.9301 10.5185 2.6535 0.2197 0.0264 14.1314 88.0714
2325.0144 2325.0144 75.8122 78.9836 10.5185 2.6413 0.2243 0.0180 14.2622 87.0945
2324.8620 2324.8620 75.3005 77.2257 10.5634 2.6373 0.2266 0.0207 14.3946 87.0000
2324.7096 2324.7096 74.7162 76.2479 10.5679 2.6370 0.2241 0.0329 14.5283 87.0000
2324.5572 2324.5572 73.9061 75.4163 10.5679 2.6270 0.2181 0.0231 14.5400 86.7718
2324.4048 2324.4048 73.4755 74.8639 10.5679 2.6123 0.2114 0.0165 14.6633 86.2918
2324.2524 2324.2524 73.0830 74.4752 10.5679 2.6110 0.2143 0.0096 14.7994 86.0200
2324.1000 2324.1000 72.9617 73.7553 10.5679 2.6119 0.2135 0.0063 14.8103 85.7699
2323.9476 2323.9476 72.7281 73.0033 10.5679 2.6074 0.2071 0.0069 14.9369 85.7500
2323.7952 2323.7952 72.5282 72.9462 10.5679 2.6126 0.1964 0.0191 14.9473 85.7500
2323.6428 2323.6428 72.6505 73.0858 10.5679 2.6279 0.1857 0.0303 14.8198 85.5172
2323.4904 2323.4904 72.8428 73.7943 10.5679 2.6327 0.1830 0.0441 14.8103 85.5000
2323.3380 2323.3380 73.2218 75.1070 10.5679 2.6003 0.1815 0.0329 14.8103 85.2663
2323.1856 2323.1856 73.2931 76.4609 10.5679 2.6102 0.1790 0.0142 14.8103 84.7807
2323.0332 2323.0332 73.1584 78.2331 10.5679 2.6157 0.1750 0.0271 14.6828 84.0457
2322.8808 2322.8808 72.7809 80.1793 10.5679 2.6037 0.1703 0.0243 14.6745 83.2931
2322.7284 2322.7284 72.1572 77.1003 10.5679 2.5784 0.1645 0.0231 14.5472 82.5404
2322.5760 2322.5760 71.6122 71.4378 10.5679 2.5798 0.1612 0.0259 14.5400 81.7877
2322.4236 2322.4236 71.2136 65.1651 10.5679 2.5819 0.1581 0.0289 14.4133 80.7998
2322.2712 2322.2712 70.7280 60.6346 10.5679 2.5725 0.1586 0.0386 14.2807 80.9884
2322.1188 2322.1188 70.6117 59.0665 10.5679 2.5414 0.1538 0.0257 14.1493 81.2393
2321.9664 2321.9664 70.4203 60.0823 10.5679 2.5390 0.1559 0.0155 13.8965 81.0106
2321.8140 2321.8140 71.1168 62.2910 10.5679 2.5765 0.1727 0.0266 13.8856 81.0000
2321.6616 2321.6616 72.3243 64.4753 10.5679 2.6079 0.1886 0.0609 14.1346 81.0000
2321.5092 2321.5092 72.9335 66.6499 10.5679 2.6080 0.1967 0.0418 14.2700 81.0000
2321.3568 2321.3568 73.0013 68.0323 10.5679 2.6167 0.1995 0.0188 14.2746 81.0000
2321.2044 2321.2044 72.1473 68.0745 10.5679 2.6170 0.1996 0.0180 14.2746 81.0000
2321.0520 2321.0520 71.6936 69.9762 10.5679 2.6219 0.1994 0.0161 14.2746 81.2440
2320.8996 2320.8996 71.5398 72.3648 10.5679 2.6347 0.1967 0.0180 14.4036 81.4941
2320.7472 2320.7472 71.7279 73.3763 10.5679 2.6438 0.1878 0.0131 14.6691 81.7450
2320.5948 2320.5948 71.8280 73.1011 10.5193 2.6381 0.1754 0.0061 14.8080 81.9959
2320.4424 2320.4424 71.0120 71.1789 10.5185 2.6252 0.1626 0.0090 14.9451 82.0000
2320.2900 2320.2900 70.9503 67.7432 10.5185 2.6280 0.1573 0.0110 14.9473 81.7532
2320.1376 2320.1376 69.8840 64.5059 10.5185 2.6141 0.1550 0.0140 14.9473 81.2545
2319.9852 2319.9852 69.2928 63.9568 10.5185 2.5892 0.1552 0.0041 14.8115 80.7543
2319.8328 2319.8328 69.5795 66.4131 10.5185 2.5860 0.1548 -0.0010 14.5413 80.5013
2319.6804 2319.6804 70.2155 66.8746 10.5185 2.5780 0.1588 0.0090 14.4069 80.5000
2319.5280 2319.5280 70.6076 66.8750 10.5185 2.5780 0.1588 0.0090 14.2738 80.4995
2319.3756 2319.3756 70.6562 66.7243 10.5185 2.5791 0.1594 0.0110 13.8853 80.2488
2319.2232 2319.2232 70.5578 66.2675 10.5185 2.6020 0.1580 0.0111 13.7575 79.7470
2319.0708 2319.0708 70.4139 64.9165 10.5185 2.6097 0.1526 0.0251 13.6309 79.2428
2318.9184 2318.9184 70.6046 63.8698 10.5185 2.5779 0.1488 0.0269 13.5047 78.4925
2318.7660 2318.7660 70.3103 63.1105 10.5185 2.5669 0.1518 0.0129 13.2590 77.7500
2318.6136 2318.6136 70.0201 61.8317 10.5185 2.5621 0.1545 0.0048 13.1349 77.7586
