~VERSION_INFORMATION
DLM  SPACE :ColumnDataSectionDelimiterCharacter
PROD  Schlumberger :LAS_Producer
PROG  DLIS_to_ASCII 2.3 :LAS_Program_name_and_version
CREA.  2019-Aug-19 09:05 :LAS_Creation_date_and_time_{YYYY-MMM-DD hh:mm}
SOURCE  1RCH_0001__SC_1RCH_0001__SC.dlis :DLIS_File_Name
DLIS_CREA  2019-Aug-19 07:48 :DLIS_Creation_date_and_time_{YYYY-MMM-DD hh:mm}
#-----------------------------------------------------------------------------
~WELL_INFORMATION
NULL  -999.250000  :NULL_VALUE
COMP   :COMPANY
WELL   :WELL
FLD   :FIELD
LOC   :LOCATION
CTRY   :COUNTRY
DATE   :LOG_DATE
SRVC  Schlumberger :SERVICE COMPANY
LATI .DEG  :LATITUDE
LONG DEG  :LONGITUDE
GDAT   :GeoDetic Datum
~CURVE_INFORMATION
DEPT M DEPTH_(BOREHOLE)
DEPT M ----
DT US/F ----
GR GAPI ----
CALI IN ----
RHOB G/CC ----
NPHI FRAC ----
DRHO G/CC ----
ILD OHMM ----
SP MV ----
#-----------------------------------------------------------------------------
M M US/F GAPI IN G/CC FRAC G/CC OHMM MV
DEPT DEPT DT GR CALI RHOB NPHI DRHO ILD SP
~Ascii
2720.1876 2720.1876 61.1975 54.2969 10.1194 2.5783 0.0888 0.0099 18.9208 50.4171
2720.0352 2720.0352 61.5044 52.7653 10.0741 2.5703 0.0899 -0.0022 18.0803 49.4353
2719.8828 2719.8828 61.9871 52.6446 10.0741 2.5750 0.1000 0.0064 17.4395 48.6631
2719.7304 2719.7304 62.9679 53.6834 10.0741 2.5873 0.1110 0.0129 16.9626 47.7048
2719.5780 2719.5780 64.3750 55.2464 10.0741 2.6006 0.1218 0.0321 16.4850 47.2734
2719.4256 2719.4256 65.0884 55.9426 10.0741 2.6047 0.1274 0.0315 15.9017 47.5708
2719.2732 2719.2732 65.1327 56.7865 10.0741 2.5913 0.1268 0.0258 15.4943 48.3235
2719.1208 2719.1208 65.1079 56.9430 10.0841 2.5861 0.1236 0.0237 15.3661 49.0506
2718.9684 2718.9684 64.8633 55.8562 10.1628 2.5957 0.1242 0.0312 15.3806 49.4490
2718.8160 2718.8160 64.5716 55.2069 10.0741 2.5922 0.1279 0.0480 15.5083 49.0000
2718.6636 2718.6636 63.9168 55.4489 10.0741 2.5837 0.1266 0.0281 15.5083 49.0273
2718.5112 2718.5112 63.5245 55.7406 10.0741 2.5726 0.1228 0.0118 15.5083 49.2781
2718.3588 2718.3588 63.1387 55.2808 10.0741 2.5693 0.1193 0.0106 15.5083 49.4717
2718.2064 2718.2064 62.8295 54.1963 10.0741 2.5728 0.1183 0.0142 15.5083 49.2208
2718.0540 2718.0540 62.8039 53.5612 10.0741 2.5783 0.1174 0.0083 15.5083 49.0000
2717.9016 2717.9016 62.9389 53.7862 10.0741 2.5736 0.1178 0.0100 15.5083 49.0000
2717.7492 2717.7492 63.0244 54.0026 10.0741 2.5789 0.1195 0.0109 15.5083 49.0621
2717.5968 2717.5968 63.3553 54.2392 10.0741 2.5831 0.1186 0.0174 15.5266 49.6598
2717.4444 2717.4444 63.5556 55.1350 10.0741 2.5730 0.1172 0.0210 15.6708 50.8810
2717.2920 2717.2920 63.4320 56.3271 10.0741 2.5918 0.1188 0.0252 15.8159 51.8488
2717.1396 2717.1396 63.1509 56.4674 10.0741 2.5874 0.1232 0.0137 15.9627 52.6015
2716.9872 2716.9872 62.9818 56.4907 10.0741 2.6079 0.1261 0.0183 16.1109 53.2846
2716.8348 2716.8348 63.0023 56.1802 10.0741 2.5986 0.1257 0.0195 16.2812 53.4303
2716.6824 2716.6824 63.1774 55.8577 10.0741 2.5840 0.1214 0.0160 16.5850 52.9285
2716.5300 2716.5300 63.4850 56.0328 10.0741 2.5839 0.1215 0.0154 16.8486 52.5000
2716.3776 2716.3776 63.5541 57.3100 10.0741 2.5836 0.1220 0.0110 16.8259 52.5367
2716.2252 2716.2252 63.4707 58.9950 10.1038 2.5882 0.1225 0.0041 16.6483 52.8252
2716.0728 2716.0728 63.4631 60.0316 10.2412 2.5970 0.1242 -0.0005 16.3663 53.2885
2715.9204 2715.9204 63.4141 58.8097 10.0741 2.6058 0.1215 0.0020 16.2392 53.4607
2715.7680 2715.7680 63.3729 57.1198 10.0741 2.5962 0.1110 0.0034 16.2629 53.1710
2715.6156 2715.6156 63.3018 55.6639 10.0741 2.6070 0.1037 0.0151 16.3411 52.6288
2715.4632 2715.4632 62.8525 54.4364 10.0741 2.5992 0.0993 0.0328 16.0419 51.9177
2715.3108 2715.3108 62.4037 53.2970 10.0741 2.5852 0.1001 0.0140 15.7253 51.5414
2715.1584 2715.1584 62.1915 53.3232 10.0741 2.5855 0.1016 0.0040 15.2721 51.7923
2715.0060 2715.0060 62.1677 53.8107 10.0741 2.5811 0.1016 0.0030 14.7638 52.0000
2714.8536 2714.8536 62.2486 54.1237 10.0741 2.5732 0.1031 -0.0006 14.5169 51.9567
2714.7012 2714.7012 62.2659 54.5660 10.0741 2.5834 0.1048 0.0081 14.3833 51.7058
2714.5488 2714.5488 62.3816 55.2372 10.0741 2.6081 0.1047 0.0209 14.2276 51.4099
2714.3964 2714.3964 62.4971 55.4005 10.0650 2.6299 0.1035 0.0370 14.0141 51.0000
2714.2440 2714.2440 62.3065 55.0470 10.0156 2.6389 0.1006 0.0503 14.0141 50.9539
2714.0916 2714.0916 62.4290 55.0378 9.9660 2.6163 0.0979 0.0460 14.0141 50.7031
2713.9392 2713.9392 62.7397 54.5047 9.9165 2.5933 0.0937 0.0218 14.0141 50.5477
2713.7868 2713.7868 62.3357 53.1031 9.8576 2.5805 0.0865 0.0107 13.9650 50.7500
2713.6344 2713.6344 61.2660 50.9197 9.7681 2.5814 0.0774 0.0099 13.7092 50.5058
2713.4820 2713.4820 60.3524 49.4120 9.7087 2.6120 0.0700 0.0301 13.4825 49.1519
2713.3296 2713.3296 60.1677 49.0943 9.6296 2.6096 0.0700 0.0347 13.3586 47.4472
2713.1772 2713.1772 61.1285 47.7012 9.6196 2.5994 0.0718 0.0519 13.2606 45.9457
2713.0248 2713.0248 62.5902 47.3028 9.5802 2.5956 0.0807 0.0487 13.2860 44.6468
2712.8724 2712.8724 63.8379 48.1833 9.5802 2.5961 0.0927 0.0580 13.4092 44.4070
2712.7200 2712.7200 64.0960 49.8024 9.5802 2.6245 0.1032 0.0734 13.5600 45.3682
2712.5676 2712.5676 63.1253 51.2747 9.5802 2.6435 0.1078 0.0849 13.8688 47.0710
2712.4152 2712.4152 62.2574 52.7089 9.5802 2.6384 0.1072 0.0681 14.4205 48.5211
2712.2628 2712.2628 61.6532 54.4183 9.5802 2.6389 0.1058 0.0602 15.1324 49.6635
2712.1104 2712.1104 61.2493 56.2391 9.5693 2.6343 0.1065 0.0459 15.9954 50.3608
2711.9580 2711.9580 61.1952 57.9206 9.5197 2.6358 0.1090 0.0446 16.8713 50.8626
2711.8056 2711.8056 61.3155 56.5811 9.4590 2.6472 0.1039 0.0419 17.6305 51.1930
2711.6532 2711.6532 61.3097 53.7280 9.3601 2.6373 0.0928 0.0383 18.2142 50.8855
2711.5008 2711.5008 60.7594 52.2497 9.2610 2.6238 0.0901 0.0353 18.4741 50.2092
2711.3484 2711.3484 60.7995 52.9392 9.1736 2.6221 0.0962 0.0245 18.5144 49.0145
2711.1960 2711.1960 61.2542 53.9679 9.1358 2.6288 0.1037 0.0295 18.6451 48.1317
2711.0436 2711.0436 61.8324 54.7933 9.1358 2.6266 0.1064 0.0320 18.6040 47.5098
2710.8912 2710.8912 63.0490 53.9075 9.1238 2.6198 0.1032 0.0339 18.3922 46.5070
2710.7388 2710.7388 63.4764 50.2418 9.0744 2.6049 0.0903 0.0237 17.9376 45.3837
2710.5864 2710.5864 62.3257 44.1516 9.0248 2.5765 0.0697 0.0057 17.0527 43.7545
2710.4340 2710.4340 60.8174 43.1571 8.9877 2.5728 0.0700 0.0140 16.0915 41.9358
2710.2816 2710.2816 59.9495 45.4839 8.9751 2.6004 0.0758 0.0256 15.5792 40.7459
2710.1292 2710.1292 59.7452 46.2737 8.9383 2.6289 0.0758 0.0336 15.3661 39.7447
2709.9768 2709.9768 60.1012 43.1854 8.9383 2.6438 0.0689 0.0358 15.3661 38.6764
2709.8244 2709.8244 60.2887 36.6274 8.9383 2.6235 0.0624 0.0373 15.2207 37.6192
2709.6720 2709.6720 59.9101 31.7132 8.9383 2.6075 0.0622 0.0395 14.6695 36.9214
2709.5196 2709.5196 59.7490 27.9922 8.9251 2.6033 0.0653 0.0577 14.1034 35.2673
2709.3672 2709.3672 60.1188 25.3531 8.8622 2.5960 0.0662 0.0731 13.4665 32.1699
2709.2148 2709.2148 60.6399 24.5968 8.7901 2.5873 0.0650 0.0753 12.8588 28.3637
2709.0624 2709.0624 61.2134 22.0461 8.7766 2.5580 0.0613 0.0798 12.2200 25.1781
2708.9100 2708.9100 61.3063 20.0904 8.7407 2.5398 0.0609 0.0736 11.4266 22.2367
2708.7576 2708.7576 61.3805 18.4095 8.7407 2.5382 0.0634 0.0719 10.5870 19.4093
2708.6052 2708.6052 61.7996 17.7082 8.7407 2.5527 0.0633 0.0901 9.7677 16.5462
2708.4528 2708.4528 62.2623 17.6441 8.7407 2.5543 0.0602 0.1009 9.0715 14.0373
2708.3004 2708.3004 62.6544 17.2030 8.7407 2.5246 0.0557 0.0798 8.4682 11.7464
2708.1480 2708.1480 62.9612 16.3791 8.7407 2.4990 0.0535 0.0532 8.0124 9.9219
2707.9956 2707.9956 63.1166 16.0155 8.7407 2.5031 0.0535 0.0543 7.5999 7.9879
2707.8432 2707.8432 63.3964 15.9095 8.7261 2.5089 0.0533 0.0663 7.2953 6.3057
2707.6908 2707.6908 63.5100 15.9095 8.7061 2.4990 0.0530 0.0762 7.0769 4.8017
2707.5384 2707.5384 63.3582 15.9095 8.7259 2.4954 0.0538 0.0707 6.8577 3.3748
2707.3860 2707.3860 63.3686 15.8639 8.6914 2.4916 0.0570 0.0630 6.7321 2.1962
2707.2336 2707.2336 63.5905 15.6677 8.7065 2.5020 0.0607 0.0763 6.6274 1.3468
2707.0812 2707.0812 64.0422 15.3214 8.7407 2.5026 0.0625 0.0762 6.5481 0.9231
2706.9288 2706.9288 64.5092 14.8701 8.7407 2.5068 0.0619 0.0636 6.4282 0.6722
2706.7764 2706.7764 64.6285 14.5368 8.7407 2.5139 0.0629 0.0611 6.3286 0.5787
2706.6240 2706.6240 64.5795 14.4854 8.7407 2.5160 0.0664 0.0622 6.2523 0.9881
2706.4716 2706.4716 64.5461 14.5093 8.7407 2.5125 0.0707 0.0614 6.1559 1.6594
2706.3192 2706.3192 64.4358 14.6570 8.7407 2.5111 0.0733 0.0664 6.1174 2.0806
2706.1668 2706.1668 64.2833 15.0063 8.7407 2.5311 0.0751 0.0825 6.1174 2.2500
2706.0144 2706.0144 64.4324 15.3099 8.7407 2.5460 0.0756 0.1062 6.1358 2.3316
2705.8620 2705.8620 64.4317 15.3346 8.7407 2.5460 0.0753 0.1108 6.2118 2.4175
2705.7096 2705.7096 64.7248 15.2104 8.7407 2.5507 0.0749 0.1176 6.3276 2.4162
2705.5572 2705.5572 64.9857 14.7600 8.7407 2.5627 0.0765 0.1106 6.4859 3.0005
2705.4048 2705.4048 63.8690 14.5604 8.7407 2.5636 0.0788 0.0991 6.7302 3.8375
2705.2524 2705.2524 61.6771 15.4040 8.7407 2.5594 0.0787 0.0719 6.9837 4.9264
2705.1000 2705.1000 59.4229 18.9136 8.7407 2.5769 0.0759 0.0477 7.2701 6.2654
2704.9476 2704.9476 57.6433 24.9102 8.7407 2.6012 0.0746 0.0407 7.6383 7.7676
2704.7952 2704.7952 57.3397 30.8864 8.7235 2.6091 0.0770 0.0329 8.0471 9.4473
2704.6428 2704.6428 58.1924 34.0753 8.7087 2.6033 0.0796 0.0295 8.4274 11.4522
2704.4904 2704.4904 59.1715 35.1230 8.7407 2.6028 0.0809 0.0327 8.8251 13.1908
2704.3380 2704.3380 60.1875 35.1715 8.7407 2.5840 0.0808 0.0301 9.1807 14.3562
2704.1856 2704.1856 60.9325 35.0640 8.7584 2.5797 0.0805 0.0337 9.4070 15.2690
2704.0332 2704.0332 61.1322 34.6288 8.7901 2.5634 0.0794 0.0350 9.5501 16.0201
2703.8808 2703.8808 61.4799 33.7337 8.7901 2.5422 0.0768 0.0242 9.6714 16.8637
2703.7284 2703.7284 61.7957 32.2623 8.7901 2.5269 0.0734 0.0163 9.8519 17.7755
2703.5760 2703.5760 61.8937 30.9857 8.7901 2.5154 0.0718 0.0062 10.0702 18.8046
2703.4236 2703.4236 61.8646 30.7773 8.7901 2.5251 0.0727 0.0071 10.3528 20.5854
2703.2712 2703.2712 61.6742 31.3583 8.7901 2.5569 0.0743 0.0204 10.6815 23.0309
2703.1188 2703.1188 61.5209 32.7574 8.7901 2.5726 0.0746 0.0322 11.0052 25.8817
2702.9664 2702.9664 61.2576 33.9099 8.7901 2.5743 0.0768 0.0314 11.2900 29.3600
2702.8140 2702.8140 61.3745 35.5112 8.7901 2.5792 0.0843 0.0336 11.7153 33.4340
2702.6616 2702.6616 62.5179 39.0638 8.8282 2.6029 0.1005 0.0561 12.2009 37.1975
2702.5092 2702.5092 64.4796 44.5656 8.9464 2.6100 0.1260 0.0716 12.7306 41.1504
2702.3568 2702.3568 66.6963 51.7770 9.0563 2.5994 0.1515 0.0622 13.1608 45.1148
2702.2044 2702.2044 68.2460 58.8329 9.0864 2.6110 0.1701 0.0644 13.4812 48.0371
2702.0520 2702.0520 68.5759 63.7727 9.0864 2.6335 0.1771 0.0752 13.6821 49.9427
2701.8996 2701.8996 67.8826 66.6755 9.0864 2.6555 0.1766 0.0721 13.8089 51.5962
2701.7472 2701.7472 67.2346 67.8496 9.0864 2.6784 0.1704 0.0778 14.0946 52.9011
2701.5948 2701.5948 67.2544 67.4868 9.0864 2.6731 0.1595 0.0757 14.5695 53.7017
2701.4424 2701.4424 67.1449 66.1609 9.0864 2.6527 0.1502 0.0561 14.9218 54.3038
2701.2900 2701.2900 67.0013 64.1440 9.0864 2.6432 0.1431 0.0468 15.0856 55.0565
2701.1376 2701.1376 67.0074 62.3777 9.0864 2.6376 0.1369 0.0408 14.9721 55.9122
2700.9852 2700.9852 67.1964 61.6599 9.0864 2.6262 0.1348 0.0370 14.5883 57.1217
2700.8328 2700.8328 68.1750 62.7954 9.0864 2.6267 0.1407 0.0291 14.0072 58.7283
2700.6804 2700.6804 69.4585 65.4281 9.0864 2.6387 0.1523 0.0267 13.2749 60.4846
2700.5280 2700.5280 70.8070 68.5948 9.0864 2.6474 0.1665 0.0263 12.5382 62.1330
2700.3756 2700.3756 72.2215 72.4990 9.0864 2.6431 0.1803 0.0183 11.9277 63.5296
2700.2232 2700.2232 73.3717 76.3142 9.0864 2.6537 0.1938 0.0226 11.2842 64.4636
2700.0708 2700.0708 74.2045 79.8339 9.0864 2.6580 0.2052 0.0226 10.7588 65.1795
2699.9184 2699.9184 74.6092 83.0728 9.0864 2.6560 0.2133 0.0150 10.4095 65.8578
2699.7660 2699.7660 74.6861 85.5476 9.0864 2.6757 0.2197 0.0184 10.2054 66.2174
2699.6136 2699.6136 74.7351 86.9958 9.0864 2.6897 0.2263 0.0259 10.1523 66.6096
2699.4612 2699.4612 74.6334 88.0415 9.0864 2.6959 0.2311 0.0292 10.1523 67.0804
2699.3088 2699.3088 74.4044 88.5271 9.0864 2.6936 0.2346 0.0362 10.1938 68.1636
2699.1564 2699.1564 74.2790 88.3767 9.0864 2.6642 0.2348 0.0288 10.2462 69.3345
2699.0040 2699.0040 74.2030 88.1868 9.0864 2.6353 0.2299 0.0139 10.2887 69.7500
2698.8516 2698.8516 74.1320 88.6481 9.0864 2.6223 0.2221 -0.0018 10.3841 69.8625
2698.6992 2698.6992 73.9009 89.0944 9.0864 2.6353 0.2146 -0.0059 10.4367 69.8866
2698.5468 2698.5468 73.7095 89.4094 9.0864 2.6581 0.2112 0.0045 10.4809 69.6357
2698.3944 2698.3944 73.6687 90.2512 9.0864 2.6672 0.2105 0.0110 10.5780 69.3852
2698.2420 2698.2420 73.5668 90.8592 9.0864 2.6738 0.2159 0.0138 10.6761 69.4805
2698.0896 2698.0896 73.4269 91.0681 9.0864 2.6826 0.2207 0.0194 10.8218 69.7500
2697.9372 2697.9372 73.1136 91.4138 9.1095 2.6642 0.2192 0.0155 11.0715 69.9834
2697.7848 2697.7848 72.5614 90.7611 9.1358 2.6403 0.2180 0.0061 11.3326 70.2500
2697.6324 2697.6324 71.9871 88.5047 9.1358 2.6449 0.2128 0.0026 11.5950 70.2500
2697.4800 2697.4800 71.6185 85.8955 9.1124 2.6622 0.2062 0.0048 11.8159 70.3686
2697.3276 2697.3276 71.4153 83.9996 9.1099 2.6785 0.2052 0.0243 11.9254 70.6190
2697.1752 2697.1752 71.4366 83.1424 9.1358 2.6876 0.2106 0.0372 12.0361 70.7500
2697.0228 2697.0228 71.4874 83.4991 9.1597 2.6908 0.2146 0.0326 12.1479 70.7500
2696.8704 2696.8704 71.5349 84.7277 9.1612 2.6839 0.2138 0.0287 12.2605 70.8713
2696.7180 2696.7180 71.7996 86.2682 9.1599 2.6622 0.2134 0.0221 12.3187 71.0000
2696.5656 2696.5656 72.0971 87.6622 9.1852 2.6564 0.2145 0.0215 12.3187 70.8773
2696.4132 2696.4132 72.1236 88.3109 9.1852 2.6590 0.2165 0.0240 12.3187 70.6268
2696.2608 2696.2608 72.0982 88.1997 9.1852 2.6634 0.2152 0.0196 12.2628 70.5000
2696.1084 2696.1084 72.0498 87.9366 9.2098 2.6725 0.2074 0.0130 12.1500 70.3754
2695.9560 2695.9560 71.9763 87.7863 9.2346 2.6760 0.2020 0.0110 12.0938 70.2500
2695.8036 2695.8036 72.2334 87.9552 9.2346 2.6775 0.1940 0.0050 12.0105 70.2500
2695.6512 2695.6512 72.5905 87.9732 9.2596 2.6871 0.1911 0.0137 11.9830 70.5030
2695.4988 2695.4988 73.0056 88.2035 9.2840 2.6955 0.1934 0.0348 11.9830 71.3869
2695.3464 2695.3464 73.0994 88.6908 9.3092 2.6904 0.1969 0.0436 11.9268 72.1279
2695.1940 2695.1940 73.0768 88.2563 9.3587 2.6798 0.1987 0.0282 11.8731 72.2500
2695.0416 2695.0416 73.2017 87.3651 9.4082 2.6590 0.2024 0.0124 11.8168 72.2500
2694.8892 2694.8892 73.2707 87.4229 9.4321 2.6232 0.2080 0.0053 11.7642 72.1203
2694.7368 2694.7368 73.5528 87.9847 9.4578 2.6332 0.2139 0.0287 11.8210 71.6092
2694.5844 2694.5844 74.0390 88.7864 9.4815 2.6836 0.2170 0.1072 11.9307 71.2500
2694.4320 2694.4320 74.0958 89.1269 9.4815 2.6855 0.2154 0.1225 11.9830 71.2500
2694.2796 2694.2796 73.7472 88.1909 9.4815 2.6568 0.2115 0.0725 11.9830 71.3825
2694.1272 2694.1272 73.4365 86.7686 9.4815 2.6370 0.2077 0.0397 11.9830 71.5000
2693.9748 2693.9748 73.1355 85.9366 9.4815 2.6360 0.2041 0.0185 11.9830 71.5000
2693.8224 2693.8224 72.9802 85.9238 9.4815 2.6382 0.1981 0.0094 11.9239 71.6344
2693.6700 2693.6700 73.3457 86.0624 9.4815 2.6291 0.1952 0.0064 11.8731 71.7500
2693.5176 2693.5176 73.8242 86.0624 9.4815 2.6240 0.1958 0.0050 11.8731 71.8858
2693.3652 2693.3652 73.9805 86.6344 9.4815 2.6267 0.1979 0.0050 11.8731 72.0000
2693.2128 2693.2128 74.0874 86.9477 9.4815 2.6438 0.1996 0.0105 11.8731 72.1368
2693.0604 2693.0604 73.9606 86.5642 9.4815 2.6703 0.1970 0.0233 11.8731 72.2500
2692.9080 2692.9080 73.4868 86.8608 9.4815 2.6742 0.1948 0.0262 11.8127 72.2500
2692.7556 2692.7556 73.1385 87.3867 9.4815 2.6719 0.1945 0.0169 11.8248 71.9719
2692.6032 2692.6032 72.9425 87.4865 9.4815 2.6750 0.1942 0.0120 11.8123 71.6104
2692.4508 2692.4508 72.9111 86.7705 9.4815 2.6784 0.1927 0.0103 11.8871 71.3595
2692.2984 2692.2984 72.9539 85.7476 9.4815 2.6855 0.1913 0.0164 12.0455 71.2500
2692.1460 2692.1460 72.8433 85.2182 9.4815 2.6816 0.1939 0.0181 12.1572 71.1085
2691.9936 2691.9936 72.7584 85.3442 9.4815 2.6697 0.1972 0.0127 12.2700 71.4271
2691.8412 2691.8412 72.8421 85.7518 9.5097 2.6616 0.1959 0.0064 12.3838 72.3212
2691.6888 2691.6888 72.9050 85.9125 9.5309 2.6590 0.1944 0.0030 12.4327 72.8934
2691.5364 2691.5364 72.5948 85.9558 9.5024 2.6584 0.1949 0.0053 12.4990 72.8557
2691.3840 2691.3840 72.1403 85.9004 9.4815 2.6737 0.1940 0.0204 12.6151 72.7500
2691.2316 2691.2316 71.8339 85.8376 9.4815 2.6850 0.1932 0.0301 12.6638 72.4588
2691.0792 2691.0792 71.5318 85.5309 9.4815 2.6832 0.1899 0.0342 12.7323 71.8116
2690.9268 2690.9268 71.5047 85.1807 9.4815 2.6879 0.1863 0.0347 12.8505 71.2059
2690.7744 2690.7744 71.4987 84.6460 9.4815 2.6896 0.1860 0.0384 12.8992 71.0000
2690.6220 2690.6220 71.2070 84.4273 9.4815 2.6809 0.1898 0.0302 12.8992 71.1480
2690.4696 2690.4696 71.0184 84.0867 9.4815 2.7040 0.1953 0.0394 12.8992 71.1011
2690.3172 2690.3172 70.9693 84.2182 9.4815 2.7422 0.1980 0.0769 12.8992 71.0000
2690.1648 2690.1648 70.9791 84.7137 9.4815 2.7562 0.1949 0.1050 12.8282 71.0000
2690.0124 2690.0124 71.2050 84.2303 9.4815 2.7407 0.1925 0.0893 12.7810 71.0000
2689.8600 2689.8600 71.5781 83.8139 9.4815 2.7300 0.1924 0.0741 12.7099 71.1517
2689.7076 2689.7076 71.7021 82.9475 9.4815 2.7203 0.1959 0.0577 12.5932 71.2500
2689.5552 2689.5552 71.5337 82.1610 9.4815 2.7164 0.2002 0.0440 12.4774 71.2500
2689.4028 2689.4028 71.2884 82.5216 9.4815 2.7266 0.2028 0.0470 12.3626 71.4036
2689.2504 2689.2504 71.2242 83.6706 9.4815 2.7215 0.2043 0.0563 12.1802 71.1920
2689.0980 2689.0980 71.4546 84.6521 9.4815 2.7082 0.2043 0.0607 11.9573 70.6908
2688.9456 2688.9456 71.5852 84.6119 9.4815 2.6872 0.2062 0.0543 11.8054 70.1890
2688.7932 2688.7932 71.8604 83.5228 9.4815 2.6620 0.2100 0.0413 11.6299 69.8436
2688.6408 2688.6408 72.3930 82.3785 9.4815 2.6605 0.2138 0.0574 11.4173 69.4365
2688.4884 2688.4884 72.8271 81.7792 9.4815 2.6574 0.2166 0.0632 11.2733 68.9353
2688.3360 2688.3360 72.9539 81.9251 9.4815 2.6536 0.2149 0.0433 11.1696 68.9083
2688.1836 2688.1836 72.9539 82.0901 9.4815 2.6540 0.2134 0.0341 11.0670 69.3173
2688.0312 2688.0312 72.4869 82.3288 9.4815 2.6534 0.2100 0.0379 10.9653 69.3408
2687.8788 2687.8788 71.6257 82.8009 9.4815 2.6447 0.2063 0.0382 10.8644 68.7696
2687.7264 2687.7264 71.3549 83.3274 9.4815 2.6419 0.2048 0.0338 10.7011 67.8558
2687.5740 2687.5740 71.5475 83.7077 9.4815 2.6675 0.2050 0.0450 10.4437 66.6929
2687.4216 2687.4216 71.8558 84.2997 9.4815 2.6836 0.2072 0.0703 10.1584 65.1158
2687.2692 2687.2692 72.1355 84.5146 9.4815 2.6615 0.2109 0.0612 9.8805 63.6854
2687.1168 2687.1168 72.2845 83.6073 9.4815 2.6679 0.2163 0.0701 9.7265 62.4335
2686.9644 2686.9644 72.4466 82.5497 9.4815 2.6596 0.2261 0.1045 9.6954 60.8526
2686.8120 2686.8120 72.2239 82.2894 9.4815 2.6309 0.2311 0.1258 9.7545 58.7667
2686.6596 2686.6596 71.6865 81.3741 9.4815 2.6342 0.2226 0.1945 9.7851 56.1831
2686.5072 2686.5072 70.5797 78.4056 9.4815 2.6496 0.1944 0.2580 9.7851 52.9288
2686.3548 2686.3548 68.9127 73.6451 9.4815 2.6207 0.1620 0.2528 9.6073 48.7495
2686.2024 2686.2024 67.3597 67.0735 9.3491 2.5705 0.1352 0.1793 9.4019 44.0657
2686.0500 2686.0500 66.0715 58.7603 9.1181 2.5365 0.1145 0.1126 9.2301 39.6449
2685.8976 2685.8976 65.1759 51.6628 8.9704 2.5280 0.1033 0.0742 9.0055 35.5527
2685.7452 2685.7452 65.0366 47.3504 8.8713 2.5307 0.1024 0.0621 8.7592 31.8773
2685.5928 2685.5928 65.2830 45.0931 8.7724 2.5245 0.1052 0.0618 8.3638 28.3724
2685.4404 2685.4404 65.4438 43.6204 8.7407 2.5019 0.1047 0.0389 7.9130 24.8635
2685.2880 2685.2880 65.3408 42.2664 8.7407 2.4909 0.1021 0.0212 7.4399 21.8650
2685.1356 2685.1356 65.2793 40.8125 8.7407 2.4976 0.1011 0.0229 7.0182 19.2829
2684.9832 2684.9832 65.4141 39.5680 8.7407 2.5044 0.1040 0.0354 6.6815 17.1212
2684.8308 2684.8308 65.3394 39.5824 8.7407 2.5164 0.1093 0.0352 6.4608 15.1140
2684.6784 2684.6784 65.0750 40.5266 8.7407 2.5238 0.1117 0.0442 6.2841 14.3259
2684.5260 2684.5260 64.8496 41.1293 8.7407 2.5131 0.1096 0.0470 6.1517 14.0755
2684.3736 2684.3736 65.0302 40.3499 8.7407 2.5010 0.1078 0.0454 6.0781 13.8249
2684.2212 2684.2212 65.6834 38.7018 8.7407 2.4832 0.1095 0.0416 6.0221 13.3979
2684.0688 2684.0688 66.6390 37.1121 8.7407 2.4742 0.1138 0.0365 5.9669 12.8973
2683.9164 2683.9164 67.3567 35.8745 8.7407 2.4843 0.1153 0.0464 5.9120 11.6879
2683.7640 2683.7640 67.5627 34.6395 8.7407 2.4918 0.1144 0.0639 5.8576 10.1825
2683.6116 2683.6116 67.2621 33.8433 8.7407 2.4973 0.1123 0.0713 5.8037 9.0347
2683.4592 2683.4592 66.6815 33.7800 8.7407 2.4983 0.1135 0.0743 5.7504 8.5709
2683.3068 2683.3068 66.0795 34.5232 8.7407 2.5059 0.1169 0.0658 5.6601 8.3202
2683.1544 2683.1544 65.7381 35.4469 8.7407 2.5018 0.1190 0.0607 5.5564 8.2500
2683.0020 2683.0020 65.8120 35.0992 8.7407 2.4976 0.1185 0.0696 5.4549 7.8880
2682.8496 2682.8496 66.0435 34.5449 8.7407 2.5086 0.1183 0.0812 5.3551 7.7500
2682.6972 2682.6972 66.3602 34.0389 8.7407 2.5167 0.1174 0.1120 5.2570 7.5674
2682.5448 2682.5448 66.4883 34.2264 8.7407 2.5085 0.1183 0.1164 5.1957 7.3171
2682.3924 2682.3924 66.5732 34.3471 8.7407 2.5050 0.1188 0.1142 5.1479 6.8829
2682.2400 2682.2400 66.7074 34.6236 8.7407 2.5057 0.1213 0.1135 5.1005 6.1966
2682.0876 2682.0876 67.0358 34.6107 8.7407 2.5186 0.1234 0.1251 5.0536 5.4439
2681.9352 2681.9352 67.4636 34.6276 8.7407 2.5133 0.1244 0.1203 5.0415 4.6930
2681.7828 2681.7828 67.7226 35.1497 8.7407 2.5055 0.1250 0.1023 5.0415 3.7546
2681.6304 2681.6304 67.6259 35.3214 8.7777 2.5040 0.1252 0.0972 5.0415 2.9382
2681.4780 2681.4780 67.2101 35.2090 8.7531 2.4890 0.1275 0.0942 5.0765 2.5625
2681.3256 2681.3256 66.8671 35.1715 8.7407 2.4704 0.1305 0.0826 5.0882 2.1235
