Rock Code Depth1(m) RHOB GR SP DT
DIAMICTITO 44.0 2856.8904 2.6438 95.011 91.387 61.059
DIAMICTITO 44.0 2857.0428 2.634 95.4012 91.2092 61.3096
DIAMICTITO 44.0 2857.1952 2.6347 96.9134 91.1397 61.5034
DIAMICTITO 44.0 2857.3476 2.6298 97.2808 90.963 61.6106
DIAMICTITO 44.0 2857.5 2.6183 96.8928 90.963 61.8759
DIAMICTITO 44.0 2857.6524 2.6215 96.9273 90.891 62.089
DIAMICTITO 44.0 2857.8048 2.6286 96.434 90.6444 62.045
DIAMICTITO 44.0 2857.9572 2.6345 95.0195 90.3242 61.85
DIAMICTITO 44.0 2858.1096 2.6296 93.8794 89.9041 61.5044
DIAMICTITO 44.0 2858.262 2.6235 92.65 89.6575 61.0841
DIAMICTITO 44.0 2858.4144 2.6219 90.7413 89.2603 60.8852
DIAMICTITO 44.0 2858.5668 2.6247 89.7406 88.7465 61.0355
DIAMICTITO 44.0 2858.7192 2.629 90.9085 88.8984 61.2165
DIAMICTITO 44.0 2858.8716 2.6371 93.0175 89.3927 61.4517
DIAMICTITO 44.0 2859.024 2.6315 94.6187 89.8093 61.6207
DIAMICTITO 44.0 2859.1764 2.6267 96.5507 90.1346 61.6732
DIAMICTITO 44.0 2859.3288 2.6273 99.3323 90.3917 61.6072
DIAMICTITO 44.0 2859.4812 2.6277 100.9633 89.9854 61.5392
DIAMICTITO 44.0 2859.6336 2.6267 100.5256 89.3249 61.5392
DIAMICTITO 44.0 2859.786 2.6261 99.8388 89.2344 61.5556
DIAMICTITO 44.0 2859.9384 2.624 98.8497 89.7316 61.6223
DIAMICTITO 44.0 2860.0908 2.6294 97.3618 89.7316 61.6724
DIAMICTITO 44.0 2860.2432 2.628 96.0141 89.8145 61.656
DIAMICTITO 44.0 2860.3956 2.6334 94.8861 90.1445 61.723
DIAMICTITO 44.0 2860.548 2.6318 93.9277 90.3862 61.8233
DIAMICTITO 44.0 2860.7004 2.6242 93.3163 90.1393 61.8891
DIAMICTITO 44.0 2860.8528 2.6481 92.298 89.8075 61.8372
DIAMICTITO 44.0 2861.0052 2.6708 91.7125 89.3132 61.7042
DIAMICTITO 44.0 2861.1576 2.6663 92.3036 88.9061 61.604
DIAMICTITO 44.0 2861.31 2.6736 93.4924 88.8335 61.5745
DIAMICTITO 44.0 2861.4624 2.6856 94.6037 88.9048 61.6392
DIAMICTITO 44.0 2861.6148 2.6883 95.3902 88.5689 61.6572
DIAMICTITO 44.0 2861.7672 2.6783 96.7255 88.1645 61.7617
DIAMICTITO 44.0 2861.9196 2.6532 97.6549 87.9179 61.8708
DIAMICTITO 44.0 2862.072 2.6455 97.2333 87.5801 61.8575
DIAMICTITO 44.0 2862.2244 2.6438 97.1741 87.2688 61.9816
DIAMICTITO 44.0 2862.3768 2.6405 98.0603 87.1772 62.1761
DIAMICTITO 44.0 2862.5292 2.6531 98.5573 87.0225 62.2389
DIAMICTITO 44.0 2862.6816 2.6614 97.5084 87.1159 62.2768
DIAMICTITO 44.0 2862.834 2.6561 95.9077 87.1748 62.4151
DIAMICTITO 44.0 2862.9864 2.6414 95.2671 86.6451 62.5579
DIAMICTITO 44.0 2863.1388 2.6362 94.969 85.6564 62.6467
DIAMICTITO 44.0 2863.2912 2.6356 95.2857 84.9565 62.8358
DIAMICTITO 44.0 2863.4436 2.6295 95.0002 84.5174 62.9495
DIAMICTITO 44.0 2863.596 2.6245 93.4562 83.873 62.593
DIAMICTITO 44.0 2863.7484 2.6154 91.0947 83.4769 61.5048
DIAMICTITO 44.0 2863.9008 2.6163 89.0798 83.2303 60.1019
DIAMICTITO 44.0 2864.0532 2.6313 87.9394 83.181 59.1592
DIAMICTITO 44.0 2864.2056 2.6367 87.6104 83.528 58.6798
DIAMICTITO 44.0 2864.358 2.6326 88.703 83.9213 58.9167
DIAMICTITO 44.0 2864.5104 2.6251 91.7105 84.3696 59.5539
DIAMICTITO 44.0 2864.6628 2.6474 95.7653 85.1111 60.1615
DIAMICTITO 44.0 2864.8152 2.6826 100.439 85.6471 61.0424
DIAMICTITO 44.0 2864.9676 2.6709 103.1772 86.0991 61.7267
DIAMICTITO 44.0 2865.12 2.6559 102.7358 86.6335 62.1151
DIAMICTITO 44.0 2865.2724 2.6589 101.051 86.8803 62.2677
DIAMICTITO 44.0 2865.4248 2.6644 100.8552 87.0225 62.1328
DIAMICTITO 44.0 2865.5772 2.6645 101.1287 87.0225 62.0104
DIAMICTITO 44.0 2865.7296 2.6481 100.8807 87.2351 62.0174
DIAMICTITO 44.0 2865.882 2.6465 100.6688 87.6219 61.989
DIAMICTITO 44.0 2866.0344 2.6706 100.3244 87.8686 61.9455
DIAMICTITO 44.0 2866.1868 2.6757 98.6607 88.1158 61.7793
DIAMICTITO 44.0 2866.3392 2.666 95.7518 88.2539 61.573
DIAMICTITO 44.0 2866.4916 2.6657 94.7806 88.0357 61.6221
DIAMICTITO 44.0 2866.644 2.6682 95.8366 87.6513 61.7891
DIAMICTITO 44.0 2866.7964 2.6793 96.107 87.6259 61.8566
DIAMICTITO 44.0 2866.9488 2.6826 96.6258 87.8727 62.0747
DIAMICTITO 44.0 2867.1012 2.6775 98.351 88.0076 62.1935
DIAMICTITO 44.0 2867.2536 2.6872 99.4154 88.1204 62.0474
DIAMICTITO 44.0 2867.406 2.6989 98.7471 88.3672 61.8701
DIAMICTITO 44.0 2867.5584 2.6904 97.5911 88.5002 61.7429
DIAMICTITO 44.0 2867.7108 2.6767 97.5874 88.6148 61.6194
DIAMICTITO 44.0 2867.8632 2.6722 97.9397 88.5162 61.5392
DIAMICTITO 44.0 2868.0156 2.6635 97.4372 88.0227 61.5861
DIAMICTITO 44.0 2868.168 2.6557 96.6353 87.7613 61.7101
DIAMICTITO 44.0 2868.3204 2.6589 95.9823 87.7613 61.7415
DIAMICTITO 44.0 2868.4728 2.6598 96.1423 87.7613 61.5696
DIAMICTITO 44.0 2868.6252 2.6451 97.301 87.7613 61.3913
DIAMICTITO 44.0 2868.7776 2.6395 98.4952 87.7613 61.3151
DIAMICTITO 44.0 2868.93 2.6563 99.1352 87.4022 61.3379
DIAMICTITO 44.0 2869.0824 2.6705 97.9273 86.9023 61.4868
DIAMICTITO 44.0 2869.2348 2.6687 96.0159 86.6552 61.6383
DIAMICTITO 44.0 2869.3872 2.6602 95.1414 86.8946 61.6152
DIAMICTITO 44.0 2869.5396 2.6502 95.0153 87.5128 61.5392
DIAMICTITO 44.0 2869.692 2.6454 95.6324 87.8228 61.5268
DIAMICTITO 44.0 2869.8444 2.6506 97.3632 88.0076 61.4893
DIAMICTITO 44.0 2869.9968 2.6577 99.3999 87.8833 61.4136
DIAMICTITO 44.0 2870.1492 2.6585 102.4007 87.5118 61.3646
DIAMICTITO 44.0 2870.3016 2.6618 102.1573 87.0175 61.4658
DIAMICTITO 44.0 2870.454 2.6685 98.9625 86.6501 61.5392
DIAMICTITO 44.0 2870.6064 2.664 96.0173 86.5299 61.5649
DIAMICTITO 44.0 2870.7588 2.6518 94.7157 86.5299 61.6668
DIAMICTITO 44.0 2870.9112 2.6427 94.4409 86.5299 61.6089
DIAMICTITO 44.0 2871.0636 2.6578 95.3423 86.6588 61.4108
DIAMICTITO 44.0 2871.216 2.6774 97.4257 86.9056 61.3131
DIAMICTITO 44.0 2871.3684 2.6868 98.9036 87.1528 61.1836
DIAMICTITO 44.0 2871.5208 2.68 98.1697 87.1381 60.8242
DIAMICTITO 44.0 2871.6732 2.6711 95.9641 86.8913 60.1903
DIAMICTITO 44.0 2871.8256 2.6689 93.6168 86.7762 59.7328
DIAMICTITO 44.0 2871.978 2.6467 90.8123 86.9088 59.6671
DIAMICTITO 44.0 2872.1304 2.6265 88.7125 87.0225 59.6901
DIAMICTITO 44.0 2872.2828 2.6318 88.8476 87.0225 59.3096
DIAMICTITO 44.0 2872.4352 2.6507 89.5539 86.8877 58.8263
DIAMICTITO 44.0 2872.5876 2.6688 88.9337 86.7762 58.9377
DIAMICTITO 44.0 2872.74 2.6695 88.757 86.7762 59.6917
DIAMICTITO 44.0 2872.8924 2.6613 91.7783 86.7762 60.9722
DIAMICTITO 44.0 2873.0448 2.6536 97.1605 87.1877 61.8618
DIAMICTITO 44.0 2873.1972 2.6474 102.0542 87.6527 62.0949
DIAMICTITO 44.0 2873.3496 2.6473 104.5654 87.8999 61.9702
DIAMICTITO 44.0 2873.502 2.665 104.7803 88.1466 61.8109
DIAMICTITO 44.0 2873.6544 2.6708 103.4558 87.8353 61.7325
DIAMICTITO 44.0 2873.8068 2.673 102.0242 87.0938 61.4897
DIAMICTITO 44.0 2873.9592 2.6723 102.2256 86.4936 61.196
DIAMICTITO 44.0 2874.1116 2.6636 103.3333 86.5671 60.7731
DIAMICTITO 44.0 2874.264 2.6589 103.4072 86.7762 59.8468
DIAMICTITO 44.0 2874.4164 2.657 100.4955 86.7762 58.585
DIAMICTITO 44.0 2874.5688 2.6717 94.4208 86.7762 57.9244
DIAMICTITO 44.0 2874.7212 2.6761 88.5403 87.2086 57.8996
DIAMICTITO 44.0 2874.8736 2.6739 86.8301 87.6601 58.353
DIAMICTITO 44.0 2875.026 2.6638 88.8239 87.3236 59.2624
DIAMICTITO 44.0 2875.1784 2.6402 91.2558 87.0225 59.8089
DIAMICTITO 44.0 2875.3308 2.6327 92.5337 87.0225 60.0391
DIAMICTITO 44.0 2875.4832 2.6466 93.1789 87.1703 60.1399
DIAMICTITO 44.0 2875.6356 2.6522 95.1439 87.8615 60.2001
DIAMICTITO 44.0 2875.788 2.6482 98.3817 88.4026 60.3606
DIAMICTITO 44.0 2875.9404 2.6436 101.3031 88.2009 60.5916
DIAMICTITO 44.0 2876.0928 2.6526 103.1582 87.8576 60.8723
DIAMICTITO 44.0 2876.2452 2.6675 103.5544 87.7613 60.8673
DIAMICTITO 44.0 2876.3976 2.6701 102.7491 87.3069 60.6359
DIAMICTITO 44.0 2876.55 2.6661 101.3371 87.0225 60.2306
DIAMICTITO 44.0 2876.7024 2.6535 99.463 87.4808 59.451
DIAMICTITO 44.0 2876.8548 2.651 96.4759 87.608 58.1881
DIAMICTITO 44.0 2877.0072 2.6605 92.6635 87.3608 56.9527
DIAMICTITO 44.0 2877.1596 2.6709 88.7553 87.578 55.977
DIAMICTITO 44.0 2877.312 2.6746 85.0305 87.7613 55.4847
DIAMICTITO 44.0 2877.4644 2.6828 83.8467 87.6053 55.6457
DIAMICTITO 44.0 2877.6168 2.6831 85.1407 87.3586 55.8238
DIAMICTITO 44.0 2877.7692 2.6748 87.4074 87.5829 56.0014
DIAMICTITO 44.0 2877.9216 2.6614 88.7781 88.2351 56.3163
FOLHELHO 57.0 2878.074 2.6408 88.7253 88.9766 56.4418
FOLHELHO 57.0 2878.2264 2.6372 88.603 89.3982 56.4741
FOLHELHO 57.0 2878.3788 2.6435 89.701 89.8049 56.6863
FOLHELHO 57.0 2878.5312 2.6535 93.5575 90.2992 57.6719
FOLHELHO 57.0 2878.6836 2.6694 98.6432 91.2756 59.35
FOLHELHO 57.0 2878.836 2.6684 106.0874 91.8634 61.8925
FOLHELHO 57.0 2878.9884 2.6653 115.1476 92.5982 64.9993
FOLHELHO 57.0 2879.1408 2.6596 123.8046 93.0966 67.2475
FOLHELHO 57.0 2879.2932 2.6434 129.0138 93.507 68.2349
FOLHELHO 57.0 2879.4456 2.636 130.118 94.0008 68.6693
FOLHELHO 57.0 2879.598 2.6296 129.6763 94.1646 68.6179
FOLHELHO 57.0 2879.7504 2.6254 128.1019 93.999 68.4013
FOLHELHO 57.0 2879.9028 2.626 126.2042 94.2508 68.4708
FOLHELHO 57.0 2880.0552 2.6267 124.4974 94.7451 68.5357
FOLHELHO 57.0 2880.2076 2.6355 123.8 95.4059 68.4678
FOLHELHO 57.0 2880.36 2.6335 123.9458 95.6423 68.7428
FOLHELHO 57.0 2880.5124 2.6416 124.8416 95.3043 69.2627
FOLHELHO 57.0 2880.6648 2.6563 125.8853 95.1497 69.5042
FOLHELHO 57.0 2880.8172 2.653 127.0458 94.8093 68.9481
FOLHELHO 57.0 2880.9696 2.6503 126.3418 94.1446 67.6456
DIAMICTITO 44.0 2881.122 2.6562 123.0482 93.7466 65.8971
DIAMICTITO 44.0 2881.2744 2.66 117.1653 93.3279 64.4645
DIAMICTITO 44.0 2881.4268 2.6487 109.8985 93.0068 63.8076
DIAMICTITO 44.0 2881.5792 2.6415 104.2339 92.9332 63.5473
DIAMICTITO 44.0 2881.7316 2.6421 102.391 92.9332 61.4349
DIAMICTITO 44.0 2881.884 2.6469 102.106 92.7584 60.7975
DIAMICTITO 44.0 2882.0364 2.6515 101.0606 92.1606 61.1268
DIAMICTITO 44.0 2882.1888 2.6455 98.5939 91.7718 61.4501
DIAMICTITO 44.0 2882.3412 2.6548 94.4076 91.5252 61.36
DIAMICTITO 44.0 2882.4936 2.6668 92.1313 91.2782 61.2174
DIAMICTITO 44.0 2882.646 2.6523 91.8813 91.2092 61.1171
DIAMICTITO 44.0 2882.7984 2.6428 91.3299 91.2092 60.9446
DIAMICTITO 44.0 2882.9508 2.6293 89.9048 91.5676 60.8895
DIAMICTITO 44.0 2883.1032 2.6364 89.1548 91.5218 61.0357
DIAMICTITO 44.0 2883.2556 2.6517 90.6173 91.2746 61.4566
DIAMICTITO 44.0 2883.408 2.6593 93.9736 91.2092 62.3982
DIAMICTITO 44.0 2883.5604 2.6474 97.1037 91.573 63.796
DIAMICTITO 44.0 2883.7128 2.6367 99.2634 91.8846 64.9297
DIAMICTITO 44.0 2883.8652 2.6347 100.5478 91.9481 65.5217
DIAMICTITO 44.0 2884.0176 2.6317 101.3143 91.7643 65.0779
DIAMICTITO 44.0 2884.17 2.6269 101.0493 91.7018 64.1382
DIAMICTITO 44.0 2884.3224 2.613 98.3074 91.5169 63.5128
DIAMICTITO 44.0 2884.4748 2.6238 96.0177 90.8987 63.9156
DIAMICTITO 44.0 2884.6272 2.6317 95.1768 90.5302 64.6178
DIAMICTITO 44.0 2884.7796 2.6221 97.1249 90.4704 65.2439
DIAMICTITO 44.0 2884.932 2.6316 100.2227 90.2827 65.5777
DIAMICTITO 44.0 2885.0844 2.6586 102.2473 90.0358 65.2167
DIAMICTITO 44.0 2885.2368 2.6579 102.5714 90.1671 64.7803
DIAMICTITO 44.0 2885.3892 2.6664 101.2213 90.4136 64.3415
DIAMICTITO 44.0 2885.5416 2.6827 99.3595 90.2802 64.0449
DIAMICTITO 44.0 2885.694 2.6664 98.0334 90.033 63.7941
DIAMICTITO 44.0 2885.8464 2.6606 97.5824 89.9779 63.6213
DIAMICTITO 44.0 2885.9988 2.6544 97.5279 89.9779 63.6662
DIAMICTITO 44.0 2886.1512 2.6487 96.9471 89.9779 63.8056
DIAMICTITO 44.0 2886.3036 2.661 97.1107 89.9779 64.1134
DIAMICTITO 44.0 2886.456 2.6591 97.7827 90.5601 64.1091
DIAMICTITO 44.0 2886.6084 2.6474 97.614 90.9115 63.8112
DIAMICTITO 44.0 2886.7608 2.6407 98.1824 90.7673 63.5793
DIAMICTITO 44.0 2886.9132 2.6286 101.2351 90.3248 63.0611
FOLHELHO 57.0 2887.0656 2.6281 106.7773 90.8141 63.4174
FOLHELHO 57.0 2887.218 2.6223 115.0581 91.5556 65.1417
FOLHELHO 57.0 2887.3704 2.6151 122.3767 92.8924 66.7452
FOLHELHO 57.0 2887.5228 2.6266 125.9137 93.5768 68.4878
FOLHELHO 57.0 2887.6752 2.6345 126.6391 94.0709 69.8472
FOLHELHO 57.0 2887.8276 2.647 125.0785 93.9643 69.8411
FOLHELHO 57.0 2887.98 2.657 124.6423 93.7178 69.663
FOLHELHO 57.0 2888.1324 2.6904 125.3001 93.2695 69.2676
FOLHELHO 57.0 2888.2848 2.6918 123.152 93.5838 68.8162
FOLHELHO 57.0 2888.4372 2.675 117.6414 94.0768 68.5714
FOLHELHO 57.0 2888.5896 2.6658 112.0713 93.9615 67.9999
FOLHELHO 57.0 2888.742 2.6638 109.0035 93.7143 67.5549
FOLHELHO 57.0 2888.8944 2.657 107.6059 93.8769 67.1121
FOLHELHO 57.0 2889.0468 2.6506 106.4517 93.9183 66.7451
FOLHELHO 57.0 2889.1992 2.6571 106.6032 93.7125 66.6449
FOLHELHO 57.0 2889.3516 2.6796 108.1919 93.672 66.8464
FOLHELHO 57.0 2889.504 2.6668 109.175 93.879 67.1805
FOLHELHO 57.0 2889.6564 2.6796 110.7654 93.7106 67.4471
FOLHELHO 57.0 2889.8088 2.6893 115.0827 93.672 68.2905
FOLHELHO 57.0 2889.9612 2.6821 118.6861 93.8815 68.9034
FOLHELHO 57.0 2890.1136 2.6806 120.0322 93.9183 69.5812
FOLHELHO 57.0 2890.266 2.6891 119.6864 93.7079 70.1122
FOLHELHO 57.0 2890.4184 2.6845 118.3302 93.672 70.0562
FOLHELHO 57.0 2890.5708 2.6767 119.4641 93.672 67.9315
FOLHELHO 57.0 2890.7232 2.6644 122.3122 94.0967 66.3799
FOLHELHO 57.0 2890.8756 2.6574 123.1603 94.3778 66.7926
FOLHELHO 57.0 2891.028 2.6826 123.4408 94.8377 68.6187
FOLHELHO 57.0 2891.1804 2.6892 123.4738 94.9034 68.8855
FOLHELHO 57.0 2891.3328 2.6878 126.7105 95.1185 72.9004
FOLHELHO 57.0 2891.4852 2.6928 131.9469 95.7975 76.1562
FOLHELHO 57.0 2891.6376 2.6716 134.7129 95.024 75.4353
FOLHELHO 57.0 2891.79 2.6651 131.7407 94.2527 71.761
FOLHELHO 57.0 2891.9424 2.6681 123.6503 93.5112 66.3786
DIAMICTITO 44.0 2892.0948 2.6474 106.9029 93.2078 60.96
DIAMICTITO 44.0 2892.2472 2.65 89.3469 93.1795 58.3421
DIAMICTITO 44.0 2892.3996 2.6489 80.4176 92.9598 57.3778
DIAMICTITO 44.0 2892.552 2.6326 76.3367 92.9332 57.4698
DIAMICTITO 44.0 2892.7044 2.6414 76.833 93.1538 58.0285
DIAMICTITO 44.0 2892.8568 2.6453 80.9365 93.6225 59.3046
DIAMICTITO 44.0 2893.0092 2.6637 87.9293 94.1168 60.7039
DIAMICTITO 44.0 2893.1616 2.6701 96.6713 94.3872 61.6977
DIAMICTITO 44.0 2893.314 2.6462 103.2056 94.4109 62.1517
DIAMICTITO 44.0 2893.4664 2.6364 105.2879 94.6351 62.1434
DIAMICTITO 44.0 2893.6188 2.6484 103.9341 94.8816 61.9112
DIAMICTITO 44.0 2893.7712 2.6506 102.1307 94.6782 62.1176
DIAMICTITO 44.0 2893.9236 2.6451 101.0683 94.8833 62.1389
DIAMICTITO 44.0 2894.076 2.6612 100.9874 94.9034 62.5535
DIAMICTITO 44.0 2894.2284 2.6608 102.0509 94.6763 62.4965
DIAMICTITO 44.0 2894.3808 2.6671 104.8853 94.6572 61.6561
DIAMICTITO 44.0 2894.5332 2.6824 108.0908 94.886 60.2889
DIAMICTITO 44.0 2894.6856 2.6817 108.4713 94.9034 59.7252
DIAMICTITO 44.0 2894.838 2.6536 107.1761 95.1333 59.8301
DIAMICTITO 44.0 2894.9904 2.6713 105.9252 95.3804 60.9637
DIAMICTITO 44.0 2895.1428 2.6885 106.5419 95.1651 62.3511
DIAMICTITO 44.0 2895.2952 2.6886 107.5182 94.4547 62.8149
DIAMICTITO 44.0 2895.4476 2.6565 107.2657 94.4109 62.933
DIAMICTITO 44.0 2895.6 2.6584 106.4665 94.4109 62.5596
DIAMICTITO 44.0 2895.7524 2.6473 104.705 94.4109 62.0647
DIAMICTITO 44.0 2895.9048 2.6315 103.3571 94.6453 62.039
DIAMICTITO 44.0 2896.0572 2.6269 102.3493 94.6572 62.039
DIAMICTITO 44.0 2896.2096 2.6238 102.384 94.6572 61.8479
DIAMICTITO 44.0 2896.362 2.639 102.4666 94.8934 61.2158
DIAMICTITO 44.0 2896.5144 2.6281 101.7561 94.6663 60.66
DIAMICTITO 44.0 2896.6668 2.6296 100.4589 94.4199 61.0249
DIAMICTITO 44.0 2896.8192 2.6403 101.5258 94.649 61.9093
DIAMICTITO 44.0 2896.9716 2.6368 106.4403 94.6572 64.1701
DIAMICTITO 44.0 2897.124 2.6522 113.248 94.8971 66.3799
DIAMICTITO 44.0 2897.2764 2.6575 118.0005 94.6634 67.0699
DIAMICTITO 44.0 2897.4288 2.6323 118.4421 94.4163 67.5752
DIAMICTITO 44.0 2897.5812 2.619 118.2876 94.1691 67.0956
DIAMICTITO 44.0 2897.7336 2.6207 118.0419 93.6809 65.9085
DIAMICTITO 44.0 2897.886 2.6394 117.3069 93.4293 64.5571
DIAMICTITO 44.0 2898.0384 2.6495 113.9556 93.1821 62.5109
DIAMICTITO 44.0 2898.1908 2.6358 106.4777 93.1795 61.298
DIAMICTITO 44.0 2898.3432 2.6327 101.1062 93.1795 61.0908
DIAMICTITO 44.0 2898.4956 2.6595 96.2258 92.934 61.0895
DIAMICTITO 44.0 2898.648 2.6526 95.3863 92.4406 61.0895
DIAMICTITO 44.0 2898.8004 2.6676 96.9527 91.9479 61.0895
DIAMICTITO 44.0 2898.9528 2.6436 98.9374 91.7018 61.0882
DIAMICTITO 44.0 2899.1052 2.6257 101.0742 91.6999 60.7872
DIAMICTITO 44.0 2899.2576 2.6278 101.6395 91.4576 60.4885
DIAMICTITO 44.0 2899.41 2.6436 100.8148 91.7047 60.3386
DIAMICTITO 44.0 2899.5624 2.6368 100.1764 91.9481 60.2376
DIAMICTITO 44.0 2899.7148 2.6449 100.9983 91.9527 60.09
DIAMICTITO 44.0 2899.8672 2.6598 101.5655 92.1944 60.0919
DIAMICTITO 44.0 2900.0196 2.6671 101.6312 92.2 60.1911
DIAMICTITO 44.0 2900.172 2.6877 100.9677 92.4472 60.2399
DIAMICTITO 44.0 2900.3244 2.6568 100.2327 92.6803 60.2399
DIAMICTITO 44.0 2900.4768 2.6627 99.7242 92.4406 60.2384
DIAMICTITO 44.0 2900.6292 2.6651 98.8374 92.449 60.1882
DIAMICTITO 44.0 2900.7816 2.6806 98.7162 92.6962 60.1249
DIAMICTITO 44.0 2900.934 2.7071 101.948 92.9332 59.7477
FOLHELHO 57.0 2901.0864 2.723 107.8236 92.9332 59.9858
FOLHELHO 57.0 2901.2388 2.7111 115.6282 92.9554 61.0733
FOLHELHO 57.0 2901.3912 2.7017 120.5689 93.4482 61.8301
FOLHELHO 57.0 2901.5436 2.664 123.54 93.9425 62.7206
FOLHELHO 57.0 2901.696 2.6527 123.1227 94.3979 63.3725
FOLHELHO 57.0 2901.8484 2.6547 121.1405 94.1777 64.0385
FOLHELHO 57.0 2902.0008 2.6556 119.242 94.4248 64.9942
FOLHELHO 57.0 2902.1532 2.6554 120.1911 94.6423 65.9762
FOLHELHO 57.0 2902.3056 2.652 121.6407 94.3952 66.5549
FOLHELHO 57.0 2902.458 2.658 121.184 94.1804 66.0259
FOLHELHO 57.0 2902.6104 2.6631 118.6236 94.3942 65.0798
FOLHELHO 57.0 2902.7628 2.6565 112.6556 94.1646 64.2701
FOLHELHO 57.0 2902.9152 2.6542 106.6162 94.1823 64.038
DIAMICTITO 44.0 2903.0676 2.6495 102.7481 94.4294 64.0229
DIAMICTITO 44.0 2903.22 2.6652 103.1484 94.6572 63.8184
DIAMICTITO 44.0 2903.3724 2.7174 103.2911 94.6572 63.5327
DIAMICTITO 44.0 2903.5248 2.703 102.2096 94.6367 62.8761
DIAMICTITO 44.0 2903.6772 2.6869 100.8671 94.4322 62.717
DIAMICTITO 44.0 2903.8296 2.6887 97.6355 94.6129 62.4439
DIAMICTITO 44.0 2903.982 2.6686 95.2448 94.1423 61.98
DIAMICTITO 44.0 2904.1344 2.6481 93.8601 93.9183 61.8891
DIAMICTITO 44.0 2904.2868 2.6451 94.4577 93.9183 61.9036
DIAMICTITO 44.0 2904.4392 2.6682 96.6283 93.87 62.0733
DIAMICTITO 44.0 2904.5916 2.6716 97.2949 93.4508 62.3685
DIAMICTITO 44.0 2904.744 2.655 95.6943 93.6461 62.1153
DIAMICTITO 44.0 2904.8964 2.6661 93.213 93.4792 61.4676
DIAMICTITO 44.0 2905.0488 2.6608 91.5794 93.9183 61.3166
DIAMICTITO 44.0 2905.2012 2.6529 91.5441 93.8906 61.5899
DIAMICTITO 44.0 2905.3536 2.6384 92.8222 93.672 62.0643
DIAMICTITO 44.0 2905.506 2.6272 96.2554 93.7008 62.7436
DIAMICTITO 44.0 2905.6584 2.6152 99.1424 93.8295 63.5983
DIAMICTITO 44.0 2905.8108 2.6135 99.4844 93.1491 64.0195
DIAMICTITO 44.0 2905.9632 2.6278 99.1865 92.9332 63.8384
DIAMICTITO 44.0 2906.1156 2.6427 97.8518 92.9647 63.3669
DIAMICTITO 44.0 2906.268 2.644 96.0411 93.1471 62.4271
DIAMICTITO 44.0 2906.4204 2.6541 95.6904 92.9663 61.6824
DIAMICTITO 44.0 2906.5728 2.665 97.5509 93.2795 61.7271
DIAMICTITO 44.0 2906.7252 2.6694 100.9464 94.021 62.4555
DIAMICTITO 44.0 2906.8776 2.6434 105.3146 94.7621 63.6941
FOLHELHO 57.0 2907.03 2.6432 108.9536 95.5016 65.0804
FOLHELHO 57.0 2907.1824 2.6539 111.9228 96.1709 65.9883
FOLHELHO 57.0 2907.3348 2.6624 115.9199 96.4179 66.3392
FOLHELHO 57.0 2907.4872 2.6669 117.5972 96.6274 66.584
FOLHELHO 57.0 2907.6396 2.6687 118.3162 96.6653 66.0636
FOLHELHO 57.0 2907.792 2.6679 117.8428 96.9125 64.8533
FOLHELHO 57.0 2907.9444 2.6554 116.3785 97.0804 64.9696
FOLHELHO 57.0 2908.0968 2.6369 114.2194 96.8737 65.2505
FOLHELHO 57.0 2908.2492 2.6307 114.863 96.833 65.9279
FOLHELHO 57.0 2908.4016 2.6463 117.066 96.6688 66.1851
FOLHELHO 57.0 2908.554 2.652 118.8345 96.9986 65.0437
FOLHELHO 57.0 2908.7064 2.665 118.8807 97.6125 64.1048
FOLHELHO 57.0 2908.8588 2.6681 117.1515 97.6125 62.7506
FOLHELHO 57.0 2909.0112 2.6522 113.354 97.5242 61.4689
FOLHELHO 57.0 2909.1636 2.6557 109.0719 97.0756 60.6806
FOLHELHO 57.0 2909.316 2.6619 106.5363 96.7378 60.8602
FOLHELHO 57.0 2909.4684 2.6726 107.4247 96.1808 62.0631
FOLHELHO 57.0 2909.6208 2.6902 111.743 96.4273 63.3482
FOLHELHO 57.0 2909.7732 2.6752 117.0293 96.6274 64.9076
FOLHELHO 57.0 2909.9256 2.6855 121.3705 96.6752 66.0993
FOLHELHO 57.0 2910.078 2.6576 125.9455 96.9699 67.528
FOLHELHO 57.0 2910.2304 2.6283 129.0889 97.4152 69.3232
FOLHELHO 57.0 2910.3828 2.6301 131.5718 97.7122 71.4614
FOLHELHO 57.0 2910.5352 2.6428 135.2195 98.0545 73.9179
FOLHELHO 57.0 2910.6876 2.6438 137.488 97.8588 74.5501
FOLHELHO 57.0 2910.84 2.6607 136.4846 97.8588 74.1069
FOLHELHO 57.0 2910.9924 2.6689 134.6072 97.8063 73.3884
FOLHELHO 57.0 2911.1448 2.6922 133.0878 97.6125 72.2378
FOLHELHO 57.0 2911.2972 2.7103 131.4704 97.5053 71.2908
FOLHELHO 57.0 2911.4496 2.669 130.1288 97.0657 70.9912
FOLHELHO 57.0 2911.602 2.6615 129.5232 96.8191 70.4294
FOLHELHO 57.0 2911.7544 2.6932 130.3189 96.5165 70.4261
FOLHELHO 57.0 2911.9068 2.698 133.0122 96.1348 71.1302
FOLHELHO 57.0 2912.0592 2.7053 133.9268 96.1919 70.9488
FOLHELHO 57.0 2912.2116 2.7015 132.5151 96.3811 69.649
FOLHELHO 57.0 2912.364 2.6961 132.4519 96.2066 69.189
FOLHELHO 57.0 2912.5164 2.679 132.9245 95.6423 69.8763
