WellName:  1API 0001  PR
Field:     PR-01
Operator:  PETROBRAS
Country:   BRA
RunNumber: 0

DEPT       GR         CALI       ILD        SN         DT         TT1        TT2        TT3        TT4        TENS   
M          GAPI       IN         OHMM       OHMM       US/F       US         US         US         US         LB     
1804.008   41.4000    17.75000   12.3       11.45513   79.89999   384.0000   399.0000   552.0000   552.0000   1960   
1803.855   41.0000    17.75000   12.2       11.48154   79.89999   380.0000   396.0000   547.0000   551.0000   1961   
1803.703   43.3000    17.75000   12.2       11.45513   79.80000   378.0000   395.0000   541.0000   550.0000   1960   
1803.551   45.4000    17.76000   12.2       11.45513   79.50000   378.0000   394.0000   540.0000   551.0000   1960   
1803.398   46.7000    17.76000   12.3       11.42878   79.20000   378.0000   396.0000   536.0000   551.0000   1960   
1803.246   47.5000    17.72000   12.3       11.40250   78.20000   382.0000   395.0000   535.0000   550.0000   1960   
1803.093   47.9000    17.65000   12.3       11.40250   76.59999   386.0000   393.0000   537.0000   546.0000   1962   
1802.941   46.6000    17.53000   12.3       11.32401   75.20000   391.0000   389.0000   541.0000   539.0000   1963   
1802.789   44.8000    17.48000   12.3       11.29796   74.59999   398.0000   383.0000   547.0000   533.0000   1963   
1802.636   45.4000    17.49000   12.2       11.24605   75.20000   405.0000   375.0000   558.0000   529.0000   1962   
1802.484   48.3000    17.49000   12.1       11.16863   76.09999   410.0000   370.0000   560.0000   527.0000   1962   
1802.331   50.4000    17.50000   11.9       11.11732   76.70000   412.0000   368.0000   560.0000   529.0000   1961   
1802.179   49.7000    17.51000   11.7       11.06624   76.80000   412.0000   367.0000   556.0000   531.0000   1960   
1802.026   48.2000    17.53000   11.5       11.01539   76.89999   410.0000   368.0000   553.0000   536.0000   1960   
1801.874   47.7000    17.59000   11.2       10.96478   77.59999   408.0000   374.0000   552.0000   544.0000   1959   
1801.722   46.7000    17.63000   11.1       10.91440   78.70000   404.0000   378.0000   554.0000   550.0000   1957   
1801.569   44.1000    17.70000   10.9       10.86426   79.80000   396.0000   388.0000   558.0000   551.0000   1958   
1801.417   41.7000    17.74000   10.8       10.78947   80.30000   389.0000   397.0000   560.0000   547.0000   1957   
1801.264   41.5000    17.75000   10.8       10.78947   79.30000   382.0000   407.0000   558.0000   545.0000   1956   
1801.112   42.9000    17.79000   10.8       10.76465   77.30000   377.0000   415.0000   550.0000   543.0000   1958   
1800.960   44.6000    17.81000   11.0       10.73989   75.59999   374.0000   419.0000   543.0000   546.0000   1961   
1800.807   46.0000    17.80000   11.1       10.78947   75.20000   376.0000   412.0000   541.0000   553.0000   1962   
1800.655   47.1000    17.79000   11.4       10.81434   76.39999   382.0000   405.0000   541.0000   560.0000   1963   
1800.502   47.4000    17.78000   11.6       10.88930   78.00000   386.0000   398.0000   541.0000   562.0000   1961   
1800.350   48.2000    17.78000   11.9       10.96478   78.70000   394.0000   396.0000   547.0000   561.0000   1960   
1800.198   50.8000    17.73000   12.2       11.01539   78.30000   399.0000   395.0000   551.0000   556.0000   1960   
1800.045   53.2000    17.69000   12.5       11.01539   77.20000   401.0000   393.0000   554.0000   548.0000   1959   
1799.893   53.8000    17.75000   12.7       11.04079   76.00000   406.0000   389.0000   558.0000   540.0000   1957   
1799.740   52.7000    17.77000   12.9       11.09175   75.70000   407.0000   383.0000   563.0000   534.0000   1957   
1799.588   51.4000    17.77000   13.0       11.11732   76.00000   410.0000   377.0000   561.0000   532.0000   1954   
1799.436   50.4000    17.70000   13.0       11.24605   76.39999   412.0000   372.0000   557.0000   536.0000   1954   
1799.283   49.8000    17.71000   13.0       11.32401   76.09999   415.0000   370.0000   550.0000   538.0000   1955   
1799.131   49.2000    17.71000   13.0       11.40250   75.39999   417.0000   371.0000   548.0000   542.0000   1956   
1798.979   48.3000    17.72000   13.0       11.45513   75.50000   415.0000   375.0000   549.0000   547.0000   1958   
1798.826   46.4000    17.79000   12.9       11.42878   76.39999   409.0000   383.0000   554.0000   550.0000   1957   
1798.674   44.2000    17.89000   12.8       11.37627   77.30000   402.0000   389.0000   560.0000   547.0000   1956   
1798.521   43.1000    17.92000   12.7       11.27197   77.59999   394.0000   395.0000   562.0000   541.0000   1957   
1798.369   43.7000    17.96000   12.5       11.16863   76.89999   388.0000   405.0000   561.0000   536.0000   1958   
1798.217   44.9000    17.93000   12.3       10.99006   75.20000   383.0000   414.0000   558.0000   535.0000   1955   
1798.064   46.7000    17.93000   12.1       10.86426   73.30000   382.0000   423.0000   554.0000   539.0000   1955   
1797.912   48.5000    17.92000   12.0       10.78947   72.59999   383.0000   422.0000   550.0000   547.0000   1953   
1797.759   49.6000    17.91000   11.8       10.73989   74.00000   387.0000   413.0000   551.0000   557.0000   1954   
1797.607   48.4000    17.92000   11.7       10.71519   76.50000   392.0000   405.0000   552.0000   561.0000   1953   
1797.454   45.7000    17.92000   11.6       10.73989   78.09999   401.0000   400.0000   558.0000   560.0000   1952   
1797.302   44.3000    17.91000   11.5       10.73989   78.70000   407.0000   394.0000   563.0000   557.0000   1958   
1797.150   44.3000    17.92000   11.5       10.76465   79.00000   414.0000   390.0000   570.0000   555.0000   1961   
1796.997   45.1000    17.91000   11.4       10.76465   79.09999   418.0000   386.0000   572.0000   550.0000   1961   
1796.845   46.4000    17.94000   11.4       10.78947   79.00000   420.0000   384.0000   574.0000   548.0000   1955   
1796.692   48.2000    17.92000   11.4       10.78947   78.80000   417.0000   382.0000   568.0000   545.0000   1949   
1796.540   48.7000    17.88000   11.4       10.83927   78.39999   415.0000   380.0000   561.0000   547.0000   1948   
1796.388   46.5000    17.83000   11.5       10.91440   78.39999   412.0000   379.0000   558.0000   550.0000   1953   
1796.235   43.4000    17.83000   11.6       10.93956   79.50000   405.0000   377.0000   553.0000   554.0000   1957   
1796.083   41.5000    17.83000   11.7       11.04079   81.59999   395.0000   380.0000   552.0000   559.0000   1959   
1795.930   41.6000    17.85000   11.9       11.06624   83.00000   389.0000   387.0000   554.0000   560.0000   1959   
1795.778   42.8000    17.87000   12.2       11.11732   82.20000   382.0000   395.0000   551.0000   550.0000   1960   
1795.626   45.7000    17.88000   12.5       11.09175   79.09999   381.0000   405.0000   549.0000   545.0000   1956   
1795.473   50.7000    17.88000   12.8       11.06624   75.09999   381.0000   415.0000   544.0000   543.0000   1952   
1795.321   55.8000    17.84000   13.2       11.06624   71.39999   380.0000   425.0000   541.0000   540.0000   1952   
