WellName:  1API 0001  PR
Field:     PR-01
Operator:  PETROBRAS
Country:   BRA
RunNumber: 0

DEPT       CALI       BIT        GR         FFDC       NFDC       RHOB       DRHO        FCNL       NCNL       NPHI       TENS       
M          IN         IN         GAPI       CPS        CPS        G/CC       G/CC        CPS        CPS        LS         LB         
5358.280   8.79321    8.500000   99.9275    232.185    429.3090   2.672370   0.019587    541.141    608.4829   4.9731     5582.415   
5358.128   8.79321    8.500000   96.2648    236.132    439.6815   2.674084   0.035949    549.788    612.5983   4.7378     5578.145   
5357.976   8.77673    8.500000   92.6519    240.786    442.5963   2.664703   0.037511    571.761    621.9447   4.3361     5569.604   
5357.823   8.76025    8.500000   89.4735    244.623    436.2448   2.644337   0.022405    605.613    640.7583   3.7990     5562.284   
5357.671   8.77673    8.500000   85.2162    246.102    426.0892   2.624361   0.001733    650.238    665.0616   3.1522     5557.404   
5357.519   8.76025    8.500000   82.2392    244.044    418.3275   2.611622   -0.011783   702.180    690.9653   2.5604     5554.965   
5357.366   8.76025    8.500000   79.3657    244.632    415.1918   2.601777   -0.018481   755.945    717.1058   2.1417     5550.694   
5357.214   8.77673    8.500000   75.8444    247.556    412.8790   2.587958   -0.025471   800.642    740.8934   1.8954     5558.624   
5357.062   8.76025    8.500000   71.0150    251.473    409.4291   2.575020   -0.035543   825.295    759.5564   1.8302     5567.164   
5356.909   8.76025    8.500000   65.6293    250.217    406.7699   2.573948   -0.039927   824.448    763.2720   1.8773     5568.385   
5356.757   8.77673    8.500000   58.4800    243.906    405.6198   2.590801   -0.037163   803.279    753.9138   1.9869     5562.895   
5356.604   8.76025    8.500000   53.9063    232.772    404.0983   2.618201   -0.030932   770.115    733.7545   2.1579     5559.845   
5356.452   8.77673    8.500000   56.8783    223.574    401.6624   2.645991   -0.027874   735.085    712.3550   2.3720     5559.845   
5356.300   8.76025    8.500000   67.1655    220.146    407.3040   2.673001   -0.013260   698.001    694.5773   2.7187     5562.895   
5356.147   8.74377    8.500000   82.0572    227.263    436.8157   2.693753   0.038195    659.898    675.4088   3.2110     5551.915   
5355.995   8.84265    8.500000   97.1476    256.319    488.6379   2.692575   0.106807    616.741    648.4784   3.6682     5559.234   
5355.842   9.05687    8.500000   107.1137   301.465    547.4222   2.667014   0.168273    566.103    615.3580   4.1585     5554.354   
5355.689   9.07334    8.500000   113.1628   343.270    593.3556   2.635099   0.208911    508.471    578.9633   5.0481     5543.375   
5355.537   9.15574    8.500000   114.2666   371.650    621.6448   2.613081   0.231531    455.019    545.7559   5.9843     5533.310   
5355.385   9.35348    8.500000   112.7415   378.995    629.3860   2.609521   0.237849    417.048    521.6063   6.5780     5540.324   
5355.232   9.88079    8.500000   108.9916   369.466    629.0122   2.621872   0.242445    399.591    504.0298   6.3236     5540.324   
5355.080   9.90904    8.500000   103.6612   358.733    625.0820   2.637091   0.243155    401.827    498.2411   6.1100     5540.324   
5354.928   9.88079    8.500000   97.6443    350.606    616.2587   2.644449   0.235986    414.254    508.2899   5.9210     5536.664   
5354.775   9.86431    8.500000   94.3309    341.204    599.4088   2.640918   0.218507    431.074    528.7372   5.8829     5541.850   
5354.623   9.81487    8.500000   91.3980    332.771    573.6179   2.631162   0.187161    447.523    550.2272   5.8933     5549.779   
5354.471   9.39010    8.500000   91.7281    318.446    545.7018   2.624444   0.154721    464.203    565.3757   6.0912     5549.475   
5354.318   9.10630    8.500000   93.5300    298.084    514.3234   2.630400   0.118982    478.558    571.6290   5.9733     5552.830   
5354.166   9.05687    8.500000   93.2019    273.198    486.9061   2.648517   0.091129    491.985    574.6803   5.5916     5548.255   
5354.014   9.05687    8.500000   89.8946    250.523    461.9042   2.668065   0.064877    506.755    582.4132   5.2486     5543.375   
5353.861   9.00743    8.500000   85.6160    238.243    444.3021   2.672312   0.042810    521.132    592.9940   5.0237     5547.645   
5353.709   8.90856    8.500000   79.9827    234.529    426.5319   2.661079   0.012217    537.065    602.1412   4.8428     5538.495   
5353.557   8.89208    8.500000   74.5765    234.667    420.0185   2.645941   -0.000619   553.565    611.9366   4.5017     5540.935   
5353.404   8.89208    8.500000   69.8283    237.548    418.7341   2.633923   -0.005589   580.194    624.6648   4.0203     5529.345   
5353.251   8.90856    8.500000   65.6726    240.446    418.1636   2.624773   -0.009138   614.059    640.6687   3.4254     5528.734   
5353.099   8.89208    8.500000   63.3023    241.258    417.6488   2.619175   -0.010829   656.584    663.7094   2.8981     5529.955   
5352.946   8.87560    8.500000   63.9289    241.193    415.6729   2.615933   -0.014694   699.253    691.0989   2.5042     5522.024   
5352.794   8.87560    8.500000   66.9824    240.792    413.9890   2.612502   -0.017717   746.602    716.8109   2.1862     5523.854   
5352.642   8.82616    8.500000   69.6801    241.117    411.8000   2.609091   -0.022367   789.161    739.8228   1.9240     5518.975   
5352.489   8.84265    8.500000   69.8532    241.414    411.5710   2.608086   -0.023074   830.361    753.9746   1.6617     5533.005   
5352.337   8.80969    8.500000   67.5918    241.040    413.0247   2.612899   -0.019850   854.531    758.1069   1.4810     5557.404   
5352.185   8.82616    8.500000   63.9618    240.189    417.7460   2.620201   -0.009750   862.052    753.4501   1.3767     5558.015   
5352.032   8.82616    8.500000   62.4731    238.612    416.3595   2.626230   -0.011181   851.894    746.8267   1.3768     5562.895   
5351.880   8.82616    8.500000   63.1476    237.313    417.1216   2.629574   -0.008578   834.096    738.6058   1.4611     5561.064   
5351.728   8.82616    8.500000   67.4026    237.303    417.1997   2.631325   -0.008416   813.497    734.6449   1.5794     5559.540   
5351.575   8.80969    8.500000   71.6435    237.149    417.0806   2.630410   -0.008521   802.516    732.2657   1.6989     5558.624   
5351.423   8.82616    8.500000   75.0803    237.843    416.2337   2.627528   -0.010786   795.131    733.2614   1.7520     5545.814   
5351.271   8.80969    8.500000   75.6100    238.406    415.0438   2.620863   -0.013625   794.941    730.9645   1.7617     5540.630   
5351.118   8.80969    8.500000   75.4603    239.101    409.5159   2.613805   -0.025286   792.496    724.8948   1.7655     5543.375   
5350.966   8.80969    8.500000   74.1378    237.994    407.9665   2.612702   -0.027493   772.120    715.5430   1.8780     5545.204   
5350.813   8.80969    8.500000   77.0516    236.565    409.8232   2.619967   -0.022536   736.173    700.8882   2.1262     5552.220   
5350.660   8.79321    8.500000   82.1393    234.836    412.9176   2.629579   -0.014853   692.031    679.0520   2.4900     5551.915   
5350.508   8.80969    8.500000   88.5566    233.778    414.5514   2.635970   -0.010688   649.641    657.0955   2.8512     5545.204   
5350.355   8.79321    8.500000   92.6353    234.001    414.9733   2.636365   -0.010037   624.076    638.9965   3.0905     5543.375   
5350.203   8.80969    8.500000   93.3281    235.211    414.2379   2.633177   -0.012535   623.536    635.6654   3.0766     5556.185   
5350.051   8.79792    8.500000   89.8758    236.395    414.9054   2.629209   -0.012206   643.416    652.8357   2.9347     5552.524   
5349.898   8.80420    8.500000   85.0540    239.018    416.9428   2.623888   -0.010363   685.080    682.4875   2.6972     5565.335   
5349.746   8.81675    8.500000   78.7518    242.786    418.5342   2.615625   -0.010340   724.821    709.6683   2.4906     5557.404   
5349.594   8.80969    8.500000   76.2837    245.665    417.9594   2.607012   -0.013834   741.737    723.5000   2.4447     5554.965   
5349.441   8.78955    8.500000   78.8976    245.402    414.9644   2.602081   -0.019561   721.780    710.8181   2.6155     5555.575   
5349.289   8.77673    8.500000   83.1324    242.070    410.0107   2.600797   -0.026755   668.770    678.3041   3.0810     5564.725   
5349.137   8.77673    8.500000   84.4422    239.704    405.7250   2.597350   -0.033476   608.124    642.8289   3.7776     5547.035   
5348.984   8.76025    8.500000   81.1719    242.539    404.4587   2.587375   -0.038410   563.313    617.7778   4.4503     5550.694   
5348.832   8.74142    8.500000   73.6166    249.081    406.9209   2.574175   -0.038712   541.272    606.4039   4.8400     5555.880   
5348.680   8.76025    8.500000   68.0349    255.706    412.1657   2.564646   -0.033374   545.224    608.6504   4.7922     5552.220   
5348.527   8.76025    8.500000   65.7112    259.156    416.3276   2.564213   -0.027748   566.765    619.5880   4.4522     5558.624   
5348.375   8.74377    8.500000   66.0154    255.994    417.5999   2.572476   -0.022771   599.104    639.3530   4.0041     5555.575   
5348.223   8.76025    8.500000   66.0980    251.391    416.6059   2.584945   -0.021117   634.399    659.9858   3.5493     5550.694   
5348.070   8.77673    8.500000   68.6504    246.618    415.5688   2.595358   -0.019345   658.129    672.9501   3.2142     5547.035   
5347.917   8.76025    8.500000   69.6886    244.473    414.2365   2.601905   -0.020254   662.840    672.5299   3.0803     5532.395   
5347.765   8.77673    8.500000   71.8612    242.781    413.4581   2.604321   -0.020421   653.381    663.5430   3.0958     5518.975   
5347.612   8.76025    8.500000   72.8646    243.743    414.0908   2.603491   -0.019948   636.028    653.8964   3.3537     5515.925   
5347.460   8.76025    8.500000   73.9671    244.926    414.0494   2.599406   -0.020997   616.467    650.4410   3.7398     5511.655   
5347.308   8.77673    8.500000   72.6109    247.933    415.5333   2.593849   -0.020479   598.373    643.5063   4.0959     5521.109   
5347.155   8.77673    8.500000   71.7788    250.533    416.9332   2.587204   -0.019785   581.243    633.1870   4.3488     5518.060   
5347.003   8.76025    8.500000   70.2691    254.552    418.8915   2.581687   -0.019092   566.389    621.1846   4.5201     5606.814   
5346.851   8.76025    8.500000   70.4327    255.965    420.8806   2.579298   -0.016283   555.717    612.3495   4.6359     5655.310   
5346.698   8.77673    8.500000   71.6513    257.457    423.5529   2.579218   -0.012214   548.753    608.6935   4.7339     5635.484   
5346.546   8.77673    8.500000   72.3260    257.653    423.3809   2.578047   -0.012702   545.906    608.5314   4.7997     5609.864   
5346.394   8.74377    8.500000   73.1801    258.062    422.2846   2.576452   -0.015161   549.515    610.8134   4.7783     5604.984   
5346.241   8.76025    8.500000   73.2184    256.014    419.4494   2.576250   -0.019136   561.083    617.6658   4.5707     5606.814   
5346.089   8.76025    8.500000   72.7239    252.790    415.1688   2.580597   -0.025080   580.413    628.6600   4.2656     5594.920   
5345.937   8.76025    8.500000   73.4287    247.733    413.5635   2.589560   -0.024246   604.495    641.9052   3.8954     5675.135   
5345.784   8.74377    8.500000   73.5133    244.178    413.0145   2.600204   -0.022454   628.653    654.0529   3.5003     5725.460   
5345.632   8.77673    8.500000   73.3140    241.652    413.5250   2.606272   -0.019356   651.244    660.8911   3.0761     5731.864   
5345.479   8.77673    8.500000   74.4207    241.801    412.1151   2.605148   -0.022301   670.899    670.6144   2.8025     5637.314   
5345.326   8.76025    8.500000   75.2018    243.712    411.2889   2.599247   -0.025534   686.777    681.9269   2.6847     5606.814   
5345.174   8.77673    8.500000   75.5858    244.498    409.9256   2.595024   -0.028921   702.018    693.8649   2.6031     5608.645   
5345.021   8.76025    8.500000   77.7400    244.332    410.2280   2.595501   -0.028175   715.605    705.1123   2.5375     5550.084   
5344.869   8.77673    8.500000   77.7215    243.463    411.3857   2.599099   -0.025134   731.524    713.1609   2.4012     5574.484   
5344.717   8.76025    8.500000   76.4764    243.064    412.4973   2.602139   -0.022576   748.652    719.6110   2.2741     5569.604   
5344.564   8.77673    8.500000   73.6641    243.171    412.7487   2.603416   -0.022162   763.299    728.4655   2.1589     5582.415   
5344.412   8.77673    8.500000   73.6641    243.171    412.7487   2.603416   -0.022162   763.299    728.4655   2.1589     5582.415   
5344.260   8.77673    8.500000   71.0954    244.523    415.3766   2.604681   -0.018023   774.833    733.9033   2.0712     5567.774   
5344.107   8.77673    8.500000   70.1387    244.849    417.4177   2.605566   -0.014239   784.944    736.1989   1.9735     5540.324   
5343.955   8.76025    8.500000   71.4202    246.074    418.0843   2.603648   -0.013918   795.933    738.6063   1.8726     5555.880   
5343.803   8.77673    8.500000   73.9426    247.881    418.1143   2.598259   -0.015321   810.417    742.1138   1.7405     5572.655   
5343.650   8.77673    8.500000   74.9203    249.908    417.4824   2.591403   -0.018198   827.889    746.1498   1.6234     5565.335   
5343.498   8.76025    8.500000   74.5787    251.490    416.6111   2.586978   -0.021186   844.208    754.0270   1.5491     5637.314   
5343.346   8.77673    8.500000   74.0568    250.999    417.1182   2.586844   -0.019789   856.783    761.5905   1.4886     5676.965   
5343.193   8.76025    8.500000   74.1636    249.952    416.4729   2.589389   -0.020234   871.253    769.2933   1.4396     5644.024   
5343.041   8.77673    8.500000   74.1752    250.000    418.2790   2.590265   -0.016696   891.612    779.2981   1.3498     5615.965   
5342.889   8.77673    8.500000   75.0028    251.973    419.1541   2.589034   -0.016539   918.976    790.6633   1.2266     5565.944   
5342.736   8.76025    8.500000   74.7372    253.293    420.9560   2.587456   -0.014039   952.615    799.0856   1.0768     5543.069   
5342.583   8.77673    8.500000   75.8418    254.070    421.9998   2.588635   -0.012604   984.528    805.1301   0.9210     5507.385   
5342.431   8.76025    8.500000   76.5134    252.633    422.5134   2.591079   -0.010465   1006.585   809.2854   0.8207     5525.685   
5342.278   8.77673    8.500000   75.6230    251.401    420.6851   2.594143   -0.013072   1022.190   813.6198   0.7576     5519.584   
5342.126   8.76025    8.500000   73.5228    249.338    420.0727   2.595853   -0.012629   1032.052   820.1613   0.7559     5535.444   
5341.974   8.76025    8.500000   71.4485    249.089    418.2906   2.594092   -0.015943   1037.421   830.8892   0.7767     5594.005   
5341.821   8.76025    8.500000   68.6813    250.392    416.7242   2.588318   -0.020088   1043.686   837.3605   0.7953     5594.615   
5341.669   8.76025    8.500000   65.7599    252.053    416.0889   2.583164   -0.022667   1046.201   840.1288   0.8007     5608.035   
5341.517   8.76025    8.500000   63.1299    252.942    417.0078   2.578907   -0.021548   1041.962   836.8584   0.8098     5606.204   
5341.364   8.76025    8.500000   60.6293    255.108    416.6040   2.575177   -0.024053   1033.365   833.6434   0.8311     5597.055   
5341.212   8.74377    8.500000   58.4444    255.325    416.8008   2.573274   -0.023834   1023.446   830.2325   0.8747     5586.075   
5341.060   8.76025    8.500000   54.9305    256.217    418.7063   2.573697   -0.020760   1011.637   828.0249   0.9081     5674.524   
5340.907   8.77673    8.500000   50.8554    258.181    421.8279   2.574267   -0.016147   1004.009   824.4596   0.9322     5716.005   
5340.755   8.74377    8.500000   48.5722    260.005    425.0957   2.576647   -0.011177   995.883    820.7040   1.0072     5730.035   
5340.603   8.76025    8.500000   54.1770    259.680    428.2911   2.587212   -0.004738   962.476    814.2626   1.2204     5684.895   
5340.450   8.76025    8.500000   70.5932    258.498    440.0004   2.612322   0.018465    873.753    792.2386   1.7816     5640.364   
5340.298   8.76025    8.500000   94.1611    257.509    461.1281   2.649398   0.057992    725.707    733.0449   3.2019     5588.515   
5340.146   8.76025    8.500000   116.6798   261.516    491.4738   2.685582   0.107578    543.723    632.4473   6.0901     5565.944   
5339.992   8.76025    8.500000   132.2928   271.681    524.3043   2.707767   0.153399    374.817    519.6331   9.9496     5629.080   
5339.840   8.76025    8.500000   138.9201   285.981    551.7316   2.709855   0.185288    260.159    426.3917   14.1755    5632.739   
5339.688   8.90856    8.500000   139.2842   297.317    559.6884   2.699359   0.189355    203.754    376.2163   17.5727    5640.975   
5339.535   9.18869    8.500000   138.5584   303.497    564.4683   2.689044   0.192272    186.428    365.5637   19.3123    5634.875   
5339.383   9.35347    8.500000   139.7580   317.752    586.9901   2.681732   0.215434    187.395    368.5558   19.5152    5593.090   
5339.230   9.48530    8.500000   140.9125   333.299    605.9679   2.676300   0.232186    193.495    370.4757   18.8779    5573.875   
5339.078   9.78192    8.500000   141.6422   342.963    624.6228   2.675812   0.251531    197.618    373.8652   18.1467    5585.465   
5338.926   9.81487    8.500000   140.5047   338.747    621.2628   2.681581   0.249546    200.576    379.3113   18.0433    5638.535   
5338.773   9.68304    8.500000   136.9265   315.713    587.8966   2.689228   0.217994    202.806    385.4617   18.2689    5632.739   
5338.621   9.45235    8.500000   131.2455   278.638    526.0967   2.700736   0.151166    204.298    389.3777   18.5797    5591.564   
5338.469   9.10630    8.500000   126.7096   244.358    476.5166   2.724863   0.095598    203.328    387.5903   18.9168    5586.075   
5338.316   9.18869    8.500000   122.9775   217.415    450.8209   2.766944   0.073127    201.323    382.9844   18.7574    5625.115   
5338.164   9.28756    8.500000   121.4000   211.713    470.3936   2.806374   0.113563    202.513    383.1871   18.2854    5595.225   
5338.012   9.25460    8.500000   118.8218   224.065    499.7259   2.814551   0.152224    215.170    395.2531   17.4171    5673.609   
5337.859   9.22165    8.500000   116.4836   238.642    508.5851   2.783669   0.154153    239.540    421.0495   16.1954    5725.155   
5337.707   9.15573    8.500000   116.7470   243.766    482.4967   2.731651   0.106387    263.661    446.1766   15.1289    5764.805   
5337.555   9.02390    8.500000   119.3868   234.365    434.6202   2.688487   0.027882    278.548    460.4617   14.5594    5794.084   
5337.401   8.94151    8.500000   121.5766   215.828    398.9767   2.676689   -0.026372   278.979    458.6447   14.5468    5818.790   
5337.249   8.95799    8.500000   123.8551   202.021    384.7819   2.691666   -0.043100   265.531    446.0998   15.0310    5779.444   
5337.097   8.95799    8.500000   123.9644   193.138    379.5831   2.715775   -0.045358   249.650    431.8750   15.8821    5576.314   
5336.944   8.95799    8.500000   122.5610   184.703    375.4531   2.742234   -0.045475   238.468    425.0182   16.6206    5489.694   
5336.792   8.94151    8.500000   121.0343   178.128    375.8458   2.768705   -0.037370   234.225    420.2328   16.8432    5467.124   
5336.640   8.96531    8.500000   120.9671   174.792    379.1239   2.789817   -0.026415   238.473    420.6026   16.4129    5446.995   
5336.487   8.94151    8.500000   120.4755   174.617    383.9729   2.800183   -0.015710   249.334    428.9190   15.8845    5492.744   
5336.335   9.02390    8.500000   121.5421   176.923    387.4613   2.799281   -0.010858   258.711    442.8844   15.6270    5578.755   
5336.183   9.02390    8.500000   120.7022   179.719    388.6088   2.791368   -0.011546   263.607    456.8634   15.9963    5620.234   
5336.030   9.04038    8.500000   118.1060   180.981    386.6353   2.779873   -0.017153   260.649    464.0950   16.6028    5641.584   
5335.878   9.02391    8.500000   116.3652   183.114    383.4613   2.766518   -0.026307   253.155    457.1606   17.0416    5679.404   
5335.726   9.02390    8.500000   117.2994   186.254    383.8299   2.754179   -0.028911   245.900    443.0050   16.9496    5686.725   
5335.573   9.04038    8.500000   120.1686   191.000    389.2352   2.749773   -0.022381   246.650    435.3030   16.3404    5615.965   
5335.421   9.04039    8.500000   125.0420   194.431    400.7543   2.754456   -0.001836   254.524    435.4000   15.5817    5563.505   
5335.269   9.07334    8.500000   128.7030   197.487    411.0443   2.765252   0.016001    257.204    433.2850   15.1439    5557.710   
5335.116   9.07334    8.500000   132.1435   203.674    431.0367   2.774069   0.049087    248.370    422.2761   15.4625    5533.615   
5334.964   9.10630    8.500000   134.9833   224.446    472.0994   2.767585   0.104884    225.570    398.0017   16.5712    5579.975   
5334.812   9.32052    8.500000   133.0401   264.722    528.4634   2.737462   0.165115    197.253    369.1584   18.1420    5626.335   
5334.658   9.45235    8.500000   129.4341   314.751    587.7832   2.695579   0.218445    175.728    349.0656   19.6831    5686.115   
5334.506   9.84783    8.500000   125.5470   354.993    630.5835   2.658483   0.252493    169.886    343.8658   20.1546    5711.734   
5334.354   10.07853   8.500000   123.5255   376.438    645.5460   2.633615   0.260153    171.573    346.0426   19.9915    5730.645   
5334.201   10.09501   8.500000   123.2002   378.419    640.9572   2.624212   0.253209    175.597    351.5855   19.8069    5676.354   
5334.049   9.96318    8.500000   123.8021   371.353    636.4429   2.622788   0.251134    177.802    355.5450   19.8335    5612.305   
5333.896   9.71600    8.500000   122.3847   375.601    635.6405   2.611040   0.247818    177.593    354.9769   20.1120    5555.575   
5333.744   9.81487    8.500000   121.3797   395.244    639.2878   2.581638   0.242360    175.538    353.1202   20.0834    5548.255   
5333.592   9.94670    8.500000   119.8182   416.564    641.1344   2.548389   0.234246    174.952    350.6785   19.7886    5547.645   
5333.439   9.89726    8.500000   120.7835   428.005    640.8269   2.529226   0.228436    177.825    350.2132   19.4322    5626.944   
5333.287   9.86431    8.500000   123.5276   423.352    637.9128   2.535470   0.226853    181.253    354.0602   19.1157    5633.960   
5333.135   9.76544    8.500000   128.4210   398.143    628.8850   2.567388   0.227342    185.109    360.0382   19.1749    5676.354   
5332.982   9.73248    8.500000   133.3078   359.892    607.8842   2.611318   0.219456    185.851    365.7460   19.5350    5665.984   
5332.830   9.74896    8.500000   134.6953   317.729    565.9824   2.658111   0.185329    183.880    368.5925   20.0733    5705.635   
5332.678   9.55122    8.500000   132.3051   274.627    526.5433   2.709665   0.154765    179.138    364.0911   20.7548    5720.274   
5332.525   9.40291    8.500000   128.6663   243.458    503.8616   2.765036   0.142448    174.035    356.5908   21.3030    5660.495   
5332.373   9.35347    8.500000   124.6049   231.382    510.4343   2.805868   0.163325    169.310    351.4116   21.8030    5574.484   
5332.221   9.35347    8.500000   120.9855   239.283    531.4548   2.816187   0.189967    166.583    350.8406   22.3753    5531.175   
5332.067   9.35347    8.500000   118.9526   262.405    563.2755   2.786895   0.219594    164.429    352.5275   22.9075    5551.915   
5331.915   9.45234    8.500000   116.7107   296.807    579.5519   2.736010   0.218520    163.755    353.3454   23.1278    5493.965   
5331.763   9.68304    8.500000   114.8465   322.688    597.8019   2.689868   0.227437    161.485    348.8441   23.1105    5592.175   
5331.610   9.91374    8.500000   114.9671   344.268    614.0526   2.663298   0.236669    156.990    342.7029   23.1886    5659.580   
5331.458   10.02909   8.500000   115.9026   359.169    632.1302   2.648763   0.252181    152.241    335.3532   23.3686    5665.984   
5331.306   10.30922   8.500000   115.7134   369.540    642.5892   2.642725   0.260054    150.036    330.9124   23.1858    5667.814   
5331.153   10.19388   8.500000   116.6990   376.207    655.1235   2.639454   0.272447    149.134    327.7918   23.0011    5640.975   
5331.001   10.21035   8.500000   117.7937   380.867    657.8711   2.640442   0.273447    154.076    331.0433   22.1501    5546.425   
5330.849   10.17740   8.500000   118.9137   372.506    653.5173   2.644969   0.272393    165.477    342.5107   20.8719    5498.540   
5330.696   10.17740   8.500000   120.3217   358.252    631.9738   2.651768   0.252487    179.457    356.4133   19.4987    5487.864   
5330.544   10.14444   8.500000   122.7491   335.544    599.4778   2.655229   0.221945    189.210    364.6356   18.4558    5479.020   
5330.392   9.56769    8.500000   123.9985   303.906    543.3086   2.662289   0.160425    193.647    366.4570   18.4339    5492.439   
5330.239   9.17221    8.500000   126.8388   265.079    490.7398   2.684356   0.103641    191.516    362.8667   18.8165    5525.075   
5330.087   9.15573    8.500000   129.6712   234.558    461.3694   2.726346   0.077077    188.471    363.2390   19.2809    5553.744   
5329.935   9.13925    8.500000   131.0497   220.852    465.7415   2.767421   0.096904    189.411    371.4862   19.8318    5564.725   
5329.782   9.12277    8.500000   132.4835   227.574    487.2239   2.789892   0.128180    193.964    384.0494   20.2412    5584.854   
5329.630   9.12277    8.500000   132.4081   242.340    519.9583   2.789805   0.169357    195.641    390.1304   20.4702    5580.584   
5329.477   9.12277    8.500000   130.3558   256.862    535.7628   2.779155   0.182474    193.590    386.8007   20.5763    5548.864   
5329.324   9.12277    8.500000   129.0397   262.907    542.1926   2.770232   0.187687    186.193    372.1509   20.7704    5538.495   
5329.172   9.12277    8.500000   128.6416   262.003    541.9921   2.769843   0.188068    175.113    355.9307   21.3253    5516.535   
5329.020   9.13925    8.500000   128.3349   253.309    526.8013   2.770110   0.171318    164.885    344.1783   22.3534    5503.420   
5328.867   9.12277    8.500000   128.7958   237.994    492.5634   2.767467   0.128242    158.289    343.8837   23.5256    5493.354   
5328.715   9.14108    8.500000   129.5803   217.181    450.3557   2.770824   0.072491    156.801    346.4208   24.1882    5499.455   
5328.562   9.12277    8.500000   129.3012   198.432    424.4476   2.786605   0.041565    157.161    345.7375   24.1215    5506.774   
5328.410   9.12277    8.500000   129.1238   187.104    412.7880   2.810813   0.030292    156.711    338.7695   23.6211    5507.385   
5328.258   9.15573    8.500000   129.3384   178.891    409.1265   2.834746   0.031898    155.317    331.3970   23.1773    5513.484   
5328.105   9.15573    8.500000   130.0009   170.230    398.8427   2.853176   0.020773    152.650    325.9648   23.3112    5529.040   
5327.953   9.15573    8.500000   130.7857   160.146    380.7137   2.864125   -0.005469   149.122    326.2071   23.8693    5536.359   
5327.801   9.17221    8.500000   132.2816   149.506    359.2420   2.876458   -0.039707   148.395    328.2189   24.4916    5534.835   
5327.648   9.15573    8.500000   133.1271   143.422    356.0511   2.889059   -0.038779   146.882    330.1281   25.0794    5535.444   
5327.496   9.17221    8.500000   133.0382   145.651    360.4990   2.888073   -0.031601   146.814    334.5967   25.4542    5530.564   
5327.344   9.15573    8.500000   131.0365   153.425    367.1419   2.865598   -0.026900   151.064    342.8670   25.3359    5525.075   
5327.191   9.15573    8.500000   128.7219   163.665    373.0884   2.831698   -0.026534   158.566    353.0894   24.5759    5517.755   
5327.039   9.15573    8.500000   127.2152   172.922    376.4188   2.797290   -0.030183   167.639    361.1731   23.4608    5514.704   
5326.887   9.17221    8.500000   126.8989   178.701    375.1181   2.771470   -0.039612   174.648    365.5286   22.4072    5507.080   
5326.733   9.15573    8.500000   127.7716   181.519    375.7556   2.758254   -0.041335   176.955    364.2672   21.8802    5517.755   
5326.581   9.15573    8.500000   130.5512   183.012    378.0047   2.752620   -0.038041   175.520    362.9665   21.9596    5519.584   
5326.429   9.17221    8.500000   131.5159   184.984    378.5908   2.748550   -0.038903   172.559    362.8483   22.5142    5512.265   
5326.276   9.15573    8.500000   132.8154   184.792    377.5127   2.745838   -0.041052   169.367    364.1982   23.1078    5527.515   
5326.124   9.15573    8.500000   133.1861   183.097    374.1215   2.746995   -0.046666   168.120    361.9590   23.3628    5528.124   
5325.972   9.15573    8.500000   132.3534   180.640    372.0749   2.755181   -0.048500   166.129    357.5385   23.2968    5525.075   
5325.819   9.17221    8.500000   132.4388   178.099    376.0930   2.777193   -0.036793   164.816    352.3181   23.1255    5537.274   
5325.667   9.15573    8.500000   133.1055   181.365    402.2190   2.799634   0.015080    165.016    351.6786   22.9446    5533.615   
5325.515   9.15573    8.500000   133.3124   192.932    423.4763   2.803376   0.045291    169.127    358.0303   22.6942    5534.225   
5325.362   9.17221    8.500000   133.9766   201.261    431.6115   2.784735   0.052568    175.773    368.5397   22.2054    5545.814   
5325.210   9.12277    8.500000   132.5938   202.929    417.9728   2.760470   0.024382    184.411    377.9378   21.5589    5547.645   
5325.058   9.08981    8.500000   129.3238   195.009    394.4551   2.744528   -0.015524   190.850    383.3217   20.8545    5527.515   
5324.905   9.12277    8.500000   125.3898   181.748    369.8257   2.750597   -0.054734   194.224    383.7244   20.2585    5520.805   
5324.753   9.08981    8.500000   122.0038   172.177    366.5322   2.768147   -0.051317   195.046    381.8005   19.8618    5517.449   
5324.601   9.10629    8.500000   119.1927   172.042    367.9996   2.780331   -0.047858   198.023    383.0692   19.3217    5499.149   
5324.448   9.07333    8.500000   119.2214   173.745    372.7357   2.779524   -0.039256   208.715    393.5179   18.3897    5520.194   
5324.296   9.08981    8.500000   119.1157   178.474    377.0978   2.771425   -0.035008   231.440    415.6970   16.8904    5529.345   
5324.143   9.04038    8.500000   118.6858   184.872    383.6910   2.756099   -0.027721   263.335    446.3167   15.1107    5542.155   
5323.990   9.04038    8.500000   116.2351   192.664    388.4320   2.738545   -0.025821   300.727    476.6230   13.2914    5551.915   
5323.838   8.99094    8.500000   113.2708   197.879    391.8191   2.725256   -0.023983   332.133    499.0800   11.8436    5562.895   
5323.686   8.97446    8.500000   110.4886   198.834    392.0328   2.722630   -0.024494   353.719    512.3921   10.8552    5548.864   
5323.533   8.95798    8.500000   110.6632   195.745    390.8203   2.728060   -0.023926   366.828    520.4148   10.2931    5571.435   
5323.381   8.97446    8.500000   111.0739   192.413    387.7839   2.733209   -0.026942   372.095    523.2579   10.0784    5620.845   
5323.229   8.95798    8.500000   113.7557   191.611    385.0258   2.730555   -0.032006   369.997    524.1803   10.1749    5608.645   
5323.076   8.95798    8.500000   116.6671   193.245    382.3514   2.721964   -0.039463   364.692    520.8347   10.4454    5633.655   
