~VERSION_INFORMATION
DLM  SPACE :ColumnDataSectionDelimiterCharacter
PROD  Schlumberger :LAS_Producer
PROG  DLIS_to_ASCII 2.3 :LAS_Program_name_and_version
CREA.  2019-Aug-19 15:17 :LAS_Creation_date_and_time_{YYYY-MMM-DD hh:mm}
SOURCE  1API_0001__PR_1API_0001__PR.dlis :DLIS_File_Name
DLIS_CREA  2019-Aug-19 15:16 :DLIS_Creation_date_and_time_{YYYY-MMM-DD hh:mm}
#-----------------------------------------------------------------------------
~WELL_INFORMATION
NULL  -999.250000  :NULL_VALUE
COMP   :COMPANY
WELL   :WELL
FLD   :FIELD
LOC   :LOCATION
CTRY   :COUNTRY
DATE   :LOG_DATE
SRVC  Schlumberger :SERVICE COMPANY
LATI .DEG  :LATITUDE
LONG DEG  :LONGITUDE
GDAT   :GeoDetic Datum
~CURVE_INFORMATION
DEPT M DEPTH_(BOREHOLE)
DEPT M ----
CAL2 IN ----
RB ---- ----
GR ---- ----
CALI IN ----
#-----------------------------------------------------------------------------
M M IN ---- ---- IN
DEPT DEPT CAL2 RB GR CALI
~Ascii
3782.8728 3782.8728 9.2032 29.0000 90.7000 17.9541
3782.7204 3782.7204 9.2576 32.0000 90.2000 17.9743
3782.5680 3782.5680 9.2600 39.1792 89.2179 17.5700
3782.4156 3782.4156 9.2600 37.0000 85.0000 17.5700
3782.2632 3782.2632 9.2600 37.0000 84.6000 17.5600
3782.1108 3782.1108 9.4258 31.1674 82.3000 17.1812
3781.9584 3781.9584 9.4440 21.0000 82.1800 17.3740
3781.8060 3781.8060 9.4700 18.0000 79.1473 17.0916
3781.6536 3781.6536 9.4400 21.0000 80.8000 17.2414
3781.5012 3781.5012 9.4910 19.6542 82.3654 18.2131
3781.3488 3781.3488 9.5600 29.0000 82.5066 18.6307
3781.1964 3781.1964 9.5700 32.0000 82.1000 18.7600
3781.0440 3781.0440 9.5900 34.0000 81.6839 19.1581
3780.8916 3780.8916 9.4700 39.0000 77.5817 16.2973
3780.7392 3780.7393 9.3800 39.0000 71.9000 16.3300
3780.5868 3780.5868 9.5552 36.0000 69.7000 16.4862
3780.4344 3780.4344 10.1094 39.0000 70.9704 20.4100
3780.2820 3780.2820 10.0055 37.0000 75.7446 20.4900
3780.1296 3780.1296 9.7304 39.0000 79.5747 20.5100
3779.9772 3779.9772 8.7600 42.0000 82.1146 20.4857
3779.8248 3779.8248 8.8200 39.0000 84.3000 20.4000
3779.6724 3779.6724 8.8200 39.0000 82.1785 20.3361
3779.5200 3779.5200 9.5000 39.0000 81.8096 17.2619
3779.3676 3779.3676 9.4700 42.0000 86.4000 16.7632
3779.2152 3779.2152 9.4100 44.0000 84.6000 17.3548
3779.0628 3779.0628 9.5300 42.7689 84.8000 17.7500
3778.9104 3778.9104 9.5300 34.0000 86.8000 17.6625
3778.7580 3778.7580 9.5400 34.0000 90.7477 17.1474
3778.6056 3778.6056 9.4655 34.0000 89.3000 17.6709
3778.4532 3778.4532 9.5137 36.0000 88.6000 17.1914
3778.3008 3778.3008 9.8600 39.0000 87.2152 19.4400
3778.1484 3778.1484 9.8900 39.0000 84.7622 19.4400
3777.9960 3777.9960 9.8900 39.0000 87.0961 19.5200
3777.8436 3777.8436 9.8900 39.0000 90.7000 19.5200
3777.6912 3777.6912 9.8200 36.0000 92.5963 19.6061
3777.5388 3777.5388 9.8668 32.0000 95.0000 21.3100
3777.3864 3777.3864 9.7700 34.0000 94.8000 21.2700
3777.2340 3777.2340 9.7700 36.0000 90.5000 21.2600
3777.0816 3777.0816 9.7700 33.0000 88.2000 21.2500
3776.9292 3776.9292 9.7700 33.0000 91.2000 21.2400
3776.7768 3776.7768 9.7700 34.0000 94.4534 21.1749
3776.6244 3776.6244 9.7400 34.0000 90.3979 21.0900
3776.4720 3776.4720 9.7400 34.0000 83.9262 21.0313
3776.3196 3776.3196 9.1154 36.8378 79.6162 17.8616
3776.1672 3776.1672 9.4858 30.0000 80.9663 18.0650
3776.0148 3776.0148 9.8300 36.0000 81.4476 20.5100
3775.8624 3775.8624 9.8500 36.0000 80.7000 20.4900
3775.7100 3775.7100 9.8500 38.0000 84.7000 20.4800
3775.5576 3775.5576 9.8600 39.0000 88.9339 20.4800
3775.4052 3775.4052 9.8600 39.0000 91.0000 20.4800
3775.2528 3775.2528 9.8600 39.0000 83.5367 20.4400
3775.1004 3775.1004 9.8600 39.0000 78.9000 20.3800
3774.9480 3774.9480 9.8300 39.0000 78.9998 20.2300
3774.7956 3774.7956 9.7702 71.0000 80.1000 19.1766
3774.6432 3774.6432 9.5452 68.0000 83.8000 18.3414
3774.4908 3774.4908 10.1400 65.0000 88.0000 19.6100
3774.3384 3774.3384 10.1400 65.0000 93.9000 19.6100
3774.1860 3774.1860 10.1700 68.0000 96.3000 19.6200
3774.0336 3774.0336 10.2000 46.2877 96.9000 19.6200
3773.8812 3773.8812 10.1400 39.0000 93.2000 19.6200
3773.7288 3773.7288 10.1100 36.0000 89.7356 19.6200
3773.5764 3773.5764 9.8045 36.0000 89.0106 19.6300
3773.4240 3773.4240 9.7300 36.0000 89.9741 19.6300
3773.2716 3773.2716 9.5748 36.0000 90.8096 19.6300
3773.1192 3773.1191 9.3000 36.0000 92.5000 19.6300
3772.9668 3772.9668 9.2000 36.0000 89.3000 19.6300
3772.8144 3772.8145 9.1100 36.0000 87.3000 19.6200
3772.6620 3772.6620 8.8958 36.0000 85.5000 19.4500
3772.5096 3772.5096 8.8500 36.0000 86.7066 19.4400
3772.3572 3772.3572 8.8500 36.0000 84.5000 19.4500
3772.2048 3772.2048 8.8200 36.0000 85.7870 19.4400
3772.0524 3772.0524 8.8200 36.0000 85.3000 19.4400
3771.9000 3771.9000 8.6500 32.0000 88.7000 19.1912
3771.7476 3771.7476 9.2000 36.0000 90.7000 18.8000
3771.5952 3771.5952 9.0920 40.8182 93.6000 17.6974
3771.4428 3771.4428 8.6900 53.0000 93.6921 14.2900
3771.2904 3771.2904 8.6900 55.0000 92.8751 14.2900
3771.1380 3771.1380 8.6900 54.5248 93.8000 14.2900
3770.9856 3770.9856 8.6900 53.0000 91.6498 14.2900
3770.8332 3770.8332 8.6900 36.0000 84.8000 14.2900
3770.6808 3770.6808 8.7000 39.0000 79.9328 14.2900
3770.5284 3770.5284 8.7000 39.0000 80.2367 14.3100
3770.3760 3770.3760 8.7000 36.0000 84.3264 14.3100
3770.2236 3770.2236 8.8432 36.0000 85.6787 14.8553
3770.0712 3770.0712 13.0695 34.0000 84.7855 19.9693
3769.9188 3769.9188 13.8912 39.0000 86.5000 20.0300
3769.7664 3769.7664 14.1400 42.0000 87.4624 19.9746
3769.6140 3769.6140 14.2000 44.0000 86.4000 19.9300
3769.4616 3769.4616 14.2000 45.3070 86.5000 19.8944
3769.3092 3769.3092 14.1800 48.0000 101.1000 19.8800
3769.1568 3769.1568 13.8700 48.0000 109.9000 19.7900
3769.0044 3769.0044 13.5700 48.0000 112.3000 19.7400
3768.8520 3768.8520 11.3254 44.0000 106.8000 18.4736
3768.6996 3768.6996 10.9008 44.0000 108.4844 18.2108
3768.5472 3768.5472 9.2037 40.5325 108.1833 15.9600
3768.3948 3768.3948 8.7714 24.0000 106.3000 15.2535
3768.2424 3768.2424 8.8800 23.0000 105.5218 13.8264
3768.0900 3768.0900 8.8700 23.0000 103.1000 13.8100
3767.9376 3767.9376 8.8800 23.0000 102.4310 13.8100
3767.7852 3767.7852 8.8800 32.3731 103.3746 13.8200
3767.6328 3767.6328 8.8800 36.9077 105.2000 13.7700
3767.4804 3767.4804 8.9648 39.0000 106.3000 13.8596
3767.3280 3767.3280 9.9200 39.0000 105.4226 16.5500
3767.1756 3767.1756 9.9200 39.0000 102.3000 16.5800
3767.0232 3767.0232 9.7477 39.0000 102.2548 17.1190
3766.8708 3766.8708 9.6634 39.0000 102.7660 17.2400
3766.7184 3766.7184 9.5600 39.0000 104.5000 17.3700
3766.5660 3766.5660 9.5300 42.0000 102.9000 17.3700
3766.4136 3766.4136 9.4600 42.0000 103.0379 17.4000
3766.2612 3766.2612 9.1639 42.0000 95.8059 17.4891
3766.1088 3766.1088 9.0400 60.0000 84.0251 14.9000
3765.9564 3765.9564 8.8494 71.0000 82.1000 14.5500
3765.8040 3765.8040 8.7200 66.0000 82.0082 14.3400
3765.6516 3765.6516 8.7200 66.0000 85.4000 14.3400
3765.4992 3765.4992 8.7100 59.0000 85.1099 14.3100
3765.3468 3765.3468 8.6752 36.0000 84.6574 14.4000
3765.1944 3765.1944 8.6900 36.0000 82.8987 14.2099
3765.0420 3765.0420 8.6700 36.0000 83.0547 14.3545
3764.8896 3764.8896 8.6200 36.0000 81.9910 14.4800
3764.7372 3764.7372 9.0400 39.0000 80.8000 15.6400
3764.5848 3764.5848 9.0515 42.0000 80.0000 15.6400
3764.4324 3764.4324 9.0600 42.0000 81.8000 15.6400
3764.2800 3764.2800 9.0514 42.0000 82.7000 15.6400
3764.1276 3764.1276 8.9266 39.0000 82.9332 15.1132
3763.9752 3763.9752 8.7922 36.0000 83.6779 13.8688
3763.8228 3763.8228 9.0329 36.0000 82.7128 12.8600
3763.6704 3763.6704 9.0400 36.0000 80.3000 12.8600
3763.5180 3763.5180 9.0700 36.0000 80.0000 12.8600
3763.3656 3763.3656 9.0700 41.0000 82.6275 12.9173
3763.2132 3763.2132 9.0700 44.0000 86.1000 13.0400
3763.0608 3763.0608 9.0700 44.0000 84.3111 12.9200
3762.9084 3762.9084 9.0984 44.0000 78.0000 12.9100
3762.7560 3762.7560 9.1000 44.0000 75.9000 12.9100
3762.6036 3762.6036 9.1000 41.0000 79.4835 12.8300
3762.4512 3762.4512 9.1000 41.0000 79.0000 12.8359
3762.2988 3762.2988 9.0700 41.0000 78.5096 13.1100
3762.1464 3762.1464 9.0700 41.0000 77.0439 13.1128
3761.9940 3761.9940 9.1000 42.0576 78.8000 13.1300
3761.8416 3761.8416 9.1000 42.6210 79.6081 13.1300
3761.6892 3761.6892 9.0652 42.0000 81.4000 13.3196
3761.5368 3761.5368 9.0400 44.0000 84.2463 13.5754
3761.3844 3761.3844 9.0400 44.0000 85.0025 13.4703
3761.2320 3761.2320 9.0256 39.0000 84.2000 13.3800
3761.0796 3761.0796 8.9900 39.0000 83.5000 13.4990
3760.9272 3760.9272 8.9800 39.0000 84.2181 13.6100
3760.7748 3760.7748 8.9800 42.0000 82.6079 13.6500
3760.6224 3760.6224 8.9800 42.0000 84.8000 13.6167
3760.4700 3760.4700 8.9900 42.0000 85.9000 13.5200
3760.3176 3760.3176 8.9368 42.0000 88.4646 13.8465
3760.1652 3760.1652 8.9500 39.0000 90.3068 13.9600
3760.0128 3760.0128 9.5967 44.0000 91.3000 15.4818
3759.8604 3759.8604 10.8279 44.0000 93.5160 16.9200
3759.7080 3759.7080 10.9620 48.0000 92.2000 16.9200
3759.5556 3759.5556 12.1413 44.0000 90.3000 17.3799
3759.4032 3759.4032 12.2778 41.0000 89.4000 17.9345
3759.2508 3759.2508 11.9533 39.0000 87.4000 18.2600
3759.0984 3759.0984 11.5885 41.0000 82.9148 18.3400
3758.9460 3758.9460 11.3759 36.0000 82.7000 18.3400
3758.7936 3758.7936 11.0500 38.0000 86.2000 18.3500
3758.6412 3758.6412 10.6509 38.0000 85.9209 18.3400
3758.4888 3758.4888 10.1091 38.0000 69.6625 18.2900
3758.3364 3758.3364 9.2577 32.9665 65.1000 13.7525
3758.1840 3758.1840 9.2600 36.0000 67.6000 12.6803
3758.0316 3758.0316 9.3200 36.0000 71.3000 13.9400
3757.8792 3757.8792 9.3200 36.0000 73.6000 13.9400
3757.7268 3757.7268 9.3200 41.0000 75.4000 13.9400
3757.5744 3757.5744 9.3200 44.0000 79.3000 13.9496
3757.4220 3757.4220 9.3800 44.0000 80.8137 14.0800
3757.2696 3757.2696 9.6200 41.0000 80.9000 14.8800
3757.1172 3757.1172 9.6100 41.0000 78.9795 14.8060
3756.9648 3756.9648 9.5900 41.0000 78.7000 14.5509
3756.8124 3756.8124 9.2000 44.0000 76.3000 13.7892
3756.6600 3756.6600 9.0934 47.0000 75.8664 16.1433
3756.5076 3756.5076 9.0400 47.0000 75.0000 16.2300
3756.3552 3756.3552 9.0400 47.0000 76.1109 16.2100
3756.2028 3756.2028 9.0400 47.0000 79.2733 16.1900
3756.0504 3756.0504 8.9900 44.0000 80.4000 15.8355
3755.8980 3755.8980 9.2400 44.0000 83.0379 13.9857
3755.7456 3755.7456 9.2630 44.0000 79.6000 14.7651
3755.5932 3755.5932 9.3800 44.0000 77.5000 14.6800
3755.4408 3755.4408 9.3800 44.0000 71.9367 14.5200
3755.2884 3755.2884 9.4400 44.0000 72.8543 14.1886
3755.1360 3755.1360 9.4100 44.0000 76.8565 14.1035
3754.9836 3754.9836 9.4200 39.0000 86.1000 14.1100
3754.8312 3754.8312 9.7700 39.0000 87.6859 16.6278
3754.6788 3754.6788 9.8600 37.0000 87.1000 17.7708
3754.5264 3754.5264 9.8900 37.0000 88.3000 17.8900
3754.3740 3754.3740 9.9200 39.0000 89.8000 17.8900
3754.2216 3754.2216 9.9200 39.0000 89.5484 17.8900
3754.0692 3754.0692 9.9200 44.0000 90.7000 17.8600
3753.9168 3753.9168 9.9200 48.0000 93.2121 17.6968
3753.7644 3753.7644 9.9890 48.1474 95.4607 16.8967
3753.6120 3753.6120 10.0300 63.0000 96.9000 16.1831
3753.4596 3753.4596 10.0000 65.0000 97.4000 15.8000
3753.3072 3753.3072 10.0000 65.0000 98.3000 15.7861
3753.1548 3753.1548 9.9200 61.0000 99.7000 15.2500
3753.0024 3753.0024 10.0000 53.0000 98.5000 14.4200
3752.8500 3752.8500 9.8618 41.5400 93.3000 13.7700
3752.6976 3752.6976 9.6833 42.0000 85.1342 14.1501
3752.5452 3752.5452 9.7700 41.0000 80.8000 13.8900
3752.3928 3752.3928 9.8000 44.0000 85.5000 13.7800
3752.2404 3752.2404 9.8400 44.0000 93.7234 13.6800
3752.0880 3752.0880 10.1850 44.0000 97.7262 14.4876
3751.9356 3751.9356 11.3100 46.3109 99.4267 17.4100
3751.7832 3751.7832 11.3900 44.0000 105.3000 17.9400
3751.6308 3751.6308 11.4300 44.0000 110.7000 18.0100
3751.4784 3751.4784 11.4000 44.0000 113.1505 18.0400
3751.3260 3751.3260 11.3800 44.0000 111.8588 18.0700
3751.1736 3751.1736 11.3487 44.0000 116.1667 18.0800
3751.0212 3751.0212 11.2800 44.0000 116.9000 18.0700
3750.8688 3750.8688 10.7400 41.0000 116.7349 17.5600
3750.7164 3750.7164 10.7200 36.0000 114.6000 17.5600
3750.5640 3750.5640 10.6900 36.0000 114.7000 17.5600
3750.4116 3750.4116 10.6900 36.0000 108.3000 17.5400
3750.2592 3750.2592 10.6900 39.0000 103.3014 17.5400
3750.1068 3750.1068 10.6600 41.0000 98.2000 17.5400
3749.9544 3749.9544 10.6600 41.0000 96.6633 17.5400
3749.8020 3749.8020 10.6600 41.0000 97.3901 17.5400
3749.6496 3749.6496 10.5913 41.0000 101.4000 17.5400
3749.4972 3749.4972 10.5600 41.0000 106.3373 17.5300
3749.3448 3749.3448 10.5600 41.0000 109.1655 17.5300
3749.1924 3749.1924 10.4964 41.0000 108.5919 16.9744
3749.0400 3749.0400 10.6500 44.0000 109.5000 20.2473
3748.8876 3748.8876 10.3400 44.0000 110.5000 19.5300
3748.7352 3748.7352 10.3400 44.0000 106.2756 19.5300
3748.5828 3748.5828 10.3400 44.0000 106.2000 19.5300
3748.4304 3748.4304 10.3400 47.0000 108.7000 19.5300
3748.2780 3748.2780 10.3600 44.0000 114.7000 19.5300
3748.1256 3748.1256 10.3600 48.0000 116.4000 19.5600
3747.9732 3747.9732 10.3600 48.0000 116.7566 19.5600
3747.8208 3747.8208 10.3600 44.0000 115.7850 19.5700
3747.6684 3747.6684 10.3900 44.0000 119.4447 19.5300
3747.5160 3747.5160 10.3900 44.0000 117.8000 19.5300
3747.3636 3747.3636 10.3900 44.0000 113.0143 19.5300
3747.2112 3747.2112 10.3900 44.0000 104.6181 19.5200
3747.0588 3747.0588 10.4200 48.0000 101.3000 19.5194
3746.9064 3746.9064 10.4300 48.0000 101.7569 19.5100
3746.7540 3746.7540 10.4300 48.0000 102.0000 19.5000
3746.6016 3746.6016 10.4500 44.0000 101.1508 19.4800
3746.4492 3746.4492 10.4700 44.0000 97.0000 19.4400
3746.2968 3746.2968 10.4747 48.0000 97.0000 19.3806
3746.1444 3746.1444 10.4356 69.8538 99.0073 17.5800
3745.9920 3745.9920 10.3012 58.7536 99.9000 15.4692
3745.8396 3745.8396 10.1400 61.0000 100.0000 14.6600
3745.6872 3745.6872 10.1400 61.0000 96.9000 14.6600
3745.5348 3745.5348 10.1400 26.0000 98.5000 14.6600
3745.3824 3745.3824 10.1400 44.0000 100.7000 14.6600
3745.2300 3745.2300 10.1400 48.0000 101.4000 14.6600
3745.0776 3745.0776 10.1400 48.0000 99.4000 14.6400
3744.9252 3744.9252 10.1100 44.0000 98.9000 14.1018
3744.7728 3744.7728 10.1400 42.0000 95.6000 13.9800
3744.6204 3744.6204 10.1400 42.0000 96.5258 13.9600
3744.4680 3744.4680 10.1400 47.0000 95.9000 13.9600
3744.3156 3744.3156 10.1400 45.0046 98.0660 13.9000
3744.1632 3744.1632 10.1400 48.0000 100.0000 13.8900
3744.0108 3744.0108 10.1400 48.0000 100.5064 13.9769
3743.8584 3743.8584 10.3620 48.0000 94.6000 14.3340
3743.7060 3743.7060 10.5800 47.0000 84.8333 15.4344
3743.5536 3743.5536 10.5600 50.0000 84.2000 16.8000
3743.4012 3743.4012 10.5600 50.0000 86.8441 16.7700
3743.2488 3743.2488 10.5600 50.0000 89.4000 16.7000
3743.0964 3743.0964 10.5600 53.0000 90.9557 16.6544
3742.9440 3742.9440 10.5600 53.0000 90.3000 16.5503
3742.7916 3742.7916 10.5204 53.0000 87.5000 15.9828
3742.6392 3742.6392 10.2300 51.0000 87.8000 13.9400
3742.4868 3742.4868 10.2000 51.0000 85.5000 13.7700
3742.3344 3742.3344 10.2000 48.0000 86.7000 13.7500
3742.1820 3742.1820 10.2000 48.0000 88.4853 13.7500
3742.0296 3742.0296 10.2000 50.0000 89.2124 13.7500
3741.8772 3741.8772 10.2000 51.0000 87.9000 13.7300
3741.7248 3741.7248 10.2000 51.0000 88.6722 13.7100
3741.5724 3741.5724 10.2000 51.0000 88.8000 13.6600
3741.4200 3741.4200 10.2000 51.0000 86.5080 13.6400
3741.2676 3741.2676 10.2000 51.0000 85.5000 13.6270
3741.1152 3741.1152 10.1700 51.0000 84.5807 13.5919
3740.9628 3740.9628 10.1700 51.0000 85.9000 13.5200
3740.8104 3740.8104 10.1700 53.0000 85.0000 13.4700
3740.6580 3740.6580 10.1676 51.0000 86.3966 13.5424
3740.5056 3740.5056 10.1400 48.0000 88.6000 13.8000
3740.3532 3740.3532 10.1400 48.0000 92.1000 13.8000
3740.2008 3740.2008 10.1400 50.0000 94.9000 13.8000
3740.0484 3740.0484 10.1400 48.0000 92.6825 13.8200
3739.8960 3739.8960 10.1400 49.4008 89.6467 13.8867
3739.7436 3739.7436 10.1400 48.0000 89.0000 13.9800
3739.5912 3739.5912 10.1700 48.0000 86.7000 14.0272
3739.4388 3739.4388 10.2000 48.0000 91.2000 13.8900
3739.2864 3739.2864 10.2185 48.0000 91.3394 13.8361
3739.1340 3739.1340 10.2500 48.0000 94.1845 13.7300
3738.9816 3738.9816 10.2300 48.0000 92.5000 13.8700
3738.8292 3738.8292 10.2300 48.0000 93.6000 13.7700
3738.6768 3738.6768 10.2300 51.0000 87.8000 13.6455
3738.5244 3738.5244 10.2300 51.0000 84.1000 13.6400
3738.3720 3738.3720 10.2300 52.7237 82.5829 13.6400
3738.2196 3738.2196 10.2300 53.0000 86.6000 13.6100
3738.0672 3738.0672 10.2300 53.0000 87.7663 13.6100
3737.9148 3737.9148 10.2500 51.0000 85.3000 13.2300
3737.7624 3737.7624 10.2000 53.0000 83.3721 13.2100
3737.6100 3737.6100 10.2000 53.0000 85.8000 13.2100
3737.4576 3737.4576 10.2000 53.0000 86.8000 13.2100
3737.3052 3737.3052 10.1700 53.0000 85.7820 13.2100
3737.1528 3737.1528 10.1700 53.0000 84.0000 13.2100
3737.0004 3737.0004 10.1400 53.0000 83.2000 13.2100
3736.8480 3736.8480 10.1400 53.0000 82.5000 13.1800
3736.6956 3736.6956 10.1400 53.0000 82.2000 13.1800
3736.5432 3736.5432 10.1100 53.0000 78.8000 13.1600
3736.3908 3736.3908 10.0900 53.0000 76.5000 13.1100
3736.2384 3736.2384 10.0900 53.0000 78.1000 13.1100
3736.0860 3736.0860 10.0900 53.0000 83.1312 13.0800
3735.9336 3735.9336 10.0900 53.0000 87.6197 13.0500
3735.7812 3735.7812 10.0900 53.0000 89.0000 13.0100
3735.6288 3735.6288 10.1100 53.0000 88.7000 12.9800
3735.4764 3735.4764 10.1100 53.0000 85.3334 12.9300
3735.3240 3735.3240 10.1100 53.0000 81.5041 12.8596
3735.1716 3735.1716 10.1100 53.0000 79.8087 12.8200
3735.0192 3735.0192 10.1100 53.0000 78.4000 12.7600
3734.8668 3734.8668 10.1100 53.0000 78.6000 12.7300
3734.7144 3734.7144 10.1200 53.0000 81.2000 12.7300
3734.5620 3734.5620 10.1400 53.0000 85.7000 12.7300
3734.4096 3734.4096 10.1400 53.0000 87.8000 12.7300
3734.2572 3734.2572 10.1400 53.0000 88.6000 12.7300
3734.1048 3734.1048 10.1700 53.0000 87.6000 12.7300
3733.9524 3733.9524 10.2000 53.0000 83.6258 12.7265
3733.8000 3733.8000 10.2000 53.0000 79.5000 12.6800
3733.6476 3733.6476 10.2000 53.0000 78.3000 12.6300
3733.4952 3733.4952 10.2000 53.0000 77.8000 12.5922
3733.3428 3733.3428 10.2000 53.0000 77.3732 12.5500
3733.1904 3733.1904 10.1971 53.0000 77.6000 12.5200
3733.0380 3733.0380 10.1400 53.0000 81.3088 12.4678
3732.8856 3732.8856 10.1400 53.0000 81.5000 12.1734
3732.7332 3732.7332 10.1700 53.0000 83.7000 11.9986
3732.5808 3732.5808 10.2000 53.0000 76.6000 11.9000
3732.4284 3732.4284 10.2000 57.0000 73.2000 11.8800
3732.2760 3732.2760 10.2300 57.0000 70.7000 11.8800
3732.1236 3732.1236 10.2300 57.0000 77.7000 12.1317
3731.9712 3731.9712 10.2300 57.0000 81.9000 12.8100
3731.8188 3731.8188 10.3600 53.0000 83.4000 14.2300
3731.6664 3731.6664 10.3600 53.0000 81.9697 14.2300
3731.5140 3731.5140 10.3600 53.1193 77.9000 14.1297
3731.3616 3731.3616 9.9200 53.0000 73.9000 13.8511
3731.2092 3731.2092 10.2800 53.0000 73.5956 12.4700
3731.0568 3731.0568 10.3347 53.0000 74.8533 12.4753
3730.9044 3730.9044 10.4500 50.0000 76.8000 12.5200
3730.7520 3730.7520 10.4700 53.0000 78.7000 12.5200
3730.5996 3730.5996 10.5000 53.0000 78.4902 12.5200
3730.4472 3730.4472 10.5538 53.0000 77.5000 12.5338
3730.2948 3730.2948 10.5800 57.0000 76.1000 12.5500
3730.1424 3730.1424 10.6100 57.0000 78.0000 12.5500
3729.9900 3729.9900 10.6600 57.0000 77.4000 12.5500
3729.8376 3729.8376 10.6900 57.0000 76.6481 12.5500
3729.6852 3729.6852 10.7100 57.0000 74.4000 12.5200
3729.5328 3729.5328 10.7400 57.0000 72.4000 12.4900
3729.3804 3729.3804 10.7700 57.0000 72.7000 12.4200
3729.2280 3729.2280 10.8200 57.0000 71.7000 12.3700
3729.0756 3729.0756 10.8500 59.0000 71.9000 12.3100
3728.9232 3728.9232 10.8700 59.0000 71.7257 12.3100
3728.7708 3728.7708 10.9000 63.0000 71.3000 12.3100
3728.6184 3728.6184 10.9200 63.0000 73.9000 12.2900
3728.4660 3728.4660 10.9500 63.0000 78.1000 12.2900
3728.3136 3728.3136 10.9800 63.0000 82.4000 12.2900
3728.1612 3728.1612 10.9900 63.0000 88.5000 12.2600
3728.0088 3728.0088 11.0100 63.0000 92.8000 12.2300
3727.8564 3727.8564 11.0525 63.0000 90.9491 12.2100
3727.7040 3727.7040 11.0900 63.0000 87.6896 12.2100
3727.5516 3727.5516 11.1200 63.0000 80.7000 12.2100
3727.3992 3727.3992 11.1300 63.0000 69.9359 12.1517
3727.2468 3727.2468 11.1600 63.0000 65.5000 12.1500
3727.0944 3727.0944 11.1800 63.0000 66.0000 12.1200
3726.9420 3726.9420 11.1900 63.0000 68.9000 12.1200
3726.7896 3726.7896 11.2289 63.0000 74.6000 12.1289
3726.6372 3726.6372 11.3136 63.0000 80.5635 12.2300
3726.4848 3726.4848 11.3800 62.6259 84.0439 12.2900
3726.3324 3726.3324 11.4000 61.0000 85.0000 12.2900
3726.1800 3726.1800 11.4200 61.0000 82.8000 12.2900
3726.0276 3726.0276 11.4475 61.0000 83.7000 12.2800
3725.8752 3725.8752 11.4500 63.0000 81.9000 12.2600
3725.7228 3725.7228 11.4800 63.0000 80.7262 12.2300
3725.5704 3725.5704 11.4900 63.0000 80.4000 12.2232
3725.4180 3725.4180 11.5019 63.0000 76.6000 12.2081
3725.2656 3725.2656 11.5500 63.0000 72.5000 12.1800
3725.1132 3725.1132 11.5800 63.0000 71.0000 12.1800
3724.9608 3724.9608 11.6000 63.0000 67.3000 12.1500
3724.8084 3724.8084 11.6200 63.0000 63.1721 12.1500
3724.6560 3724.6560 11.6500 63.0000 61.7000 12.1500
3724.5036 3724.5036 11.7000 63.0000 60.0063 12.1494
3724.3512 3724.3512 11.7200 63.0000 59.8000 12.1200
3724.1988 3724.1988 11.7700 63.0000 60.8000 12.1200
3724.0464 3724.0464 11.7950 63.0000 60.9497 12.1200
3723.8940 3723.8940 11.8400 67.0000 60.5000 12.1200
3723.7416 3723.7416 11.9000 67.0000 62.6000 12.1200
3723.5892 3723.5892 11.9600 67.0000 68.3727 12.1107
3723.4368 3723.4368 12.0344 67.0000 76.9000 12.1200
3723.2844 3723.2844 12.0800 67.0000 87.8000 12.1500
3723.1320 3723.1320 12.1500 71.0000 96.6000 12.1500
3722.9796 3722.9796 12.2100 71.0000 97.3000 12.1800
3722.8272 3722.8272 12.2600 77.0000 93.7000 12.1800
3722.6748 3722.6748 12.2600 81.0000 87.5000 12.1500
3722.5224 3722.5224 12.2600 81.0000 82.0000 12.1500
3722.3700 3722.3700 12.2600 85.0000 81.9648 12.1500
3722.2176 3722.2176 12.2600 90.0000 82.7000 12.1500
3722.0652 3722.0652 12.2600 90.0000 84.3494 12.1500
3721.9128 3721.9128 12.2300 95.0000 86.3000 12.1500
3721.7604 3721.7604 12.2300 95.0000 83.9000 12.1500
3721.6080 3721.6080 12.2600 99.0000 83.1092 12.1500
3721.4556 3721.4556 12.3000 99.0000 82.3000 12.1800
3721.3032 3721.3032 12.3200 99.0000 81.6000 12.1800
3721.1508 3721.1508 12.3600 99.0000 83.5232 12.1800
3720.9984 3720.9984 12.4200 99.0000 83.4000 12.2700
3720.8460 3720.8460 12.4400 99.0000 81.7419 12.2800
3720.6936 3720.6936 12.4600 95.0000 81.5000 12.2900
3720.5412 3720.5412 12.4800 95.0000 80.8781 12.2600
3720.3888 3720.3888 12.4800 95.0000 79.6000 12.2300
3720.2364 3720.2364 12.4800 95.0000 78.6088 12.2100
3720.0840 3720.0840 12.4800 95.0000 75.9000 12.1800
3719.9316 3719.9316 12.4800 95.0000 72.3000 12.1500
3719.7792 3719.7792 12.4600 95.0000 69.0000 12.1200
3719.6268 3719.6268 12.4600 95.0000 65.6980 12.1000
3719.4744 3719.4744 12.4400 95.0000 62.5000 12.0700
3719.3220 3719.3220 12.4300 99.0000 61.0000 12.0400
3719.1696 3719.1696 12.4100 99.0000 63.1732 12.0000
3719.0172 3719.0172 12.4100 99.0000 64.8000 11.9600
