~VERSION_INFORMATION
DLM  SPACE :ColumnDataSectionDelimiterCharacter
PROD  Schlumberger :LAS_Producer
PROG  DLIS_to_ASCII 2.3 :LAS_Program_name_and_version
CREA.  2019-Aug-19 15:17 :LAS_Creation_date_and_time_{YYYY-MMM-DD hh:mm}
SOURCE  1API_0001__PR_1API_0001__PR.dlis :DLIS_File_Name
DLIS_CREA  2019-Aug-19 15:16 :DLIS_Creation_date_and_time_{YYYY-MMM-DD hh:mm}
#-----------------------------------------------------------------------------
~WELL_INFORMATION
NULL  -999.250000  :NULL_VALUE
COMP   :COMPANY
WELL   :WELL
FLD   :FIELD
LOC   :LOCATION
CTRY   :COUNTRY
DATE   :LOG_DATE
SRVC  Schlumberger :SERVICE COMPANY
LATI .DEG  :LATITUDE
LONG DEG  :LONGITUDE
GDAT   :GeoDetic Datum
~CURVE_INFORMATION
DEPT M DEPTH_(BOREHOLE)
DEPT M ----
CAL2 IN ----
RB ---- ----
GR ---- ----
CALI IN ----
#-----------------------------------------------------------------------------
M M IN ---- ---- IN
DEPT DEPT CAL2 RB GR CALI
~Ascii
4168.1400 4168.1400 10.8200 348.0000 78.7000 12.6833
4167.9876 4167.9876 10.8100 348.0000 79.5000 12.7100
4167.8352 4167.8352 10.7900 348.0000 80.4000 12.7200
4167.6828 4167.6828 10.7724 348.0000 82.8525 12.7100
4167.5304 4167.5304 10.7069 352.0000 85.0000 12.7100
4167.3780 4167.3780 10.6200 351.0000 84.8000 12.6600
4167.2256 4167.2256 10.5600 356.0000 84.1000 12.6300
4167.0732 4167.0732 10.5300 356.0000 82.6957 12.6300
4166.9208 4166.9208 10.5100 356.0000 83.9000 12.6300
4166.7684 4166.7684 10.4400 352.0000 85.2527 12.6100
4166.6160 4166.6160 10.3900 348.0000 85.6000 12.5820
4166.4636 4166.4636 10.3600 348.0000 87.3655 12.5900
4166.3112 4166.3112 10.3200 348.0000 85.0735 12.5500
4166.1588 4166.1588 10.2500 352.0000 81.9000 12.5200
4166.0064 4166.0064 10.1700 356.0000 81.7000 12.4591
4165.8540 4165.8540 10.0600 0.0000 80.0000 12.3500
4165.7016 4165.7016 10.0600 0.0000 79.9000 12.3209
4165.5492 4165.5492 10.0300 4.0000 78.8000 12.3100
4165.3968 4165.3968 9.9106 4.0000 78.8000 12.2400
4165.2444 4165.2444 9.7600 8.0000 78.7094 12.1245
4165.0920 4165.0920 9.6500 8.0000 77.9042 11.9900
4164.9396 4164.9396 9.6799 8.0000 78.5000 11.9900
4164.7872 4164.7872 9.6700 8.0000 78.5000 11.9900
4164.6348 4164.6348 9.6500 9.5718 80.3000 11.9600
4164.4824 4164.4824 9.6500 8.0000 82.2609 11.9600
4164.3300 4164.3300 9.6200 8.0000 82.7000 11.9658
4164.1776 4164.1776 9.5600 4.0000 83.5000 11.9100
4164.0252 4164.0252 9.5300 5.0000 82.3000 11.9000
4163.8728 4163.8728 9.5000 4.0000 82.9000 11.8700
4163.7204 4163.7204 9.5200 9.0000 83.2000 11.8500
4163.5680 4163.5680 9.5000 8.0000 82.9653 11.8200
4163.4156 4163.4156 9.4100 8.0000 83.5715 11.7243
4163.2632 4163.2632 9.2100 8.0000 83.4000 11.5130
4163.1108 4163.1108 9.3511 4.0000 85.2000 11.5200
4162.9584 4162.9584 9.3800 8.0000 84.4000 11.5100
4162.8060 4162.8060 9.3800 4.5248 84.9000 11.5400
4162.6536 4162.6536 9.4100 8.0000 84.2143 11.5400
4162.5012 4162.5012 9.4400 12.0000 84.5000 11.5400
4162.3488 4162.3488 9.4400 12.0000 87.6000 11.5300
4162.1964 4162.1964 9.4700 12.0000 87.3000 11.5100
4162.0440 4162.0440 9.4400 17.0000 87.8000 11.4800
4161.8916 4161.8916 9.4400 14.5000 87.8000 11.4500
4161.7392 4161.7392 9.3851 17.0000 86.5000 11.4251
4161.5868 4161.5868 9.4651 21.0000 85.5512 11.4000
4161.4344 4161.4344 9.5600 15.0000 84.7000 11.4200
4161.2820 4161.2820 9.6096 17.0000 85.7000 11.4200
4161.1296 4161.1296 9.6000 17.0000 86.7000 11.4200
4160.9772 4160.9772 9.6200 17.0000 86.9000 11.4300
4160.8248 4160.8248 9.6200 17.0000 84.9000 11.4200
4160.6724 4160.6724 9.6500 17.0000 81.1000 11.4300
4160.5200 4160.5200 9.6500 17.0000 78.2000 11.4200
4160.3676 4160.3676 9.6800 17.0000 75.3507 11.4200
4160.2152 4160.2152 9.7200 21.0000 75.9000 11.4500
4160.0628 4160.0628 9.7200 21.0000 75.9000 11.4500
4159.9104 4159.9104 9.7400 21.0000 75.1000 11.4800
4159.7580 4159.7580 9.7400 21.0000 73.3000 11.4800
4159.6056 4159.6056 9.7400 24.0000 73.7000 11.4800
4159.4532 4159.4532 9.7400 21.0000 72.7000 11.4800
4159.3008 4159.3008 9.7700 17.0000 72.4392 11.4800
4159.1484 4159.1484 9.7700 17.0000 71.7000 11.5100
4158.9960 4158.9960 9.7700 17.0000 69.6000 11.5100
4158.8436 4158.8436 9.8000 21.0000 69.5000 11.5400
4158.6912 4158.6912 9.8000 24.0000 68.6084 11.5400
4158.5388 4158.5388 9.8000 24.0000 70.7000 11.5400
4158.3864 4158.3864 9.8000 21.0000 73.5337 11.5600
4158.2340 4158.2340 9.8000 21.0000 73.9000 11.5600
4158.0816 4158.0816 9.8000 21.0000 73.1265 11.5900
4157.9292 4157.9292 9.8000 18.0000 72.5501 11.5900
4157.7768 4157.7768 9.8000 21.0000 73.1823 11.5900
4157.6244 4157.6244 9.8000 17.0000 74.3000 11.5600
4157.4720 4157.4720 9.8000 18.0000 76.8000 11.5700
4157.3196 4157.3196 9.8000 18.0000 77.2000 11.5600
4157.1672 4157.1672 9.8300 17.0426 75.6957 11.5600
4157.0148 4157.0148 9.8300 17.0000 75.5000 11.6300
4156.8624 4156.8624 9.9100 14.0000 75.5000 11.9937
4156.7100 4156.7100 10.0000 18.0000 75.5000 11.5661
4156.5576 4156.5576 10.0480 19.0000 76.7000 11.8361
4156.4052 4156.4052 10.0600 19.0000 76.6000 11.8814
4156.2528 4156.2528 10.1000 22.0000 74.9827 11.5617
4156.1004 4156.1004 10.1400 30.0000 75.3762 11.3952
4155.9480 4155.9480 10.2000 30.0000 74.3708 11.1000
4155.7956 4155.7956 10.2400 30.0000 73.2000 10.9500
4155.6432 4155.6432 10.2300 36.0000 73.6327 10.8800
4155.4908 4155.4908 10.2300 39.0000 73.6000 10.8800
4155.3384 4155.3384 10.2300 39.0000 73.6000 10.8800
4155.1860 4155.1860 10.2300 36.0000 71.8214 10.8200
4155.0336 4155.0336 10.0900 39.0000 73.1000 10.6960
4154.8812 4154.8812 10.3100 39.0000 74.8739 10.9952
4154.7288 4154.7288 10.5300 38.8330 76.1000 11.5546
4154.5764 4154.5764 10.5300 41.0000 77.3000 11.3887
4154.4240 4154.4240 10.5300 44.0000 75.8000 11.2100
4154.2716 4154.2716 10.4700 44.0000 75.6000 10.6404
4154.1192 4154.1192 10.4700 48.0000 76.2000 10.4741
4153.9668 4153.9668 10.4700 44.0000 76.4000 10.3900
4153.8144 4153.8144 10.4700 48.7674 76.2000 10.3100
4153.6620 4153.6620 10.4700 50.0000 75.1000 10.2700
4153.5096 4153.5096 10.4700 50.0000 74.7170 10.2700
4153.3572 4153.3572 10.4500 50.0000 74.4000 10.2400
4153.2048 4153.2048 10.4500 50.0000 76.7000 10.1800
4153.0524 4153.0524 10.4200 50.0000 78.1000 10.1600
4152.9000 4152.9000 10.3600 49.4400 76.6000 10.1100
4152.7476 4152.7476 10.3000 50.0000 76.5434 10.0600
4152.5952 4152.5952 10.2700 48.0000 76.8000 10.0200
4152.4428 4152.4428 10.2300 48.0000 75.7000 9.9700
4152.2904 4152.2904 10.1700 48.0000 76.5000 9.9467
4152.1380 4152.1380 10.1400 48.0000 77.4525 9.9100
4151.9856 4151.9856 10.1100 51.2982 79.3000 10.1589
4151.8332 4151.8332 9.9824 53.0000 79.4761 11.1900
4151.6808 4151.6808 9.8000 50.0000 77.0000 11.3983
4151.5284 4151.5284 9.5842 44.0000 76.1000 12.0575
4151.3760 4151.3760 9.5600 41.0000 75.4000 12.3637
4151.2236 4151.2236 9.5300 34.0000 76.0000 12.5600
4151.0712 4151.0712 9.5300 37.0000 77.9000 12.5000
4150.9188 4150.9188 9.5300 37.0000 78.3000 12.5000
4150.7664 4150.7664 9.5000 36.0000 77.6000 12.3800
4150.6140 4150.6140 9.5000 36.0000 77.6000 12.3505
4150.4616 4150.4616 9.5100 28.0000 73.8000 10.8977
4150.3092 4150.3092 8.9662 63.0000 67.5717 9.3405
4150.1568 4150.1568 8.5691 65.0000 59.4563 8.9400
4150.0044 4150.0044 8.6200 68.0000 51.8000 8.9400
4149.8520 4149.8520 8.6200 72.0000 47.0269 8.9400
4149.6996 4149.6996 8.6400 56.0000 46.8000 8.9400
4149.5472 4149.5472 8.6500 48.0000 48.1000 8.9400
4149.3948 4149.3948 8.7200 50.0000 49.4000 8.9700
4149.2424 4149.2424 8.7500 53.0000 51.5000 8.9400
4149.0900 4149.0900 8.7500 53.0000 53.3000 8.9400
4148.9376 4148.9376 8.7500 53.0000 53.7559 8.9000
4148.7852 4148.7852 8.7267 53.0000 53.6000 8.8167
4148.6328 4148.6328 8.6900 53.0000 52.6000 8.7400
4148.4804 4148.4804 8.6900 57.0000 51.8000 8.6700
4148.3280 4148.3280 8.6900 59.0000 51.8000 8.6700
4148.1756 4148.1756 8.6900 59.0000 51.7526 8.6700
4148.0232 4148.0232 8.6900 59.0000 49.5000 8.6900
4147.8708 4147.8708 8.6900 63.0000 47.3350 8.7000
4147.7184 4147.7184 8.7033 65.0000 43.5657 8.7000
4147.5660 4147.5660 8.7200 65.0000 42.5000 8.7000
4147.4136 4147.4136 8.7369 68.0000 44.5000 8.7000
4147.2612 4147.2612 8.7811 68.0000 49.4531 8.7400
4147.1088 4147.1088 8.9500 72.0000 54.1000 8.8600
4146.9564 4146.9564 9.0200 74.0000 57.3000 8.9400
4146.8040 4146.8040 9.0700 74.0000 58.1000 8.9700
4146.6516 4146.6516 9.1400 74.0000 56.6000 9.0100
4146.4992 4146.4992 9.1700 74.0000 56.0000 9.0700
4146.3468 4146.3468 9.2000 74.0000 56.8000 9.1200
4146.1944 4146.1944 9.2000 72.0000 57.2774 9.1300
4146.0420 4146.0420 9.2300 74.0000 57.9000 9.1600
4145.8896 4145.8896 9.2300 74.0000 57.9000 9.1600
4145.7372 4145.7372 9.2600 72.0000 58.5000 9.2000
4145.5848 4145.5848 9.2900 72.0000 59.0000 9.2000
4145.4324 4145.4324 9.3200 74.0000 58.4156 9.2000
4145.2800 4145.2800 9.3300 72.0000 57.8000 9.2300
4145.1276 4145.1276 9.3500 72.0000 59.0000 9.2300
4144.9752 4144.9752 9.3728 72.0000 59.6837 9.2300
4144.8228 4144.8228 9.3800 72.0000 59.7072 9.2700
4144.6704 4144.6704 9.3800 72.0000 59.4000 9.2700
4144.5180 4144.5180 9.4400 74.0000 56.7000 9.3400
4144.3656 4144.3656 9.4400 77.0000 56.3000 9.3800
4144.2132 4144.2132 9.4400 77.0000 56.1000 9.4200
4144.0608 4144.0608 9.4700 77.0000 55.9000 9.4415
4143.9084 4143.9084 9.4700 75.1008 56.6633 9.4500
4143.7560 4143.7560 9.4500 77.0000 57.1000 9.4900
4143.6036 4143.6036 9.4500 77.0000 56.7000 9.4900
4143.4512 4143.4512 9.4400 74.0000 55.9000 9.4900
4143.2988 4143.2988 9.4100 74.0000 53.6183 9.4700
4143.1464 4143.1464 9.3500 72.0000 51.4000 9.4300
4142.9940 4142.9940 9.2800 72.0000 50.6000 9.4100
4142.8416 4142.8416 9.2300 72.0000 49.6439 9.3648
4142.6892 4142.6892 9.2145 72.0000 49.9000 9.3400
4142.5368 4142.5368 9.2300 72.0000 50.4000 9.3700
4142.3844 4142.3844 9.2500 72.0000 48.7525 9.4447
4142.2320 4142.2320 9.2489 72.0000 50.2773 9.4811
4142.0796 4142.0796 9.2058 72.0000 50.1000 9.3758
4141.9272 4141.9272 9.2000 72.0000 50.6000 9.3400
4141.7748 4141.7748 9.1500 72.0000 50.9000 9.3000
4141.6224 4141.6224 9.0700 72.0000 49.9000 9.2700
4141.4700 4141.4700 9.0400 72.0000 48.0000 9.2300
4141.3176 4141.3176 9.0100 72.0000 48.6000 9.2000
4141.1652 4141.1652 9.0100 72.0000 48.6000 9.2000
4141.0128 4141.0128 8.9900 72.0000 49.2000 9.1600
4140.8604 4140.8604 8.9500 72.0000 48.4000 9.1319
4140.7080 4140.7080 8.9500 72.0000 49.1000 9.1300
4140.5556 4140.5556 8.9500 77.0000 48.0000 9.1300
4140.4032 4140.4032 8.9500 77.0000 48.0874 9.1400
4140.2508 4140.2508 8.9400 77.0000 47.7000 9.1600
4140.0984 4140.0984 8.8800 77.0000 45.3000 9.1300
4139.9460 4139.9460 8.8300 77.0000 45.8822 9.1300
4139.7936 4139.7936 8.8200 77.0000 45.4000 9.0900
4139.6412 4139.6412 8.8200 72.0000 46.1082 9.0792
4139.4888 4139.4888 8.8200 74.0000 46.6000 9.0500
4139.3364 4139.3364 8.8200 74.0000 45.2000 9.0700
4139.1840 4139.1840 8.8200 77.0000 45.1034 9.0900
4139.0316 4139.0316 8.7800 81.0000 45.6000 9.0500
4138.8792 4138.8792 8.7800 81.0000 45.0460 9.0500
4138.7268 4138.7268 8.7800 85.0000 45.5000 9.0100
4138.5744 4138.5744 8.7800 85.0000 45.3000 9.0100
4138.4220 4138.4220 8.7600 85.0000 48.6000 8.9700
4138.2696 4138.2696 8.7800 90.0000 56.7000 8.9700
4138.1172 4138.1172 9.0066 90.0000 64.5000 9.1583
4137.9648 4137.9648 9.2541 95.0000 68.2045 9.3800
4137.8124 4137.8124 9.3300 95.0000 70.0180 9.4400
4137.6600 4137.6600 9.4000 95.0000 70.3232 9.4900
4137.5076 4137.5076 9.4400 99.0000 69.4687 9.5200
4137.3552 4137.3552 9.4400 99.0000 69.9000 9.5300
4137.2028 4137.2028 9.4700 99.0000 68.1389 9.5200
4137.0504 4137.0504 9.5000 103.0000 65.9000 9.5600
4136.8980 4136.8980 9.5000 103.0000 62.7000 9.5600
4136.7456 4136.7456 9.5300 103.0000 62.9000 9.5900
4136.5932 4136.5932 9.5300 103.0000 63.5000 9.5900
4136.4408 4136.4408 9.5300 103.0000 63.5000 9.5900
4136.2884 4136.2884 9.5600 106.7739 65.0839 9.6061
4136.1360 4136.1360 9.5600 106.0000 65.2736 9.6300
4135.9836 4135.9836 9.5900 108.0000 65.6441 9.6300
4135.8312 4135.8312 9.6200 106.0000 65.3000 9.6300
4135.6788 4135.6788 9.6200 110.0000 63.7000 9.6300
4135.5264 4135.5264 9.6200 112.0000 63.0000 9.6400
4135.3740 4135.3740 9.6300 112.0000 62.7000 9.6600
4135.2216 4135.2216 9.6500 112.0000 62.9000 9.6300
4135.0692 4135.0692 9.6500 112.0000 62.3428 9.6300
4134.9168 4134.9168 9.6500 112.0000 62.5000 9.6300
4134.7644 4134.7644 9.6600 112.0000 62.0000 9.6300
4134.6120 4134.6120 9.6500 112.0000 62.9000 9.6300
4134.4596 4134.4596 9.6500 115.0000 62.9000 9.6300
4134.3072 4134.3072 9.6500 115.0000 63.9000 9.6300
4134.1548 4134.1548 9.6370 115.0000 65.1000 9.5900
4134.0024 4134.0024 9.6200 115.0000 64.8000 9.5809
4133.8500 4133.8500 9.6300 115.0000 66.1680 9.5600
4133.6976 4133.6976 9.6200 119.0000 67.0268 9.5500
4133.5452 4133.5452 9.6200 121.0000 69.7000 9.5200
4133.3928 4133.3928 9.6500 121.0000 71.0000 9.5200
4133.2404 4133.2404 9.6683 124.0000 74.4000 9.5200
4133.0880 4133.0880 9.5522 127.0000 79.0000 9.5200
4132.9356 4132.9356 9.2657 119.0000 83.0000 9.5600
4132.7832 4132.7832 12.1881 119.0000 88.1000 9.4900
4132.6308 4132.6308 13.1685 120.0000 94.0636 9.5600
4132.4784 4132.4784 13.9662 132.0000 97.7624 9.5600
4132.3260 4132.3260 13.9800 151.0000 92.6000 9.5600
4132.1736 4132.1736 13.9800 163.2934 80.5000 9.5600
4132.0212 4132.0212 13.9800 161.0000 65.4000 9.5600
4131.8688 4131.8688 13.9800 142.0000 51.6883 9.5600
4131.7164 4131.7164 13.9800 142.0000 50.9230 9.5600
4131.5640 4131.5640 13.9600 142.9856 44.1000 9.5600
4131.4116 4131.4116 12.8340 148.0000 41.4000 9.5600
4131.2592 4131.2592 8.6400 185.0000 41.7484 8.5648
4131.1068 4131.1068 8.5500 185.0000 42.1000 8.4307
4130.9544 4130.9544 8.5700 185.0000 41.7000 8.4400
4130.8020 4130.8020 8.6200 176.0000 41.2000 8.4700
4130.6496 4130.6496 8.6236 139.0000 41.6086 8.4700
4130.4972 4130.4972 8.6500 139.0000 44.5867 8.4700
4130.3448 4130.3448 8.6500 139.0000 49.2000 8.4700
4130.1924 4130.1924 8.8580 141.0000 55.0000 8.7400
4130.0400 4130.0400 8.9500 144.0000 57.5000 8.8200
4129.8876 4129.8876 8.9500 144.0000 55.4000 8.8200
4129.7352 4129.7352 8.9500 144.0000 50.2614 8.7877
4129.5828 4129.5828 8.8516 147.0000 44.2000 8.6800
4129.4304 4129.4304 8.5675 144.0000 38.5000 8.4300
4129.2780 4129.2780 8.5200 144.0000 35.1669 8.3500
4129.1256 4129.1256 8.5623 147.0000 34.1769 8.3100
4128.9732 4128.9732 8.6900 147.0000 36.1000 8.3500
4128.8208 4128.8208 8.6500 147.0000 37.3000 8.3500
4128.6684 4128.6684 8.6500 150.0000 37.0000 8.3900
4128.5160 4128.5160 8.6900 152.0000 35.7000 8.4200
4128.3636 4128.3636 8.7200 152.0000 34.1000 8.4500
4128.2112 4128.2112 8.7800 156.0000 33.4000 8.4700
4128.0588 4128.0588 8.8500 156.0000 33.1000 8.4700
4127.9064 4127.9064 8.9397 159.0000 34.0000 8.4597
4127.7540 4127.7540 9.0400 163.0000 33.7581 8.5400
4127.6016 4127.6016 9.1700 165.0000 34.0000 8.5900
4127.4492 4127.4492 9.2040 165.0000 33.2000 8.5900
4127.2968 4127.2968 9.2000 165.0000 31.9969 8.5900
4127.1444 4127.1444 9.2000 169.0000 29.6000 8.6300
4126.9920 4126.9920 9.2000 169.0000 29.6000 8.6396
4126.8396 4126.8396 9.2000 169.0000 29.8000 8.6700
4126.6872 4126.6872 9.2000 169.0000 31.2000 8.6700
4126.5348 4126.5348 9.1700 173.0000 31.5000 8.6700
4126.3824 4126.3824 9.1500 173.0000 31.4000 8.6900
4126.2300 4126.2300 9.1400 177.0000 30.7704 8.6700
4126.0776 4126.0776 9.1000 177.0000 31.2000 8.5900
4125.9252 4125.9252 9.0832 177.0000 33.4000 8.5900
4125.7728 4125.7728 9.1000 180.0000 36.9000 8.6073
4125.6204 4125.6204 9.2000 180.0000 47.0000 8.6700
4125.4680 4125.4680 9.3151 183.0000 58.2290 8.8626
4125.3156 4125.3156 9.5600 183.0000 70.2312 9.9617
4125.1632 4125.1632 9.5900 187.0000 78.8000 10.5129
4125.0108 4125.0108 9.5600 191.0000 81.3000 11.2594
4124.8584 4124.8584 9.5300 194.0000 83.3600 11.7300
4124.7060 4124.7061 9.5500 198.0000 81.6000 11.8100
4124.5536 4124.5536 9.3500 203.0000 78.7000 14.7938
4124.4012 4124.4012 9.5400 209.0000 76.7000 14.6514
4124.2488 4124.2488 9.5900 216.0000 75.4000 14.7000
4124.0964 4124.0964 9.6200 222.0000 76.1000 14.6794
4123.9440 4123.9440 9.6647 219.0000 79.1000 13.9528
4123.7916 4123.7916 9.7800 216.0000 79.7000 14.1527
4123.6392 4123.6392 9.9700 212.5082 79.0000 14.3249
4123.4868 4123.4868 10.0000 210.0000 77.9613 13.7990
4123.3344 4123.3344 10.0300 219.0000 76.9000 14.5272
4123.1820 4123.1820 10.0300 219.0000 76.0000 14.8100
4123.0296 4123.0296 10.0300 224.0000 75.6000 14.8300
4122.8772 4122.8772 10.0895 224.0000 71.9000 15.1805
4122.7248 4122.7248 10.1136 224.0000 69.2000 14.9764
4122.5724 4122.5724 10.1400 224.0000 66.0000 14.9100
4122.4200 4122.4200 10.1400 224.0000 64.1000 14.8100
4122.2676 4122.2676 10.1400 224.0000 64.1000 14.8100
4122.1152 4122.1152 10.1721 227.0000 63.0000 13.5134
4121.9628 4121.9628 10.2500 233.0000 63.0637 12.3100
4121.8104 4121.8104 10.3600 233.0000 64.7000 12.4777
4121.6580 4121.6580 10.4564 230.0000 66.0000 12.8592
4121.5056 4121.5056 10.5300 227.0000 68.9000 13.1625
4121.3532 4121.3532 10.5800 224.0000 70.5329 14.3100
4121.2008 4121.2008 10.6100 224.0000 71.3000 14.2000
4121.0484 4121.0484 10.6400 222.0000 69.9000 14.0600
4120.8960 4120.8960 10.6600 224.0000 68.4603 13.7220
4120.7436 4120.7436 10.6900 224.0000 67.0000 13.5249
4120.5912 4120.5912 10.7400 221.0000 65.2000 13.1214
4120.4388 4120.4388 10.7200 221.0000 64.0399 13.1000
4120.2864 4120.2864 10.7400 222.0000 66.8000 13.1300
4120.1340 4120.1340 10.7756 222.0000 69.4000 14.1745
4119.9816 4119.9816 10.8500 221.0000 69.6000 14.1506
4119.8292 4119.8292 10.8700 219.0000 71.8000 13.5324
4119.6768 4119.6768 10.8700 219.0000 69.6000 13.4000
4119.5244 4119.5244 10.9000 213.0000 67.3000 12.9800
4119.3720 4119.3720 10.9000 216.0000 65.2000 13.4085
4119.2196 4119.2196 10.9100 216.0000 62.7000 14.2285
4119.0672 4119.0672 10.9000 216.0000 62.7163 14.8884
4118.9148 4118.9148 10.8500 221.2531 62.6996 15.1700
4118.7624 4118.7624 10.8500 219.0000 63.7000 15.1700
4118.6100 4118.6100 10.8500 222.0000 67.1000 15.1700
4118.4576 4118.4576 10.8500 222.0000 66.3264 15.1700
4118.3052 4118.3052 10.8500 219.0000 62.0525 15.0611
4118.1528 4118.1528 10.7900 224.0000 56.7000 13.4846
4118.0004 4118.0004 10.6900 223.4699 50.9000 12.2873
4117.8480 4117.8480 10.5800 224.0000 47.2000 12.1000
4117.6956 4117.6956 10.5600 224.0000 48.3000 12.5001
4117.5432 4117.5432 10.5600 224.0000 48.3000 12.5195
4117.3908 4117.3908 10.5184 224.0000 49.7000 12.4700
4117.2384 4117.2384 10.4700 224.0000 50.2000 12.4300
4117.0860 4117.0860 10.4500 227.0000 49.9000 12.3700
4116.9336 4116.9336 10.4200 227.0000 49.0000 12.3000
4116.7812 4116.7813 10.3600 227.0000 49.1500 12.2400
4116.6288 4116.6288 10.3100 227.0000 49.8865 12.1638
4116.4764 4116.4764 10.2497 227.0000 51.0000 12.0797
4116.3240 4116.3240 10.2000 227.0000 50.5000 11.9900
4116.1716 4116.1716 10.1400 230.0000 51.8000 11.8900
4116.0192 4116.0192 10.0900 230.0000 51.3000 11.8200
4115.8668 4115.8668 10.0300 230.0000 51.6000 11.7112
4115.7144 4115.7144 9.9700 233.0000 50.8546 11.6200
4115.5620 4115.5620 9.9200 233.0000 50.4000 11.5200
4115.4096 4115.4096 9.8300 233.0000 50.2942 11.3969
4115.2572 4115.2572 9.7700 233.0000 50.5925 11.2900
4115.1048 4115.1048 9.7066 236.0000 52.3000 11.1800
4114.9524 4114.9524 9.6500 236.0000 52.4000 11.0425
4114.8000 4114.8000 9.5900 236.0000 51.8640 10.9200
4114.6476 4114.6476 9.5300 236.0000 51.8000 10.8123
4114.4952 4114.4952 9.4400 236.0000 51.7000 10.6600
4114.3428 4114.3428 9.3800 236.0000 51.6000 10.5100
4114.1904 4114.1904 9.2700 240.5878 50.3588 10.3100
4114.0380 4114.0380 9.2000 241.0000 49.1000 10.1638
4113.8856 4113.8856 9.1400 241.0000 48.1000 10.0400
4113.7332 4113.7332 9.0500 241.0000 47.7000 9.9400
4113.5808 4113.5808 9.0000 241.0000 45.8000 9.8300
4113.4284 4113.4284 8.9500 241.0000 46.3000 9.6934
4113.2760 4113.2760 8.8892 241.0000 44.6000 9.5900
4113.1236 4113.1236 8.8500 245.0000 43.0000 9.4900
4112.9712 4112.9712 8.8200 245.0000 42.1994 9.4400
4112.8188 4112.8188 8.8200 245.0000 42.0032 9.4302
4112.6664 4112.6664 8.7507 245.0000 43.3738 9.3400
4112.5140 4112.5140 8.7247 245.0000 46.6000 9.2300
4112.3616 4112.3616 8.6900 248.0000 45.3889 9.1106
4112.2092 4112.2092 8.6200 246.3896 46.8537 8.9700
4112.0568 4112.0568 8.6000 250.0000 47.2000 8.9100
4111.9044 4111.9044 8.6200 250.0000 48.3000 8.9000
4111.7520 4111.7520 8.6200 250.0000 54.2000 8.8600
4111.5996 4111.5996 8.7200 250.0000 55.8000 8.9000
4111.4472 4111.4472 8.7200 254.0000 55.2000 8.9000
4111.2948 4111.2948 8.7200 254.0000 53.3000 8.9000
4111.1424 4111.1424 8.7400 254.0000 50.1000 8.8600
4110.9900 4110.9900 8.7200 257.0000 47.9752 8.8200
4110.8376 4110.8376 8.6900 257.0000 45.6000 8.7700
4110.6852 4110.6852 8.6500 257.0000 44.8000 8.7373
4110.5328 4110.5328 8.6500 261.0000 46.2000 8.6700
4110.3804 4110.3804 8.6500 261.0000 51.1980 8.6300
4110.2280 4110.2280 8.7200 261.0000 53.7000 8.6771
4110.0756 4110.0756 8.7800 265.0000 54.6000 8.7400
4109.9232 4109.9232 8.7800 270.0000 53.1000 8.7400
4109.7708 4109.7708 8.6900 270.0000 49.4860 8.6386
4109.6184 4109.6184 8.6955 275.0000 48.1655 8.6000
4109.4660 4109.4660 8.7800 279.0000 49.7000 8.7000
4109.3136 4109.3136 8.8200 279.0000 50.4000 8.7400
4109.1612 4109.1612 8.8499 283.0000 52.2000 8.7000
4109.0088 4109.0088 9.0000 284.7933 55.2000 8.7460
4108.8564 4108.8564 9.0600 288.0000 59.0000 8.8600
4108.7040 4108.7040 9.1642 292.0000 61.3000 8.9000
4108.5516 4108.5516 9.1852 292.0000 63.2581 8.9400
4108.3992 4108.3992 9.2000 297.0000 64.4556 8.9400
4108.2468 4108.2468 9.2000 297.0000 65.0000 8.9601
4108.0944 4108.0944 9.2000 297.0000 65.0000 8.9695
4107.9420 4107.9420 9.2000 301.0000 66.2000 8.9700
4107.7896 4107.7896 9.1829 301.0000 65.3000 8.9700
4107.6372 4107.6372 9.1700 301.0000 64.7197 8.9700
4107.4848 4107.4848 9.1400 301.0000 63.6000 8.9400
4107.3324 4107.3324 9.0728 301.0000 62.7000 8.9400
4107.1800 4107.1800 9.0400 307.0000 59.9000 8.9000
4107.0276 4107.0276 8.9700 307.0000 58.2000 8.9000
4106.8752 4106.8752 8.9500 310.0000 57.4000 8.8916
4106.7228 4106.7228 8.9900 312.0000 57.0000 8.9400
4106.5704 4106.5704 9.0100 312.0000 59.3000 8.9400
4106.4180 4106.4180 9.0100 312.0000 58.8677 8.9400
4106.2656 4106.2656 9.0100 319.0000 58.9000 8.9400
4106.1132 4106.1132 9.0100 319.0000 58.2000 8.9400
4105.9608 4105.9608 9.0100 319.0000 58.1000 8.9700
4105.8084 4105.8084 9.0100 319.0000 59.8279 8.9700
4105.6560 4105.6560 9.0100 324.0000 61.4256 8.9400
4105.5036 4105.5036 9.0100 324.0000 66.8761 8.9400
4105.3512 4105.3512 8.9807 324.0000 70.6000 8.9000
4105.1988 4105.1988 9.0049 324.0000 72.2000 8.8300
4105.0464 4105.0464 9.2800 328.0000 66.3270 8.6492
4104.8940 4104.8940 8.6549 332.0000 54.7000 8.4700
4104.7416 4104.7416 8.5900 333.8406 44.2000 8.4300
4104.5892 4104.5892 8.6000 334.0000 36.1227 8.4444
4104.4368 4104.4368 8.6300 332.0000 33.8000 8.5000
4104.2844 4104.2844 8.6500 334.0000 37.6774 8.5100
