WellName:  1API 0001  PR
Field:     PR-01
Operator:  PETROBRAS
Country:   BRA
RunNumber: 0

DEPT       SP           GR         LLD         LLS         RLLD        RLLS        TENS       
M          MV           GAPI       OHMM        OHMM        OHMM        OHMM        LB         
3752.290   69.89999     91.2000    37.4973     38.2825     62.2300     61.6595     4022.000   
3752.137   70.20000     95.3000    30.9030     31.4775     15.2757     17.1002     4030.000   
3751.984   70.39999     108.6000   23.1206     23.7684     13.4896     14.3219     4015.000   
3751.832   70.39999     125.3000   12.9122     13.7404     12.7644     13.3660     4025.000   
3751.680   70.39999     140.2000   12.8529     13.5519     12.0226     12.4738     4020.000   
3751.527   70.70000     150.0000   14.2233     14.9624     11.1173     11.5080     4032.000   
3751.375   70.09999     154.3000   15.5955     16.4059     14.9624     16.1808     4029.000   
3751.223   70.20000     155.9000   17.0608     17.9061     20.3236     21.4289     4037.000   
3751.070   70.20000     157.0000   18.6209     19.5434     19.7242     20.5116     4064.000   
3750.917   70.20000     157.1000   19.3197     20.2302     19.3642     20.0447     4088.000   
3750.765   69.80000     154.6000   18.9671     19.8153     18.8799     19.7242     4111.000   
3750.613   69.50000     150.0000   19.3642     20.2302     18.4927     19.5434     4067.000   
3750.460   69.70000     144.7000   21.3796     22.2844     18.4077     19.3642     4040.000   
3750.308   69.70000     136.6000   26.0016     26.9153     21.8273     22.4905     4040.000   
3750.156   69.30000     126.2000   31.9890     32.4340     29.5121     30.3389     4047.000   
3750.003   69.39999     121.0000   37.4111     37.5837     41.7830     42.8549     4058.000   
3749.851   69.00000     125.8000   38.5478     38.6367     48.6407     47.4242     4048.000   
3749.699   69.50000     135.6000   36.7282     36.7282     45.3942     45.0817     4070.000   
3749.546   69.70000     142.1000   32.1366     31.9890     27.4157     27.6058     4102.000   
3749.394   69.80000     143.8000   26.0016     26.2422     20.7491     20.7970     4149.000   
3749.241   70.50000     145.4000   20.7014     21.0378     18.5780     19.0985     4142.000   
3749.089   70.80000     150.1000   19.6336     19.9526     18.1134     18.6638     4089.000   
3748.937   70.39999     155.3000   19.7697     20.2302     18.7932     19.1426     4036.000   
3748.784   70.30000     157.7000   20.1837     20.7014     22.0293     22.0800     4033.000   
3748.632   70.09999     156.6000   20.6538     21.2814     21.4289     22.2844     4041.000   
3748.479   69.80000     155.6000   21.0378     21.8273     20.7014     21.4289     4054.000   
3748.327   69.59999     158.0000   20.9894     21.9280     20.5589     21.6770     4067.000   
3748.174   69.89999     161.2000   21.1836     22.0800     20.7014     21.6770     4057.000   
3748.022   70.30000     160.2000   21.5278     22.3357     21.7771     22.5944     4019.000   
3747.870   69.59999     155.2000   22.0800     22.8034     22.2331     23.0675     4037.000   
3747.717   69.50000     151.5000   22.9087     23.7684     22.4388     22.9087     4100.000   
3747.565   69.50000     151.6000   23.7684     24.8886     23.3884     23.9883     4102.000   
3747.413   69.50000     152.2000   25.1768     26.2422     24.7172     26.3633     4065.000   
3747.260   68.70000     151.0000   26.5461     27.9898     26.2422     28.1190     4043.000   
3747.108   68.59999     148.5000   27.6058     29.3765     29.1072     30.1301     4050.000   
3746.955   68.89999     144.5000   27.8612     29.5801     29.5801     31.4775     4076.000   
3746.803   68.50000     139.7000   27.1019     28.8403     28.5759     30.8319     4079.000   
3746.650   68.89999     137.6000   25.4097     27.2898     25.8226     27.5423     4079.000   
3746.498   68.59999     139.8000   23.2809     25.1189     22.4388     24.4343     4015.000   
3746.346   69.09999     142.4000   21.6770     23.4423     20.8930     22.3872     4013.000   
3746.193   69.20000     142.4000   21.1836     22.8034     18.8799     20.6538     4003.000   
3746.041   69.39999     140.3000   21.8273     23.4963     20.4174     22.2844     3998.000   
3745.889   69.20000     139.3000   22.9615     24.8313     23.3346     24.3220     4000.000   
3745.736   69.50000     139.8000   24.1546     26.0615     25.6448     27.9898     4011.000   
3745.583   69.70000     138.2000   25.2930     27.2270     26.7917     28.9734     4018.000   
3745.431   69.30000     130.3000   26.7301     28.9734     24.6604     26.8534     4037.000   
3745.279   69.30000     115.8000   28.7078     30.9030     26.1216     28.1838     4060.000   
3745.126   69.20000     100.7000   31.5500     33.8844     30.6196     32.9610     4070.000   
3744.974   69.30000     92.2000    35.3183     37.7572     35.4813     37.6704     4057.000   
3744.822   69.20000     91.1000    39.3550     41.7830     41.0204     44.0555     4052.000   
3744.669   69.00000     92.8000    41.7830     44.0555     43.6516     46.3447     4034.000   
3744.517   69.20000     93.7000    44.7713     46.9894     46.0257     47.9733     4047.000   
3744.365   68.89999     94.0000    47.6431     50.0034     42.9536     44.5656     4064.000   
3744.212   68.50000     94.8000    48.1948     50.1187     50.2343     52.4808     4086.000   
3744.060   68.89999     95.5000    45.2898     47.3151     55.5904     58.7489     4080.000   
3743.907   68.80000     96.5000    42.3643     44.5656     46.2381     47.0977     4076.000   
3743.755   68.70000     99.8000    37.6704     39.9025     31.4775     33.8065     4072.000   
3743.603   68.80000     104.1000   31.9154     33.9625     28.3792     30.9030     4059.000   
3743.450   69.39999     106.9000   28.6418     30.9742     26.9153     29.0402     4020.000   
3743.298   69.70000     108.5000   30.1301     32.6588     26.9153     29.1743     4002.000   
3743.146   69.59999     110.2000   32.1366     35.0752     29.5801     31.9890     3993.000   
3742.993   69.70000     111.2000   34.3558     37.4973     38.9942     42.4620     4003.000   
3742.840   69.89999     110.7000   36.4754     39.8107     38.4592     42.8549     3998.000   
3742.688   69.30000     110.4000   38.1066     41.5911     38.1066     41.1150     4006.000   
3742.536   69.20000     110.9000   37.7572     41.3048     37.4973     40.9261     3986.000   
3742.383   69.20000     111.3000   37.8443     41.1150     37.5837     40.9261     3973.000   
3742.231   69.20000     110.8000   38.3707     41.4954     37.4111     40.9261     4005.000   
3742.079   69.09999     109.5000   38.9942     41.8794     38.9942     41.8794     4035.000   
3741.926   69.20000     106.6000   39.6278     42.4620     40.5509     43.1519     4047.000   
3741.774   69.30000     103.3000   40.3645     43.0527     40.5509     42.9536     4047.000   
3741.621   69.09999     101.7000   40.8319     43.4510     40.8319     43.6516     4053.000   
3741.469   69.30000     101.4000   41.3048     44.0555     40.9261     43.8531     4022.000   
3741.316   69.00000     100.6000   42.2669     45.1856     41.4954     43.9542     4028.000   
3741.164   68.80000     98.9000    43.6516     46.6659     42.9536     46.0257     4033.000   
3741.012   68.70000     97.8000    45.2898     48.4172     45.6037     48.5288     4051.000   
3740.859   69.00000     96.9000    46.3447     49.5450     47.5335     51.1682     4064.000   
3740.707   69.39999     96.2000    46.3447     49.2040     49.3174     52.6017     4036.000   
3740.555   69.39999     97.5000    44.8745     47.5335     46.6659     49.4311     4020.000   
3740.402   70.00000     102.0000   42.1696     44.6684     42.7563     44.4631     4039.000   
3740.250   70.89999     109.0000   39.1742     41.4000     38.1066     40.2717     4015.000   
3740.097   70.59999     115.2000   36.7282     38.9045     34.3558     36.7282     3984.000   
3739.945   70.80000     118.5000   34.9140     37.1535     34.1193     36.2243     3964.000   
3739.792   70.50000     120.4000   33.7287     35.9749     34.3558     36.9828     3986.000   
3739.640   70.00000     123.6000   33.2660     35.3997     33.6512     35.7273     4000.000   
3739.488   70.09999     127.2000   32.7341     34.9140     32.2849     34.5144     4016.000   
3739.335   69.89999     127.6000   32.3594     34.3558     32.0627     33.9625     4033.000   
3739.183   69.59999     124.0000   32.5087     34.4350     31.5500     33.5738     4042.000   
3739.031   69.50000     120.2000   33.0370     34.9945     32.4340     34.3558     4045.000   
3738.878   69.59999     120.4000   34.1979     36.2243     34.2768     35.9749     4028.000   
3738.726   69.70000     122.9000   35.8922     37.9315     35.0752     37.1535     4015.000   
3738.573   69.39999     122.5000   37.5837     39.7192     37.6704     40.2717     4043.000   
3738.421   69.30000     117.3000   39.1742     41.2097     40.2717     41.9759     4057.000   
3738.269   69.09999     110.9000   40.2717     42.0727     40.9261     43.3511     4030.000   
3738.116   68.89999     107.0000   40.5509     42.0727     42.1696     43.3511     4030.000   
3737.964   68.89999     106.3000   40.2717     41.6869     40.3645     41.6869     4013.000   
3737.812   69.59999     107.1000   39.8107     41.0204     39.0841     40.4576     3998.000   
3737.659   69.50000     108.8000   38.9942     40.3645     38.9045     39.9025     3998.000   
3737.506   70.39999     110.8000   38.6367     39.9025     38.7258     39.9025     3996.000   
3737.354   71.20000     112.6000   38.5478     39.8107     38.1066     39.9025     4011.000   
3737.202   70.80000     113.2000   38.5478     39.8107     38.6367     39.7192     4015.000   
3737.049   70.59999     111.6000   38.5478     39.8107     38.7258     39.8107     4037.000   
3736.897   70.80000     108.0000   38.5478     39.8107     38.6367     39.8107     4038.000   
3736.745   70.50000     105.0000   38.5478     39.9945     38.8150     39.9945     4021.000   
3736.592   70.39999     104.3000   38.8150     40.5509     38.1944     40.1791     4021.000   
3736.440   70.09999     105.0000   39.8107     41.5911     38.4592     40.3645     4002.000   
3736.287   70.50000     105.4000   40.7380     42.5598     40.2717     42.5598     3996.000   
3736.135   70.30000     104.9000   41.4954     43.0527     43.6516     44.9780     4003.000   
3735.982   70.00000     104.9000   41.0204     42.6580     43.3511     44.8745     4011.000   
3735.830   70.20000     107.5000   39.9025     41.3048     41.9759     42.9536     4013.000   
3735.678   70.80000     111.9000   38.1944     39.4457     36.1410     37.9315     4013.000   
3735.525   69.89999     115.5000   36.8129     38.0189     34.5144     35.9749     4012.000   
3735.373   69.70000     117.2000   35.8096     37.2392     35.0752     35.8922     4003.000   
3735.221   69.70000     115.8000   36.3078     37.6704     36.4754     37.6704     4008.000   
3735.068   69.59999     110.6000   37.2392     38.8150     37.1535     39.0841     4025.000   
3734.916   69.00000     104.6000   38.0189     39.7192     38.7258     40.0867     4014.000   
3734.763   69.50000     103.1000   38.3707     40.2717     39.0841     41.4000     4013.000   
3734.611   70.09999     107.6000   38.2825     40.3645     38.9045     40.7380     4017.000   
3734.458   69.89999     112.7000   37.7572     40.0867     38.2825     40.4576     3989.000   
3734.306   70.00000     113.9000   37.0681     39.3550     36.6438     39.3550     3969.000   
3734.154   70.09999     111.2000   36.2243     38.6367     36.3078     38.5478     3966.000   
3734.001   69.89999     108.8000   35.4813     37.7572     35.3997     37.8443     3967.000   
3733.849   69.30000     108.2000   35.0752     37.1535     34.7536     37.0681     3991.000   
3733.696   69.50000     107.4000   35.0752     37.0681     34.5144     36.1410     3998.000   
3733.544   69.50000     106.0000   35.2371     37.0681     34.6737     36.3915     4000.000   
3733.392   69.09999     105.5000   35.9749     37.5837     36.1410     38.0189     4063.000   
3733.239   69.00000     106.3000   37.0681     38.7258     36.4754     38.0189     4084.000   
3733.087   68.80000     105.4000   38.2825     40.1791     38.1066     39.6278     4045.000   
3732.935   68.39999     99.9000    39.3550     41.3048     40.1791     41.9759     4016.000   
3732.782   68.89999     92.8000    40.5509     42.5598     40.9261     43.3511     4005.000   
3732.630   68.70000     88.0000    41.4954     43.6516     41.4954     43.9542     3991.000   
3732.478   68.59999     85.8000    41.9759     44.2588     42.1696     44.1570     3981.000   
3732.325   68.50000     85.1000    41.1150     43.3511     42.8549     45.2898     3996.000   
3732.172   68.39999     85.6000    39.0841     41.1150     42.4620     44.6684     3989.000   
3732.020   68.50000     88.8000    36.4754     38.3707     37.0681     38.9045     3996.000   
3731.868   68.59999     94.0000    33.4965     35.3183     30.9030     32.7341     3989.000   
3731.715   69.09999     98.3000    30.6196     32.4340     29.1743     30.5492     4003.000   
3731.563   69.70000     100.2000   29.5801     31.4051     28.0543     29.7852     4003.000   
3731.411   70.00000     100.7000   30.4089     32.2107     28.1838     30.2691     4001.000   
3731.258   69.20000     100.8000   31.8420     33.8844     31.9154     33.7287     4007.000   
3731.106   69.59999     100.2000   33.4965     35.6451     34.9945     37.0681     4001.000   
3730.953   69.09999     98.8000    35.0752     36.9828     36.3078     38.7258     3993.000   
3730.801   69.20000     97.0000    35.6451     37.4973     36.3078     38.6367     3986.000   
3730.648   68.89999     96.3000    35.3183     37.1535     36.1410     37.1535     3980.000   
3730.496   68.89999     96.9000    34.5144     36.2243     34.8337     36.2243     3988.000   
3730.344   69.00000     97.5000    33.4965     34.9945     33.2660     35.0752     3984.000   
3730.191   68.70000     98.1000    32.3594     33.8844     32.1366     34.2768     3982.000   
3730.039   68.50000     99.3000    31.2608     32.8095     31.2608     32.5837     3974.000   
3729.887   68.59999     101.5000   30.6902     31.9890     30.4089     31.6228     3989.000   
3729.734   68.39999     103.5000   30.2691     31.3329     29.5801     30.6902     3990.000   
3729.582   68.00000     103.5000   29.9916     30.9030     30.2691     30.8319     3981.000   
3729.429   67.89999     102.5000   29.9226     30.7610     29.9226     30.9742     3994.000   
3729.277   67.89999     101.7000   29.9916     30.8319     29.9916     30.6902     3998.000   
3729.125   67.59999     100.0000   29.9916     30.8319     29.9916     30.8319     3982.000   
3728.972   67.59999     97.8000    29.9916     30.6902     30.1301     31.0456     3984.000   
3728.820   67.89999     95.5000    29.9916     30.7610     30.1301     30.6902     3980.000   
3728.667   68.00000     95.7000    29.9226     30.6902     29.9226     30.4789     3974.000   
3728.515   68.70000     98.6000    30.2691     30.9742     30.1301     30.9030     3974.000   
3728.362   68.59999     101.7000   30.9742     31.5500     29.5801     30.4089     3966.000   
3728.210   68.30000     103.7000   31.1889     31.6228     31.7687     32.5837     3979.000   
3728.058   68.30000     106.3000   31.1172     31.4775     33.5738     33.6512     4006.000   
3727.905   68.00000     110.6000   30.7610     31.0456     30.9030     30.7610     4022.000   
3727.753   67.89999     113.0000   29.4442     29.6483     29.8538     30.0608     4018.000   
3727.601   67.20000     100.2000   27.6058     27.9254     24.9459     25.5270     4006.000   
3727.448   67.20000     93.0000    27.8612     28.1190     26.6686     26.8534     3995.000   
3727.296   66.59999     89.4000    28.9068     29.1072     28.5759     28.7740     3981.000   
3727.144   66.70000     87.5000    30.7610     30.8319     31.1172     31.2608     3972.000   
3726.991   67.00000     86.4000    32.0627     32.1366     33.2660     33.4195     3962.000   
3726.838   66.59999     88.3000    32.7341     32.6588     34.2768     33.8844     3963.000   
3726.686   66.20000     93.6000    32.6588     32.4340     33.1894     33.4195     3967.000   
3726.534   66.30000     99.7000    32.0627     31.6957     31.9890     31.4051     3964.000   
3726.381   66.20000     104.2000   31.2608     30.7610     30.6196     30.2691     3954.000   
3726.229   65.70000     106.2000   30.7610     29.9226     30.2691     29.5121     3956.000   
3726.077   65.50000     106.9000   30.4789     29.7167     30.4089     29.3089     3957.000   
3725.924   65.89999     105.5000   30.6196     29.7852     30.6902     29.3765     3957.000   
3725.771   66.00000     101.5000   31.0456     29.9916     30.6902     30.2691     3959.000   
3725.619   65.70000     96.2000    31.5500     30.4089     31.3329     30.5492     3954.000   
3725.467   65.30000     91.0000    32.1366     30.8319     32.2849     30.6196     3952.000   
3725.314   65.00000     88.8000    32.5837     31.1889     32.9610     31.4775     3952.000   
3725.162   64.39999     89.8000    32.8095     31.3329     33.4195     31.3329     3951.000   
3725.010   63.60001     91.2000    32.5087     31.1889     33.1894     31.9890     3949.000   
3724.857   63.20000     90.0000    31.5500     30.4089     32.4340     31.4051     3947.000   
3724.705   63.00000     85.4000    30.0608     29.3089     30.6902     29.8538     3952.000   
3724.553   62.40000     80.6000    28.3139     27.8612     28.0543     27.6058     3959.000   
3724.400   62.00000     78.2000    26.5461     26.3633     26.1818     25.8821     3972.000   
3724.248   62.10000     79.4000    25.1189     25.1189     24.3781     24.7172     3981.000   
3724.095   61.80000     81.6000    24.1546     24.3781     23.7137     23.8781     3973.000   
3723.943   61.80000     83.0000    23.5505     23.8781     23.4963     23.6592     3972.000   
3723.791   61.60000     84.1000    23.1206     23.3346     23.2809     23.7684     3979.000   
3723.638   62.10000     86.8000    22.4905     22.7510     23.0675     23.3884     3969.000   
3723.486   61.90000     93.8000    21.6770     21.9786     22.2331     22.2331     3969.000   
3723.333   61.80000     105.6000   20.8930     21.0378     20.5589     20.7970     3963.000   
3723.181   62.20000     119.4000   20.7970     20.8930     19.4984     19.7242     3968.000   
3723.028   62.80000     128.8000   22.1820     22.1309     19.1867     19.0546     3972.000   
3722.876   63.20000     129.6000   25.1189     24.8886     22.5944     22.8560     3986.000   
3722.724   64.20000     124.0000   29.5801     28.8403     29.1072     28.3792     3976.000   
3722.571   65.30000     115.7000   33.1131     32.2849     35.3183     34.5144     3964.000   
3722.419   64.89999     107.3000   35.3183     34.1979     41.8794     39.6278     3967.000   
3722.267   65.30000     101.6000   35.8922     34.6737     36.8978     36.1410     3959.000   
3722.114   65.50000     100.0000   34.9945     33.6512     33.7287     32.4340     3960.000   
3721.962   65.39999     101.7000   32.7341     31.6957     31.8420     30.7610     3967.000   
3721.809   65.20000     103.0000   31.3329     30.2691     30.7610     29.6483     3970.000   
3721.657   65.20000     102.1000   30.4789     29.5121     30.5492     29.5801     3964.000   
3721.504   65.09999     101.4000   30.0608     29.1743     29.9226     28.9734     3958.000   
3721.352   64.59999     102.3000   29.9226     29.1072     29.3765     28.7740     3952.000   
3721.200   64.59999     103.6000   29.7852     28.9734     29.7167     29.1743     3947.000   
3721.047   64.80000     103.8000   30.0608     29.2415     30.0608     29.1072     3944.000   
3720.895   64.50000     102.8000   30.4789     29.5801     30.1301     29.0402     3953.000   
3720.743   64.09999     101.9000   31.0456     29.9916     31.0456     30.1995     3956.000   
3720.590   64.09999     101.5000   31.6957     30.4789     31.7687     30.6196     3959.000   
3720.438   63.30000     101.0000   32.0627     30.7610     32.5837     31.1172     3954.000   
3720.285   62.90000     99.8000    31.9154     30.5492     33.1894     31.6957     3950.000   
3720.133   62.00000     97.4000    31.3329     29.9226     31.7687     30.2691     3952.000   
3719.980   61.30000     93.9000    30.1301     28.7740     30.4789     29.1072     3954.000   
3719.828   61.50000     89.5000    28.4446     27.1019     28.7078     27.6058     3950.000   
3719.676   60.60000     84.6000    26.7917     25.6448     26.6072     25.3513     3954.000   
3719.523   60.30000     81.1000    25.1768     24.2103     24.8313     23.3346     3951.000   
3719.371   59.80000     81.1000    23.8781     22.9087     23.4963     22.9615     3945.000   
3719.219   59.00000     82.6000    22.9087     22.0800     22.4905     21.9280     3945.000   
3719.066   58.50000     82.3000    21.9786     21.3796     22.1309     21.1349     3941.000   
3718.914   57.70000     80.1000    21.0378     20.4644     21.7270     21.1349     3937.000   
3718.761   56.90000     78.3000    20.0909     19.5434     20.1837     19.9067     3942.000   
3718.609   56.20000     77.3000    18.9671     18.6638     18.8365     18.4077     3942.000   
3718.457   55.40000     76.0000    17.8238     17.5792     17.6198     17.2187     3932.000   
3718.304   54.40000     73.9000    16.9824     16.7109     16.6725     16.6725     3945.000   
3718.152   54.00000     71.0000    16.4437     16.2555     15.9221     15.7036     3949.000   
3718.000   53.10000     67.2000    16.3305     16.1808     15.9588     15.6315     3956.000   
3717.847   52.20000     63.6000    16.7109     16.5577     16.2181     16.1436     3959.000   
3717.694   52.00000     61.9000    17.4985     17.3380     16.9044     16.9044     3954.000   
3717.542   51.40000     62.5000    18.3654     18.3654     18.7068     18.5353     3950.000   
3717.390   50.90000     65.9000    19.5434     19.5434     19.8609     19.6336     3952.000   
3717.237   51.20000     73.4000    20.3704     20.4644     20.3236     20.6538     3962.000   
3717.085   51.50000     82.6000    20.5589     20.7014     21.9786     22.1309     3961.000   
3716.933   51.40000     88.5000    20.2768     20.5589     21.1836     21.3796     3957.000   
3716.780   51.70000     88.2000    19.7697     19.9526     19.4984     19.7697     3950.000   
3716.628   52.50000     84.7000    18.7932     19.0108     18.5780     18.9671     3944.000   
3716.475   51.70000     82.7000    17.7828     18.1134     17.8238     17.5792     3943.000   
3716.323   51.90000     82.2000    17.1791     17.4985     16.9824     17.4985     3946.000   
3716.170   52.10000     81.2000    16.7494     17.0608     16.2181     16.7880     3950.000   
3716.018   51.90000     79.8000    16.6341     17.1396     16.4059     16.7109     3954.000   
3715.866   52.30000     79.5000    17.3780     17.7828     16.3682     16.9044     3950.000   
3715.713   52.40000     79.2000    19.0985     19.4089     17.3780     17.9887     3943.000   
3715.561   53.10000     76.4000    21.8776     22.0800     20.6063     20.6538     3939.000   
3715.409   53.30000     72.1000    26.3633     26.3027     24.9459     24.8313     3935.000   
3715.256   53.60000     69.1000    31.1172     30.9030     30.3389     30.0608     3937.000   
3715.104   54.30000     68.8000    35.4813     35.1560     38.7258     38.0189     3942.000   
3714.951   55.10000     70.5000    38.7258     38.3707     41.2097     41.0204     3955.000   
3714.799   55.00000     74.3000    40.3645     39.9945     42.5598     42.1696     3956.000   
3714.646   55.60000     79.0000    39.9025     39.6278     41.2097     40.7380     3950.000   
3714.494   56.20000     82.1000    38.1944     38.1066     38.4592     38.1944     3947.000   
3714.342   56.00000     82.8000    35.8096     35.8922     36.4754     36.3915     3944.000   
3714.189   56.60000     83.0000    33.4195     33.7287     32.5837     33.2660     3942.000   
3714.037   57.20000     83.3000    31.5500     31.9890     30.5492     30.9030     3943.000   
3713.885   57.70000     83.4000    30.1995     30.7610     29.1743     30.2691     3936.000   
3713.732   58.40000     84.9000    29.7167     30.3389     29.3089     29.3089     3943.000   
3713.580   59.40000     90.1000    29.5801     30.5492     29.4442     30.1995     3937.000   
3713.427   59.40000     97.8000    29.6483     30.6196     30.2691     31.1172     3935.000   
3713.275   59.60000     102.6000   29.3765     30.4789     29.9226     32.1366     3928.000   
3713.123   59.50000     102.1000   28.5102     29.7167     29.5801     30.6196     3939.000   
3712.970   59.60000     96.8000    26.9774     28.3792     27.7332     28.4446     3945.000   
3712.818   59.10000     89.5000    25.3513     26.5461     25.2348     26.3633     3957.000   
3712.666   58.80000     83.7000    23.5505     24.8313     22.6986     24.4343     3973.000   
3712.513   58.70000     80.4000    22.1309     23.4963     21.5278     23.0675     3971.000   
3712.360   58.20000     78.7000    21.2814     22.7510     20.7970     22.1309     3952.000   
3712.208   58.10000     76.3000    21.3304     22.5944     20.5116     21.7270     3935.000   
3712.056   58.20000     73.3000    21.9786     23.1739     21.0378     22.5944     3934.000   
3711.903   57.90000     72.6000    23.3884     24.4906     23.0144     23.7137     3934.000   
3711.751   58.20000     75.6000    25.7040     26.6072     24.7172     25.7632     3939.000   
3711.599   58.20000     83.6000    28.5759     29.1743     27.8612     28.8403     3940.000   
3711.446   58.20000     94.5000    31.6228     32.1366     32.0627     32.4340     3945.000   
3711.294   58.60000     105.2000   34.6737     34.9945     35.4813     35.3183     3940.000   
3711.141   58.60000     112.9000   36.8129     37.1535     38.0189     38.4592     3950.000   
3710.989   58.50000     118.5000   37.6704     38.0189     40.0867     39.9945     3945.000   
3710.836   59.10000     125.2000   37.6704     38.0189     38.8150     39.9025     3941.000   
3710.684   59.20000     129.8000   36.8978     37.1535     36.1410     36.7282     3930.000   
3710.532   59.20000     128.9000   35.3183     35.8096     35.5631     35.1560     3942.000   
3710.379   58.90000     123.0000   33.6512     34.0408     33.9625     34.1979     3946.000   
3710.227   58.70000     116.3000   32.5087     32.8852     32.4340     33.1894     3947.000   
3710.075   58.00000     111.5000   31.6228     32.2107     30.4789     31.2608     3936.000   
3709.922   57.60000     107.8000   30.8319     31.5500     30.4089     30.9742     3937.000   
3709.770   57.00000     104.5000   30.0608     30.6196     30.9030     31.5500     3935.000   
3709.617   56.40000     99.4000    29.1072     29.7167     30.1995     30.9742     3950.000   
3709.465   55.10000     92.1000    27.7971     28.4446     28.3792     28.6418     3950.000   
3709.312   54.20000     85.7000    26.0615     26.7917     25.9418     26.5461     3942.000   
3709.160   53.90000     82.8000    24.9459     25.5270     23.7684     24.6604     3937.000   
3709.008   52.90000     84.4000    24.4906     25.2348     22.2844     23.1739     3945.000   
3708.855   51.60000     89.4000    24.3781     25.0035     24.4906     24.6604     3939.000   
3708.703   50.20000     94.6000    24.3220     24.8886     26.1818     27.2270     3938.000   
3708.550   48.70000     92.9000    24.0991     24.7172     25.3513     25.3513     3937.000   
3708.398   46.50000     82.5000    23.1206     23.8232     23.4963     24.2103     3944.000   
3708.246   44.70000     70.2000    21.1836     21.8776     21.2324     22.2844     4013.000   
3708.093   43.40000     62.9000    19.2752     20.1372     19.4984     20.2302     4057.000   
3707.941   42.20000     60.6000    17.6604     18.5780     16.4816     17.3380     4107.000   
3707.789   41.50000     60.2000    16.4437     17.3780     15.7398     16.7880     3991.000   
3707.636   40.80000     60.4000    15.5239     16.5577     15.4525     16.2930     3929.000   
3707.484   40.30000     61.2000    15.2055     16.2555     15.2055     16.4059     3913.000   
3707.332   39.60000     61.0000    15.1356     16.1808     14.7911     16.1065     3913.000   
3707.179   38.90000     59.5000    15.3109     16.4816     14.9279     15.8489     3925.000   
3707.026   38.40000     57.2000    16.0325     17.1396     15.3109     16.2555     3941.000   
3706.874   38.40000     54.1000    17.3380     18.4502     16.4437     17.9061     3958.000   
3706.722   38.30000     50.3000    19.0546     20.1837     18.7068     19.7242     3950.000   
3706.569   38.80000     47.5000    20.8449     21.9280     21.3796     22.5944     3935.000   
3706.417   39.50000     47.7000    22.1820     23.0675     23.4963     24.6037     3924.000   
3706.265   39.70000     49.8000    22.6986     23.5505     24.3220     24.9459     3920.000   
3706.112   41.30000     51.5000    22.9615     23.7684     23.0675     23.7137     3925.000   
3705.960   43.00000     53.1000    23.3884     24.1546     21.4289     22.0800     3923.000   
3705.807   43.90000     54.9000    23.8781     24.6604     22.5424     23.7137     3929.000   
3705.655   45.90000     59.0000    25.0611     25.8226     25.6448     26.4241     3930.000   
3705.502   48.00000     68.7000    26.9774     27.4789     26.9153     27.5423     3931.000   
3705.350   49.80000     83.4000    28.3792     28.7078     29.0402     29.6483     3932.000   
3705.198   51.10000     97.2000    29.0402     29.2415     30.7610     30.3389     3930.000   
3705.045   52.70000     105.0000   29.7167     29.7167     29.5801     29.7167     3930.000   
3704.893   54.30000     108.0000   29.7852     29.7167     29.1743     29.2415     3925.000   
3704.741   55.40000     108.5000   29.3765     29.4442     30.0608     29.7852     3920.000   
3704.588   56.60000     106.1000   29.0402     29.0402     29.6483     29.6483     3920.000   
3704.436   57.70000     101.9000   28.6418     28.6418     28.5102     29.1743     3935.000   
3704.283   58.20000     98.7000    27.7971     27.9898     27.8612     27.6694     3929.000   
3704.131   57.90000     96.5000    26.9153     27.1644     27.1644     27.2270     3925.000   
3703.979   58.60000     94.5000    26.2422     26.4241     25.8226     26.3633     3923.000   
3703.826   59.30000     94.2000    25.6448     26.0016     25.2930     25.6448     3946.000   
3703.674   59.30000     95.4000    24.9459     25.4683     25.2348     25.2930     3942.000   
3703.521   59.50000     95.0000    24.3220     25.0035     24.7742     25.7632     3950.000   
3703.369   59.50000     91.9000    23.9332     24.6037     23.8232     24.4906     3935.000   
3703.216   59.60000     88.7000    23.4963     24.3781     22.7510     23.8781     3930.000   
3703.064   59.70000     86.9000    23.3346     24.0991     23.1206     23.8781     3929.000   
3702.912   60.10000     86.4000    23.6048     24.3781     23.2809     23.9332     3935.000   
3702.759   60.20000     87.3000    24.2661     24.8886     23.8781     24.3220     3932.000   
3702.607   60.30000     90.7000    25.0035     25.5859     25.0611     26.0016     3950.000   
3702.455   60.40000     96.9000    25.9418     26.4850     26.1216     26.4850     4012.000   
3702.302   60.90000     103.5000   26.8534     27.4789     26.7301     27.2898     3991.000   
3702.150   61.20000     106.9000   27.6694     28.1838     27.9254     28.3792     3964.000   
3701.998   61.00000     106.1000   28.3792     28.9068     28.7078     29.3765     3930.000   
3701.845   61.60000     103.7000   28.9068     29.3765     29.1072     29.5121     3924.000   
3701.692   62.50000     102.9000   29.3089     29.7167     29.4442     30.0608     3930.000   
3701.540   62.70000     104.5000   28.8403     29.1072     29.5121     29.7852     3930.000   
3701.388   62.20000     107.9000   27.2270     27.4789     29.7852     30.0608     3931.000   
3701.235   62.80000     113.9000   25.2348     25.3513     26.6072     26.1818     3935.000   
3701.083   62.70000     121.7000   23.0675     23.2274     20.8930     21.4783     3942.000   
3700.931   61.60000     128.3000   20.7970     20.9894     19.5884     19.4536     3947.000   
