WellName:  1API 0001  PR
Field:     PR-01
Operator:  PETROBRAS
Country:   BRA
RunNumber: 0

DEPT       SP           GR         LLD         LLS         RLLD        RLLS        TENS       
M          MV           GAPI       OHMM        OHMM        OHMM        OHMM        LB         
3875.429   13.50000     21.9000    17.3780     21.1836     16.5577     21.4783     4118.000   
3875.276   14.50000     21.6000    18.8365     22.9615     19.5884     23.5505     4113.000   
3875.124   15.30000     21.2000    20.1837     24.6037     20.8449     24.4906     4120.000   
3874.971   16.20000     21.3000    21.3796     25.7040     21.6770     26.5461     4134.000   
3874.819   16.40000     21.8000    21.8273     26.3633     22.2844     27.0396     4135.000   
3874.667   16.60000     21.8000    21.7771     26.4850     22.7510     27.1019     4130.000   
3874.514   16.70000     21.4000    21.3796     25.8821     21.6272     26.9153     4120.000   
3874.362   16.70000     21.0000    20.6063     25.0611     20.6538     24.8313     4123.000   
3874.209   17.20000     20.4000    19.5434     23.9332     19.8153     23.6592     4121.000   
3874.057   17.00000     19.2000    18.6209     22.7510     18.3654     22.8560     4114.000   
3873.904   17.20000     17.5000    17.7011     21.7771     17.2982     21.6770     4118.000   
3873.752   17.50000     15.9000    16.5959     20.5589     17.1791     20.8930     4113.000   
3873.600   17.30000     15.5000    15.5239     19.2309     15.9956     20.0447     4125.000   
3873.447   17.60000     16.3000    14.5546     18.0717     14.1579     17.5388     4131.000   
3873.295   18.10000     17.4000    13.6773     17.1396     13.0918     16.1436     4135.000   
3873.143   18.30000     18.0000    13.2739     16.4816     12.4738     15.7761     4139.000   
3872.990   18.40000     18.2000    13.1826     16.4059     12.7350     16.2181     4127.000   
3872.838   19.30000     18.6000    13.2739     16.5577     14.0605     16.7494     4152.000   
3872.686   20.40000     18.8000    13.4586     16.7109     13.6458     17.2584     4169.000   
3872.533   21.40000     18.6000    13.5519     16.8267     13.4896     16.8655     4186.000   
3872.380   22.70000     18.0000    13.2130     16.5959     13.4277     16.6341     4180.000   
3872.228   25.00000     17.2000    13.2130     16.5577     13.2130     16.6341     4180.000   
3872.076   28.10000     16.0000    13.9637     17.4985     12.3027     15.7761     4162.000   
3871.923   30.60000     15.7000    16.1436     20.0909     13.7088     16.9044     4155.000   
3871.771   33.00000     18.0000    18.5353     22.7510     17.2187     21.5774     4144.000   
3871.619   37.00000     26.0000    20.7970     25.0611     24.4343     29.6483     4142.000   
3871.466   40.00000     42.6000    22.4388     26.7301     25.1768     29.8538     4147.000   
3871.314   42.90000     65.8000    22.8034     26.6686     23.6592     27.4157     4179.000   
3871.161   45.70000     86.9000    21.2324     24.6037     21.9280     25.3513     4187.000   
3871.009   48.10000     99.1000    19.6336     22.5944     19.0108     21.3796     4244.000   
3870.856   49.70000     101.2000   18.4927     21.3304     16.5577     19.0985     4294.000   
3870.704   51.40000     97.1000    17.7419     20.5589     17.2187     19.8609     4284.000   
3870.552   53.40000     91.4000    17.7011     20.6063     17.8649     21.1349     4203.000   
3870.399   54.40000     86.8000    18.2810     21.3796     18.0717     21.3304     4174.000   
3870.247   55.20000     84.1000    18.5353     21.5774     18.8365     21.7771     4152.000   
3870.095   56.80000     83.0000    18.2390     21.0863     19.5884     23.0144     4140.000   
3869.942   57.80000     84.9000    17.7419     20.2768     18.4077     20.7970     4138.000   
3869.790   58.30000     91.0000    17.1791     19.4984     16.4437     18.7499     4149.000   
3869.637   59.20000     100.4000   16.4437     18.5353     15.4882     17.0608     4152.000   
3869.485   59.90000     108.9000   16.4437     18.3231     15.9956     18.0717     4150.000   
3869.333   59.90000     111.6000   17.4582     19.1867     16.0325     18.1552     4147.000   
3869.180   61.00000     109.3000   18.8799     20.5589     18.3654     19.6789     4155.000   
3869.028   61.60000     104.5000   19.6789     21.3304     21.5774     23.1206     4175.000   
3868.875   61.40000     99.5000    20.5116     21.9786     22.4388     23.8232     4174.000   
3868.723   61.30000     94.2000    20.9411     22.3872     20.1837     22.0293     4164.000   
3868.570   61.20000     88.7000    20.6063     22.0800     20.2302     21.4783     4158.000   
3868.418   61.50000     85.6000    20.1372     21.5278     20.4644     21.5278     4145.000   
3868.266   61.00000     85.1000    20.2302     21.3796     19.8609     21.5774     4146.000   
3868.113   61.00000     85.8000    20.3704     21.4783     19.9986     21.1836     4147.000   
3867.961   61.80000     87.0000    20.4174     21.4783     20.7014     21.2324     4157.000   
3867.809   61.00000     87.8000    20.5116     21.2324     20.8449     21.9786     4163.000   
3867.656   60.70000     90.2000    20.3236     20.9894     20.7970     21.5774     4164.000   
3867.504   61.40000     95.1000    19.8609     20.5116     20.2768     20.3236     4179.000   
3867.352   61.50000     99.6000    19.3197     19.9067     19.0546     19.9986     4183.000   
3867.199   61.10000     101.5000   18.7499     19.2752     18.4927     18.8799     4157.000   
3867.046   61.00000     100.9000   18.2390     18.8365     17.9887     18.9234     4154.000   
3866.894   61.30000     100.2000   17.9473     18.3654     18.1134     18.3231     4155.000   
3866.742   61.00000     98.9000    17.7419     18.1970     17.7011     18.1134     4157.000   
3866.589   60.90000     96.5000    17.5792     17.9887     17.5792     17.7011     4164.000   
3866.437   61.30000     95.9000    17.4985     17.8238     17.3380     18.1134     4164.000   
3866.285   61.90000     99.2000    17.3780     17.8238     17.3380     17.8238     4161.000   
3866.132   62.40000     103.8000   17.3780     17.8238     17.5792     17.5388     4162.000   
3865.979   62.10000     105.3000   17.5388     17.8649     17.1791     17.9473     4164.000   
3865.827   62.50000     102.8000   17.6604     17.8649     17.6198     17.8649     4162.000   
3865.675   62.20000     99.7000    17.8238     18.0302     18.0717     18.1552     4154.000   
3865.522   62.20000     98.4000    18.0717     18.1552     18.0302     18.0302     4159.000   
3865.370   62.70000     98.9000    18.2390     18.1970     18.3231     18.3231     4147.000   
3865.218   62.40000     100.5000   18.1970     18.1970     18.4077     18.4502     4147.000   
3865.065   62.10000     102.6000   18.2810     18.2810     18.4502     18.1970     4130.000   
3864.913   62.20000     105.3000   18.2390     18.2810     17.9473     18.0717     4126.000   
3864.761   62.30000     105.7000   18.2390     18.1970     18.2810     18.4502     4133.000   
3864.608   62.30000     103.2000   18.2390     18.3231     18.2390     18.2810     4142.000   
3864.456   62.60000     100.6000   18.3231     18.4927     18.3231     18.1552     4144.000   
3864.303   62.70000     100.4000   18.3231     18.4927     18.4502     18.7932     4150.000   
3864.151   62.50000     101.0000   18.3654     18.4927     18.4927     18.8799     4150.000   
3863.999   62.00000     100.0000   18.3654     18.4502     18.3231     18.4077     4145.000   
3863.846   62.10000     99.8000    18.4077     18.4077     18.4077     18.3231     4137.000   
3863.694   62.60000     100.2000   18.4927     18.3654     18.2810     17.9887     4133.000   
3863.542   62.80000     98.4000    18.6209     18.4502     18.7499     18.4502     4118.000   
3863.389   63.20000     95.0000    18.7499     18.6638     18.7932     18.8365     4123.000   
3863.236   64.20000     93.1000    18.9671     18.9234     19.0546     18.7499     4133.000   
3863.084   63.80000     93.1000    19.1426     19.1867     18.8799     19.4536     4145.000   
3862.932   63.70000     93.6000    19.4089     19.4536     19.5434     19.2752     4142.000   
3862.779   63.90001     94.6000    19.6789     19.7697     19.5434     19.7242     4155.000   
3862.627   64.09999     96.4000    20.0447     20.0909     20.1837     20.1372     4145.000   
3862.475   64.09999     97.2000    20.3704     20.4174     20.4644     20.4644     4130.000   
3862.322   64.30000     97.2000    20.7491     20.7491     20.6063     21.0378     4127.000   
3862.170   64.50000     97.4000    21.0378     21.0378     21.2324     20.8449     4127.000   
3862.017   64.39999     98.3000    21.2814     21.3796     21.3796     21.4783     4135.000   
3861.865   64.39999     100.3000   21.6770     21.7270     21.5278     21.4783     4137.000   
3861.712   64.70000     101.4000   22.1820     22.2844     21.7771     22.1309     4132.000   
3861.560   64.70000     100.2000   22.9615     23.0144     22.6986     22.7510     4133.000   
3861.408   64.59999     97.0000    24.0991     24.0991     23.6592     23.6048     4128.000   
3861.255   64.50000     93.7000    25.4683     25.4097     25.1768     25.1768     4129.000   
3861.103   64.09999     92.0000    26.8534     26.7301     27.2898     27.1019     4127.000   
3860.951   64.09999     90.8000    28.1190     28.0543     28.7078     28.7078     4134.000   
3860.798   64.20000     90.1000    28.8403     28.8403     29.5801     29.1072     4135.000   
3860.646   64.59999     89.9000    29.2415     29.1072     29.9226     30.2691     4146.000   
3860.493   64.89999     90.0000    29.2415     29.1072     28.9068     29.3089     4154.000   
3860.341   65.30000     90.4000    29.2415     29.2415     29.2415     28.4446     4158.000   
3860.188   65.30000     91.6000    29.3089     29.2415     28.8403     28.6418     4178.000   
3860.036   65.30000     94.2000    29.6483     29.5801     29.5121     29.7167     4154.000   
3859.884   65.39999     96.8000    29.9226     30.1301     30.0608     30.2691     4132.000   
3859.731   65.00000     96.7000    30.3389     30.6902     30.7610     30.9030     4125.000   
3859.579   65.70000     94.0000    30.4789     30.9742     30.7610     31.3329     4119.000   
3859.427   65.70000     91.4000    30.6196     31.2608     30.8319     31.4051     4130.000   
3859.274   65.70000     90.9000    30.7610     31.5500     30.2691     31.0456     4144.000   
3859.122   65.80000     92.3000    30.9742     31.7687     30.7610     31.8420     4150.000   
3858.969   66.30000     94.7000    31.3329     32.0627     31.4775     32.1366     4142.000   
3858.817   66.20000     97.6000    31.8420     32.5087     31.5500     32.6588     4137.000   
3858.665   66.70000     99.8000    32.2107     32.8095     32.7341     32.9610     4127.000   
3858.512   67.30000     100.4000   32.5087     33.1894     32.7341     33.1131     4128.000   
3858.360   66.80000     99.8000    33.3426     33.9625     32.8095     33.4965     4124.000   
3858.208   66.50000     99.3000    33.8844     34.6737     32.7341     33.8844     4131.000   
3858.055   67.00000     99.3000    34.6737     35.5631     35.7273     36.6438     4135.000   
3857.902   67.09999     98.8000    35.8922     36.9828     35.4813     36.5595     4140.000   
3857.750   67.00000     97.6000    37.3250     38.3707     36.8129     37.4973     4135.000   
3857.598   68.30000     96.8000    38.3707     39.2645     38.9942     40.4576     4126.000   
3857.445   68.39999     97.2000    39.3550     40.3645     39.7192     41.0204     4124.000   
3857.293   69.09999     98.5000    40.0867     41.4000     40.9261     41.1150     4135.000   
3857.141   68.70000     100.1000   40.0867     41.4000     40.5509     42.0727     4137.000   
3856.988   68.89999     100.2000   39.9025     41.2097     40.5509     42.3643     4145.000   
3856.836   68.80000     98.9000    39.5367     41.1150     39.0841     40.8319     4155.000   
3856.683   68.70000     98.7000    39.1742     40.7380     38.5478     39.9025     4142.000   
3856.531   68.30000     100.2000   38.7258     40.4576     38.9942     40.5509     4141.000   
3856.378   68.89999     102.4000   38.5478     40.2717     39.0841     40.4576     4133.000   
3856.226   68.50000     102.5000   38.4592     40.3645     38.1944     40.5509     4128.000   
3856.074   67.80000     100.3000   38.0189     40.1791     37.9315     39.9025     4122.000   
3855.921   68.70000     99.1000    37.3250     39.6278     38.1944     40.7380     4135.000   
3855.769   68.80000     99.9000    36.6438     38.9045     36.8129     39.5367     4149.000   
3855.617   68.50000     101.2000   35.7273     37.9315     35.6451     37.6704     4156.000   
3855.464   68.80000     101.4000   35.0752     37.1535     34.9945     36.7282     4133.000   
3855.312   69.00000     100.4000   34.6737     36.5595     33.2660     35.2371     4125.000   
3855.159   68.59999     100.3000   34.9945     37.3250     34.7536     36.7282     4130.000   
3855.007   68.59999     100.8000   36.0579     38.5478     34.7536     36.7282     4121.000   
3854.854   68.89999     100.2000   37.9315     40.4576     37.4111     41.3048     4130.000   
3854.702   68.70000     98.8000    39.5367     42.3643     40.3645     43.1519     4142.000   
3854.550   69.30000     97.3000    41.3048     44.3609     42.5598     44.6684     4152.000   
3854.397   70.09999     97.5000    41.7830     44.9780     42.6580     46.3447     4152.000   
3854.245   69.70000     98.4000    41.3048     44.8745     43.8531     46.7735     4120.000   
3854.092   69.70000     99.3000    40.1791     44.2588     39.5367     44.4631     4103.000   
3853.940   69.50000     100.2000   38.7258     43.0527     38.1066     42.5598     4113.000   
3853.788   69.59999     100.3000   36.8978     41.2097     36.9828     41.2097     4113.000   
3853.635   69.39999     99.5000    35.3997     39.5367     35.3997     40.3645     4113.000   
3853.483   69.30000     100.1000   33.8844     38.1944     34.5144     37.8443     4124.000   
3853.331   69.59999     104.4000   32.0627     36.3915     32.1366     36.1410     4159.000   
3853.178   69.80000     109.2000   30.9030     35.1560     30.5492     35.5631     4214.000   
3853.026   69.50000     110.2000   30.8319     35.2371     27.8612     32.2849     4233.000   
3852.874   69.09999     106.7000   31.9154     36.5595     29.7167     34.0408     4216.000   
3852.721   69.70000     100.5000   35.2371     40.2717     33.9625     38.3707     4152.000   
3852.568   69.30000     93.6000    43.3511     49.2040     37.5837     42.5598     4111.000   
3852.416   69.09999     85.2000    55.0808     61.6595     47.4242     54.3250     4102.000   
3852.264   69.20000     75.0000    71.4496     79.0679     68.2339     77.0903     4101.000   
3852.111   69.20000     65.0000    93.1108     102.8017    88.7156     96.3829     4103.000   
3851.959   68.80000     59.0000    111.6863    122.7439    115.6112    125.3141    4117.000   
3851.807   68.89999     57.5000    121.3389    133.3521    146.2177    161.8080    4115.000   
3851.654   69.80000     57.2000    124.7383    137.0882    139.9587    153.4617    4116.000   
3851.502   70.39999     56.9000    121.3389    133.6595    116.9500    130.0170    4108.000   
3851.349   69.70000     57.2000    113.5011    124.1653    105.6817    115.0801    4110.000   
3851.197   70.20000     57.9000    110.4079    120.7814    99.0832     108.1434    4113.000   
3851.044   70.09999     56.2000    120.5036    130.6171    106.4143    114.8153    4116.000   
3850.892   69.39999     51.4000    158.1248    168.6553    125.0259    136.4583    4115.000   
3850.740   69.89999     45.4000    218.7761    226.4644    166.3412    179.8871    4120.000   
3850.587   70.00000     41.1000    277.3320    283.1391    293.7649    304.0885    4126.000   
3850.435   69.89999     40.3000    333.4264    335.7376    404.5760    399.0250    4130.000   
3850.283   69.80000     41.8000    382.8247    380.1893    399.9448    396.2781    4134.000   
3850.130   69.80000     43.9000    395.3665    388.1503    405.5085    400.8666    4159.000   
3849.978   69.59999     44.7000    378.4426    372.3918    412.0975    400.8666    4174.000   
3849.825   70.00000     44.2000    341.9794    335.7376    358.0963    346.7368    4211.000   
3849.673   69.50000     45.0000    284.4461    279.8981    320.6270    319.8896    4208.000   
3849.521   69.59999     50.4000    215.7745    214.2891    216.2719    212.8139    4171.000   
3849.368   69.20000     62.5000    153.1087    154.1700    115.6112    120.2264    4136.000   
3849.216   68.89999     77.2000    95.9401     97.7237     69.9842     72.7780     4126.000   
3849.063   69.30000     89.0000    59.1562     62.3735     43.3511     46.1318     4115.000   
3848.911   68.70000     96.6000    41.7830     44.6684     35.0752     37.7572     4121.000   
3848.758   68.59999     102.9000   32.2107     34.9945     32.4340     35.3997     4121.000   
3848.606   69.39999     108.7000   27.1644     29.8538     28.4446     31.4051     4113.000   
3848.454   69.59999     112.4000   23.7684     26.4850     21.8273     24.3220     4108.000   
3848.301   68.70000     113.3000   21.8273     24.2661     18.1552     20.5116     4106.000   
3848.149   68.70000     112.4000   21.5278     23.9883     18.2390     21.0378     4113.000   
3847.997   68.20000     108.8000   27.6058     29.8538     26.9774     29.9916     4119.000   
3847.844   68.39999     104.6000   33.3426     35.1560     31.9154     34.1193     4137.000   
3847.692   68.70000     99.6000    40.1791     41.4954     38.3707     39.9945     4179.000   
3847.540   68.00000     95.7000    47.2063     47.4242     47.0977     47.6431     4196.000   
3847.387   67.39999     94.1000    53.8270     52.8445     56.6239     56.1048     4218.000   
3847.234   68.09999     93.2000    59.4292     57.1479     62.3735     59.2925     4229.000   
3847.082   68.50000     91.7000    62.3735     58.8844     65.1628     61.6595     4157.000   
3846.930   67.80000     89.9000    61.0942     57.0164     66.3743     61.5177     4120.000   
3846.777   67.70000     90.2000    57.1479     53.0884     61.9441     56.2341     4116.000   
3846.625   67.89999     94.7000    51.2861     47.4242     49.6592     46.5586     4098.000   
3846.473   68.00000     102.0000   43.9542     40.7380     43.0527     39.6278     4103.000   
3846.320   68.20000     108.9000   36.8978     34.5939     35.4813     33.3426     4103.000   
3846.167   68.09999     113.1000   32.2849     30.3389     29.9226     28.1190     4108.000   
3846.015   68.80000     114.9000   28.8403     27.4789     26.6686     25.4683     4101.000   
3845.863   68.89999     115.6000   27.1644     26.0016     26.4850     25.2348     4101.000   
3845.710   69.50000     116.1000   27.0396     26.0615     25.8226     25.4097     4103.000   
3845.558   69.59999     115.4000   28.9068     27.9898     27.1019     25.8226     4095.000   
3845.406   69.50000     112.3000   31.9890     31.1172     29.3765     28.4446     4098.000   
3845.253   69.09999     108.0000   35.5631     34.4350     35.8922     35.2371     4102.000   
3845.101   69.20000     105.1000   38.8150     37.6704     41.7830     40.8319     4105.000   
3844.949   69.20000     104.4000   41.4954     39.9025     43.9542     41.9759     4110.000   
3844.796   68.80000     103.7000   43.7522     41.6869     43.3511     41.8794     4103.000   
3844.644   68.59999     103.4000   45.4988     42.9536     42.9536     39.9945     4091.000   
3844.491   68.89999     104.0000   47.5335     44.2588     46.7735     43.9542     4090.000   
3844.339   68.50000     103.4000   49.3174     45.7088     50.5825     46.9894     4098.000   
3844.187   68.59999     101.1000   50.5825     46.7735     54.0754     48.8652     4108.000   
3844.034   68.80000     98.4000    50.9331     46.8813     52.4808     48.8652     4100.000   
3843.882   68.70000     96.4000    50.9331     46.9894     49.2040     45.4988     4091.000   
3843.729   68.09999     93.9000    50.6991     46.9894     48.5288     44.6684     4087.000   
3843.577   67.89999     89.6000    51.9996     48.0839     50.8159     47.0977     4098.000   
3843.424   68.30000     85.4000    56.7545     52.2396     52.7230     49.2040     4101.000   
3843.272   68.00000     82.6000    63.3870     58.4790     58.8844     54.4503     4102.000   
3843.120   68.09999     81.0000    70.3072     64.5654     72.9458     66.3743     4106.000   
3842.967   68.70000     82.9000    71.2853     65.6145     82.2243     75.3355     4107.000   
3842.815   69.20000     89.1000    68.2339     62.9506     84.9180     78.1628     4101.000   
3842.663   69.00000     96.6000    61.0942     57.1479     57.8096     54.2001     4093.000   
3842.510   68.70000     101.4000   52.7230     50.0034     43.3511     41.2097     4093.000   
3842.358   68.80000     101.5000   43.5512     42.1696     37.6704     36.9828     4086.000   
3842.205   67.80000     100.2000   39.3550     38.4592     40.2717     39.6278     4081.000   
3842.053   67.80000     98.7000    37.4111     36.7282     39.0841     38.9942     4092.000   
3841.900   67.80000     97.3000    35.8922     35.3183     36.6438     35.5631     4093.000   
3841.748   67.50000     98.3000    33.8844     33.3426     33.5738     32.5087     4094.000   
3841.596   67.00000     101.3000   32.1366     31.5500     30.1301     29.9226     4101.000   
3841.443   67.30000     104.6000   31.6228     31.1172     30.1301     29.7852     4108.000   
3841.291   67.70000     105.4000   32.6588     32.1366     30.4789     29.9916     4116.000   
3841.139   67.39999     102.5000   35.2371     34.4350     33.9625     33.5738     4106.000   
3840.986   67.20000     98.0000    38.6367     37.5837     38.9045     37.5837     4102.000   
3840.833   67.39999     93.7000    41.9759     40.6443     42.9536     41.3048     4108.000   
3840.681   67.20000     91.1000    44.4631     42.7563     47.0977     45.4988     4101.000   
3840.529   66.89999     91.5000    45.9198     44.2588     47.0977     45.3942     4108.000   
3840.376   67.09999     93.6000    46.1318     44.4631     46.7735     44.2588     4104.000   
3840.224   67.39999     95.9000    45.9198     43.9542     46.0257     44.8745     4109.000   
3840.072   67.30000     96.4000    45.8142     43.7522     44.1570     42.3643     4113.000   
3839.919   67.70000     94.9000    46.1318     44.1570     45.9198     43.1519     4101.000   
3839.767   68.39999     93.6000    46.8813     44.5656     46.2381     44.3609     4084.000   
3839.615   67.70000     91.9000    47.9733     45.6037     48.7528     46.3447     4081.000   
3839.462   67.59999     89.2000    49.0908     46.6659     49.4311     46.8813     4094.000   
3839.310   67.59999     87.4000    49.7737     47.5335     50.0034     47.7529     4101.000   
3839.157   67.59999     87.7000    50.3501     48.1948     51.0505     48.1948     4115.000   
3839.005   67.39999     88.6000    50.6991     48.8652     49.7737     48.6407     4103.000   
3838.853   67.89999     87.8000    50.4661     48.8652     51.5229     49.7737     4108.000   
3838.700   68.39999     86.1000    49.7737     48.4172     51.1682     50.2343     4125.000   
3838.548   68.30000     86.8000    49.6592     48.1948     48.9779     47.6431     4122.000   
3838.396   68.09999     90.7000    48.3059     46.9894     47.6431     46.2381     4114.000   
3838.243   69.30000     95.3000    45.3942     44.3609     49.2040     47.3151     4104.000   
3838.090   68.89999     99.4000    42.1696     41.4000     44.6684     43.9542     4096.000   
3837.938   69.00000     102.6000   38.7258     38.3707     36.9828     37.0681     4096.000   
3837.786   69.30000     105.0000   35.1560     35.2371     32.6588     32.4340     4097.000   
3837.633   69.39999     105.3000   33.1131     33.4195     30.4789     31.1172     4089.000   
3837.481   68.80000     102.6000   33.6512     34.2768     31.3329     31.7687     4094.000   
3837.329   69.30000     98.8000    35.6451     36.6438     34.3558     34.8337     4150.000   
3837.176   69.89999     95.8000    37.6704     38.7258     39.8107     41.3048     4198.000   
3837.024   70.00000     95.8000    38.8150     40.0867     42.4620     44.2588     4173.000   
3836.871   70.50000     99.3000    39.2645     40.8319     40.6443     41.4954     4117.000   
3836.719   70.50000     103.2000   39.7192     41.4000     36.8978     38.8150     4086.000   
3836.566   70.30000     104.1000   41.1150     42.8549     36.8129     38.3707     4076.000   
3836.414   69.80000     101.1000   43.9542     45.9198     42.1696     44.1570     4080.000   
3836.262   70.30000     97.9000    48.6407     50.5825     49.3174     51.8800     4097.000   
3836.109   70.00000     96.8000    51.8800     54.0754     54.9541     56.6239     4096.000   
3835.957   69.80000     97.5000    53.2108     55.5904     59.9791     62.2300     4089.000   
3835.805   69.59999     98.9000    53.3335     55.9758     53.2108     55.7186     4091.000   
3835.652   69.89999     99.1000    50.8159     53.7032     48.8652     51.9996     4105.000   
3835.500   69.50000     97.3000    47.3151     50.3501     49.8884     53.5797     4103.000   
3835.347   69.80000     94.9000    45.4988     48.7528     42.5598     45.3942     4103.000   
3835.195   69.50000     92.5000    44.5656     47.8630     42.3643     45.0817     4097.000   
3835.042   69.70000     89.4000    44.2588     47.4242     44.2588     47.8630     4091.000   
3834.890   69.50000     85.8000    48.8652     52.6017     44.0555     47.4242     4095.000   
3834.738   69.50000     83.5000    53.3335     57.6767     48.4172     51.8800     4094.000   
3834.585   69.39999     83.4000    56.6239     61.6595     65.4636     70.7946     4095.000   
3834.433   69.80000     82.7000    64.7142     72.2770     61.2350     68.2339     4092.000   
3834.281   70.80000     82.1000    65.3131     74.1310     63.5331     71.9449     4097.000   
3834.128   71.20000     81.8000    65.3131     75.6833     69.3426     79.9834     4080.000   
3833.976   70.89999     83.2000    64.7142     76.0326     67.9204     80.1678     4087.000   
3833.823   71.20000     87.0000    62.2300     73.9605     65.1628     78.7046     4097.000   
3833.671   71.00000     92.5000    57.4116     68.5488     58.2103     69.8232     4115.000   
3833.519   70.70000     98.5000    52.1195     62.3735     50.6991     61.3762     4094.000   
3833.366   71.09999     103.9000   47.0977     56.1048     45.3942     53.3335     4108.000   
3833.214   71.20000     107.6000   43.4510     51.6416     41.4000     49.0908     4150.000   
3833.062   71.00000     106.2000   42.1696     49.7737     40.0867     47.4242     4205.000   
3832.909   70.89999     98.3000    45.9198     53.9511     39.7192     47.3151     4220.000   
3832.756   70.89999     85.2000    72.2770     83.5603     44.2588     51.8800     4153.000   
3832.604   70.89999     72.0000    231.7395    272.2701    64.4169     74.4732     4091.000   
3832.452   71.09999     62.7000    373.2502    439.5415    173.3804    196.7886    4082.000   
3832.299   71.09999     56.0000    431.5190    511.6820    839.4600    993.1160    4074.000   
3832.147   71.20000     51.8000    453.9417    540.7544    746.4486    883.0801    4094.000   
3831.995   71.59999     53.6000    439.5415    527.2297    335.7376    412.0975    4093.000   
3831.842   71.20000     64.5000    285.7591    345.9394    179.8871    222.8435    4125.000   
3831.690   71.00000     81.6000    148.9361    185.3531    100.4616    126.7652    4150.000   
3831.537   71.59999     95.7000    95.7194     121.6186    68.8652     88.7156     4155.000   
3831.385   72.00000     98.3000    81.2830     104.4720    60.9537     78.1628     4135.000   
3831.232   72.20000     87.2000    98.6279     127.3503    69.3426     91.8333     4108.000   
3831.080   72.59999     68.7000    149.9685    184.5016    106.9055    137.7209    4096.000   
3830.928   72.50000     54.5000    201.3724    239.3315    187.9316    241.5460    4126.000   
3830.775   72.20000     52.9000    210.8628    247.1723    325.0873    373.2502    4175.000   
3830.623   72.39999     62.8000    201.8367    233.8837    319.8896    353.9974    4167.000   
3830.471   72.70000     78.2000    173.3804    196.3360    114.8153    129.4196    4115.000   
3830.318   72.30000     94.2000    116.1449    130.9182    62.0869     71.7794     4118.000   
3830.166   72.30000     108.9000   59.0201     68.0769     45.6037     53.3335     4115.000   
3830.013   72.09999     120.0000   44.6684     52.3600     39.6278     46.1318     4128.000   
3829.861   71.80000     124.4000   42.6580     50.1187     33.6512     40.3645     4163.000   
3829.708   71.80000     121.4000   44.0555     51.5229     42.4620     50.3501     4228.000   
3829.556   72.30000     115.0000   47.0977     54.8277     52.3600     60.5341     4245.000   
3829.404   71.80000     109.3000   51.6416     59.5662     52.6017     60.8135     4202.000   
3829.251   71.50000     106.6000   54.7016     62.2300     54.7016     62.3735     4113.000   
3829.099   71.50000     107.2000   56.4937     63.6796     56.4937     64.2688     4081.000   
3828.946   71.39999     108.6000   58.3445     65.0130     57.8096     63.5331     4087.000   
3828.794   71.20000     109.0000   59.7035     66.0694     61.0942     67.6083     4103.000   
3828.642   71.00000     108.6000   60.3949     66.0694     62.0869     67.7641     4115.000   
3828.489   71.50000     108.6000   60.1174     64.7142     61.5177     67.6083     4151.000   
3828.337   72.09999     109.1000   59.1562     62.6614     60.1174     64.1210     4163.000   
3828.185   72.09999     109.8000   58.0764     60.3949     55.9758     56.8853     4164.000   
3828.032   72.20000     111.5000   57.9429     58.8844     56.4937     57.4116     4179.000   
3827.880   72.70000     112.7000   58.3445     58.0764     56.3638     56.2341     4176.000   
3827.728   71.80000     111.2000   58.7489     58.2103     60.9537     59.9791     4150.000   
3827.575   71.80000     107.7000   59.2925     58.3445     62.0869     60.5341     4092.000   
3827.422   72.00000     104.7000   60.6736     59.2925     58.3445     57.1479     4122.000   
3827.270   71.80000     103.4000   61.2350     59.2925     59.1562     57.9429     4166.000   
3827.118   71.59999     102.4000   60.8135     58.6138     63.0957     61.0942     4203.000   
3826.965   71.59999     102.3000   60.1174     57.6767     63.8263     60.1174     4219.000   
3826.813   71.80000     104.4000   57.8096     55.2077     59.9791     56.8853     4228.000   
3826.661   72.00000     108.0000   54.5758     52.2396     54.9541     52.7230     4179.000   
3826.508   71.70000     111.6000   50.9331     48.9779     47.2063     45.7088     4119.000   
3826.356   71.80000     114.1000   47.7529     46.0257     47.2063     45.8142     4067.000   
3826.203   72.00000     116.5000   45.0817     43.4510     45.6037     43.9542     4071.000   
3826.051   71.80000     118.3000   44.0555     42.1696     43.9542     42.1696     4097.000   
3825.898   71.80000     117.4000   43.2514     41.1150     41.8794     39.7192     4112.000   
3825.746   72.09999     113.7000   42.8549     40.8319     41.9759     39.5367     4108.000   
3825.594   72.09999     109.4000   43.0527     40.7380     43.1519     40.4576     4101.000   
3825.441   71.89999     107.4000   43.5512     41.2097     43.7522     42.6580     4089.000   
3825.289   73.09999     109.3000   43.6516     41.3048     44.6684     41.4000     4102.000   
3825.137   72.39999     112.5000   43.4510     41.1150     44.4631     42.0727     4128.000   
3824.984   72.39999     113.0000   43.3511     40.4576     42.5598     40.3645     4137.000   
3824.832   72.59999     109.6000   44.2588     41.1150     41.9759     39.1742     4119.000   
3824.679   72.39999     104.9000   45.9198     42.1696     43.2514     39.4457     4096.000   
3824.527   71.89999     101.9000   48.3059     43.8531     49.4311     44.5656     4102.000   
3824.375   72.30000     99.8000    50.9331     45.9198     52.7230     47.4242     4115.000   
3824.222   72.50000     98.2000    54.8277     49.3174     54.2001     48.7528     4125.000   
3824.070   71.30000     98.7000    57.6767     51.7607     55.4626     49.8884     4147.000   
