WellName:  1API 0001  PR
Field:     PR-01
Operator:  PETROBRAS
Country:   BRA
RunNumber: 0

DEPT       GR         CALI       MSFL       DT         TT1        TT2        TT3        TT4        TENS       
M          GAPI       IN         OHMM       US/F       US         US         US         US         LB         
3968.850   88.6000    8.439999   173.78     59.00000   299.0000   295.0000   416.0000   411.0000   4372.000   
3968.697   89.9000    8.430000   226.99     58.10000   301.0000   296.0000   414.0000   408.0000   4372.000   
3968.545   95.0000    8.420000   337.29     57.50000   305.0000   298.0000   415.0000   409.0000   4367.000   
3968.393   104.2000   8.449999   363.92     57.80000   304.0000   299.0000   415.0000   412.0000   4352.000   
3968.240   115.0000   8.480000   273.53     58.60000   302.0000   298.0000   416.0000   413.0000   4352.000   
3968.088   122.0000   8.480000   153.82     59.60000   301.0000   301.0000   416.0000   415.0000   4348.000   
3967.936   123.0000   8.480000   93.97      60.30000   297.0000   297.0000   418.0000   418.0000   4338.000   
3967.783   122.4000   8.529999   113.76     60.30000   294.0000   294.0000   421.0000   423.0000   4313.000   
3967.630   124.9000   8.439999   180.72     59.90000   294.0000   291.0000   424.0000   422.0000   4318.000   
3967.478   133.5000   8.439999   239.88     59.30000   295.0000   289.0000   424.0000   414.0000   4333.000   
3967.326   147.6000   8.410000   256.45     59.20000   299.0000   293.0000   418.0000   409.0000   4343.000   
3967.173   158.7000   8.439999   236.59     59.40000   302.0000   295.0000   414.0000   405.0000   4372.000   
3967.021   155.6000   8.439999   220.80     59.10000   303.0000   297.0000   414.0000   407.0000   4377.000   
3966.869   136.4000   8.449999   256.45     58.30000   302.0000   298.0000   415.0000   410.0000   4372.000   
3966.716   113.1000   8.430000   348.34     57.40000   303.0000   298.0000   415.0000   416.0000   4367.000   
3966.564   98.0000    8.459999   416.87     57.70000   300.0000   300.0000   415.0000   417.0000   4377.000   
3966.411   94.2000    8.480000   386.37     60.00000   296.0000   300.0000   416.0000   418.0000   4372.000   
3966.259   101.1000   8.529999   254.68     62.10000   293.0000   295.0000   417.0000   419.0000   4348.000   
3966.106   112.7000   8.590000   125.89     62.80000   292.0000   293.0000   420.0000   422.0000   4309.000   
3965.954   114.7000   8.500000   68.87      62.30000   292.0000   292.0000   422.0000   423.0000   4318.000   
3965.802   98.8000    8.420000   83.95      61.30000   295.0000   294.0000   425.0000   418.0000   4318.000   
3965.649   74.1000    8.420000   147.91     60.00000   299.0000   295.0000   425.0000   414.0000   4362.000   
3965.497   57.6000    8.449999   202.77     58.90000   304.0000   298.0000   423.0000   413.0000   4392.000   
3965.345   54.8000    8.449999   274.79     58.50000   307.0000   298.0000   421.0000   413.0000   4396.000   
3965.192   58.6000    8.439999   522.40     58.60000   310.0000   301.0000   419.0000   415.0000   4377.000   
3965.040   62.2000    8.449999   857.04     59.30000   313.0000   303.0000   420.0000   416.0000   4367.000   
3964.887   63.0000    8.520000   924.70     60.50000   309.0000   302.0000   426.0000   420.0000   4387.000   
3964.735   62.1000    8.529999   628.06     61.20000   299.0000   297.0000   427.0000   422.0000   4387.000   
3964.583   61.5000    8.520000   244.91     61.40000   296.0000   294.0000   428.0000   426.0000   4377.000   
3964.430   61.3000    8.539999   81.85      61.20000   297.0000   292.0000   428.0000   425.0000   4357.000   
3964.278   59.5000    8.490000   81.85      60.60000   298.0000   293.0000   426.0000   420.0000   4357.000   
3964.125   55.5000    8.469999   84.92      60.10000   302.0000   294.0000   424.0000   414.0000   4372.000   
3963.973   52.6000    8.490000   96.83      59.70000   304.0000   295.0000   422.0000   413.0000   4392.000   
3963.820   55.2000    8.449999   158.85     59.10000   306.0000   297.0000   421.0000   413.0000   4421.000   
3963.668   62.6000    8.449999   278.61     58.50000   306.0000   297.0000   419.0000   415.0000   4411.000   
3963.516   69.0000    8.459999   361.41     58.40000   304.0000   296.0000   420.0000   418.0000   4396.000   
3963.363   68.9000    8.480000   326.59     59.00000   304.0000   297.0000   419.0000   417.0000   4396.000   
3963.211   62.5000    8.500000   211.84     60.30000   301.0000   299.0000   417.0000   416.0000   4411.000   
3963.059   53.9000    8.490000   122.74     61.30000   296.0000   297.0000   419.0000   416.0000   4421.000   
3962.906   46.9000    8.500000   87.90      62.00000   292.0000   293.0000   420.0000   422.0000   4411.000   
3962.754   41.9000    8.480000   67.92      62.30000   293.0000   293.0000   421.0000   422.0000   4372.000   
