WellName:  1API 0001  PR
Field:     PR-01
Operator:  PETROBRAS
Country:   BRA
RunNumber: 0

DEPT       CALI       GR         BIT        FFDC       NFDC       RHOB       DRHO        FCNL       NCNL       NPHI       TENS       
M          IN         GAPI       IN         CPS        CPS        G/CC       G/CC        CPS        CPS        LS         LB         
5888.938   8.68447    25.6651    8.500000   642.846    637.4894   2.199109   0.142837    577.718    644.0293   4.8527     6175.944   
5888.785   8.68447    28.6486    8.500000   640.744    641.9324   2.209969   0.149232    567.256    622.1334   4.5248     6123.484   
5888.633   8.69912    30.6903    8.500000   622.925    642.6814   2.222980   0.155833    557.937    593.2789   4.0892     6123.484   
5888.480   8.69912    30.1723    8.500000   614.823    635.4755   2.229690   0.149129    538.438    566.3649   3.9769     6123.484   
5888.328   8.69912    27.5177    8.500000   601.950    622.5812   2.209988   0.136415    503.322    544.4304   4.5181     6108.234   
5888.176   8.71377    23.3741    8.500000   642.498    606.8938   2.145618   0.102297    451.935    520.8439   5.6847     6113.725   
5888.023   8.71194    20.5524    8.500000   727.088    593.8757   2.039763   0.059663    394.828    490.5812   7.1945     6158.255   
5887.871   8.72842    20.2747    8.500000   837.885    585.1268   1.927458   0.019055    344.593    456.7693   8.4232     6151.850   
5887.718   8.72842    21.3792    8.500000   925.781    576.8073   1.836644   -0.012714   311.271    419.5884   8.9272     6146.055   
5887.565   8.72842    22.8738    8.500000   989.030    572.2362   1.783249   -0.032494   292.247    388.3909   8.8521     6153.069   
5887.413   8.71377    24.0281    8.500000   995.036    570.0487   1.763527   -0.036869   283.826    375.4466   8.7979     6195.465   
5887.261   8.74306    25.1269    8.500000   997.476    571.1613   1.761257   -0.035748   287.345    384.5773   8.8279     6254.024   
5887.108   8.72842    25.7185    8.500000   1001.078   573.2428   1.762018   -0.033461   314.905    418.9439   8.7396     6288.795   
5886.956   8.72842    26.9514    8.500000   1004.732   577.1925   1.765851   -0.028514   358.331    468.5369   8.2891     6288.185   
5886.804   8.74306    29.1937    8.500000   1004.121   583.3073   1.783071   -0.019684   407.587    514.7382   7.6142     6284.524   
5886.651   8.74306    33.6341    8.500000   962.935    591.7827   1.829981   0.000607    444.992    545.9255   6.9849     6160.694   
5886.499   8.75771    37.5378    8.500000   862.333    592.6195   1.918609   0.023825    464.547    559.6895   6.6038     6116.164   
5886.347   8.74307    41.0707    8.500000   718.781    585.6119   2.044271   0.050378    465.966    560.7950   6.4860     6143.615   
5886.194   8.75771    42.3946    8.500000   588.148    580.4656   2.184181   0.083164    465.054    558.6744   6.4049     6178.385   
5886.042   8.71377    41.1864    8.500000   502.366    583.8829   2.296239   0.119516    463.136    552.3923   6.3296     6184.484   
5885.890   8.68447    39.1935    8.500000   485.759    597.7461   2.345563   0.145626    459.631    545.0234   6.2717     6238.164   
5885.737   8.68447    37.4027    8.500000   514.155    612.5347   2.333623   0.154473    461.399    548.4799   6.1593     6275.069   
5885.585   8.72842    35.4910    8.500000   552.858    618.5621   2.291111   0.148062    480.680    561.5715   5.8356     6244.265   
5885.433   8.74306    34.3848    8.500000   581.752    611.3252   2.247472   0.128156    516.342    589.8435   5.3243     6207.055   
5885.280   8.76137    36.8034    8.500000   593.775    602.5154   2.226107   0.112072    577.531    638.6392   4.6172     6138.734   
5885.128   8.75771    40.3361    8.500000   572.479    594.8567   2.238875   0.108799    658.656    694.0011   3.7971     6092.375   
5884.975   8.75771    44.7963    8.500000   526.969    580.3212   2.277548   0.104906    734.294    742.4535   3.0512     6099.084   
5884.822   8.75771    47.5256    8.500000   465.145    546.9178   2.330008   0.080847    791.287    778.5382   2.5622     6177.164   
5884.670   8.77236    48.3792    8.500000   393.309    504.6885   2.392840   0.047958    825.833    793.2510   2.2928     6165.575   
5884.518   8.66983    47.4776    8.500000   330.167    466.0931   2.465544   0.017179    832.694    794.5962   2.2619     6155.204   
5884.365   8.62589    48.1991    8.500000   291.517    456.6754   2.537332   0.025187    830.915    797.4834   2.3132     6172.895   
5884.213   8.61307    48.0197    8.500000   288.059    483.3483   2.578202   0.074483    828.530    798.6936   2.3624     6166.185   
5884.061   8.62589    49.9678    8.500000   330.674    534.9055   2.558146   0.130677    820.934    790.8549   2.3543     6149.715   
5883.908   8.61124    51.7629    8.500000   407.019    585.6011   2.484389   0.164003    803.791    771.8239   2.3313     6186.314   
5883.756   8.74306    51.8527    8.500000   491.977    622.8191   2.392980   0.177044    770.793    737.3967   2.2676     6152.155   
5883.604   8.76137    47.9670    8.500000   564.042    641.6304   2.314758   0.174322    715.210    694.7433   2.4557     6132.635   
5883.451   8.78115    41.4953    8.500000   608.812    649.2067   2.260005   0.168761    648.869    654.0051   2.9486     6175.335   
5883.299   8.79433    35.8351    8.500000   629.971    643.8456   2.224713   0.155082    589.364    621.8682   3.6599     6153.069   
5883.146   8.80165    35.7692    8.500000   638.028    633.9867   2.198141   0.139787    554.989    602.6394   4.1237     6110.064   
5882.994   8.78701    40.6555    8.500000   652.279    627.6313   2.177433   0.127048    550.201    595.5011   4.0644     6100.915   
5882.842   8.81630    46.8499    8.500000   661.710    628.2948   2.172181   0.125052    569.156    593.5271   3.4829     6089.935   
5882.689   8.82729    52.6324    8.500000   646.098    632.0601   2.196246   0.134760    596.036    596.2635   2.7854     6080.175   
5882.537   8.81630    54.5834    8.500000   590.760    623.4509   2.256500   0.141320    620.244    601.0679   2.3495     6096.035   
5882.384   8.83095    57.0151    8.500000   508.430    608.9629   2.344213   0.151877    643.026    609.8276   2.0854     6108.845   
5882.231   8.81630    59.8812    8.500000   441.642    599.7982   2.428216   0.167485    664.787    622.1399   1.9657     6123.790   
5882.079   8.83095    61.9119    8.500000   419.794    604.1011   2.471422   0.183531    686.442    641.7156   1.9077     6116.774   
5881.927   8.82729    59.6013    8.500000   438.069    616.9147   2.465180   0.192363    708.816    660.4995   1.9018     6152.765   
5881.774   8.83095    57.4588    8.500000   471.500    628.9302   2.422756   0.193610    712.454    666.1874   1.9844     6178.995   
5881.622   8.83095    54.3615    8.500000   515.309    629.2429   2.360529   0.176266    679.135    653.1465   2.2663     6238.774   
5881.470   8.84560    49.2220    8.500000   562.690    628.2227   2.289632   0.157349    621.949    624.5162   2.8617     6200.955   
5881.317   8.84560    42.1378    8.500000   617.643    628.5604   2.220660   0.139172    555.160    590.9750   3.8824     6175.944   
5881.165   8.84377    33.6236    8.500000   666.088    627.3822   2.160255   0.122533    500.000    564.1793   4.9142     6157.035   
5881.013   8.84560    25.6881    8.500000   701.520    622.6656   2.113993   0.105941    468.804    548.1316   5.7085     6119.215   
5880.860   8.84560    24.6280    8.500000   722.202    617.0712   2.081264   0.092674    449.681    538.5317   6.3726     6096.645   
5880.708   8.86025    29.0968    8.500000   742.166    616.3549   2.057242   0.086266    432.537    537.6803   7.0112     6080.175   
5880.556   8.86025    34.5569    8.500000   760.656    615.6030   2.039700   0.080340    424.711    539.5847   7.5011     6103.354   
5880.403   8.86025    39.1447    8.500000   770.055    616.8356   2.030124   0.079539    422.398    539.8383   7.6495     6133.854   
5880.251   8.86025    43.4904    8.500000   774.156    618.9407   2.025875   0.081294    421.473    534.3983   7.4729     6183.265   
5880.099   8.87490    45.9797    8.500000   785.279    623.4321   2.025644   0.084419    420.613    522.2377   7.0686     6207.055   
5879.946   8.87490    46.2198    8.500000   779.602    626.0530   2.039020   0.089334    420.200    511.2992   6.5682     6250.975   
5879.793   8.88954    43.8303    8.500000   744.577    628.1458   2.077957   0.101280    427.861    506.4576   6.0484     6241.215   
5879.641   8.87673    43.8675    8.500000   678.822    625.0928   2.144967   0.115726    445.089    517.0216   5.6620     6211.935   
5879.488   8.88954    45.7742    8.500000   602.087    623.5015   2.232165   0.137591    468.324    539.1636   5.4596     6163.744   
5879.336   8.90419    47.9866    8.500000   530.243    621.4885   2.321337   0.160309    497.339    573.0529   5.3819     6160.694   
5879.184   8.88955    46.5361    8.500000   483.509    621.5347   2.392706   0.178807    532.380    611.2397   5.2015     6179.300   
5879.031   8.88954    41.2792    8.500000   448.536    609.7944   2.441840   0.178049    581.174    648.0223   4.6103     6205.225   
5878.879   8.90969    33.6351    8.500000   412.562    587.6483   2.481281   0.164183    640.739    676.1100   3.6652     6271.715   
5878.727   8.87490    29.5938    8.500000   378.536    570.0182   2.510458   0.156209    700.697    701.5380   2.7736     6308.314   
5878.574   8.75772    28.4623    8.500000   378.386    570.5619   2.511177   0.157075    748.182    719.3657   2.2966     6313.805   
5878.422   8.90419    28.6030    8.500000   413.524    590.3151   2.478109   0.167459    780.619    728.9493   1.8807     6290.015   
5878.270   8.91884    29.2780    8.500000   465.445    619.6840   2.428886   0.183951    805.637    734.8043   1.6405     6168.015   
5878.117   8.91884    31.1585    8.500000   502.450    626.9304   2.386731   0.178272    832.895    741.4092   1.4344     6084.444   
5877.965   8.71377    33.3117    8.500000   489.444    598.6747   2.372810   0.145399    863.681    748.1438   1.3471     6065.535   
5877.812   8.56730    36.3557    8.500000   429.981    547.8586   2.396713   0.097976    888.776    758.3667   1.2906     6100.305   
5877.660   8.46477    37.9785    8.500000   364.387    501.7184   2.447637   0.058343    902.447    764.7216   1.2901     6157.035   
5877.508   8.40617    38.1784    8.500000   319.018    476.7035   2.506178   0.042644    902.279    767.6743   1.3292     6223.524   
5877.355   8.43547    37.2578    8.500000   297.920    476.3804   2.551365   0.055756    898.684    770.0729   1.3833     6271.715   
5877.203   8.39885    34.9525    8.500000   298.283    485.4841   2.575759   0.071157    895.335    780.4194   1.4847     6292.455   
5877.050   8.58194    32.7957    8.500000   308.878    508.9310   2.582390   0.103163    895.080    784.1456   1.4447     6317.159   
5876.897   8.78701    33.2850    8.500000   332.350    539.4600   2.575024   0.136673    897.754    782.5990   1.3166     6330.274   
5876.745   8.68447    36.3177    8.500000   353.664    556.7972   2.555597   0.150396    904.408    776.8191   1.2590     6278.425   
5876.593   8.51419    40.1409    8.500000   357.636    546.7279   2.535701   0.133081    922.182    775.1704   1.1797     6165.880   
5876.440   8.47941    44.0394    8.500000   336.806    509.8661   2.526723   0.087383    953.898    779.5826   1.0383     6135.685   
5876.288   8.50870    46.5910    8.500000   298.477    459.1001   2.538523   0.024848    990.319    795.6146   0.9067     6109.455   
5876.136   8.49405    47.6976    8.500000   261.540    424.7690   2.570779   -0.012989   1029.275   816.0618   0.8327     6082.005   
5875.983   8.49772    48.6423    8.500000   242.445    416.7244   2.605305   -0.013641   1070.202   840.5259   0.7737     6074.685   
5875.831   8.49405    48.8883    8.500000   237.183    415.0685   2.623839   -0.012547   1106.554   862.7837   0.7308     6124.095   
5875.679   8.49405    47.4730    8.500000   238.611    417.8192   2.627489   -0.008288   1121.745   868.6342   0.7063     6141.784   
5875.526   8.50870    47.2670    8.500000   246.326    429.6984   2.624117   0.008523    1091.777   847.6897   0.7354     6140.260   
5875.374   8.49772    49.0018    8.500000   259.903    446.8008   2.614236   0.030057    1015.418   808.0741   0.8927     6182.044   
5875.222   8.52335    49.6699    8.500000   277.908    466.0934   2.599154   0.051610    921.224    771.4448   1.1697     6232.675   
5875.069   8.55265    47.9410    8.500000   292.215    479.6620   2.581995   0.065294    853.445    753.4886   1.5212     6196.075   
5874.917   8.53800    45.2619    8.500000   298.334    478.2059   2.566597   0.058639    824.962    759.1213   1.8630     6136.295   
5874.765   8.55265    41.2119    8.500000   298.145    472.5258   2.555829   0.048891    818.052    768.1298   2.0886     6178.995   
5874.612   8.54715    37.7701    8.500000   296.032    466.4992   2.554183   0.039704    803.447    762.9929   2.2185     6120.435   
5874.459   8.55265    35.0923    8.500000   297.213    474.9113   2.559012   0.053679    777.786    741.2375   2.2842     6144.225   
5874.307   8.53800    32.7225    8.500000   316.009    505.5652   2.550788   0.093118    749.214    717.4358   2.3226     6158.255   
5874.154   8.59659    29.3860    8.500000   368.216    552.2354   2.500144   0.135539    735.334    702.4312   2.2746     6134.465   
5874.002   8.93348    27.5243    8.500000   457.877    594.7301   2.400180   0.153259    736.848    700.9254   2.0173     6153.375   
5873.850   8.99207    27.0864    8.500000   572.173    623.9342   2.272750   0.148346    746.129    702.6028   1.8829     6218.645   
5873.697   9.00672    26.8468    8.500000   679.105    626.8173   2.151291   0.117921    756.291    700.6586   1.7311     6234.505   
5873.545   8.99207    25.7692    8.500000   754.679    620.4364   2.062027   0.088380    764.358    694.8622   1.5938     6194.854   
5873.393   9.02137    24.3880    8.500000   793.018    616.7753   2.015945   0.073586    768.876    690.4645   1.4890     6239.995   
5873.240   9.00672    22.6864    8.500000   803.879    621.5605   2.004034   0.077257    763.224    684.9886   1.4869     6235.115   
5873.088   9.00855    22.1031    8.500000   803.362    626.8663   2.003984   0.084409    741.025    671.2802   1.5623     6161.915   
5872.936   9.02137    24.4792    8.500000   822.303    634.5393   1.998599   0.089806    705.436    651.0862   1.7330     6128.975   
5872.783   9.02137    28.8558    8.500000   840.067    637.0698   1.991896   0.088826    665.089    634.5215   2.0359     6127.145   
5872.631   9.03602    32.0005    8.500000   842.854    643.8357   1.997477   0.096896    631.713    626.5342   2.4585     6107.624   
5872.479   9.03602    32.7261    8.500000   822.891    647.6879   2.021548   0.106614    617.841    635.5369   2.9469     6135.380   
5872.326   9.03602    31.3828    8.500000   783.366    650.6381   2.058711   0.120206    618.148    647.5654   3.2691     6093.595   
5872.174   9.05799    28.6147    8.500000   740.876    648.9717   2.095234   0.129231    624.418    652.0167   3.2056     6184.484   
5872.021   9.03602    25.7786    8.500000   718.228    647.0142   2.120198   0.132938    632.817    646.8691   2.9166     6225.965   
5871.868   9.05066    25.0404    8.500000   701.137    642.5059   2.134601   0.131971    642.948    642.5963   2.5666     6266.225   
5871.716   9.04151    26.3749    8.500000   689.819    639.4832   2.138304   0.131325    655.225    641.6985   2.3321     6299.774   
5871.563   9.05066    28.2028    8.500000   698.961    636.4078   2.129639   0.124710    669.727    649.0750   2.1659     6329.055   
5871.411   9.05066    28.9966    8.500000   714.884    637.0614   2.111953   0.121059    686.484    657.4320   2.0450     6355.284   
5871.259   9.06531    28.1425    8.500000   737.902    639.0393   2.096171   0.117290    698.341    662.0586   1.9342     6388.225   
5871.106   9.07446    25.0414    8.500000   742.510    639.8716   2.092652   0.117118    706.149    664.3975   1.8727     6432.755   
5870.954   9.06531    22.5161    8.500000   728.952    640.9083   2.106303   0.122140    705.138    664.6873   1.8860     6474.845   
5870.802   9.06531    21.6649    8.500000   706.540    643.1987   2.127374   0.131327    701.184    666.0327   1.9604     6510.835   
5870.649   9.05066    21.6122    8.500000   692.848    643.4148   2.146214   0.135516    693.268    666.8420   2.0631     6548.655   
5870.497   9.06531    20.8303    8.500000   683.358    646.9509   2.157670   0.142801    690.878    667.6232   2.1153     6329.055   
5870.345   9.07996    19.8392    8.500000   684.943    648.9819   2.162318   0.144929    689.799    666.7288   2.1082     6104.575   
5870.192   9.07446    18.4910    8.500000   685.320    649.5660   2.161790   0.145562    694.734    668.4637   2.0667     6038.694   
5870.040   9.07996    17.6979    8.500000   688.429    649.8452   2.163221   0.145013    707.878    675.8348   1.9487     5972.814   
5869.888   9.07996    18.1077    8.500000   679.862    650.1174   2.174974   0.147861    737.233    687.8572   1.7539     5972.204   
5869.735   9.09461    19.2005    8.500000   657.666    652.6056   2.203232   0.157651    769.624    698.1758   1.5298     6057.604   
5869.583   9.09461    20.3661    8.500000   624.327    655.5427   2.242393   0.171759    790.579    702.3666   1.3894     6130.805   
5869.431   9.09461    20.7024    8.500000   595.480    657.7568   2.277155   0.183998    788.344    700.0118   1.3812     6177.164   
5869.278   9.09095    21.0383    8.500000   581.217    655.4988   2.292064   0.186000    767.219    693.6320   1.4912     6207.664   
5869.125   9.10926    21.0018    8.500000   584.874    649.6257   2.284398   0.177309    744.665    686.9012   1.6239     6228.404   
5868.973   9.09094    20.5763    8.500000   595.840    642.4424   2.259997   0.164408    728.178    678.4771   1.7386     6252.805   
5868.820   9.10926    20.2569    8.500000   620.040    637.7269   2.223363   0.150363    716.332    671.8835   1.7883     6277.814   
5868.668   9.12390    19.3387    8.500000   655.277    634.1193   2.179363   0.134630    709.955    667.3781   1.8306     6239.995   
5868.516   9.10926    18.1865    8.500000   693.063    634.4368   2.141832   0.123841    707.092    670.5712   1.8826     6179.604   
5868.363   9.10742    17.6591    8.500000   716.256    641.5269   2.131077   0.126447    718.518    681.3380   1.8603     6111.284   
5868.211   9.12390    17.7831    8.500000   697.332    650.0784   2.157349   0.142743    744.358    693.6646   1.7237     6109.455   
5868.059   9.12390    18.0395    8.500000   654.059    657.5051   2.206022   0.164931    773.240    705.5731   1.5520     6199.734   
5867.906   9.12390    19.7111    8.500000   611.328    652.6230   2.250607   0.172273    796.607    712.9646   1.3840     6221.694   
5867.754   9.12390    21.5705    8.500000   581.580    641.7708   2.273623   0.168384    816.663    714.5476   1.2475     6217.425   
5867.602   9.12390    25.6267    8.500000   577.980    634.2280   2.269448   0.159853    823.351    714.0370   1.1647     6253.415   
5867.449   9.15320    30.6334    8.500000   601.823    633.6415   2.242515   0.151011    827.451    714.4808   1.1201     6171.064   
5867.297   9.14038    36.5022    8.500000   634.639    635.2448   2.204835   0.142490    829.424    715.5962   1.1068     6148.495   
5867.145   9.15320    42.8317    8.500000   670.933    638.5391   2.162469   0.135652    823.425    707.5681   1.0910     6183.875   
5866.992   9.13855    50.3322    8.500000   711.371    635.6459   2.113366   0.120204    780.592    671.9930   1.1635     6162.524   
5866.840   9.15686    52.6398    8.500000   756.391    628.5381   2.062727   0.098650    707.517    630.9583   1.4170     6165.575   
5866.688   9.13855    49.3619    8.500000   787.088    621.9272   2.019069   0.081961    635.007    604.3326   1.9421     6157.645   
5866.534   9.18249    40.3884    8.500000   812.148    613.6680   1.985663   0.064651    597.276    607.4497   2.5682     6144.835   
5866.382   9.16784    30.2276    8.500000   833.640    611.8685   1.966063   0.057004    613.726    641.8229   2.9274     6151.544   
5866.229   9.16784    22.7682    8.500000   838.737    616.9772   1.966199   0.062658    675.259    685.0654   2.6219     6158.255   
5866.077   9.18249    20.9988    8.500000   829.743    625.6748   1.978419   0.076382    735.952    711.5223   2.1373     6107.015   
5865.925   9.17333    20.5284    8.500000   824.679    629.1954   1.987972   0.082241    773.759    728.7737   1.8482     6067.975   
5865.772   9.18249    20.3711    8.500000   824.099    628.1768   1.979386   0.081043    792.891    738.9225   1.7087     6108.234   
5865.620   9.19714    20.1956    8.500000   856.379    621.1832   1.944339   0.064112    799.415    738.7212   1.5798     6147.580   
5865.468   9.18249    20.0120    8.500000   917.796    615.5734   1.891752   0.042776    805.417    725.1464   1.3836     6205.225   
5865.315   9.19714    19.7086    8.500000   973.456    612.7067   1.845495   0.027151    813.660    704.0530   1.1395     6250.975   
5865.163   9.18981    19.4565    8.500000   1004.192   613.0149   1.819908   0.021355    811.639    684.6669   1.0050     6285.135   
5865.011   9.19714    19.4501    8.500000   1010.121   613.8284   1.813631   0.021275    778.985    663.1390   1.0506     6307.704   
5864.858   9.19714    19.9022    8.500000   1005.835   616.5231   1.817188   0.025745    719.448    635.1644   1.2456     6341.255   
5864.706   9.18981    20.9639    8.500000   1004.680   619.6086   1.822212   0.030100    653.461    595.1033   1.4531     6377.854   
5864.554   9.19714    21.6907    8.500000   1000.176   619.2623   1.826122   0.030537    605.597    556.8489   1.5234     6426.044   
5864.401   9.19714    22.1790    8.500000   995.460    619.5994   1.828170   0.031931    591.191    536.1301   1.4787     6376.635   
5864.249   9.21179    22.1395    8.500000   994.159    616.9800   1.826335   0.028690    602.232    542.5448   1.4362     6142.395   
5864.097   9.20629    21.9332    8.500000   997.376    613.8185   1.821692   0.023800    619.644    563.1108   1.4788     6049.064   
5863.943   9.21179    21.9691    8.500000   1000.134   612.9977   1.819744   0.022142    640.850    588.3895   1.5464     5974.645   
5863.791   9.21179    21.8979    8.500000   996.032    614.3705   1.831117   0.024813    658.423    607.6403   1.6005     5991.725   
5863.639   9.21179    21.5790    8.500000   957.587    618.4178   1.870342   0.038104    675.938    626.5311   1.6541     6006.060   
5863.486   9.24108    21.6154    8.500000   880.288    627.3153   1.938257   0.066729    688.617    644.6698   1.7132     6041.135   
5863.334   9.24108    21.3625    8.500000   801.891    634.4648   2.012531   0.094733    692.772    654.3772   1.8085     6067.975   
5863.182   9.25573    20.2814    8.500000   753.790    640.5325   2.064754   0.114959    678.539    648.9734   1.9427     6113.725   
5863.029   9.24108    19.4046    8.500000   742.534    642.6589   2.081540   0.120705    645.501    631.5613   2.2130     6133.854   
5862.877   9.25573    18.4430    8.500000   759.172    641.1934   2.073363   0.114391    596.722    605.8392   2.6636     6184.484   
5862.725   9.24108    17.8438    8.500000   769.834    639.9650   2.064509   0.110019    548.812    581.5311   3.4383     6193.024   
5862.572   9.25573    18.0318    8.500000   762.267    639.9277   2.066722   0.111944    512.095    568.3248   4.2064     6145.444   
5862.420   9.25573    18.4015    8.500000   756.578    641.4830   2.074180   0.115446    493.996    562.9202   4.7328     6160.694   
5862.268   9.25573    18.6943    8.500000   756.062    646.0977   2.080151   0.121508    489.520    560.9443   4.9667     6201.564   
5862.115   9.25573    18.9566    8.500000   751.553    644.9462   2.085119   0.121230    487.650    562.0596   5.0615     6213.155   
5861.963   9.27038    19.0201    8.500000   739.297    639.8158   2.096734   0.117915    487.707    562.9091   5.1208     6260.734   
5861.811   9.25573    18.6440    8.500000   705.399    633.4744   2.119053   0.119061    485.659    563.1185   5.2150     6276.595   
5861.658   9.27038    19.3961    8.500000   678.020    630.9050   2.152278   0.123613    484.420    564.5001   5.2805     6307.399   
5861.506   9.28502    26.6903    8.500000   645.024    636.6281   2.198467   0.141045    482.503    562.7435   5.2633     6265.005   
5861.354   9.27038    37.6427    8.500000   608.780    650.8174   2.261173   0.170818    483.258    559.6758   5.1812     6145.444   
5861.200   9.28502    45.7654    8.500000   558.854    658.5007   2.330063   0.197617    482.979    556.1062   5.0479     6086.274   
5861.048   9.27038    45.9549    8.500000   506.770    645.6194   2.394176   0.200839    483.980    554.9608   4.9564     6050.895   
5860.896   9.25573    38.0607    8.500000   457.425    627.3777   2.410643   0.197621    490.860    559.6451   4.8799     6016.124   
5860.743   9.15026    26.7274    8.500000   499.398    608.4397   2.351213   0.154748    507.700    577.5397   4.8348     6036.255   
5860.591   9.24108    19.7310    8.500000   574.590    602.7513   2.253013   0.118960    549.441    615.1725   4.3561     6100.915   
5860.438   9.29967    17.1737    8.500000   635.562    610.2323   2.196635   0.109001    623.152    668.4379   3.4915     6118.300   
5860.286   9.29528    16.0922    8.500000   630.995    625.7509   2.212178   0.131196    717.011    720.9556   2.4957     6111.284   
5860.134   9.29967    15.2064    8.500000   574.656    632.3807   2.290154   0.158596    801.252    757.7188   1.8197     6115.555   
5859.981   9.29967    14.5252    8.500000   496.824    638.4481   2.380672   0.195568    856.490    771.0048   1.4204     6096.645   
5859.829   9.31432    14.5721    8.500000   470.863    641.5052   2.435503   0.210240    870.810    767.1046   1.2305     6081.395   
5859.677   9.30846    15.3495    8.500000   459.554    627.9915   2.449276   0.197502    866.587    762.6644   1.1992     6087.495   
5859.524   9.29967    16.3027    8.500000   439.227    602.6492   2.449983   0.172501    861.222    762.9346   1.2237     6094.814   
5859.372   8.97742    17.4252    8.500000   423.209    580.6422   2.420522   0.149178    862.424    764.3711   1.3831     6142.395   
5859.220   9.02137    17.8041    8.500000   476.861    571.8304   2.331221   0.112690    861.477    765.3599   1.3830     6180.520   
5859.067   9.32897    18.8765    8.500000   583.203    578.6162   2.205113   0.082213    842.619    752.0953   1.2902     6218.645   
5858.915   9.35826    19.2247    8.500000   694.019    598.8168   2.101655   0.075813    803.426    724.1073   1.3594     6255.854   
5858.763   9.36119    19.4689    8.500000   755.025    610.7855   2.050157   0.075331    753.142    691.1226   1.4843     6233.895   
5858.609   9.35826    18.6833    8.500000   751.179    609.9901   2.048664   0.075276    705.391    658.8418   1.6476     6205.225   
5858.457   9.34361    18.4961    8.500000   708.849    605.5789   2.070717   0.080868    666.057    635.6498   1.8413     6158.255   
5858.305   9.37291    18.2340    8.500000   691.808    600.4916   2.086877   0.078757    642.703    625.5210   2.0314     6104.575   
5858.152   9.34801    19.2011    8.500000   690.706    599.0389   2.091167   0.077075    625.084    620.3700   2.3022     6042.354   
5858.000   9.35826    19.7602    8.500000   688.708    600.8066   2.097476   0.080088    614.315    627.7754   2.5641     6053.335   
5857.848   9.36119    20.2576    8.500000   685.537    609.8600   2.111919   0.093371    629.992    647.9817   2.5960     6083.835   
5857.695   9.35826    21.0189    8.500000   680.570    621.7063   2.134997   0.110723    674.330    672.2271   2.2306     6155.204   
5857.543   9.35826    21.7583    8.500000   666.637    634.0803   2.161885   0.131145    742.380    697.7134   1.7126     6207.055   
5857.391   9.38755    21.9820    8.500000   645.514    632.1398   2.187061   0.135045    808.212    719.3700   1.2923     6244.875   
5857.238   9.38756    22.1647    8.500000   595.474    600.9738   2.214385   0.109385    837.859    725.3470   1.1228     6257.685   
5857.086   9.09753    28.8732    8.500000   511.718    546.7487   2.261000   0.061524    811.172    714.5132   1.3498     6238.774   
5856.934   8.71377    45.1469    8.500000   415.461    494.2866   2.338703   0.019796    746.723    691.3451   1.9462     6221.084   
5856.781   8.74306    65.4944    8.500000   337.934    463.5946   2.438182   0.008089    667.080    662.5496   2.6972     6150.935   
5856.629   8.79433    80.7176    8.500000   297.206    464.0182   2.519330   0.034506    609.947    647.4647   3.6547     6069.194   
5856.477   9.05066    82.9036    8.500000   306.741    489.1345   2.541786   0.071761    607.557    661.6506   3.8653     6050.895   
5856.324   9.07995    71.7251    8.500000   347.218    517.6299   2.507832   0.093790    647.915    690.2085   3.5999     6082.005   
5856.172   9.09460    56.4135    8.500000   396.841    547.3458   2.451709   0.113229    692.559    712.7565   3.1308     6109.455   
5856.020   9.10925    47.2656    8.500000   450.116    576.0834   2.400923   0.130349    707.738    722.6710   2.9877     6113.115   
5855.866   9.10925    44.0700    8.500000   489.086    599.3230   2.368938   0.146440    687.053    717.7169   3.3595     6139.345   
5855.714   9.26891    43.9794    8.500000   504.797    613.1318   2.361712   0.158948    648.884    706.2323   3.8280     6160.084   
5855.562   9.27037    42.0362    8.500000   504.704    625.2046   2.371868   0.175100    626.870    699.8208   4.2687     6158.864   
5855.409   9.32896    37.8122    8.500000   499.830    631.7939   2.386821   0.185702    626.281    698.3976   4.2732     6141.175   
5855.257   9.35826    33.0531    8.500000   497.101    637.2583   2.397541   0.193915    629.041    692.5620   4.0708     6124.704   
5855.104   9.36118    31.6802    8.500000   498.555    642.1149   2.405041   0.199605    628.826    685.6886   3.8484     6157.949   
5854.952   9.37290    33.4006    8.500000   494.438    644.3394   2.415871   0.204122    622.990    671.5354   3.7160     6187.535   
5854.800   9.25572    37.9391    8.500000   476.130    636.8837   2.433189   0.202043    610.660    662.3873   3.7811     6186.314   
5854.647   8.83095    44.0860    8.500000   452.548    622.2201   2.448837   0.192942    606.369    653.2296   4.2153     6146.664   
5854.495   8.71377    51.2039    8.500000   426.403    589.9954   2.455805   0.160883    604.031    658.8348   4.3645     6132.024   
5854.343   8.74160    57.4400    8.500000   392.178    544.8043   2.460077   0.111744    623.484    675.9100   4.2364     6097.255   
5854.190   8.68447    61.4158    8.500000   355.680    504.1470   2.475596   0.067166    655.992    696.0602   3.9033     6056.080   
5854.038   8.64053    62.4838    8.500000   329.739    489.7344   2.508760   0.058327    687.007    706.4257   3.4828     6075.295   
5853.886   8.64053    63.9046    8.500000   317.518    501.6174   2.542778   0.085687    699.233    708.2557   3.1051     6122.265   
5853.733   8.62588    66.0882    8.500000   325.033    517.1783   2.550660   0.106262    701.454    698.1930   2.9087     6094.204   
5853.581   8.62588    67.2281    8.500000   343.881    524.9319   2.530560   0.107297    687.817    685.8401   2.8197     6098.475   
5853.429   8.64053    67.1797    8.500000   360.636    531.3828   2.506502   0.107884    683.028    677.7480   2.7297     6123.484   
