WellName:  1API 0001  PR
Field:     PR-01
Operator:  PETROBRAS
Country:   BRA
RunNumber: 0

DEPT       GR         CALI       FFDC       NFDC       RHOB       DRHO        NPHI       FCNL       NCNL       TENS       
M          GAPI       IN         CPS        CPS        G/CC       G/CC        %LS        CPS        CPS        LB         
3996.129   63.3000    9.90000    508.100    683.1000   2.465000   0.244000    1.15000    713.5000   687.1000   4439.000   
3995.977   69.3000    9.92000    479.700    681.2999   2.495000   0.244000    1.16000    695.0000   682.5000   4492.000   
3995.825   72.9000    9.92000    471.000    683.7999   2.507000   0.243000    1.33000    700.0000   691.2000   4519.000   
3995.672   72.3000    9.92000    479.400    679.0000   2.500000   0.232000    1.55000    683.4000   684.1000   4463.000   
3995.520   68.3000    9.80000    485.000    649.6000   2.491000   0.205000    1.86000    655.4000   628.1000   4445.000   
3995.367   61.4000    9.53000    459.000    593.9000   2.500000   0.165000    2.32000    563.1000   585.4000   4388.000   
3995.215   52.4000    9.25000    400.500    542.2999   2.529000   0.126000    2.88000    565.0000   583.1000   4317.000   
3995.062   43.2000    9.15000    347.500    522.7000   2.559000   0.104000    3.08000    600.9000   594.0000   4283.000   
3994.910   36.8000    9.12000    330.700    522.5000   2.572000   0.094000    2.73000    650.4000   668.2999   4346.000   
3994.758   34.8000    9.13000    333.500    511.4000   2.569000   0.079000    2.27000    678.2000   634.2999   4384.000   
3994.605   34.5000    9.08000    328.100    489.1000   2.563000   0.055000    2.07000    626.4000   645.5000   4402.000   
3994.453   34.6000    9.00000    317.700    475.8000   2.551000   0.035000    2.18000    645.5000   640.7000   4389.000   
3994.300   35.8000    8.99000    315.300    474.2000   2.536000   0.027000    2.40000    633.0000   651.9000   4409.000   
3994.148   38.9000    9.00000    320.200    474.7000   2.523000   0.024000    2.58000    626.4000   651.4000   4390.000   
3993.996   44.7000    8.97000    324.000    475.1000   2.513000   0.023000    2.81000    617.4000   652.4000   4366.000   
3993.843   52.5000    9.01000    325.900    477.9000   2.508000   0.029000    2.98000    625.7000   665.2999   4350.000   
3993.691   60.6000    8.97000    328.800    488.3000   2.507000   0.043000    3.17000    644.2000   649.0000   4302.000   
3993.539   64.3000    8.99000    334.300    506.7000   2.513000   0.065000    3.27000    591.1000   557.7999   4350.000   
3993.386   60.3000    8.97000    341.600    521.7999   2.526000   0.084000    3.42000    529.4000   564.0000   4422.000   
3993.234   51.7000    8.97000    343.400    519.4000   2.542000   0.084000    3.59000    517.4000   538.7999   4464.000   
3993.082   44.0000    8.99000    335.900    500.2000   2.553000   0.066000    3.67000    519.4000   562.1000   4508.000   
3992.929   43.8000    8.96000    323.800    482.2000   2.553000   0.046000    3.68000    514.5000   548.0000   4547.000   
3992.776   55.0000    8.96000    314.900    478.3000   2.548000   0.040000    3.70000    508.6000   581.5000   4605.000   
3992.624   74.7000    8.96000    315.400    487.2000   2.541000   0.050000    3.74000    535.9000   651.4000   4644.000   
3992.472   93.8000    8.95000    322.700    509.4000   2.540000   0.082000    3.78000    662.2999   737.7999   4699.000   
3992.319   104.6000   8.96000    331.800    546.5000   2.556000   0.130000    4.18000    519.4000   594.1000   4699.000   
3992.167   109.0000   8.97000    340.000    586.2999   2.590000   0.177000    5.57000    351.9000   451.4000   4689.000   
3992.015   112.8000   8.98000    346.200    611.5000   2.626000   0.207000    8.03000    279.2000   400.9000   4325.000   
3991.862   116.5000   8.97000    352.800    617.2999   2.645000   0.216000    10.77000   269.3000   429.4000   4180.000   
3991.710   116.2000   8.97000    358.400    613.7000   2.645000   0.213000    12.46000   266.6000   427.4000   4281.000   
3991.557   112.6000   8.98000    360.500    607.7999   2.639000   0.204000    12.68000   286.2000   454.9000   4347.000   
3991.405   109.3000   8.97000    358.300    590.2999   2.635000   0.184000    12.16000   315.6000   480.3000   4396.000   
3991.252   108.7000   8.99000    347.200    552.9000   2.636000   0.147000    11.59000   325.4000   507.8000   4449.000   
3991.100   110.0000   9.02000    323.200    508.4000   2.640000   0.103000    11.14000   342.1000   513.7000   4457.000   
3990.948   110.9000   9.00000    293.600    477.3000   2.646000   0.070000    10.93000   355.8000   501.9000   4440.000   
3990.795   109.6000   9.00000    271.900    467.2000   2.654000   0.055000    10.77000   355.8000   520.5000   4409.000   
3990.643   105.7000   9.01000    264.300    465.7000   2.658000   0.048000    10.52000   358.8000   494.1000   4371.000   
3990.491   103.4000   9.01000    265.200    461.9000   2.653000   0.042000    10.26000   356.8000   473.5000   4319.000   
3990.338   103.7000   9.00000    266.700    462.3000   2.644000   0.043000    10.06000   336.2000   443.1000   4347.000   
3990.186   101.6000   9.01000    269.900    474.1000   2.636000   0.055000    9.72000    314.7000   478.4000   4364.000   
3990.033   91.9000    9.00000    277.500    489.4000   2.634000   0.071000    8.94000    442.1000   602.9000   4425.000   
3989.881   77.6000    9.00000    284.600    490.8000   2.640000   0.075000    7.56000    513.7999   629.7999   4412.000   
3989.729   66.9000    9.00000    280.900    474.5000   2.653000   0.062000    6.21000    550.0000   645.0000   4454.000   
3989.576   63.7000    8.99000    265.700    456.3000   2.666000   0.044000    5.51000    540.1000   630.2999   4422.000   
3989.424   65.8000    9.00000    252.700    450.0000   2.672000   0.033000    5.42000    534.2999   637.2000   4439.000   
3989.271   69.3000    8.99000    252.500    451.7000   2.664000   0.028000    5.65000    527.4000   616.7999   4386.000   
3989.119   70.9000    8.99000    260.100    454.9000   2.645000   0.030000    5.81000    522.7000   623.5000   4355.000   
3988.966   70.1000    9.00000    268.700    465.3000   2.626000   0.040000    5.91000    514.7000   610.7000   4278.000   
3988.814   68.0000    8.99000    281.600    485.1000   2.608000   0.058000    6.00000    510.7001   615.5000   4296.000   
3988.662   65.6000    8.99000    298.200    500.7000   2.598000   0.073000    6.10000    500.9000   605.7999   4328.000   
3988.509   63.2000    8.98000    308.100    498.8000   2.596000   0.071000    6.23000    498.0000   603.9000   4372.000   
3988.357   64.2000    8.99000    305.100    482.7000   2.597000   0.055000    6.36000    485.2000   531.0000   4420.000   
3988.205   70.3000    9.00000    295.800    466.5000   2.595000   0.037000    6.42000    446.6000   590.2000   4435.000   
3988.052   75.7000    8.99000    287.500    457.4000   2.594000   0.026000    6.36000    501.9000   598.0000   4406.000   
3987.900   74.3000    9.00000    279.800    453.8000   2.600000   0.024000    6.27000    469.3000   573.7000   4400.000   
3987.748   67.6000    9.00000    272.300    454.4000   2.613000   0.027000    6.32000    470.8000   560.1000   4358.000   
3987.595   61.9000    9.00000    267.600    457.7000   2.625000   0.033000    6.45000    456.3000   557.2000   4337.000   
3987.442   60.2000    8.98000    266.300    460.0000   2.635000   0.037000    6.51000    465.0000   544.1000   4318.000   
3987.290   61.4000    9.00000    266.200    461.2000   2.641000   0.040000    6.28000    471.5000   526.2000   4272.000   
3987.138   63.9000    9.00000    266.000    462.6000   2.644000   0.043000    5.93000    455.3000   541.1000   4324.000   
3986.985   64.3000    9.00000    265.700    464.0000   2.648000   0.046000    5.53000    465.6000   513.7000   4390.000   
3986.833   62.1000    8.98000    264.800    465.9000   2.652000   0.049000    5.08000    500.0000   604.9000   4430.000   
3986.681   60.5000    9.00000    265.400    468.7000   2.652000   0.049000    4.52000    571.2000   641.1000   4474.000   
3986.528   61.2000    9.00000    269.700    469.6000   2.644000   0.047000    4.12000    560.7000   643.5000   4499.000   
3986.375   65.1000    8.99000    275.200    467.7000   2.632000   0.042000    4.18000    556.4000   646.5000   4545.000   
3986.223   71.9000    8.98000    279.600    464.2000   2.617000   0.035000    4.67000    534.6000   633.9000   4431.000   
3986.071   79.1000    9.00000    282.900    463.5000   2.604000   0.033000    5.25000    528.1000   578.4000   4325.000   
3985.918   83.7000    8.99000    285.500    466.1000   2.595000   0.035000    5.68000    500.0000   543.1000   4242.000   
3985.766   84.8000    9.00000    287.500    472.7000   2.592000   0.044000    5.76000    465.6000   538.7999   4242.000   
3985.614   85.0000    8.99000    292.400    487.6000   2.589000   0.059000    5.80000    434.9000   517.6000   4287.000   
3985.461   86.9000    8.98000    303.900    503.3000   2.587000   0.074000    6.00000    405.8000   494.1000   4333.000   
3985.309   93.4000    8.97000    313.600    503.4000   2.588000   0.075000    6.45000    395.1000   521.7000   4364.000   
3985.157   105.7000   8.98000    309.500    483.5000   2.597000   0.059000    6.83000    420.7000   541.1000   4389.000   
3985.004   118.1000   8.99000    290.300    459.2000   2.612000   0.035000    7.01000    425.4000   542.1000   4386.000   
3984.852   123.8000   9.00000    270.200    447.5000   2.624000   0.022000    7.15000    421.5000   557.2000   4435.000   
3984.699   121.6000   8.99000    261.700    448.4000   2.630000   0.020000    7.37000    417.4000   543.6000   4422.000   
3984.547   114.9000   9.00000    262.500    451.9000   2.632000   0.024000    7.61000    429.1000   564.7000   4342.000   
3984.395   106.7000   9.00000    264.800    452.9000   2.633000   0.028000    7.76000    435.2000   550.0000   4240.000   
3984.242   98.6000    8.98000    263.300    456.0000   2.638000   0.036000    7.76000    430.3000   561.1000   4211.000   
3984.090   94.2000    9.00000    262.800    470.0000   2.642000   0.053000    7.73000    425.2000   555.2999   4240.000   
3983.938   93.9000    8.98000    271.900    491.1000   2.642000   0.073000    7.78000    426.2000   549.0000   4280.000   
3983.785   93.1000    8.99000    286.500    500.9000   2.637000   0.081000    7.86000    422.5000   514.7999   4320.000   
3983.632   89.3000    8.99000    292.900    489.1000   2.635000   0.070000    7.82000    400.0000   513.7999   4372.000   
3983.480   84.8000    9.01000    285.200    467.5000   2.636000   0.049000    7.35000    457.4000   649.0000   4406.000   
3983.328   82.7000    8.99000    271.400    452.9000   2.637000   0.030000    6.34000    613.0000   660.2999   4435.000   
3983.175   82.9000    9.00000    264.000    448.7000   2.633000   0.019000    4.86000    677.2000   645.5000   4377.000   
3983.023   82.4000    8.99000    265.300    449.8000   2.622000   0.016000    3.50000    658.4000   627.1000   4305.000   
3982.871   80.5000    8.99000    272.400    453.4000   2.605000   0.018000    2.59000    676.6000   653.9000   4333.000   
3982.718   77.6000    9.00000    282.300    463.0000   2.586000   0.027000    2.20000    653.9000   631.0000   4300.000   
3982.566   73.0000    8.99000    294.000    480.7000   2.572000   0.045000    2.14000    633.9000   619.6000   4259.000   
3982.413   68.3000    9.00000    307.300    496.6000   2.567000   0.062000    2.27000    602.9000   576.6000   4264.000   
3982.261   64.2000    8.99000    315.300    495.6000   2.573000   0.063000    2.64000    528.1000   571.5000   4331.000   
3982.108   61.6000    8.99000    309.300    476.2000   2.585000   0.047000    3.65000    404.9000   489.3000   4367.000   
3981.956   62.0000    9.01000    291.100    453.3000   2.600000   0.026000    5.70000    270.8000   431.6000   4401.000   
3981.804   70.7000    8.98000    270.100    440.5000   2.618000   0.012000    9.16000    213.8000   400.9000   4450.000   
3981.651   86.3000    8.99000    255.500    435.9000   2.634000   0.004000    13.46000   206.7000   400.0000   4435.000   
3981.499   93.3000    9.00000    251.700    433.1000   2.634000   -0.004000   17.20000   207.8000   400.9000   4453.000   
3981.347   82.9000    8.98000    258.700    432.5000   2.612000   -0.014000   19.36000   192.2000   390.0000   4472.000   
3981.194   64.2000    9.00000    271.700    433.9000   2.576000   -0.020000   20.17000   185.1000   364.0000   4435.000   
3981.042   52.4000    9.00000    285.900    442.2000   2.537000   -0.014000   19.90000   218.4000   357.8000   4416.000   
3980.889   49.2000    9.00000    306.900    468.9000   2.500000   0.009000    17.85000   266.6000   427.4000   4324.000   
3980.737   47.3000    8.99000    339.100    505.1000   2.474000   0.044000    14.28000   326.4000   503.0000   4297.000   
3980.584   46.1000    9.00000    367.000    521.4000   2.470000   0.065000    10.88000   381.0000   540.1000   4307.000   
3980.432   48.4000    8.99000    370.100    506.3000   2.484000   0.057000    8.90000    410.7000   545.5000   4338.000   
3980.280   56.2000    8.99000    348.700    479.7000   2.505000   0.036000    8.14000    432.6000   560.2999   4378.000   
3980.127   64.8000    9.00000    322.500    465.4000   2.523000   0.019000    7.73000    448.5000   554.4000   4406.000   
3979.975   68.1000    9.01000    308.300    459.9000   2.532000   0.009000    7.22000    471.2000   559.2000   4424.000   
3979.823   64.9000    8.99000    305.800    455.9000   2.528000   0.003000    6.66000    471.8000   583.1000   4449.000   
3979.670   59.8000    9.01000    309.200    458.7000   2.518000   0.005000    6.19000    494.0000   595.1000   4444.000   
3979.518   56.7000    9.00000    314.400    468.9000   2.511000   0.016000    6.11000    452.4000   538.2000   4411.000   
3979.365   55.3000    9.00000    320.000    479.2000   2.513000   0.029000    6.36000    439.2000   527.4000   4347.000   
3979.213   55.4000    8.98000    323.200    480.8000   2.522000   0.034000    6.58000    445.0000   550.4000   4264.000   
3979.061   56.8000    8.99000    319.400    474.6000   2.534000   0.031000    6.43000    482.5000   595.1000   4294.000   
3978.908   57.5000    9.00000    310.300    468.0000   2.544000   0.026000    5.89000    516.5000   591.1000   4305.000   
3978.756   55.7000    8.99000    303.500    465.7000   2.550000   0.021000    5.31000    541.1000   614.7000   4346.000   
3978.604   51.5000    9.00000    304.300    464.1000   2.545000   0.014000    4.80000    558.7999   608.7000   4375.000   
3978.451   48.0000    9.01000    309.000    459.2000   2.531000   0.004000    4.40000    572.7999   631.0000   4402.000   
3978.298   47.3000    8.98000    311.900    453.9000   2.516000   -0.003000   4.10000    580.5000   617.6000   4423.000   
3978.146   48.0000    9.00000    311.900    452.9000   2.507000   -0.004000   3.84000    593.1000   628.1000   4424.000   
3977.994   47.3000    8.98000    311.500    458.4000   2.505000   0.002000    3.70000    589.2999   635.2000   4386.000   
3977.841   45.0000    9.00000    314.400    468.9000   2.505000   0.013000    3.70000    571.5000   624.7000   4348.000   
3977.689   42.9000    8.95000    324.000    479.3000   2.499000   0.021000    4.20000    492.0000   527.7000   4297.000   
3977.537   42.1000    8.94000    338.300    482.9000   2.486000   0.022000    5.10000    404.9000   537.2000   4287.000   
3977.384   42.1000    8.94000    348.600    479.2000   2.471000   0.017000    6.19000    421.5000   561.7000   4320.000   
3977.232   43.3000    8.94000    349.600    472.8000   2.464000   0.012000    6.96000    465.6000   575.4000   4352.000   
3977.079   49.3000    8.94000    342.200    468.6000   2.471000   0.013000    7.11000    468.6000   592.1000   4386.000   
3976.927   64.9000    8.95000    328.900    466.9000   2.495000   0.020000    7.01000    451.9000   592.1000   4386.000   
3976.774   87.7000    8.94000    310.000    465.5000   2.536000   0.030000    7.24000    441.1000   599.0000   4386.000   
3976.622   109.1000   8.94000    289.800    464.6000   2.581000   0.037000    7.91000    426.4000   573.5000   4389.000   
3976.470   122.4000   8.95000    276.400    464.1000   2.615000   0.041000    8.90000    375.4000   560.1000   4386.000   
3976.317   128.3000   8.93000    271.100    464.9000   2.632000   0.045000    10.13000   355.3000   484.3000   4403.000   
3976.165   130.9000   8.95000    269.200    468.2000   2.642000   0.052000    11.40000   291.1000   407.8000   4377.000   
3976.013   131.3000   8.92000    267.400    473.5000   2.652000   0.061000    12.46000   270.5000   444.5000   4351.000   
3975.860   128.1000   8.94000    266.700    477.2000   2.663000   0.065000    12.94000   280.1000   460.1000   4298.000   
3975.708   120.6000   8.92000    265.300    472.5000   2.672000   0.060000    12.98000   289.3000   456.8000   4307.000   
3975.555   111.0000   8.92000    261.400    460.2000   2.675000   0.044000    12.70000   305.8000   445.6000   4330.000   
3975.403   103.3000   8.94000    256.600    447.0000   2.670000   0.027000    12.03000   329.1000   450.9000   4372.000   
3975.250   100.0000   8.95000    251.700    438.3000   2.663000   0.016000    10.93000   342.1000   462.1000   4391.000   
3975.098   100.3000   8.94000    248.200    438.0000   2.658000   0.013000    9.69000    350.4000   461.7000   4399.000   
3974.946   103.3000   8.94000    250.000    447.1000   2.650000   0.022000    8.70000    364.7000   505.9000   4427.000   
3974.793   106.9000   8.94000    259.500    462.1000   2.639000   0.038000    8.21000    385.1000   509.8000   4405.000   
3974.641   110.4000   8.95000    271.500    476.1000   2.633000   0.055000    8.36000    346.0000   462.3000   4372.000   
3974.488   115.2000   8.94000    278.500    482.9000   2.635000   0.065000    9.39000    266.3000   444.1000   4330.000   
3974.336   120.4000   8.94000    279.500    481.0000   2.642000   0.065000    11.18000   252.9000   391.1000   4273.000   
3974.184   123.7000   8.94000    277.100    475.3000   2.646000   0.060000    12.85000   267.6000   432.3000   4302.000   
3974.031   122.2000   8.92000    273.200    469.8000   2.648000   0.054000    13.24000   301.9000   496.0000   4328.000   
3973.879   116.4000   8.95000    269.000    465.4000   2.651000   0.048000    12.16000   347.0000   497.0000   4345.000   
3973.727   110.6000   8.94000    265.800    461.1000   2.652000   0.041000    10.73000   381.3000   506.8000   4396.000   
3973.574   107.8000   8.94000    262.800    455.0000   2.652000   0.033000    9.65000    374.5000   506.7000   4386.000   
3973.422   108.0000   8.93000    260.200    450.9000   2.649000   0.027000    8.92000    392.2000   499.0000   4425.000   
3973.270   109.6000   8.95000    260.700    453.0000   2.641000   0.028000    8.38000    393.1000   528.1000   4363.000   
3973.117   110.6000   8.94000    265.600    461.5000   2.632000   0.037000    8.08000    401.9000   521.7000   4357.000   
3972.964   110.4000   8.94000    272.900    472.3000   2.627000   0.048000    8.19000    362.3000   511.6000   4334.000   
3972.812   108.7000   8.95000    278.900    476.6000   2.626000   0.053000    8.81000    338.8000   469.6000   4308.000   
3972.660   106.8000   8.94000    281.600    471.5000   2.626000   0.047000    9.76000    329.4000   468.6000   4308.000   
3972.507   109.3000   8.95000    279.700    462.7000   2.623000   0.037000    10.47000   314.7000   454.9000   4318.000   
3972.355   115.8000   8.94000    275.200    455.9000   2.621000   0.029000    10.73000   336.2000   488.2000   4347.000   
3972.203   119.9000   8.94000    270.200    452.6000   2.624000   0.025000    10.90000   287.2000   459.4000   4358.000   
3972.050   115.7000   8.95000    264.800    450.1000   2.631000   0.022000    11.32000   292.0000   439.6000   4369.000   
3971.898   106.7000   8.94000    261.200    447.1000   2.636000   0.019000    11.66000   330.6000   461.1000   4369.000   
3971.745   101.8000   8.94000    260.600    446.0000   2.633000   0.017000    11.01000   365.0000   478.4000   4347.000   
3971.593   102.8000   8.94000    262.400    449.1000   2.628000   0.022000    9.57000    381.3000   511.7001   4347.000   
3971.440   105.8000   8.95000    264.300    456.5000   2.629000   0.032000    8.38000    374.5000   519.6000   4400.000   
3971.288   109.7000   8.93000    265.500    464.0000   2.636000   0.043000    8.34000    357.8000   519.4000   4380.000   
3971.136   116.4000   8.95000    267.200    467.4000   2.644000   0.048000    9.44000    301.9000   432.0000   4313.000   
3970.983   124.7000   8.93000    268.300    466.1000   2.648000   0.047000    11.25000   253.3000   395.0000   4269.000   
3970.831   128.7000   8.94000    266.900    462.1000   2.651000   0.043000    12.79000   256.8000   448.5000   4289.000   
3970.679   125.6000   8.93000    263.300    457.5000   2.652000   0.036000    13.04000   324.7000   470.8000   4317.000   
3970.526   116.7000   8.93000    261.100    451.7000   2.650000   0.027000    11.62000   380.5000   514.7000   4354.000   
3970.374   106.7000   8.95000    261.400    445.9000   2.640000   0.017000    9.57000    408.8000   552.9000   4367.000   
3970.221   100.6000   8.94000    263.500    443.7000   2.626000   0.011000    8.21000    422.5000   571.5000   4347.000   
3970.069   99.0000    8.95000    265.800    445.3000   2.615000   0.011000    7.86000    409.8000   556.2999   4333.000   
3969.917   100.1000   8.94000    267.800    450.9000   2.612000   0.018000    8.31000    399.0000   531.2999   4339.000   
3969.764   102.5000   8.95000    270.000    457.7000   2.613000   0.028000    8.94000    384.3000   503.8000   4345.000   
3969.612   105.1000   8.94000    272.800    462.8000   2.616000   0.036000    9.52000    339.8000   470.5000   4313.000   
3969.459   106.1000   8.93000    275.800    466.8000   2.619000   0.042000    10.00000   325.4000   475.2000   4269.000   
3969.307   105.8000   8.95000    277.200    469.8000   2.624000   0.048000    10.38000   319.8000   471.5000   4262.000   
3969.154   107.1000   8.94000    275.000    471.9000   2.634000   0.053000    10.49000   339.2000   454.0000   4320.000   
3969.002   109.2000   8.94000    271.300    469.9000   2.644000   0.050000    9.87000    388.0000   512.7000   4347.000   
3968.850   109.3000   8.94000    269.900    462.7000   2.644000   0.039000    8.60000    424.5000   528.4000   4391.000   
3968.697   107.5000   8.95000    271.200    454.9000   2.631000   0.025000    7.31000    430.3000   564.7000   4380.000   
3968.545   107.1000   8.94000    273.100    448.0000   2.615000   0.014000    6.62000    460.7000   582.5000   4308.000   
3968.393   109.8000   8.94000    272.400    445.2000   2.605000   0.011000    6.57000    461.1000   572.7999   4249.000   
3968.240   114.6000   8.95000    270.300    451.3000   2.605000   0.020000    6.87000    442.7000   533.0000   4334.000   
3968.088   121.0000   8.94000    271.300    464.3000   2.610000   0.035000    7.31000    395.1000   504.9000   4449.000   
3967.936   128.7000   8.93000    277.900    474.6000   2.614000   0.046000    7.93000    362.7000   481.5000   4380.000   
3967.783   135.5000   8.92000    284.400    474.6000   2.615000   0.047000    8.60000    337.8000   447.5000   4286.000   
3967.630   139.6000   8.93000    283.700    466.7000   2.615000   0.039000    8.94000    356.3000   504.9000   4217.000   
3967.478   146.1000   8.94000    278.500    457.8000   2.614000   0.026000    8.70000    409.8000   550.0000   4234.000   
3967.326   159.7000   8.95000    275.900    451.6000   2.606000   0.015000    8.10000    417.6000   548.5000   4303.000   
3967.173   170.3000   8.94000    278.100    449.1000   2.592000   0.008000    7.78000    408.7000   550.0000   4350.000   
3967.021   163.0000   8.95000    281.400    449.6000   2.580000   0.006000    7.78000    426.4000   535.9000   4396.000   
3966.869   137.6000   8.93000    283.500    451.9000   2.573000   0.009000    7.76000    448.5000   531.2999   4424.000   
3966.716   112.0000   8.95000    286.700    457.5000   2.569000   0.015000    7.28000    452.9000   542.7000   4382.000   
3966.564   100.6000   8.94000    292.200    465.6000   2.565000   0.024000    6.60000    456.3000   539.6000   4342.000   
3966.411   103.6000   8.94000    297.900    471.4000   2.564000   0.033000    6.19000    449.5000   546.0000   4252.000   
3966.259   117.8000   8.94000    300.500    473.0000   2.570000   0.040000    6.51000    377.4000   483.1000   4196.000   
3966.106   135.9000   8.94000    295.600    470.8000   2.585000   0.042000    7.80000    271.2000   384.3000   4268.000   
3965.954   142.0000   8.95000    284.700    466.1000   2.605000   0.038000    9.52000    275.4000   457.4000   4330.000   
3965.802   125.3000   8.92000    276.500    460.5000   2.615000   0.029000    10.19000   404.9000   590.1000   4354.000   
3965.649   95.0000    8.95000    278.600    457.1000   2.602000   0.018000    8.73000    536.2000   620.5000   4357.000   
3965.497   71.1000    8.94000    287.900    456.2000   2.577000   0.011000    6.49000    553.9000   616.6000   4328.000   
3965.345   63.6000    8.95000    295.400    456.9000   2.556000   0.010000    5.01000    563.7000   612.7000   4319.000   
3965.192   66.2000    8.94000    299.100    462.3000   2.545000   0.018000    4.59000    539.2000   629.1000   4286.000   
3965.040   68.7000    8.94000    304.300    475.6000   2.542000   0.034000    4.76000    517.4000   603.9000   4362.000   
3964.887   68.7000    8.94000    312.500    490.9000   2.544000   0.050000    5.36000    464.7000   530.0000   4422.000   
3964.735   68.8000    8.92000    320.100    494.0000   2.548000   0.053000    6.32000    405.8000   482.3000   4474.000   
3964.583   70.8000    8.94000    322.600    481.6000   2.547000   0.038000    7.35000    333.3000   464.0000   4535.000   
3964.430   73.3000    8.95000    318.000    465.2000   2.540000   0.020000    8.21000    344.6000   485.2000   4586.000   
3964.278   72.6000    8.94000    309.300    457.2000   2.535000   0.009000    8.45000    406.8000   514.7000   4599.000   
3964.125   68.9000    8.93000    303.300    457.4000   2.535000   0.008000    7.76000    463.7000   566.0000   4265.000   
3963.973   67.8000    8.95000    301.600    457.3000   2.540000   0.010000    6.68000    474.7000   603.7999   4179.000   
3963.820   72.6000    8.95000    297.000    454.6000   2.554000   0.015000    6.28000    435.9000   601.9000   4200.000   
3963.668   79.6000    8.94000    285.000    452.5000   2.580000   0.021000    7.15000    396.0000   562.2999   4274.000   
3963.516   82.2000    8.94000    270.600    453.4000   2.612000   0.028000    8.96000    343.5000   472.5000   4333.000   
3963.363   78.2000    8.94000    262.400    456.5000   2.635000   0.031000    10.90000   303.9000   438.6000   4386.000   
3963.211   70.5000    8.95000    264.200    459.6000   2.634000   0.028000    12.01000   300.0000   445.0000   4441.000   
3963.059   61.2000    8.92000    276.600    461.9000   2.605000   0.019000    11.94000   327.4000   457.8000   4499.000   
3962.906   52.6000    8.94000    297.600    463.4000   2.558000   0.009000    10.95000   330.3000   463.1000   4547.000   
3962.754   47.2000    8.95000    318.400    465.4000   2.512000   0.004000    9.87000    352.4000   500.9000   4267.000   
3962.602   45.3000    8.94000    330.800    467.6000   2.484000   0.004000    9.33000    359.4000   508.7001   4154.000   
3962.449   45.5000    8.95000    335.000    468.0000   2.473000   0.003000    9.41000    330.0000   494.0000   4192.000   
3962.296   46.6000    8.94000    338.100    467.7000   2.465000   0.002000    10.08000   330.6000   494.1000   4264.000   
3962.144   48.7000    8.94000    343.200    468.5000   2.458000   0.004000    10.90000   326.4000   481.3000   4314.000   
3961.992   52.6000    8.95000    342.800    470.3000   2.464000   0.011000    11.42000   323.5000   494.1000   4320.000   
3961.839   57.3000    8.94000    332.100    469.2000   2.488000   0.017000    11.70000   319.6000   489.2000   4292.000   
3961.687   60.6000    8.94000    315.600    463.0000   2.520000   0.014000    11.90000   300.0000   445.6000   4278.000   
3961.535   60.8000    8.95000    303.400    456.7000   2.537000   0.008000    11.88000   331.0000   453.9000   4242.000   
3961.382   60.9000    8.94000    301.900    457.7000   2.535000   0.008000    11.36000   337.2000   489.3000   4255.000   
3961.229   63.7000    8.94000    307.700    464.9000   2.528000   0.016000    10.41000   343.6000   494.1000   4274.000   
3961.077   67.2000    8.95000    311.100    470.1000   2.532000   0.025000    9.56000    377.4000   519.4000   4301.000   
3960.925   67.0000    8.94000    306.700    468.8000   2.546000   0.026000    9.11000    381.5000   520.5000   4357.000   
3960.772   63.0000    8.94000    300.800    464.1000   2.556000   0.021000    8.81000    402.9000   543.1000   4391.000   
3960.620   58.8000    8.95000    299.700    460.6000   2.554000   0.014000    8.44000    416.6000   523.7000   4435.000   
3960.468   56.5000    8.94000    302.300    457.4000   2.544000   0.009000    8.06000    422.7000   533.2999   4440.000   
3960.315   54.1000    8.94000    303.200    457.2000   2.538000   0.011000    7.67000    422.5000   517.6000   4328.000   
3960.163   51.7000    8.94000    302.000    466.1000   2.540000   0.024000    7.35000    417.6000   515.6000   4259.000   
3960.011   50.6000    8.95000    304.200    480.8000   2.549000   0.041000    7.20000    394.1000   491.1000   4194.000   
3959.858   52.2000    8.94000    308.500    488.1000   2.559000   0.049000    7.31000    384.3000   502.9000   4183.000   
3959.706   56.9000    8.91000    311.200    481.4000   2.562000   0.041000    7.56000    386.2000   498.0000   4205.000   
3959.553   62.5000    8.92000    312.600    469.9000   2.550000   0.024000    7.73000    385.4000   494.1000   4239.000   
3959.401   67.0000    8.92000    314.600    464.6000   2.530000   0.012000    7.91000    371.5000   481.3000   4297.000   
3959.249   69.1000    8.92000    317.600    466.1000   2.514000   0.010000    8.25000    337.2000   476.4000   4334.000   
3959.096   68.3000    8.92000    319.700    468.0000   2.507000   0.012000    8.79000    334.3000   497.0000   4358.000   
3958.944   64.6000    8.92000    320.700    468.0000   2.505000   0.011000    9.24000    375.4000   498.0000   4318.000   
3958.792   59.9000    8.92000    322.900    467.8000   2.501000   0.011000    9.20000    385.2000   497.0000   4359.000   
3958.639   57.2000    8.94000    326.600    471.8000   2.494000   0.015000    8.72000    387.2000   506.8000   4352.000   
3958.486   57.0000    8.94000    332.200    480.2000   2.488000   0.021000    8.23000    380.3000   503.9000   4320.000   
3958.334   56.0000    8.92000    340.700    485.4000   2.480000   0.024000    8.08000    388.2000   523.2999   4258.000   
3958.182   53.1000    8.91000    349.500    485.3000   2.470000   0.024000    8.27000    368.9000   498.0000   4253.000   
3958.029   49.6000    8.92000    353.500    483.1000   2.463000   0.022000    8.66000    360.3000   501.9000   4274.000   
