WellName:  1API 0001  PR
Field:     PR-01
Operator:  PETROBRAS
Country:   BRA
RunNumber: 0

DEPT       GR         CALI       FFDC       NFDC       RHOB       DRHO        NPHI       FCNL       NCNL       TENS       
M          GAPI       IN         CPS        CPS        G/CC       G/CC        %LS        CPS        CPS        LB         
3957.877   46.5000    8.91000    352.600    483.3000   2.461000   0.023000    8.88000    388.2000   508.8000   4287.000   
3957.725   43.7000    8.91000    351.000    484.8000   2.464000   0.024000    8.70000    406.8000   533.6000   4321.000   
3957.572   41.6000    8.91000    350.700    485.1000   2.466000   0.025000    8.14000    422.7000   536.2000   4384.000   
3957.420   41.8000    8.91000    350.300    483.3000   2.467000   0.024000    7.58000    424.5000   539.2000   4391.000   
3957.267   46.3000    8.94000    349.000    479.5000   2.470000   0.023000    7.22000    440.1000   555.2999   4395.000   
3957.115   54.0000    8.95000    343.100    478.4000   2.481000   0.029000    7.15000    436.8000   571.5000   4401.000   
3956.962   60.3000    8.92000    329.700    482.6000   2.509000   0.042000    7.50000    390.1000   508.8000   4375.000   
3956.810   61.7000    8.92000    314.100    487.1000   2.546000   0.052000    8.23000    355.8000   475.4000   4374.000   
3956.658   59.5000    8.91000    305.300    483.8000   2.571000   0.048000    9.01000    361.7000   462.7000   4335.000   
3956.505   57.2000    8.92000    306.400    473.7000   2.566000   0.031000    9.29000    354.9000   459.2000   4269.000   
3956.353   54.4000    8.91000    312.600    466.2000   2.541000   0.016000    9.00000    340.7000   475.4000   4266.000   
3956.201   52.7000    8.92000    317.100    463.0000   2.521000   0.011000    8.64000    350.0000   471.8000   4275.000   
3956.048   60.5000    8.94000    314.200    458.1000   2.524000   0.011000    8.55000    358.2000   481.5000   4310.000   
3955.896   79.9000    8.95000    298.900    448.7000   2.552000   0.011000    8.55000    359.2000   477.4000   4313.000   
3955.743   100.8000   8.92000    274.500    439.4000   2.596000   0.010000    8.51000    378.4000   534.2999   4322.000   
3955.591   112.9000   8.94000    252.400    433.7000   2.639000   0.008000    8.53000    364.7000   437.2000   4319.000   
3955.438   115.2000   8.92000    241.500    431.4000   2.663000   0.005000    9.01000    296.0000   468.6000   4342.000   
3955.286   114.1000   8.92000    241.500    432.0000   2.663000   0.004000    9.98000    302.9000   474.5000   4377.000   
3955.134   121.8000   8.95000    245.800    435.5000   2.655000   0.006000    11.29000   275.4000   473.2000   4368.000   
3954.981   144.9000   8.93000    249.500    439.9000   2.648000   0.010000    12.66000   291.0000   480.3000   4391.000   
3954.829   171.9000   8.93000    254.700    445.4000   2.637000   0.014000    13.65000   291.1000   484.1000   4362.000   
3954.677   184.2000   8.92000    265.200    457.1000   2.617000   0.021000    14.13000   297.0000   475.4000   4306.000   
3954.524   178.1000   8.93000    282.900    470.7000   2.587000   0.027000    14.28000   282.3000   449.0000   4286.000   
3954.372   170.1000   8.95000    305.400    477.0000   2.552000   0.025000    14.37000   242.1000   443.1000   4305.000   
3954.219   170.1000   8.94000    325.300    474.7000   2.515000   0.017000    13.85000   358.8000   610.7000   4352.000   
3954.067   168.3000   8.94000    338.400    471.9000   2.483000   0.010000    12.07000   482.3000   559.7999   4386.000   
