WellName:  1API 0001  PR
Field:     PR-01
Operator:  PETROBRAS
Country:   BRA
RunNumber: 0

DEPT       GR         CALI       ILD        ILM        LL3        DT         TT1        TT2        TT3        TT4        TENS       
M          GAPI       IN         OHMM       OHMM       OHMM       US/F       US         US         US         US         LB         
2674.212   98.4000    12.26000   14.9       19.8       37.8443    58.70000   364.0000   366.0000   478.0000   497.0000   3054.000   
2674.059   95.5000    12.71000   15.5       20.0       28.7078    58.50000   356.0000   364.0000   491.0000   490.0000   3074.000   
2673.907   90.6000    12.95000   16.1       20.0       27.4157    59.30000   354.0000   352.0000   491.0000   491.0000   3098.000   
2673.754   87.3000    12.98000   16.8       20.3       29.1743    58.90000   362.0000   361.0000   486.0000   491.0000   3139.000   
2673.602   85.3000    12.91000   17.5       20.8       30.0608    57.50000   366.0000   369.0000   483.0000   483.0000   3162.000   
2673.450   86.0000    12.73000   18.2       21.8       29.1743    57.10000   369.0000   367.0000   482.0000   480.0000   3137.000   
2673.297   90.2000    12.64000   19.2       22.9       30.2691    58.20000   368.0000   365.0000   482.0000   481.0000   3101.000   
2673.145   95.9000    12.71000   20.6       23.9       33.8065    59.70000   367.0000   361.0000   484.0000   482.0000   3064.000   
2672.993   100.1000   12.73000   22.3       24.9       36.8129    59.70000   366.0000   366.0000   479.0000   482.0000   3056.000   
2672.840   100.9000   12.66000   23.9       26.0       40.1791    58.50000   368.0000   368.0000   470.0000   487.0000   3058.000   
2672.688   98.1000    12.59000   25.4       27.2       44.2588    58.60000   369.0000   366.0000   467.0000   486.0000   3053.000   
2672.535   93.2000    12.56000   26.8       28.4       59.8411    60.00000   364.0000   356.0000   483.0000   487.0000   3064.000   
2672.383   86.7000    12.77000   27.8       29.6       85.7038    60.50000   353.0000   361.0000   482.0000   492.0000   3100.000   
2672.230   78.9000    12.84000   28.6       30.8       109.1441   59.60000   365.0000   366.0000   477.0000   488.0000   3119.000   
2672.078   72.0000    12.80000   29.3       32.4       114.2879   58.60000   366.0000   364.0000   479.0000   485.0000   3081.000   
2671.926   65.8000    12.50000   30.2       33.4       104.9542   58.60000   362.0000   362.0000   488.0000   483.0000   3098.000   
2671.773   63.6000    12.33000   30.0       31.5       107.8947   57.60000   362.0000   366.0000   480.0000   482.0000   3107.000   
2671.621                                                                                                                            
2671.469   65.5000    12.31000   27.2       27.2       85.7038    54.30000   368.0000   367.0000   469.0000   486.0000   3091.000   
2671.316   73.1000    12.32000   25.2       25.6       59.4292    54.60000   366.0000   367.0000   478.0000   482.0000   3093.000   
2671.164   82.1000    12.68000   23.5       24.0       36.1410    56.90000   355.0000   359.0000   479.0000   480.0000   3139.000   
2671.011   87.2000    12.76000   22.4       22.3       23.9332    59.50000   357.0000   353.0000   474.0000   480.0000   3152.000   
2670.859   86.5000    12.95000   21.8       21.0       22.9087    60.60000   359.0000   361.0000   467.0000   484.0000   3153.000   
2670.707   82.5000    12.94000   21.4       20.7       27.4157    60.60000   357.0000   360.0000   475.0000   476.0000   3198.000   
2670.554   79.9000    12.83000   20.9       21.3       34.5144    60.10000   355.0000   360.0000   477.0000   480.0000   3195.000   
2670.402   82.3000    12.64000   20.4       22.4       41.4954    59.20000   363.0000   360.0000   475.0000   480.0000   3147.000   
2670.250   87.7000    12.53000   19.9       23.2       47.0977    58.00000   365.0000   365.0000   472.0000   482.0000   3120.000   
2670.097   91.0000    12.56000   19.5       23.2       49.5450    56.70000   368.0000   367.0000   473.0000   482.0000   3143.000   
2669.944   89.8000    12.56000   18.9       22.3       44.7713    56.30000   368.0000   365.0000   466.0000   482.0000   3174.000   
2669.792   85.5000    12.52000   18.0       20.5       37.2392    56.90000   367.0000   364.0000   472.0000   483.0000   3182.000   
2669.640   82.2000    12.50000   16.7       18.5       28.9734    58.00000   358.0000   361.0000   481.0000   485.0000   3159.000   
2669.487   81.6000    12.65000   15.5       16.9       24.6037    59.70000   350.0000   359.0000   482.0000   487.0000   3126.000   
2669.335   82.4000    12.83000   14.4       15.8       23.2274    61.70000   355.0000   349.0000   480.0000   489.0000   3142.000   
2669.183   81.1000    12.84000   13.5       15.2       23.3884    62.60000   358.0000   358.0000   478.0000   489.0000   3182.000   
2669.030   75.7000    12.73000   12.8       14.9       27.7332    62.40000   360.0000   365.0000   478.0000   481.0000   3195.000   
2668.878   68.7000    12.28000   12.3       15.0       32.0627    63.00000   361.0000   365.0000   480.0000   482.0000   3161.000   
2668.725   63.0000    12.21000   11.9       15.1       35.3183    64.80000   365.0000   365.0000   481.0000   488.0000   3128.000   
2668.573   59.8000    12.22000   11.7       15.3       35.0752    65.70000   371.0000   372.0000   482.0000   492.0000   3144.000   
2668.420   59.3000    12.21000   11.7       15.6       34.2768    65.30000   375.0000   372.0000   484.0000   499.0000   3168.000   
2668.268   60.8000    12.21000   11.8       15.9       34.4350    65.00000   376.0000   374.0000   487.0000   509.0000   3183.000   
2668.116   63.0000    12.20000   12.0       16.4       38.6367    64.59999   376.0000   374.0000   493.0000   510.0000   3169.000   
2667.963   64.8000    12.23000   12.3       17.4       49.6592    63.10000   375.0000   373.0000   502.0000   514.0000   3132.000   
2667.811   65.4000    12.42000   12.8       19.0       65.0130    60.10000   369.0000   373.0000   503.0000   515.0000   3144.000   
2667.659   63.3000    12.44000   13.4       21.2       76.7361    57.20000   374.0000   379.0000   500.0000   508.0000   3187.000   
2667.506   58.3000    12.29000   14.1       23.5       81.6582    56.80000   377.0000   375.0000   500.0000   496.0000   3208.000   
2667.354   52.7000    12.23000   14.7       25.5       85.5067    57.80000   374.0000   367.0000   497.0000   497.0000   3159.000   
2667.201   49.7000    12.23000   15.4       26.6       91.2011    58.10000   365.0000   371.0000   488.0000   497.0000   3105.000   
2667.049   49.6000    12.37000   16.0       26.8       95.2796    57.80000   368.0000   368.0000   487.0000   494.0000   3052.000   
2666.896   51.3000    12.51000   16.6       26.2       87.0964    57.60000   365.0000   364.0000   485.0000   491.0000   3059.000   
2666.744   54.3000    12.34000   16.7       25.1       74.1310    57.40000   365.0000   358.0000   475.0000   487.0000   3085.000   
2666.592   58.2000    12.21000   16.7       23.4       59.5662    58.00000   364.0000   360.0000   473.0000   485.0000   3091.000   
2666.439   62.3000    12.53000   16.3       21.3       45.6037    59.70000   357.0000   357.0000   469.0000   484.0000   3089.000   
2666.287   68.1000    12.66000   15.7       19.4       32.5087    61.40000   357.0000   359.0000   466.0000   487.0000   3095.000   
2666.135   77.9000    12.62000   15.1       17.7       21.4289    62.50000   363.0000   362.0000   468.0000   487.0000   3088.000   
2665.982   89.5000    12.54000   14.4       16.4       17.9473    63.70000   358.0000   359.0000   483.0000   488.0000   3078.000   
2665.830   96.2000    12.58000   13.7       15.1       16.7109    64.80000   360.0000   358.0000   484.0000   493.0000   3072.000   
2665.677   93.3000    12.62000   13.0       13.9       15.4170    65.20000   372.0000   362.0000   483.0000   495.0000   3081.000   
2665.525   83.7000    12.76000   12.5       12.9       14.4877    65.00000   372.0000   370.0000   480.0000   495.0000   3082.000   
2665.373   73.7000    13.06000   12.0       12.1       14.2561    64.59999   371.0000   370.0000   485.0000   498.0000   3075.000   
2665.220   68.0000    13.04000   11.6       11.6       14.6555    64.39999   372.0000   370.0000   488.0000   501.0000   3069.000   
2665.068   67.4000    12.91000   11.3       11.3       14.9279    64.20000   379.0000   373.0000   493.0000   504.0000   3065.000   
2664.916   70.7000    12.70000   11.1       11.3       14.8252    64.00000   375.0000   378.0000   492.0000   508.0000   3066.000   
2664.763   76.0000    12.69000   11.1       11.7       15.1008    63.70000   372.0000   375.0000   492.0000   512.0000   3070.000   
2664.610   80.8000    12.93000   11.1       12.3       18.2390    62.80000   373.0000   371.0000   493.0000   514.0000   3078.000   
2664.458   84.0000    12.95000   11.3       13.2       25.9418    61.50000   369.0000   374.0000   494.0000   508.0000   3092.000   
2664.306   85.0000    12.82000   11.5       14.2       34.5144    61.10000   367.0000   370.0000   507.0000   501.0000   3071.000   
2664.153   83.5000    12.43000   11.7       15.1       39.9025    60.90000   368.0000   373.0000   501.0000   498.0000   3061.000   
2664.001   80.0000    12.56000   11.9       15.9       40.4576    59.70000   378.0000   378.0000   495.0000   496.0000   3066.000   
2663.849   75.3000    12.47000   12.0       16.7       39.3550    58.80000   377.0000   375.0000   490.0000   497.0000   3076.000   
2663.696   70.4000    12.34000   12.2       17.2       40.7380    59.10000   374.0000   372.0000   488.0000   496.0000   3128.000   
2663.544   65.5000    12.11000   12.4       17.5       45.8142    59.80000   370.0000   370.0000   486.0000   497.0000   3142.000   
2663.391   61.0000    12.11000   12.6       17.6       54.7016    60.30000   368.0000   370.0000   483.0000   498.0000   3133.000   
2663.239   58.0000    12.38000   12.6       17.6       61.5177    60.30000   364.0000   366.0000   482.0000   498.0000   3083.000   
2663.086   56.9000    12.42000   12.4       17.5       60.9537    59.10000   358.0000   360.0000   479.0000   496.0000   3052.000   
2662.934   59.2000    12.27000   12.2       17.3       51.2861    58.70000   362.0000   364.0000   486.0000   496.0000   3053.000   
2662.782   65.6000    12.15000   12.2       16.8       37.0681    60.40000   360.0000   363.0000   487.0000   481.0000   3072.000   
2662.629   73.9000    12.25000   12.2       16.0       25.8821    61.50000   361.0000   364.0000   481.0000   483.0000   3075.000   
2662.477   79.9000    13.10000   12.2       15.3       24.4906    60.60000   366.0000   367.0000   481.0000   488.0000   3082.000   
2662.325   78.7000    13.17000   12.2       15.0       29.8538    59.50000   367.0000   367.0000   484.0000   487.0000   3083.000   
2662.172   70.2000    12.92000   12.1       15.0       35.9749    59.70000   369.0000   370.0000   485.0000   489.0000   3083.000   
2662.020   60.6000    12.26000   12.1       15.2       38.2825    60.50000   370.0000   369.0000   482.0000   490.0000   3116.000   
2661.867   55.8000    12.22000   12.0       15.3       36.6438    61.00000   368.0000   368.0000   474.0000   490.0000   3118.000   
2661.715   57.4000    12.32000   12.0       15.3       31.3329    61.10000   367.0000   362.0000   475.0000   492.0000   3080.000   
2661.562   64.0000    12.37000   12.1       15.0       23.9883    61.10000   362.0000   362.0000   478.0000   493.0000   3056.000   
2661.410   72.2000    12.63000   12.1       14.5       18.2810    61.40000   358.0000   363.0000   494.0000   492.0000   3053.000   
2661.258   78.4000    12.69000   11.9       13.9       16.2930    62.20000   358.0000   361.0000   494.0000   492.0000   3071.000   
2661.105   79.5000    12.65000   11.7       13.2       15.6675    63.10000   370.0000   367.0000   492.0000   497.0000   3077.000   
2660.953   76.8000    12.88000   11.5       12.5       14.9624    63.10000   374.0000   372.0000   495.0000   496.0000   3081.000   
2660.800   74.0000    13.26000   11.2       11.9       15.2757    62.00000   377.0000   376.0000   496.0000   495.0000   3091.000   
2660.648   71.5000    13.27000   11.0       11.5       16.0325    61.60000   376.0000   374.0000   492.0000   495.0000   3111.000   
2660.496   69.0000    13.22000   10.9       11.2       16.7109    62.20000   374.0000   372.0000   484.0000   500.0000   3074.000   
2660.343   66.8000    13.07000   10.9       11.2       16.9044    63.00000   372.0000   372.0000   480.0000   502.0000   3052.000   
2660.191   65.2000    12.76000   10.9       11.4       18.0717    63.40000   365.0000   375.0000   479.0000   504.0000   3054.000   
2660.039   63.4000    12.86000   10.9       11.9       20.4174    63.50000   365.0000   370.0000   484.0000   505.0000   3100.000   
2659.886   60.5000    12.89000   11.0       12.5       24.1546    62.90000   366.0000   372.0000   497.0000   507.0000   3098.000   
2659.734   57.4000    12.51000   11.0       13.2       31.0456    62.50000   365.0000   372.0000   510.0000   502.0000   3054.000   
2659.582   55.7000    12.43000   11.1       13.7       36.3915    63.00000   371.0000   371.0000   505.0000   501.0000   3072.000   
2659.429   56.8000    12.73000   11.2       14.0       35.7273    63.00000   382.0000   375.0000   500.0000   507.0000   3105.000   
2659.276   60.8000    12.78000   11.2       13.9       27.3527    61.20000   383.0000   382.0000   497.0000   507.0000   3127.000   
2659.124   66.0000    12.78000   11.1       13.6       20.0447    59.60000   380.0000   380.0000   497.0000   504.0000   3126.000   
2658.972   70.4000    12.77000   10.9       13.0       16.9824    59.90000   378.0000   374.0000   497.0000   504.0000   3114.000   
2658.819   73.0000    12.72000   10.8       12.5       17.1396    60.80000   376.0000   373.0000   491.0000   506.0000   3107.000   
2658.667   73.3000    12.58000   10.6       12.3       17.4985    61.00000   375.0000   373.0000   483.0000   504.0000   3102.000   
2658.515   71.2000    12.84000   10.5       12.4       18.7499    61.20000   365.0000   369.0000   482.0000   503.0000   3099.000   
2658.362   67.3000    12.66000   10.5       12.8       22.0293    61.80000   366.0000   369.0000   487.0000   501.0000   3130.000   
2658.210   63.2000    12.19000   10.5       13.4       26.4241    63.00000   365.0000   371.0000   495.0000   496.0000   3161.000   
2658.057   59.6000    12.15000   10.6       14.1       32.5087    64.70000   366.0000   369.0000   496.0000   494.0000   3167.000   
2657.905   56.2000    12.22000   10.8       14.9       38.5478    64.80000   369.0000   373.0000   488.0000   503.0000   3132.000   
2657.752   52.5000    12.36000   11.0       15.6       43.8531    62.40000   375.0000   376.0000   495.0000   505.0000   3102.000   
2657.600   50.1000    12.34000   11.3       16.1       44.0555    59.90000   380.0000   377.0000   503.0000   505.0000   3111.000   
2657.448   51.8000    12.14000   11.6       16.5       39.0841    59.40000   381.0000   382.0000   501.0000   504.0000   3135.000   
2657.295   57.5000    12.00000   12.1       16.9       32.9610    60.30000   384.0000   383.0000   495.0000   506.0000   3105.000   
2657.143   63.9000    12.64000   12.5       17.3       35.0752    60.90000   382.0000   382.0000   494.0000   505.0000   3104.000   
2656.991   67.2000    12.76000   13.0       18.0       46.1318    60.40000   376.0000   378.0000   495.0000   506.0000   3109.000   
2656.838   67.9000    12.59000   13.6       18.9       57.6767    59.00000   371.0000   375.0000   499.0000   507.0000   3130.000   
2656.686   70.4000    12.41000   14.2       20.0       55.7186    57.90000   371.0000   367.0000   499.0000   503.0000   3132.000   
2656.533   75.8000    12.20000   14.8       20.8       44.3609    57.70000   367.0000   367.0000   488.0000   495.0000   3148.000   
2656.381   82.6000    12.63000   15.4       20.8       32.0627    57.30000   372.0000   370.0000   477.0000   490.0000   3120.000   
2656.229   88.4000    12.88000   15.8       20.0       26.7301    57.10000   370.0000   368.0000   482.0000   485.0000   3119.000   
2656.076   92.3000    12.92000   15.8       18.8       24.4343    57.50000   366.0000   366.0000   486.0000   485.0000   3136.000   
2655.924   94.5000    12.90000   15.7       17.7       23.0144    58.20000   366.0000   365.0000   482.0000   486.0000   3158.000   
2655.771   94.6000    12.69000   15.5       16.9       21.4783    59.40000   364.0000   362.0000   478.0000   486.0000   3157.000   
2655.619   92.8000    12.53000   15.3       16.0       20.0447    61.00000   362.0000   358.0000   471.0000   484.0000   3110.000   
2655.466   89.9000    12.73000   15.1       15.3       18.8799    62.10000   359.0000   359.0000   470.0000   487.0000   3093.000   
2655.314   86.9000    13.02000   14.9       14.8       18.5353    62.90000   360.0000   358.0000   484.0000   490.0000   3137.000   
2655.162   84.4000    12.87000   14.8       14.5       19.1867    63.20000   360.0000   363.0000   488.0000   489.0000   3169.000   
2655.009   83.7000    12.68000   14.8       14.5       19.9067    62.60000   369.0000   370.0000   486.0000   490.0000   3170.000   
2654.857   85.1000    12.57000   14.8       14.7       20.5589    61.20000   375.0000   374.0000   491.0000   495.0000   3120.000   
2654.705   87.9000    12.61000   14.7       15.1       20.9894    60.50000   376.0000   375.0000   493.0000   495.0000   3104.000   
2654.552   91.1000    12.86000   14.7       15.5       21.3304    61.20000   378.0000   374.0000   488.0000   498.0000   3116.000   
2654.400   93.8000    12.85000   14.8       15.8       21.7270    62.10000   376.0000   372.0000   481.0000   502.0000   3127.000   
2654.248   95.2000    12.71000   14.9       15.8       21.9280    61.80000   373.0000   375.0000   482.0000   503.0000   3113.000   
2654.095   94.7000    12.53000   15.0       15.8       22.3357    61.20000   363.0000   371.0000   484.0000   502.0000   3075.000   
2653.942   94.2000    12.54000   15.0       15.7       22.6986    61.50000   363.0000   367.0000   490.0000   501.0000   3111.000   
2653.790   95.5000    12.93000   14.7       15.7       23.2809    62.00000   360.0000   365.0000   496.0000   500.0000   3164.000   
2653.638   97.6000    12.90000   14.2       15.6       23.4423    62.00000   364.0000   369.0000   495.0000   499.0000   3171.000   
2653.485   98.2000    12.68000   13.5       15.3       23.5505    61.50000   373.0000   372.0000   492.0000   496.0000   3159.000   
2653.333   96.6000    12.53000   12.8       14.7       23.0144    61.00000   376.0000   375.0000   494.0000   498.0000   3107.000   
2653.181   93.2000    12.59000   12.1       13.9       22.1309    60.60000   376.0000   376.0000   496.0000   496.0000   3104.000   
2653.028   90.1000    12.76000   11.3       13.0       20.1837    61.10000   374.0000   375.0000   495.0000   497.0000   3138.000   
2652.875   89.3000    12.74000   10.5       12.2       18.0302    62.10000   373.0000   371.0000   489.0000   499.0000   3149.000   
2652.723   89.7000    12.57000   9.8        11.5       18.0717    62.40000   375.0000   375.0000   484.0000   502.0000   3130.000   
2652.571   88.4000    12.46000   9.1        10.9       20.7491    62.40000   372.0000   373.0000   487.0000   504.0000   3054.000   
2652.418   85.0000    12.52000   8.4        10.4       24.5471    63.50000   368.0000   369.0000   490.0000   500.0000   3093.000   
2652.266   81.3000    12.46000   7.9        10.2       27.2270    65.00000   367.0000   370.0000   492.0000   501.0000   3148.000   
2652.114   77.7000    12.17000   7.4        10.0       31.0456    65.20000   369.0000   372.0000   495.0000   502.0000   3175.000   
2651.961   73.8000    12.11000   6.9        9.8        33.1131    64.39999   371.0000   373.0000   496.0000   504.0000   3157.000   
2651.809   71.1000    12.15000   6.4        9.6        32.5087    64.00000   374.0000   374.0000   498.0000   504.0000   3109.000   
2651.657   70.6000    12.16000   6.1        9.2        28.1838    64.20000   376.0000   380.0000   499.0000   504.0000   3127.000   
2651.504   69.1000    12.15000   5.8        8.8        24.4906    65.09999   379.0000   378.0000   504.0000   504.0000   3137.000   
2651.352   67.3000    12.15000   5.5        8.4        23.8781    66.00000   377.0000   376.0000   500.0000   508.0000   3149.000   
2651.199   68.5000    12.13000   5.2        8.0        25.6448    65.30000   380.0000   379.0000   502.0000   514.0000   3147.000   
2651.047   73.0000    12.13000   4.9        7.5        27.1019    63.50000   379.0000   382.0000   506.0000   514.0000   3098.000   
2650.895   76.9000    12.10000   4.7        7.0        26.7301    63.00000   376.0000   380.0000   507.0000   510.0000   3104.000   
2650.742   76.7000    12.07000   4.5        6.7        24.6604    64.00000   374.0000   375.0000   502.0000   513.0000   3145.000   
2650.590   74.1000    12.07000   4.3        6.4        21.7270    65.00000   379.0000   380.0000   504.0000   512.0000   3161.000   
2650.438   71.9000    12.08000   4.2        6.3        19.2752    66.00000   377.0000   379.0000   512.0000   508.0000   3146.000   
2650.285   70.9000    12.09000   4.1        6.3        17.7828    66.50000   377.0000   379.0000   511.0000   510.0000   3098.000   
2650.132   70.5000    12.11000   4.1        6.3        18.1970    66.00000   381.0000   382.0000   514.0000   511.0000   3113.000   
2649.980   70.1000    12.14000   4.1        6.5        18.9234    65.20000   382.0000   383.0000   510.0000   509.0000   3143.000   
2649.828   70.8000    12.14000   4.2        6.7        20.1837    64.50000   384.0000   385.0000   503.0000   510.0000   3136.000   
2649.675   73.8000    12.11000   4.4        6.9        22.5424    63.60001   386.0000   385.0000   498.0000   516.0000   3116.000   
2649.523   79.2000    12.11000   4.5        7.2        25.1189    63.10000   383.0000   382.0000   499.0000   518.0000   3098.000   
2649.371   84.4000    12.12000   4.8        7.7        25.8821    63.50000   375.0000   377.0000   506.0000   518.0000   3137.000   
2649.218   90.5000    12.15000   5.0        8.3        24.4343    64.00000   373.0000   373.0000   508.0000   518.0000   3169.000   
2649.066   100.6000   12.12000   5.3        9.0        22.8034    63.70000   374.0000   375.0000   513.0000   516.0000   3169.000   
2648.913   110.9000   12.22000   5.8        9.5        21.7771    62.80000   372.0000   374.0000   515.0000   513.0000   3113.000   
2648.761   111.5000   12.52000   6.3        10.2       20.6538    61.40000   375.0000   373.0000   504.0000   512.0000   3099.000   
2648.608   97.3000    12.52000   6.8        11.0       19.7697    60.10000   380.0000   377.0000   497.0000   507.0000   3130.000   
2648.456   77.2000    12.65000   7.2        11.9       22.2331    60.30000   374.0000   375.0000   492.0000   500.0000   3147.000   
2648.304   62.7000    12.45000   7.6        12.8       30.1301    62.20000   372.0000   369.0000   488.0000   498.0000   3137.000   
2648.151   55.8000    12.22000   8.1        13.6       39.5367    63.50000   371.0000   369.0000   488.0000   500.0000   3102.000   
2647.999   53.9000    12.21000   8.6        14.1       43.2514    63.40000   371.0000   369.0000   487.0000   499.0000   3102.000   
2647.847   54.2000    12.20000   9.0        14.2       40.7380    62.50000   370.0000   369.0000   488.0000   499.0000   3148.000   
2647.694   55.1000    12.28000   9.2        13.8       37.2392    61.30000   368.0000   371.0000   488.0000   500.0000   3174.000   
2647.542   55.0000    12.34000   9.1        13.2       30.4789    60.30000   369.0000   369.0000   488.0000   499.0000   3142.000   
2647.389   56.0000    12.31000   9.0        12.4       23.3884    60.20000   370.0000   372.0000   485.0000   499.0000   3091.000   
2647.237   60.6000    12.41000   8.8        11.5       15.6675    60.70000   370.0000   368.0000   489.0000   497.0000   3118.000   
2647.084   67.0000    12.73000   8.7        10.8       16.2181    61.20000   368.0000   368.0000   495.0000   500.0000   3146.000   
2646.932   71.5000    12.73000   8.6        10.5       23.3346    61.70000   369.0000   365.0000   499.0000   497.0000   3135.000   
2646.780   72.0000    12.55000   8.5        10.6       30.8319    62.30000   369.0000   365.0000   497.0000   493.0000   3106.000   
2646.627   71.4000    12.38000   8.4        11.1       35.1560    62.80000   370.0000   367.0000   492.0000   490.0000   3102.000   
2646.475   71.8000    12.35000   8.5        11.9       33.9625    63.00000   372.0000   371.0000   487.0000   491.0000   3150.000   
2646.323   72.4000    12.35000   8.6        12.6       32.5837    63.00000   372.0000   372.0000   483.0000   494.0000   3171.000   
2646.170   71.7000    12.34000   8.8        13.2       32.5087    63.30000   371.0000   372.0000   486.0000   496.0000   3148.000   
2646.018   68.0000    12.33000   9.1        13.5       33.0370    63.70000   369.0000   372.0000   487.0000   499.0000   3091.000   
2645.865   62.3000    12.18000   9.3        13.7       33.6512    63.90001   370.0000   371.0000   490.0000   503.0000   3105.000   
2645.713   57.8000    12.15000   9.6        14.0       35.0752    63.80000   366.0000   371.0000   495.0000   506.0000   3139.000   
2645.561   57.2000    12.17000   9.8        14.3       37.0681    63.50000   370.0000   372.0000   504.0000   505.0000   3139.000   
2645.408   60.9000    12.40000   10.1       14.7       39.2645    63.30000   371.0000   372.0000   506.0000   502.0000   3123.000   
2645.256   67.2000    12.43000   10.4       15.1       40.7380    62.90000   378.0000   376.0000   506.0000   501.0000   3102.000   
2645.104   72.5000    12.34000   10.9       15.5       41.1150    62.20000   378.0000   377.0000   502.0000   503.0000   3120.000   
2644.951   73.5000    12.29000   11.3       16.1       40.5509    60.90000   377.0000   378.0000   497.0000   504.0000   3159.000   
2644.798   69.2000    12.28000   11.8       16.9       37.1535    59.50000   376.0000   378.0000   494.0000   502.0000   3159.000   
2644.646   61.9000    12.51000   12.4       17.4       38.0189    59.00000   373.0000   376.0000   490.0000   500.0000   3108.000   
2644.494   55.7000    12.61000   13.1       17.6       42.5598    58.80000   370.0000   371.0000   489.0000   499.0000   3088.000   
2644.341   52.5000    12.75000   13.8       17.6       50.3501    58.70000   366.0000   371.0000   491.0000   498.0000   3127.000   
2644.189   52.7000    12.73000   14.2       17.6       54.2001    58.60000   365.0000   370.0000   494.0000   496.0000   3155.000   
2644.037   54.6000    12.71000   14.5       17.5       48.8652    58.50000   364.0000   372.0000   492.0000   494.0000   3136.000   
2643.884   56.5000    12.83000   14.7       17.4       37.5837    59.10000   370.0000   370.0000   493.0000   491.0000   3105.000   
2643.732   59.1000    12.97000   15.0       16.8       26.4850    60.20000   368.0000   368.0000   490.0000   488.0000   3098.000   
2643.579   62.3000    13.00000   15.2       15.8       21.0863    60.90000   368.0000   369.0000   486.0000   487.0000   3144.000   
2643.427   63.9000    12.98000   15.3       15.0       23.2274    61.30000   369.0000   370.0000   484.0000   490.0000   3166.000   
2643.274   63.4000    12.91000   15.4       14.5       25.0035    61.50000   369.0000   369.0000   481.0000   490.0000   3139.000   
2643.122   62.6000    12.83000   15.4       14.4       26.9774    61.50000   369.0000   371.0000   488.0000   492.0000   3083.000   
2642.970   63.2000    12.83000   15.6       14.4       28.3139    61.50000   371.0000   372.0000   491.0000   493.0000   3108.000   
2642.817   64.2000    12.90000   15.7       14.5       33.2660    61.00000   373.0000   372.0000   492.0000   494.0000   3144.000   
2642.665   64.4000    12.77000   15.9       14.8       37.8443    60.10000   372.0000   376.0000   496.0000   498.0000   3136.000   
2642.513   64.8000    12.71000   16.1       15.3       36.2243    59.10000   377.0000   379.0000   496.0000   495.0000   3109.000   
2642.360   65.8000    12.77000   16.4       15.8       30.9030    58.70000   377.0000   377.0000   498.0000   498.0000   3096.000   
2642.208   67.4000    12.95000   16.9       16.2       26.2422    59.10000   373.0000   373.0000   499.0000   497.0000   3138.000   
2642.055   70.5000    13.02000   17.5       16.4       26.7301    60.00000   375.0000   372.0000   497.0000   496.0000   3169.000   
2641.903   76.7000    12.98000   18.0       16.6       28.2488    60.70000   372.0000   372.0000   491.0000   493.0000   3159.000   
2641.750   84.4000    12.79000   18.3       16.9       28.3792    60.90000   372.0000   372.0000   489.0000   494.0000   3096.000   
2641.598   89.4000    12.73000   18.5       17.0       27.4157    61.00000   369.0000   370.0000   495.0000   494.0000   3096.000   
2641.446   90.7000    12.81000   18.5       16.9       26.9153    61.80000   367.0000   364.0000   492.0000   494.0000   3120.000   
2641.293   90.8000    12.92000   18.3       16.5       26.3027    62.50000   373.0000   372.0000   493.0000   494.0000   3124.000   
2641.141   91.8000    12.82000   18.2       16.0       25.3513    62.70000   373.0000   374.0000   491.0000   490.0000   3130.000   
2640.988   93.2000    12.67000   17.9       15.5       23.6592    62.90000   374.0000   376.0000   497.0000   498.0000   3100.000   
2640.836   94.3000    12.66000   17.4       14.9       22.0293    63.30000   375.0000   377.0000   502.0000   500.0000   3104.000   
2640.684   95.4000    12.93000   16.9       14.3       21.0863    64.00000   377.0000   378.0000   504.0000   503.0000   3135.000   
2640.531   96.6000    13.03000   16.5       13.7       20.7014    64.50000   381.0000   377.0000   504.0000   505.0000   3132.000   
2640.379   96.1000    13.01000   16.1       13.4       20.4644    64.39999   381.0000   381.0000   503.0000   507.0000   3152.000   
2640.227   91.7000    12.92000   15.7       13.2       20.3704    64.00000   382.0000   381.0000   501.0000   508.0000   3143.000   
2640.074   83.1000    12.79000   15.5       13.1       20.4644    64.00000   381.0000   380.0000   506.0000   511.0000   3108.000   
