WellName:  1API 0001  PR
Field:     PR-01
Operator:  PETROBRAS
Country:   BRA
RunNumber: 0

DEPT       GR         CALI       ILD        ILM        LL3         DT         TENS   
M          GAPI       IN         OHMM       OHMM       OHMM        US/F       LB     
3114.343   78.3000    12.62000   33.9       23.0       37.1535     62.90000   3552   
3114.190   75.1000    12.62000   34.1       23.2       39.9025     62.30000   3554   
3114.038   73.4000    12.63000   34.4       23.7       42.5598     61.50000   3552   
3113.886   74.3000    12.62000   34.8       24.3       42.9537     61.00000   3552   
3113.733   78.7000    12.62000   35.6       24.9       41.4954     61.20000   3541   
3113.581   86.2000    12.61000   36.6       25.5       41.4954     61.90000   3547   
3113.429   93.7000    12.62000   37.5       25.8       43.5512     62.70000   3547   
3113.276   98.1000    12.62000   38.3       26.2       45.6037     63.00000   3543   
3113.124   98.7000    12.62000   39.0       26.6       46.1318     63.00000   3540   
3112.971   98.1000    12.61000   39.6       26.9       44.7713     63.00000   3540   
3112.819   97.8000    12.62000   40.3       27.1       43.7522     62.90000   3542   
3112.667   97.2000    12.61000   40.7       27.2       43.9542     62.90000   3541   
3112.514   95.9000    12.60000   40.8       27.3       44.3609     62.90000   3547   
3112.362   95.1000    12.60000   40.7       27.4       45.4988     63.00000   3546   
3112.209   95.3000    12.60000   40.6       27.5       47.5335     62.80000   3547   
3112.057   95.0000    12.60000   40.3       27.7       49.3174     62.50000   3546   
3111.904   94.1000    12.60000   40.1       27.9       48.9779     62.10000   3539   
3111.752   94.3000    12.59000   40.0       27.9       47.2063     62.00000   3547   
3111.600   96.3000    12.57000   40.1       27.8       45.4988     62.00000   3544   
3111.447   98.5000    12.56000   40.5       27.6       45.0817     62.30000   3545   
3111.295   99.8000    12.57000   40.7       27.5       44.5656     62.80000   3545   
3111.143   100.4000   12.57000   40.6       27.4       44.8745     63.00000   3549   
3110.990   101.4000   12.57000   40.0       27.3       46.0257     63.00000   3552   
3110.838   102.1000   12.57000   39.4       27.4       47.3151     63.00000   3557   
3110.686   101.1000   12.56000   38.8       27.5       48.1948     62.80000   3561   
3110.533   99.3000    12.56000   38.4       27.5       47.8630     62.50000   3559   
3110.380   98.0000    12.56000   38.2       27.4       47.0977     62.50000   3562   
3110.228   97.3000    12.56000   37.9       26.9       45.8142     62.50000   3568   
3110.076   97.1000    12.56000   37.8       26.5       42.7563     62.60000   3562   
3109.923   98.7000    12.54000   37.7       26.1       39.4457     63.20000   3561   
3109.771   101.6000   12.53000   37.8       25.9       37.9315     63.80000   3559   
3109.619   102.5000   12.53000   38.1       25.9       40.5509     63.90001   3560   
3109.466   99.8000    12.53000   38.6       26.4       44.6684     63.50000   3552   
3109.314   95.7000    12.53000   39.2       27.2       48.4172     62.90000   3557   
3109.161   93.5000    12.52000   40.3       28.4       52.3601     62.20000   3571   
3109.009   93.4000    12.50000   41.7       29.5       55.4626     62.00000   3558   
3108.856   93.8000    12.45000   43.4       30.5       56.1048     62.00000   3561   
3108.704   94.2000    12.44000   45.2       31.3       53.9511     62.00000   3556   
3108.552   94.2000    12.43000   46.8       31.8       53.7032     61.90000   3554   
3108.399   94.5000    12.43000   47.4       32.0       58.2103     61.60000   3562   
3108.247   94.6000    12.43000   48.0       32.4       65.1628     61.10000   3559   
3108.095   93.8000    12.41000   48.9       33.1       66.2217     61.00000   3560   
3107.942   93.7000    12.41000   50.0       34.0       62.3735     61.00000   3559   
3107.790   94.6000    12.40000   51.9       34.6       58.0765     61.00000   3568   
3107.637   93.7000    12.40000   53.6       34.9       59.8412     61.30000   3563   
3107.485   90.5000    12.39000   54.3       35.1       68.0770     61.30000   3564   
3107.333   88.2000    12.39000   54.3       35.3       75.3356     60.70000   3562   
3107.180   89.0000    12.39000   53.5       35.6       77.6247     59.80000   3558   
3107.028   91.1000    12.39000   52.0       35.4       71.9449     59.20000   3559   
3106.875   90.7000    12.39000   50.2       34.6       63.3870     59.40000   3559   
3106.723   87.5000    12.39000   48.6       33.2       54.0754     60.00000   3559   
3106.570   85.2000    12.39000   47.0       31.5       48.4172     61.00000   3552   
3106.418   86.0000    12.40000   44.8       29.9       47.7529     61.70000   3552   
3106.266   89.7000    12.39000   42.9       28.8       50.3501     62.10000   3547   
3106.113   92.6000    12.39000   41.3       28.4       52.1195     62.30000   3549   
3105.961   92.6000    12.39000   40.5       28.4       50.2343     62.40000   3552   
3105.809   92.5000    12.39000   40.2       28.6       48.6407     62.50000   3547   
3105.656   93.8000    12.40000   40.5       28.6       47.3151     62.70000   3549   
3105.504   95.8000    12.40000   41.0       28.8       47.7529     62.90000   3547   
3105.352   96.2000    12.40000   41.8       29.2       48.1948     63.00000   3552   
3105.199   95.6000    12.41000   42.7       29.6       50.3501     62.70000   3551   
3105.046   96.0000    12.41000   43.5       30.3       53.4564     62.20000   3555   
3104.894   96.4000    12.41000   44.3       31.0       58.0765     61.80000   3552   
3104.742   94.7000    12.41000   44.8       31.7       61.5177     61.30000   3552   
3104.589   90.8000    12.41000   45.3       32.1       61.5177     61.00000   3552   
3104.437   87.6000    12.40000   45.9       32.0       57.4117     61.00000   3549   
3104.285   87.7000    12.41000   46.3       31.4       52.1195     61.20000   3542   
3104.132   90.4000    12.41000   46.2       30.5       48.7529     61.90000   3544   
3103.979   92.7000    12.41000   45.7       29.6       47.9734     62.70000   3548   
3103.827   93.7000    12.43000   45.4       29.2       48.3059     62.90000   3547   
3103.675   94.1000    12.43000   45.3       29.3       49.7737     62.70000   3547   
3103.522   93.8000    12.43000   45.6       29.9       52.7230     62.10000   3545   
3103.370   91.9000    12.43000   45.9       30.8       56.1048     61.40000   3549   
3103.218   87.5000    12.41000   46.0       31.7       60.6736     60.80000   3550   
3103.065   82.2000    12.42000   46.1       32.2       62.6614     60.30000   3542   
3102.913   82.1000    12.43000   46.0       32.3       62.8058     60.20000   3541   
3102.761   78.9000    12.43000   45.7       32.4       62.2300     60.00000   3542   
3102.608   79.5000    12.43000   45.3       32.1       58.6138     60.10000   3547   
3102.456   82.9000    12.43000   44.9       31.5       53.4564     60.30000   3552   
3102.303   86.2000    12.43000   44.7       30.5       49.0908     60.90000   3550   
3102.151   87.4000    12.45000   44.7       29.6       46.6659     61.60000   3547   
3101.999   87.1000    12.46000   44.4       28.9       47.8630     62.10000   3548   
3101.846   86.0000    12.47000   43.5       28.4       49.6592     62.40000   3552   
3101.694   85.1000    12.48000   42.2       28.2       50.0035     62.50000   3551   
3101.542   83.8000    12.49000   40.5       27.9       50.8159     62.00000   3546   
3101.389   82.1000    12.49000   38.5       27.4       50.4661     61.40000   3547   
3101.236   80.8000    12.50000   37.2       26.7       47.8630     61.40000   3548   
3101.084   79.3000    12.53000   36.6       26.0       40.9261     61.90000   3554   
3100.932   78.2000    12.54000   36.6       25.2       35.7273     62.50000   3552   
3100.779   77.2000    12.57000   37.0       24.4       33.9625     63.30000   3562   
3100.627   76.5000    12.58000   37.5       24.3       36.6438     63.70000   3562   
3100.475   75.8000    12.58000   38.3       24.9       42.4620     63.30000   3556   
3100.322   75.8000    12.58000   39.1       26.3       51.1682     62.60000   3558   
3100.170   77.7000    12.58000   40.0       28.1       60.5341     61.50000   3557   
3100.017   80.0000    12.58000   41.2       30.0       65.7658     60.20000   3551   
3099.865   81.0000    12.58000   42.2       31.3       63.9735     59.60000   3554   
3099.712   80.8000    12.58000   43.0       31.4       57.5440     59.70000   3552   
3099.560   80.1000    12.60000   42.6       30.7       50.4661     60.30000   3552   
3099.408   79.0000    12.62000   41.8       29.5       46.0257     61.00000   3557   
3099.255   76.8000    12.63000   40.6       28.2       43.5512     61.70000   3552   
3099.103   74.5000    12.64000   39.5       27.0       43.0527     61.90000   3552   
3098.951   73.8000    12.66000   38.4       26.1       42.9537     61.70000   3552   
3098.798   74.1000    12.66000   37.4       25.6       42.3643     61.70000   3547   
3098.646   74.8000    12.66000   36.6       25.2       41.5911     61.90000   3546   
3098.493   76.5000    12.66000   36.3       25.1       40.3645     62.30000   3559   
3098.341   79.4000    12.68000   36.1       24.8       39.2645     62.80000   3561   
3098.188   82.0000    12.68000   35.2       24.3       38.1066     63.00000   3561   
3098.036   82.7000    12.70000   33.7       23.7       37.7572     63.10000   3562   
3097.884   81.2000    12.71000   32.1       23.0       37.0681     63.20000   3563   
3097.731   78.8000    12.72000   30.4       22.3       35.0752     63.10000   3553   
3097.579   76.7000    12.74000   29.3       21.4       33.3426     63.20000   3562   
3097.427   75.9000    12.74000   28.3       20.6       30.5492     63.70000   3551   
3097.274   76.3000    12.76000   27.4       19.8       28.9734     64.00000   3552   
3097.122   76.8000    12.76000   26.6       19.1       27.8612     64.20000   3548   
3096.969   76.8000    12.76000   25.9       18.7       27.8612     64.30000   3546   
3096.817   76.2000    12.76000   25.4       18.4       28.1838     64.50000   3556   
3096.665   75.7000    12.76000   25.2       18.3       27.9254     64.50000   3545   
3096.512   75.9000    12.75000   25.5       18.4       28.3139     64.30000   3542   
3096.360   75.2000    12.76000   26.1       18.6       29.2415     64.00000   3543   
3096.208   73.3000    12.75000   26.9       19.1       30.6902     63.90001   3541   
3096.055   71.9000    12.75000   28.1       19.8       33.8065     63.50000   3550   
3095.902   72.2000    12.74000   29.4       20.8       37.5837     62.90000   3547   
3095.750   72.4000    12.74000   31.2       22.3       43.2514     62.10000   3554   
3095.598   69.8000    12.74000   33.3       24.0       47.5335     61.40000   3552   
3095.445   65.6000    12.72000   35.5       25.8       50.4661     61.00000   3553   
3095.293   63.5000    12.72000   37.8       27.4       51.2861     60.70000   3554   
3095.141   66.5000    12.70000   39.7       28.6       53.4564     60.10000   3542   
3094.988   73.9000    12.70000   41.1       29.5       54.2001     59.80000   3545   
3094.836   81.7000    12.70000   42.2       30.0       54.2001     59.90000   3540   
3094.683   87.4000    12.69000   42.9       29.9       51.5229     60.30000   3545   
3094.531   89.9000    12.69000   43.1       29.4       49.6592     61.00000   3541   
3094.378   90.1000    12.69000   42.6       28.6       48.0839     61.70000   3547   
3094.226   89.4000    12.68000   41.5       27.7       46.4515     62.10000   3540   
3094.074   89.5000    12.67000   40.2       27.2       45.0817     62.40000   3537   
3093.921   91.4000    12.66000   39.5       26.8       43.1519     62.60000   3544   
3093.769   93.2000    12.66000   39.4       26.5       43.4510     62.70000   3546   
3093.617   93.0000    12.66000   39.6       26.5       44.6684     62.50000   3547   
3093.464   90.2000    12.64000   39.6       26.8       45.8142     62.30000   3549   
3093.312   86.9000    12.63000   40.0       27.4       46.5586     62.20000   3549   
3093.159   86.6000    12.60000   40.6       28.1       48.6407     62.00000   3551   
3093.007   89.0000    12.60000   41.7       28.9       52.1195     61.90000   3548   
3092.854   91.2000    12.59000   43.1       29.9       54.4503     61.70000   3547   
3092.702   91.3000    12.58000   44.5       30.8       56.6239     61.60000   3545   
3092.550   89.2000    12.58000   45.2       31.5       61.2350     61.30000   3545   
3092.397   85.1000    12.57000   45.7       32.0       63.8264     60.70000   3544   
3092.245   80.2000    12.56000   45.8       32.3       61.0942     60.50000   3543   
3092.092   77.8000    12.57000   45.6       32.0       54.8277     60.90000   3527   
3091.940   79.0000    12.57000   44.6       31.0       50.2343     61.40000   3542   
3091.788   81.8000    12.56000   42.8       29.8       49.3174     61.90000   3557   
3091.635   84.8000    12.56000   41.4       28.7       48.6407     62.10000   3547   
3091.483   88.0000    12.56000   40.9       28.1       46.0257     62.00000   3546   
3091.331   90.3000    12.56000   40.9       27.7       44.0555     62.00000   3542   
3091.178   90.7000    12.56000   41.3       27.5       43.6516     62.10000   3540   
3091.026   89.9000    12.57000   41.5       27.4       46.0257     62.30000   3551   
3090.874   89.5000    12.56000   41.5       27.4       48.8652     62.40000   3547   
3090.721   89.4000    12.57000   41.6       27.7       51.5229     62.10000   3546   
3090.568   89.9000    12.57000   41.4       28.2       53.9511     61.70000   3542   
3090.416   90.9000    12.57000   41.0       28.6       55.2078     61.30000   3542   
3090.264   89.9000    12.56000   40.8       28.8       53.3335     61.10000   3551   
3090.111   86.4000    12.56000   40.6       28.6       50.6991     61.00000   3545   
3089.959   81.4000    12.57000   40.2       28.2       47.4242     61.00000   3537   
3089.807   77.9000    12.56000   39.6       27.7       45.6037     61.10000   3531   
3089.654   75.6000    12.56000   38.8       27.1       45.6037     61.00000   3532   
3089.502   73.5000    12.56000   37.8       26.5       47.7529     61.00000   3537   
3089.349   72.6000    12.56000   36.8       26.1       49.5450     61.00000   3547   
3089.197   73.4000    12.56000   36.4       26.1       47.9734     61.00000   3540   
3089.044   74.5000    12.56000   36.6       26.2       44.3609     61.10000   3543   
3088.892   73.3000    12.56000   37.8       26.2       42.0727     61.40000   3540   
3088.740   70.5000    12.56000   39.5       26.4       41.4954     61.80000   3547   
3088.587   68.0000    12.56000   41.1       26.7       44.7713     61.80000   3547   
3088.435   66.3000    12.57000   41.9       27.4       54.0754     61.00000   3551   
3088.283   64.9000    12.56000   41.9       28.5       64.5654     59.60000   3564   
3088.130   64.1000    12.56000   42.3       30.1       66.6807     58.50000   3544   
3087.978   63.4000    12.56000   43.3       31.4       61.0942     58.00000   3523   
3087.825   61.4000    12.56000   44.6       31.7       57.4117     58.10000   3521   
3087.673   59.4000    12.56000   45.6       31.3       63.6796     58.40000   3526   
3087.521   61.6000    12.56000   46.0       31.0       64.7143     58.60000   3527   
3087.368   69.4000    12.56000   46.5       31.1       59.1562     59.20000   3532   
3087.216   79.0000    12.56000   46.9       31.2       55.2078     60.40000   3527   
3087.063   84.3000    12.56000   46.9       31.2       63.2412     61.00000   3532   
3086.911   83.5000    12.56000   46.0       31.3       71.6143     60.90000   3535   
3086.758   81.5000    12.57000   45.3       31.8       70.9578     60.00000   3601   
3086.606   83.0000    12.57000   45.0       32.4       62.2300     59.40000   3555   
3086.454   86.1000    12.56000   45.3       32.2       55.0808     60.10000   3525   
3086.301   86.1000    12.57000   45.4       31.3       50.3501     61.20000   3529   
3086.149   83.0000    12.56000   45.0       30.1       48.3059     61.90000   3535   
3085.997   82.4000    12.56000   44.0       29.2       49.5450     62.00000   3534   
3085.844   87.0000    12.56000   42.8       28.7       52.6017     62.00000   3526   
3085.692   93.6000    12.56000   41.7       28.5       55.5904     61.70000   3535   
3085.540   95.5000    12.57000   40.6       28.4       54.5758     61.20000   3534   
3085.387   89.3000    12.55000   39.4       28.0       51.1682     60.90000   3534   
3085.234   78.7000    12.54000   38.5       27.4       49.4311     60.90000   3530   
3085.082   69.7000    12.54000   37.8       26.5       48.5289     61.10000   3527   
3084.930   65.2000    12.54000   37.3       25.9       46.8813     61.40000   3529   
3084.777   65.2000    12.54000   36.8       25.4       44.2588     61.80000   3523   
3084.625   68.4000    12.65000   36.5       25.3       44.2588     61.80000   3530   
3084.473   71.9000    12.64000   36.5       25.4       45.9198     61.40000   3535   
3084.320   73.0000    12.64000   36.6       25.9       47.5335     60.80000   3534   
3084.167   73.2000    12.64000   37.7       26.7       46.6659     60.50000   3530   
3084.015   76.0000    12.64000   38.8       27.6       46.2381     60.90000   3535   
3083.863   80.8000    12.64000   39.9       28.4       48.6407     61.40000   3535   
3083.710   83.6000    12.63000   40.6       29.1       56.1048     61.30000   3542   
3083.558   82.9000    12.62000   40.6       29.8       60.9537     60.80000   3540   
3083.406   81.5000    12.61000   40.6       30.3       60.6736     60.20000   3543   
3083.253   81.5000    12.60000   40.1       30.3       54.8277     59.90000   3534   
3083.101   81.6000    12.60000   39.4       29.4       50.3501     59.90000   3532   
3082.949   80.3000    12.60000   38.2       28.1       46.7735     59.90000   3532   
3082.796   79.8000    12.60000   37.0       26.8       43.6516     60.20000   3531   
3082.644   83.5000    12.60000   35.9       25.6       39.8107     61.00000   3532   
3082.491   89.6000    12.60000   35.2       24.8       37.9315     62.10000   3534   
3082.339   93.4000    12.61000   34.8       24.1       38.0189     63.20000   3536   
3082.187   92.3000    12.60000   34.4       23.8       38.8150     63.80000   3533   
3082.034   88.9000    12.60000   34.0       23.7       39.2645     63.70000   3535   
3081.882   86.3000    12.52000   33.6       23.8       40.2717     63.00000   3537   
3081.729   84.3000    12.53000   33.3       23.9       41.8794     62.10000   3541   
3081.577   81.9000    12.53000   33.0       23.9       41.8794     61.60000   3540   
3081.424   79.2000    12.53000   33.0       23.9       38.9942     61.10000   3532   
3081.272   77.0000    12.53000   33.0       23.7       37.3250     61.10000   3542   
3081.120   76.2000    12.53000   32.7       23.4       37.7572     61.40000   3538   
3080.967   76.6000    12.52000   32.2       23.2       40.5509     61.70000   3537   
3080.815   78.3000    12.52000   31.6       23.3       41.9759     61.50000   3537   
3080.663   82.2000    12.53000   31.0       23.5       41.4954     61.40000   3533   
3080.510   87.9000    12.53000   30.7       23.5       39.6278     61.90000   3538   
3080.358   92.5000    12.53000   30.5       23.2       37.3250     62.60000   3536   
3080.205   93.9000    12.53000   30.4       22.6       34.3558     63.30000   3531   
3080.053   92.4000    12.53000   30.2       22.0       31.4775     63.90001   3523   
3079.900   89.2000    12.53000   29.9       21.5       30.7610     64.09999   3525   
3079.748   85.2000    12.53000   29.7       21.2       32.2849     63.80000   3535   
3079.596   81.0000    12.53000   30.1       21.5       34.8337     63.40000   3541   
3079.443   79.4000    12.53000   30.9       22.1       34.6737     62.80000   3541   
3079.291   80.6000    12.53000   32.3       23.1       36.3915     62.20000   3542   
3079.139   82.5000    12.53000   34.0       24.3       40.0867     61.70000   3552   
3078.986   83.0000    12.53000   35.7       25.5       47.7529     61.40000   3546   
3078.833   83.1000    12.52000   37.1       26.9       52.6017     60.80000   3537   
3078.681   83.8000    12.51000   37.7       27.7       55.0808     60.20000   3532   
3078.529   83.0000    12.51000   37.5       27.9       54.0754     59.90000   3533   
3078.376   80.3000    12.51000   36.6       27.4       51.0505     59.70000   3530   
3078.224   77.3000    12.51000   35.6       26.5       45.3942     59.60000   3537   
3078.072   75.0000    12.51000   34.8       25.5       39.3550     60.00000   3532   
3077.919   73.6000    12.51000   34.6       24.5       35.8096     60.70000   3521   
3077.767   73.8000    12.51000   34.7       24.0       36.3078     61.20000   3525   
3077.615   77.9000    12.51000   35.1       24.2       38.6367     61.70000   3511   
3077.462   84.4000    12.51000   35.5       24.9       46.2381     61.70000   3537   
3077.310   88.4000    12.51000   35.9       26.1       58.3445     60.90000   3541   
3077.157   88.1000    12.51000   36.6       27.5       64.5654     60.20000   3555   
3077.005   85.3000    12.51000   37.4       28.7       60.9537     59.70000   3530   
3076.853   84.3000    12.49000   38.4       29.3       50.4661     59.70000   3520   
3076.700   87.6000    12.49000   39.4       29.0       44.3609     60.90000   3523   
3076.548   92.6000    12.48000   40.1       28.2       42.3643     62.50000   3526   
3076.396   94.3000    12.49000   40.0       27.5       46.1318     63.20000   3532   
3076.243   91.0000    12.49000   39.5       27.4       54.2001     62.90000   3536   
3076.090   87.1000    12.48000   38.7       28.0       58.7489     61.70000   3537   
3075.938   86.2000    12.48000   38.5       29.0       55.8470     60.80000   3527   
3075.786   87.0000    12.48000   39.1       29.6       49.2040     61.00000   3521   
3075.633   88.3000    12.47000   40.0       29.4       46.5586     61.90000   3518   
3075.481   90.5000    12.47000   40.8       29.0       48.3059     62.40000   3521   
3075.329   92.7000    12.46000   41.4       28.8       50.2343     62.20000   3531   
3075.176   93.2000    12.47000   41.4       28.8       51.6416     61.90000   3559   
3075.024   93.3000    12.47000   41.2       29.0       52.1195     61.70000   3546   
3074.871   94.0000    12.47000   40.9       29.1       54.2001     61.50000   3532   
3074.719   93.2000    12.47000   40.0       28.8       54.7016     61.30000   3526   
3074.566   90.3000    12.47000   38.7       28.2       54.0754     61.20000   3527   
3074.414   87.7000    12.47000   37.2       27.2       49.7737     61.60000   3527   
3074.262   88.7000    12.47000   35.9       26.2       46.0257     62.40000   3530   
3074.109   92.3000    12.47000   35.1       25.2       41.4954     63.40000   3540   
3073.957   96.8000    12.47000   34.7       24.5       38.5478     64.70000   3530   
3073.805   100.0000   12.47000   34.9       24.3       36.7282     65.70000   3525   
3073.652   99.7000    12.47000   35.4       24.5       39.9025     65.70000   3532   
3073.500   96.4000    12.47000   36.5       25.4       48.6407     64.59999   3547   
3073.347   91.5000    12.47000   37.8       27.2       59.7035     62.80000   3535   
3073.195   86.1000    12.48000   39.8       29.9       65.0130     60.80000   3526   
3073.042   82.1000    12.48000   42.4       32.7       64.4169     59.40000   3521   
3072.890   80.8000    12.48000   44.9       34.3       62.8058     59.10000   3546   
3072.738   81.0000    12.48000   46.6       34.7       64.8634     59.10000   3545   
3072.585   78.6000    12.48000   47.1       34.4       71.9449     58.50000   3529   
3072.433   72.3000    12.48000   46.8       34.0       68.3912     57.80000   3529   
3072.281   67.1000    12.48000   45.7       33.0       59.7035     58.30000   3531   
3072.128   66.4000    12.48000   44.3       31.2       48.9779     59.30000   3529   
3071.976   69.1000    12.50000   42.9       29.2       46.4515     60.50000   3559   
3071.823   72.4000    12.50000   41.4       28.1       46.0257     61.80000   3562   
3071.671   75.2000    12.50000   40.3       27.6       44.2588     62.10000   3552   
3071.519   78.2000    12.50000   38.7       27.4       44.6684     62.00000   3540   
3071.366   81.0000    12.50000   37.1       27.0       47.9734     62.00000   3527   
3071.214   83.3000    12.50000   35.2       26.7       49.0908     61.70000   3524   
3071.062   85.6000    12.50000   33.3       26.0       45.8142     61.20000   3523   
3070.909   88.0000    12.50000   31.6       24.9       39.2645     61.10000   3567   
3070.756   90.0000    12.49000   29.7       23.3       34.2768     61.60000   3527   
3070.604   90.4000    12.50000   27.9       21.7       31.1172     62.30000   3513   
3070.452   89.1000    12.49000   26.4       20.4       29.3089     62.80000   3512   
3070.299   88.2000    12.49000   25.0       19.3       27.6694     63.10000   3520   
3070.147   89.0000    12.49000   23.9       18.5       26.9154     63.50000   3527   
3069.995   91.0000    12.49000   23.1       17.7       26.4241     63.90001   3523   
3069.842   92.8000    12.49000   22.3       17.2       26.6686     64.00000   3521   
3069.690   94.3000    12.49000   21.7       16.9       27.0396     64.00000   3532   
3069.537   96.4000    12.49000   21.3       16.7       26.6073     64.00000   3542   
3069.385   97.9000    12.49000   21.2       16.6       26.0016     64.00000   3534   
3069.232   96.4000    12.49000   21.3       16.6       24.4343     64.00000   3547   
3069.080   92.7000    12.48000   21.5       16.6       24.4906     64.00000   3540   
3068.928   90.1000    12.49000   21.6       16.7       25.0035     64.00000   3534   
3068.775   90.2000    12.49000   21.7       16.8       26.6073     63.90001   3523   
3068.623   92.5000    12.49000   21.8       17.0       27.7332     63.60001   3520   
3068.471   94.6000    12.47000   21.9       17.2       27.7971     63.20000   3527   
3068.318   94.1000    12.48000   22.0       17.4       27.4789     63.00000   3523   
3068.166   90.9000    12.47000   22.4       17.5       26.7301     62.90000   3520   
3068.013   86.7000    12.47000   22.9       17.6       26.7301     62.70000   3525   
3067.861   84.3000    12.47000   23.6       17.8       27.2270     62.80000   3527   
3067.708   83.5000    12.47000   24.4       18.3       28.4446     62.70000   3533   
3067.556   83.7000    12.47000   25.3       19.1       30.4089     62.30000   3519   
3067.404   85.7000    12.47000   26.2       20.1       34.5144     62.00000   3522   
3067.251   90.0000    12.47000   27.3       21.4       38.6367     62.00000   3523   
3067.099   95.2000    12.47000   28.4       22.7       40.7380     61.90000   3527   
3066.946   98.4000    12.47000   29.6       23.9       41.2098     61.80000   3525   
3066.794   98.7000    12.47000   30.6       24.6       41.4954     61.50000   3522   
3066.642   98.1000    12.47000   31.3       24.9       43.0527     61.40000   3517   
3066.489   98.6000    12.47000   31.3       24.9       42.5598     61.20000   3518   
3066.337   100.7000   12.47000   31.0       24.5       41.1150     61.20000   3526   
3066.185   102.6000   12.46000   30.4       23.9       38.9045     61.30000   3527   
3066.032   103.4000   12.47000   29.7       23.1       37.5837     61.90000   3507   
3065.880   104.3000   12.47000   28.8       22.3       35.9749     62.50000   3511   
3065.728   105.6000   12.47000   28.1       21.5       34.9140     62.90000   3508   
3065.575   105.9000   12.47000   27.7       21.0       33.5738     63.00000   3516   
3065.422   103.6000   12.47000   27.7       20.7       32.6588     63.20000   3522   
3065.270   98.5000    12.47000   28.0       20.7       33.9625     63.50000   3512   
3065.118   92.5000    12.47000   28.4       20.9       38.3707     62.90000   3505   
3064.965   87.5000    12.47000   29.2       21.7       43.4510     61.90000   3515   
3064.813   85.9000    12.47000   30.3       23.1       45.2898     61.20000   3508   
3064.661   89.5000    12.47000   31.7       24.8       44.7713     61.20000   3523   
3064.508   95.9000    12.47000   33.2       26.4       47.5335     61.70000   3525   
3064.356   101.4000   12.47000   34.2       27.4       53.9511     61.80000   3520   
3064.203   103.3000   12.46000   35.0       28.2       59.8412     61.10000   3520   
3064.051   101.8000   12.44000   35.4       28.8       58.8844     60.30000   3505   
3063.898   100.8000   12.44000   35.4       29.0       52.6017     60.30000   3508   
3063.746   102.5000   12.45000   34.8       28.2       46.2381     61.10000   3516   
3063.594   105.4000   12.45000   33.5       26.8       43.1519     62.10000   3518   
3063.441   106.5000   12.45000   31.3       24.9       43.3511     62.90000   3498   
3063.289   104.7000   12.45000   28.4       23.1       42.5598     63.10000   3520   
3063.137   102.4000   12.45000   25.4       21.4       38.5478     62.90000   3518   
3062.984   102.0000   12.45000   22.4       19.5       32.1366     63.30000   3514   
3062.832   104.6000   12.46000   20.0       17.3       25.7040     64.89999   3510   
3062.679   109.7000   12.47000   17.9       15.2       21.2814     67.30000   3507   
3062.527   112.3000   12.48000   16.1       13.3       18.7068     69.30000   3498   
3062.375   107.2000   12.50000   14.8       11.8       19.2309     69.50000   3516   
3062.222   94.7000    12.49000   13.7       10.8       21.8776     68.00000   3506   
3062.070   80.3000    12.49000   12.9       10.3       24.9459     65.59999   3508   
3061.917   70.4000    12.49000   12.4       10.0       26.3027     63.70000   3520   
3061.765   65.9000    12.49000   12.1       10.0       25.8821     63.00000   3529   
3061.612   65.0000    12.49000   12.1       10.2       23.9883     63.00000   3525   
3061.460   66.5000    12.49000   12.4       10.5       21.9281     62.90000   3534   
3061.308   70.2000    12.48000   13.0       11.0       20.4644     63.10000   3515   
3061.155   75.4000    12.49000   13.7       11.5       19.9067     63.50000   3510   
3061.003   80.8000    12.49000   14.6       12.2       22.5944     63.90001   3513   
3060.851   85.9000    12.50000   15.4       13.3       26.9774     64.00000   3506   
3060.698   91.7000    12.51000   16.4       14.8       30.6902     64.20000   3527   
3060.546   97.9000    12.50000   17.7       16.4       31.6228     64.70000   3532   
3060.394   102.1000   12.51000   19.1       17.7       30.6902     65.20000   3532   
3060.241   104.0000   12.51000   20.5       18.3       29.8538     66.00000   3541   
3060.088   104.2000   12.51000   21.7       18.5       29.3765     66.70000   3542   
3059.936   102.8000   12.50000   22.4       18.4       29.7852     67.00000   3526   
3059.784   99.0000    12.50000   22.8       18.4       30.4089     66.80000   3512   
3059.631   93.6000    12.51000   23.0       18.5       32.1366     66.00000   3508   
3059.479   90.5000    12.51000   23.0       18.6       33.3426     64.59999   3515   
3059.327   90.0000    12.51000   23.2       18.7       33.8065     63.00000   3518   
3059.174   89.5000    12.51000   23.3       18.8       32.7341     62.00000   3513   
3059.021   89.2000    12.51000   23.3       18.8       31.7687     62.10000   3523   
3058.869   90.6000    12.51000   23.2       18.7       32.7341     62.90000   3511   
3058.717   93.9000    12.51000   23.1       18.6       33.8844     63.70000   3510   
3058.564   97.6000    12.49000   22.9       18.6       34.0408     64.39999   3516   
3058.412   99.9000    12.50000   22.8       18.5       32.6588     65.30000   3513   
3058.260   100.0000   12.49000   22.6       18.4       31.4051     66.20000   3512   
3058.107   98.2000    12.50000   22.5       18.2       32.0627     67.00000   3520   
3057.955   96.3000    12.50000   22.4       18.1       32.7341     67.70000   3521   
3057.803   96.3000    12.50000   22.6       18.1       32.0627     67.89999   3526   
3057.650   97.0000    12.50000   23.1       18.2       31.1889     68.00000   3531   
3057.498   96.9000    12.50000   23.9       18.5       30.7610     68.59999   3537   
3057.345   96.4000    12.50000   25.1       19.0       30.9030     69.50000   3539   
