WellName:  1API 0001  PR
Field:     PR-01
Operator:  PETROBRAS
Country:   BRA
RunNumber: 0

DEPT       GR         CALI       ILD        ILM        LL3         DT         TENS   
M          GAPI       IN         OHMM       OHMM       OHMM        US/F       LB     
2671.011   86.8000    12.59000   22.0       22.4       26.1818     58.60000   3171   
2670.859   90.6000    12.63000   21.5       21.1       21.7771     60.50000   3179   
2670.707   86.6000    12.72000   21.1       20.2       25.8226     61.70000   3151   
2670.554   80.4000    12.62000   20.6       20.2       32.0627     60.90000   3130   
2670.402   78.7000    12.42000   20.0       21.0       38.7258     58.50000   3124   
2670.250   83.4000    12.38000   19.5       22.0       44.2588     56.60000   3154   
2670.097   90.7000    12.41000   19.1       22.2       45.8142     55.70000   3181   
2669.944   95.3000    12.41000   18.3       21.5       40.8319     55.70000   3166   
2669.792   93.7000    12.39000   17.4       20.1       33.4965     56.90000   3153   
2669.640   88.2000    12.37000   16.2       18.5       27.1644     58.70000   3137   
2669.487   83.3000    12.39000   15.0       17.1       24.4906     60.00000   3166   
2669.335   80.8000    12.56000   13.9       16.0       22.6464     61.30000   3189   
2669.183   79.8000    12.56000   13.1       15.2       23.3884     62.90000   3171   
2669.030   77.3000    12.45000   12.5       14.8       26.7917     63.60001   3136   
2668.878   71.9000    12.16000   12.1       14.8       31.1889     63.00000   3130   
2668.725   65.6000    11.99000   11.8       14.9       34.4350     62.80000   3159   
2668.573   61.2000    11.98000   11.6       15.0       34.1979     63.60001   3189   
2668.420   59.8000    11.99000   11.7       15.2       33.5738     64.59999   3179   
2668.268   59.5000    11.99000   11.9       15.5       33.4965     65.89999   3160   
2668.116   59.7000    11.97000   12.3       16.2       35.5631     66.39999   3155   
2667.963   60.7000    11.99000   12.8       17.3       41.4954     65.30000   3171   
2667.811   61.9000    12.14000   13.3       18.7       55.2078     63.00000   3183   
2667.659   62.2000    12.21000   13.9       20.5       69.0240     59.90000   3170   
2667.506   59.9000    12.11000   14.5       22.5       78.8860     56.60000   3143   
2667.354   56.2000    11.99000   15.2       24.5       81.6582     55.30000   3133   
2667.201   53.5000    12.00000   15.9       25.9       85.3100     56.10000   3121   
2667.049   53.1000    12.11000   16.5       26.3       87.7001     57.00000   3086   
2666.896   53.5000    12.14000   16.8       25.7       79.6160     57.60000   3077   
2666.744   54.0000    12.17000   16.8       24.2       68.0770     58.40000   3098   
2666.592   55.6000    12.17000   16.5       22.3       56.7545     59.30000   3115   
2666.439   58.7000    12.28000   15.9       20.6       48.1948     59.90000   3107   
2666.287   63.6000    12.56000   15.2       19.2       36.1410     60.70000   3091   
2666.135   70.4000    12.58000   14.5       18.1       24.8313     61.30000   3083   
2665.982   78.6000    12.54000   13.8       16.8       18.9234     61.20000   3087   
2665.830   87.2000    12.51000   13.2       15.3       17.2982     61.60000   3089   
2665.677   91.5000    12.51000   12.6       13.9       15.8855     62.40000   3083   
2665.525   88.5000    12.54000   12.1       12.9       14.6218     63.10000   3078   
2665.373   79.9000    12.75000   11.7       12.1       14.0281     63.70000   3077   
2665.220   71.6000    12.86000   11.6       11.5       14.4544     64.09999   3085   
2665.068   71.5000    12.87000   11.4       11.5       14.4877     64.20000   3086   
2664.916   67.7000    12.80000   11.2       11.2       14.8252     64.80000   3082   
2664.763   67.6000    12.67000   11.1       11.2       14.8936     65.09999   3083   
2664.610   70.3000    12.64000   11.1       11.6       14.8936     65.00000   3083   
2664.458   75.4000    12.84000   11.3       12.1       16.8267     64.30000   3083   
2664.306   81.5000    12.91000   11.5       12.8       23.2809     62.20000   3087   
2664.153   86.4000    12.79000   11.7       13.5       32.1366     59.90000   3083   
2664.001   88.0000    12.60000   11.8       14.4       38.6367     58.70000   3086   
2663.849   85.8000    12.34000   12.0       15.2       40.8319     58.40000   3080   
2663.696   80.9000    12.46000   12.3       16.0       39.7192     58.30000   3081   
2663.544   75.1000    12.25000   12.5       16.7       40.0867     58.90000   3139   
2663.391   69.9000    12.07000   12.7       17.3       43.3511     60.50000   3166   
2663.239   66.1000    12.14000   12.6       17.5       50.8159     61.90000   3169   
2663.086   63.0000    12.40000   12.5       17.6       57.8096     62.10000   3144   
2662.934   60.3000    12.44000   12.3       17.5       59.5662     60.80000   3077   
2662.782   59.6000    12.38000   12.2       17.3       52.8445     58.50000   3060   
2662.629   63.3000    12.15000   12.2       16.7       41.2098     57.70000   3075   
2662.477   71.4000    12.12000   12.2       15.8       28.7740     58.90000   3082   
2662.325   79.2000    12.56000   12.2       15.0       24.2103     59.60000   3088   
2662.172   81.5000    12.87000   12.2       14.5       27.7971     59.50000   3094   
2662.020   76.7000    12.85000   12.1       14.5       33.8065     60.00000   3104   
2661.867   68.8000    12.49000   11.9       14.8       37.4111     61.80000   3124   
2661.715   62.8000    12.20000   11.9       15.2       36.1410     63.00000   3145   
2661.562   61.5000    12.44000   12.0       15.3       32.0627     62.60000   3148   
2661.410   64.2000    12.44000   12.0       15.2       25.2348     61.60000   3082   
2661.258   70.0000    12.42000   11.9       14.7       19.1867     60.50000   3066   
2661.105   76.7000    12.45000   11.7       14.1       16.4059     60.30000   3083   
2660.953   80.4000    12.45000   11.4       13.5       15.9221     61.20000   3091   
2660.800   79.6000    12.80000   11.2       12.7       15.4170     61.80000   3081   
2660.648   76.1000    13.02000   10.9       11.9       15.3109     61.90000   3092   
2660.496   72.4000    13.00000   10.8       11.4       15.8125     62.30000   3124   
2660.343   68.9000    12.86000   10.8       11.1       16.0325     63.40000   3138   
2660.191   65.9000    12.67000   10.8       11.1       16.2181     64.89999   3091   
2660.039   65.0000    12.73000   10.9       11.4       16.9824     65.80000   3064   
2659.886   64.4000    13.08000   10.9       11.8       18.9671     65.00000   3085   
2659.734   62.4000    12.97000   11.0       12.4       21.5278     63.40000   3096   
2659.582   59.3000    12.57000   11.1       13.0       26.3027     62.00000   3091   
2659.429   55.9000    12.65000   11.1       13.5       32.2107     61.20000   3121   
2659.276   54.1000    12.82000   11.1       13.7       33.0370     60.50000   3130   
2659.124   55.4000    12.81000   11.1       13.7       27.6694     59.40000   3147   
2658.972   60.2000    12.64000   10.9       13.4       19.9067     59.00000   3130   
2658.819   66.5000    12.48000   10.8       12.9       16.9824     59.90000   3119   
2658.667   71.2000    12.61000   10.6       12.5       16.5196     61.10000   3142   
2658.515   73.7000    12.82000   10.5       12.4       16.5959     62.20000   3137   
2658.362   74.0000    13.04000   10.4       12.6       17.9887     62.70000   3125   
2658.210   71.2000    13.03000   10.5       12.9       20.0447     62.50000   3120   
2658.057   65.7000    12.29000   10.5       13.2       24.3220     62.10000   3151   
2657.905   58.7000    12.18000   10.6       13.7       28.7740     62.30000   3168   
2657.752   52.8000    12.22000   10.8       14.2       35.5631     62.20000   3152   
2657.600   49.7000    12.20000   11.1       14.8       41.4954     61.10000   3127   
2657.448   49.2000    12.18000   11.5       15.4       43.0527     60.20000   3126   
2657.295   51.5000    12.14000   11.9       15.9       38.3707     60.40000   3119   
2657.143   56.4000    12.33000   12.4       16.4       32.1366     61.20000   3105   
2656.991   62.7000    12.48000   12.8       17.0       32.1366     62.00000   3124   
2656.838   67.0000    12.64000   13.3       17.7       41.9759     61.20000   3131   
2656.686   66.6000    12.40000   13.9       18.7       52.4808     58.70000   3132   
2656.533   65.2000    12.20000   14.6       19.8       53.5797     56.50000   3127   
2656.381   68.1000    12.25000   15.2       20.5       43.9542     56.10000   3181   
2656.229   76.3000    12.69000   15.7       20.4       33.3426     56.40000   3159   
2656.076   86.2000    12.70000   15.8       19.6       26.7917     57.40000   3139   
2655.924   92.5000    12.68000   15.8       18.5       24.6037     58.80000   3146   
2655.771   93.9000    12.59000   15.6       17.4       22.3872     60.20000   3171   
2655.619   92.1000    12.60000   15.3       16.6       21.5774     61.90000   3174   
2655.466   89.0000    12.85000   15.1       15.9       20.0909     62.90000   3130   
2655.314   86.7000    12.99000   14.9       15.4       18.8365     62.30000   3108   
2655.162   84.9000    12.93000   14.8       14.9       18.2390     61.30000   3135   
2655.009   83.8000    12.79000   14.8       14.5       18.9234     60.90000   3161   
2654.857   84.4000    12.60000   14.7       14.4       19.5884     60.70000   3166   
2654.705   85.7000    12.62000   14.6       14.4       20.5589     60.80000   3139   
2654.552   86.2000    12.68000   14.6       14.7       20.5589     61.60000   3135   
2654.400   86.0000    12.67000   14.7       15.0       20.7970     62.80000   3155   
2654.248   86.6000    12.56000   14.8       15.3       21.0378     63.60001   3169   
2654.095   88.9000    12.53000   14.9       15.6       21.1836     63.90001   3137   
2653.942   92.8000    12.81000   14.9       15.8       21.6272     63.30000   3070   
2653.790   96.8000    12.88000   14.7       16.0       22.1310     61.80000   3111   
2653.638   99.4000    12.84000   14.3       16.0       22.4388     60.40000   3157   
2653.485   100.3000   12.71000   13.7       15.8       23.2274     59.90000   3166   
2653.333   99.2000    12.59000   13.0       15.4       23.0144     59.70000   3165   
2653.181   97.1000    12.61000   12.2       14.7       23.4423     60.00000   3127   
2653.028   94.3000    12.73000   11.5       13.8       22.1820     61.00000   3122   
2652.875   92.0000    12.72000   10.7       12.9       20.5116     62.30000   3152   
2652.723   92.1000    12.58000   10.0       12.1       17.9473     63.50000   3181   
2652.571   92.9000    12.55000   9.3        11.4       17.2187     64.09999   3166   
2652.418   92.3000    12.70000   8.6        10.9       19.2309     63.60001   3086   
2652.266   89.9000    12.72000   8.0        10.5       22.8034     62.70000   3083   
2652.114   86.2000    12.39000   7.5        10.3       25.9418     62.50000   3143   
2651.961   80.6000    12.08000   7.0        10.1       29.1743     62.20000   3175   
2651.809   74.5000    12.06000   6.5        9.9        31.4775     61.80000   3158   
2651.657   70.4000    12.06000   6.1        9.5        31.9154     62.70000   3112   
2651.504   68.5000    12.05000   5.8        9.1        28.9068     64.50000   3152   
2651.352   67.0000    12.03000   5.5        8.7        25.1189     65.80000   3198   
2651.199   64.6000    12.07000   5.2        8.4        23.5505     66.70000   3182   
2651.047   63.0000    12.09000   5.0        8.0        24.2103     66.70000   3131   
2650.895   64.2000    12.10000   4.7        7.6        26.6686     65.00000   3086   
2650.742   67.9000    12.10000   4.5        7.2        27.5423     62.90000   3135   
2650.590   71.3000    12.09000   4.4        6.8        25.9418     62.50000   3171   
2650.438   71.5000    12.04000   4.2        6.5        21.9786     63.70000   3149   
2650.285   69.2000    12.07000   4.1        6.3        18.9234     65.39999   3115   
2650.132   68.0000    12.07000   4.1        6.2        17.1002     66.59999   3127   
2649.980   68.9000    12.05000   4.1        6.2        17.2982     66.89999   3169   
2649.828   70.2000    12.07000   4.2        6.4        17.5792     67.20000   3198   
2649.675   71.6000    12.08000   4.3        6.6        19.4089     67.30000   3163   
2649.523   73.1000    12.13000   4.5        6.9        21.5774     65.59999   3104   
2649.371   75.9000    12.12000   4.7        7.2        23.7684     63.60001   3107   
2649.218   79.9000    12.10000   4.9        7.7        25.0611     62.60000   3164   
2649.066   85.0000    12.10000   5.2        8.2        24.7172     61.80000   3176   
2648.913   92.9000    12.11000   5.6        8.7        23.5505     60.80000   3157   
2648.761   102.4000   12.25000   6.2        9.2        22.4388     60.00000   3113   
2648.608   106.1000   12.56000   6.7        9.8        21.1836     59.70000   3158   
2648.456   97.5000    12.55000   7.1        10.6       20.2302     60.20000   3181   
2648.304   79.9000    12.53000   7.6        11.5       22.4905     61.10000   3160   
2648.151   63.7000    12.51000   8.1        12.3       29.1743     62.50000   3108   
2647.999   55.1000    12.28000   8.6        13.1       37.7572     64.09999   3105   
2647.847   52.7000    12.24000   8.9        13.9       43.3511     64.59999   3159   
2647.694   53.9000    12.15000   9.1        14.4       40.7380     63.60001   3178   
2647.542   56.4000    12.16000   9.1        14.3       38.4592     61.50000   3156   
2647.389   57.4000    12.43000   9.0        13.7       31.2608     59.40000   3114   
2647.237   57.8000    12.43000   8.9        12.7       25.6448     58.50000   3142   
2647.084   60.2000    12.44000   8.8        11.6       17.7828     59.00000   3182   
2646.932   64.7000    12.62000   8.6        10.7       17.1002     60.20000   3185   
2646.780   68.0000    12.60000   8.5        10.3       23.8232     61.60000   3130   
2646.627   68.0000    12.55000   8.4        10.3       30.9742     62.70000   3092   
2646.475   67.0000    12.42000   8.4        10.9       35.3997     63.60001   3127   
2646.323   67.5000    12.35000   8.5        11.7       34.1193     64.30000   3171   
2646.170   69.4000    12.25000   8.6        12.5       32.7341     64.00000   3166   
2646.018   71.1000    12.17000   8.9        13.0       31.9890     63.20000   3108   
2645.865   70.5000    12.19000   9.2        13.3       32.1366     62.50000   3117   
2645.713   67.5000    12.29000   9.5        13.5       33.2660     62.40000   3161   
2645.561   64.3000    12.30000   9.7        13.7       34.2768     62.30000   3179   
2645.408   62.9000    12.28000   9.9        14.0       36.4754     62.30000   3155   
2645.256   63.6000    12.21000   10.3       14.3       37.7572     62.50000   3105   
2645.104   65.8000    12.30000   10.7       14.7       38.6367     63.10000   3110   
2644.951   68.9000    12.38000   11.1       15.2       39.2645     63.80000   3157   
2644.798   70.6000    12.34000   11.6       15.8       39.9025     63.30000   3175   
2644.646   67.8000    12.32000   12.2       16.5       36.9828     61.60000   3142   
2644.494   60.9000    12.23000   12.9       17.0       36.4754     60.30000   3113   
2644.341   54.0000    12.75000   13.6       17.3       39.4457     59.10000   3135   
2644.189   49.8000    12.88000   14.1       17.4       46.9894     58.00000   3180   
2644.037   47.8000    12.93000   14.4       17.3       51.9996     57.80000   3179   
2643.884   47.9000    12.88000   14.6       17.2       50.0035     57.80000   3136   
2643.732   51.0000    12.82000   14.9       17.0       41.5911     58.30000   3088   
2643.579   56.5000    12.82000   15.1       16.6       31.2608     60.00000   3128   
2643.427   62.4000    12.94000   15.2       15.8       23.3884     61.40000   3174   
2643.274   66.0000    12.99000   15.3       15.1       23.4963     61.90000   3168   
2643.122   65.5000    12.90000   15.4       14.5       24.0991     61.90000   3118   
2642.970   62.0000    12.81000   15.5       14.2       25.9418     61.60000   3109   
2642.817   58.0000    12.76000   15.6       14.1       26.0615     60.90000   3158   
2642.665   56.3000    12.91000   15.7       14.2       30.9030     60.30000   3182   
2642.513   57.3000    12.94000   15.9       14.4       36.3078     60.20000   3157   
2642.360   59.7000    12.72000   16.3       14.9       37.4111     59.70000   3103   
2642.208   62.5000    12.71000   16.8       15.5       33.2660     59.30000   3107   
2642.055   64.6000    12.89000   17.3       15.9       27.7971     59.70000   3149   
2641.903   67.4000    13.03000   17.7       16.2       26.4850     60.40000   3174   
2641.750   72.1000    13.02000   18.0       16.3       26.7301     60.70000   3145   
2641.598   78.3000    12.80000   18.2       16.4       27.8612     60.50000   3100   
2641.446   85.9000    12.70000   18.3       16.6       27.2898     60.50000   3125   
2641.293   92.6000    12.74000   18.3       16.6       27.0396     61.00000   3142   
2641.141   96.3000    12.89000   18.1       16.3       26.1216     61.70000   3130   
2640.988   97.1000    12.88000   17.8       16.0       25.1189     62.10000   3125   
2640.836   96.7000    12.78000   17.4       15.5       23.6048     62.60000   3097   
2640.684   96.2000    12.70000   17.1       14.8       22.5424     63.70000   3102   
2640.531   93.8000    12.88000   16.6       14.2       21.5278     64.80000   3124   
2640.379   89.9000    13.05000   16.2       13.7       21.3796     65.30000   3144   
2640.227   86.9000    12.99000   15.7       13.3       20.3236     64.89999   3166   
2640.074   84.6000    12.83000   15.4       13.1       20.1837     64.09999   3165   
2639.922   80.8000    12.76000   15.3       12.9       19.7697     63.40000   3144   
2639.770   75.5000    12.88000   15.3       12.9       20.4174     63.10000   3131   
2639.617   69.6000    13.00000   15.6       12.9       21.2324     63.70000   3130   
2639.464   63.4000    12.99000   16.0       13.1       23.7137     64.59999   3110   
2639.312   57.1000    12.91000   16.4       13.6       26.9154     65.39999   3097   
2639.160   53.3000    12.90000   17.1       14.7       27.6694     66.30000   3112   
2639.007   54.2000    13.06000   17.9       16.1       27.9898     66.09999   3118   
2638.855   58.3000    13.15000   19.1       17.5       28.1838     64.70000   3109   
2638.703   63.2000    13.01000   20.5       18.7       30.9030     63.50000   3111   
2638.550   67.5000    12.82000   21.7       19.9       33.2660     62.70000   3115   
2638.398   71.1000    12.68000   22.5       20.8       33.5738     61.30000   3126   
2638.245   73.9000    12.84000   23.2       21.3       33.4195     59.90000   3113   
2638.093   76.4000    12.96000   23.7       21.3       34.2768     59.80000   3096   
2637.940   78.5000    12.85000   23.9       21.3       39.9025     60.30000   3116   
2637.788   77.4000    12.62000   23.8       21.4       48.5289     59.90000   3124   
2637.636   72.5000    12.51000   23.6       22.1       52.3601     59.00000   3135   
2637.483   66.8000    12.62000   24.0       23.8       56.2341     58.30000   3103   
2637.331   63.0000    12.83000   25.8       26.1       58.3445     57.10000   3086   
2637.179   60.5000    12.78000   29.3       28.6       59.2925     56.00000   3130   
2637.026   57.7000    12.69000   33.6       30.6       54.8277     55.00000   3171   
2636.874   54.6000    12.54000   37.3       32.8       67.6083     53.80000   3142   
2636.721   51.8000    13.11000   40.4       37.0       101.1580    53.10000   3126   
2636.569   49.0000    13.37000   44.0       46.0       141.5794    53.20000   3101   
2636.417   47.1000    13.01000   51.8       62.5       158.4893    52.50000   3125   
2636.264   46.8000    12.70000   71.1       84.1       153.1088    50.70000   3116   
2636.112   48.0000    12.72000   116.4      100.7      140.6048    49.80000   3108   
2635.959   49.3000    13.26000   199.5      105.0      129.1219    49.50000   3099   
2635.807   49.5000    13.12000   261.8      99.8       120.7814    48.70000   3113   
2635.654   50.0000    12.87000   230.7      90.4       113.5011    48.30000   3152   
2635.502   50.2000    12.87000   160.3      82.6       114.2879    48.00000   3165   
2635.350   49.6000    13.22000   110.4      79.6       123.5948    48.20000   3170   
2635.197   48.7000    13.42000   90.4       80.7       135.5190    49.40000   3142   
2635.045   48.2000    13.28000   88.1       85.9       144.5440    50.80000   3104   
2634.893   48.0000    13.05000   92.5       94.0       149.2795    51.20000   3096   
2634.740   46.9000    12.78000   97.5       105.7      155.5966    50.60000   3103   
2634.588   45.3000    13.29000   102.3      125.0      162.5549    49.90000   3110   
2634.436   44.6000    13.70000   105.2      146.2      169.8244    49.50000   3093   
2634.283   44.2000    13.56000   104.2      150.7      177.0109    49.30000   3118   
2634.130   43.6000    13.36000   103.5      135.2      183.2315    48.90000   3125   
2633.978   43.4000    13.19000   104.2      120.2      187.4995    47.90000   3127   
2633.826   44.2000    13.73000   105.4      116.4      189.6706    47.40000   3164   
2633.673   46.0000    13.46000   108.9      119.7      189.6706    48.70000   3111   
2633.521   47.6000    13.15000   115.9      123.6      192.3092    50.70000   3078   
2633.369   47.4000    12.76000   121.1      126.2      195.8845    51.70000   3074   
2633.216   45.0000    13.20000   126.2      132.7      203.2357    51.60000   3077   
2633.064   41.8000    13.52000   129.7      152.1      206.0630    51.10000   3139   
2632.911   38.8000    13.30000   132.7      180.7      207.4914    50.50000   3169   
2632.759   36.5000    13.13000   135.5      189.7      207.4914    49.70000   3112   
2632.606   34.7000    13.03000   135.2      167.1      207.9697    48.70000   3060   
2632.454   34.5000    13.51000   134.9      139.6      208.9297    47.90000   3061   
2632.302   35.6000    13.53000   134.9      125.6      208.9297    48.20000   3097   
2632.149   36.0000    13.31000   135.2      125.9      208.9297    49.60000   3147   
2631.997   35.3000    12.93000   135.5      136.8      202.7683    50.90000   3164   
2631.845   34.3000    12.95000   135.5      160.0      193.1969    51.30000   3124   
2631.692   34.0000    13.67000   135.5      195.9      184.5016    51.20000   3103   
2631.540   34.2000    13.48000   135.2      227.0      182.3896    51.20000   3081   
2631.387   34.1000    13.23000   133.4      220.3      184.9269    50.40000   3060   
2631.235   33.8000    12.91000   131.2      180.3      193.6422    49.10000   3078   
2631.083   33.4000    13.25000   134.3      142.2      202.3020    48.10000   3118   
2630.930   33.2000    13.53000   137.4      121.3      207.4914    47.70000   3093   
2630.778   33.2000    13.37000   143.2      115.1      206.5381    48.10000   3098   
2630.625   33.2000    13.09000   147.9      117.2      205.5891    48.80000   3099   
2630.473   33.6000    12.93000   147.9      124.7      201.3725    49.70000   3092   
2630.320   34.4000    13.39000   141.6      138.4      194.5360    50.70000   3081   
2630.168   34.6000    13.59000   137.7      154.5      185.7805    51.00000   3088   
2630.016   33.9000    13.31000   136.1      161.8      182.8101    51.20000   3132   
2629.863   33.6000    12.97000   140.6      153.5      185.7805    51.50000   3137   
2629.711   33.7000    12.94000   147.6      140.0      191.4256    51.40000   3099   
2629.559   33.6000    13.44000   150.0      127.6      193.6422    50.70000   3076   
2629.406   32.6000    13.43000   147.2      121.1      193.1969    49.60000   3083   
2629.254   31.9000    13.25000   142.9      125.9      194.5360    48.90000   3071   
2629.102   32.9000    12.93000   147.2      147.6      197.2423    49.00000   3049   
2628.949   34.9000    12.94000   152.1      182.4      202.3020    49.10000   3055   
2628.796   36.6000    13.52000   157.4      209.9      207.0142    49.40000   3073   
2628.644   37.0000    13.45000   160.3      208.4      211.8362    50.40000   3093   
2628.492   36.1000    13.22000   157.8      185.4      214.2891    51.30000   3103   
2628.339   34.5000    12.91000   153.5      156.0      214.7831    51.60000   3124   
2628.187   33.5000    13.08000   151.7      130.9      216.2719    51.90000   3114   
2628.035   33.8000    13.47000   152.1      115.6      217.7710    51.60000   3082   
2627.882   34.1000    13.38000   151.4      112.5      219.7860    51.00000   3088   
2627.729   33.2000    13.16000   152.8      121.1      215.7745    51.20000   3105   
2627.577   32.2000    12.92000   149.6      136.8      202.3020    51.60000   3131   
2627.425   33.1000    13.53000   146.2      149.3      182.8101    51.00000   3091   
2627.272   34.6000    13.68000   139.3      152.4      162.5549    49.80000   3060   
2627.120   34.5000    13.57000   133.0      143.9      146.8927    49.80000   3047   
2626.968   32.8000    13.29000   127.4      127.4      136.1445    50.70000   3026   
2626.815   31.4000    12.98000   122.5      107.2      125.6030    50.40000   3046   
2626.663   31.3000    13.53000   118.3      91.0       117.7606    49.00000   3071   
2626.511   31.1000    13.77000   113.0      82.0       111.6863    48.20000   3048   
2626.358   30.7000    13.75000   108.1      80.2       110.6624    49.10000   3034   
2626.206   30.4000    13.89000   103.5      83.0       111.1732    51.00000   3042   
2626.053   30.3000    13.85000   101.6      88.9       112.9796    51.60000   3057   
2625.901   30.6000    14.36000   101.9      94.6       115.0801    50.30000   3062   
2625.749   31.0000    14.56000   105.2      96.4       115.0801    49.30000   3051   
2625.596   31.7000    14.61000   108.6      92.9       115.0801    50.60000   3066   
2625.444   32.8000    14.73000   113.5      86.5       114.2879    52.70000   3111   
2625.292   32.5000    14.27000   116.4      79.4       114.0250    52.80000   3099   
2625.139   31.1000    14.03000   118.0      74.8       114.2879    51.20000   3042   
2624.986   30.1000    13.96000   119.1      74.3       114.2879    50.40000   3074   
2624.834   30.2000    13.97000   119.7      77.8       115.0801    50.90000   3123   
2624.682   30.9000    13.85000   119.1      84.3       114.5513    51.10000   3127   
2624.529   30.5000    14.83000   119.1      91.4       112.4605    50.30000   3070   
2624.377   29.2000    15.69000   120.2      97.1       109.1441    48.50000   3071   
2624.225   28.8000    15.68000   119.4      97.3       105.9254    47.80000   3091   
2624.072   30.0000    15.72000   111.9      90.8       103.0386    48.90000   3083   
2623.920   31.8000    16.65000   104.7      82.0       99.0832     49.80000   3035   
2623.767   33.0000    16.89000   100.5      74.1       94.8419     49.40000   3054   
2623.615   33.2000    17.36000   99.5       67.1       91.6221     48.40000   3108   
2623.462   32.7000    17.43000   97.3       60.7       89.1251     47.60000   3105   
2623.310   32.3000    17.64000   93.5       54.6       86.8961     48.10000   3044   
2623.158   32.7000    17.89000   91.6       50.2       85.5067     48.70000   3080   
2623.005   33.4000    18.11000   93.5       48.6       85.3100     48.00000   3091   
2622.853   33.1000    17.65000   103.0      50.4       86.8961     48.20000   3049   
2622.701   31.7000    17.23000   115.1      53.6       88.7156     49.90000   3062   
2622.548   30.5000    17.76000   124.2      54.5       92.0450     51.60000   3108   
2622.396   29.6000    18.33000   136.1      51.9       94.4061     52.10000   3108   
2622.243   28.4000    17.51000   158.1      50.5       98.1748     51.30000   3077   
2622.091   27.8000    16.77000   194.1      54.6       100.2305    50.90000   3086   
2621.938   28.6000    16.34000   210.9      64.9       100.4616    51.70000   3099   
2621.786   30.3000    15.38000   172.2      76.2       99.5406     52.10000   3091   
2621.634   32.1000    15.31000   136.1      80.7       97.4990     52.30000   3071   
2621.481   32.8000    15.81000   125.9      80.2       97.4990     51.00000   3064   
2621.329   32.6000    15.87000   143.9      78.7       97.7237     48.30000   3120   
2621.177   32.5000    16.14000   175.8      73.1       97.0510     48.60000   3111   
2621.024   32.7000    16.93000   171.8      62.5       95.4993     51.00000   3085   
2620.872   33.0000    17.23000   133.7      53.6       94.1890     50.60000   3098   
2620.719   32.7000    16.81000   109.6      51.2       95.0605     48.70000   3102   
2620.567   32.0000    16.41000   103.8      56.2       96.6051     49.00000   3104   
2620.415   31.9000    15.88000   107.6      65.8       95.0605     50.90000   3086   
2620.262   31.8000    16.23000   114.3      71.0       93.9724     51.60000   3063   
2620.110   31.0000    15.84000   124.5      68.2       91.6221     50.40000   3071   
2619.958   30.5000    16.50000   142.2      64.0       91.2011     49.90000   3092   
2619.805   30.3000    16.61000   162.6      62.2       89.9498     49.80000   3131   
2619.652   30.6000    17.45000   156.3      61.2       88.3080     50.00000   3143   
2619.500   30.8000    18.07000   130.3      59.2       87.7001     51.10000   3088   
2619.348   30.8000    17.81000   108.4      56.0       86.8961     51.70000   3052   
2619.195   31.0000    17.34000   100.7      54.6       86.4968     51.30000   3054   
2619.043   30.9000    17.24000   99.5       55.8       84.7228     50.70000   3083   
2618.891   31.3000    16.25000   102.6      57.4       81.4704     50.30000   3071   
2618.738   32.4000    16.78000   108.4      57.3       79.4328     50.20000   3055   
2618.586   32.5000    17.13000   110.2      55.8       78.8860     50.40000   3067   
2618.433   31.2000    17.41000   108.6      53.7       79.2502     50.80000   3044   
2618.281   29.9000    18.33000   104.5      51.1       79.4328     51.60000   3126   
2618.128   29.5000    17.54000   101.6      48.3       79.9834     52.50000   3183   
2617.976   29.3000    16.86000   100.2      46.9       82.0352     52.60000   3185   
2617.824   29.4000    17.84000   102.1      48.4       82.4138     52.00000   3065   
2617.671   30.4000    18.35000   105.0      52.5       82.2243     51.00000   3015   
2617.519   31.4000    18.35000   109.4      55.7       82.0352     49.80000   3039   
2617.367   31.5000    18.35000   116.1      53.8       81.8465     49.10000   3093   
2617.214   30.2000    17.92000   135.2      50.2       80.9096     49.10000   3086   
2617.062   28.6000    17.24000   174.2      49.9       79.6160     49.90000   3042   
2616.909   28.2000    16.92000   198.2      52.2       78.3430     51.20000   3041   
2616.757   28.6000    16.43000   167.5      53.5       77.6247     52.20000   3042   
2616.604   29.2000    17.43000   167.1      51.6       76.9131     52.20000   3057   
2616.452   29.3000    17.44000   126.2      51.5       76.7362     52.30000   3058   
2616.300   30.4000    18.35000   112.7      49.5       75.6833     51.80000   3064   
2616.147   31.7000    18.36000   127.4      49.5       74.9894     50.80000   3139   
2615.995   32.5000    17.86000   157.0      50.2       73.9605     49.90000   3152   
2615.842   32.0000    18.14000   153.1      50.1       73.9605     50.00000   3070   
2615.690   30.7000    17.39000   128.2      49.1       74.3019     50.20000   3054   
2615.538   30.6000    17.27000   128.2      48.3       74.9894     50.00000   3097   
2615.385   31.6000    17.15000   159.6      48.5       76.3836     50.80000   3116   
2615.233   32.1000    17.81000   200.9      49.0       78.1628     52.30000   3104   
2615.081   31.3000    18.31000   177.4      48.9       79.6160     52.90000   3066   
2614.928   29.9000    17.68000   144.2      48.8       80.5379     52.00000   3039   
2614.776   29.3000    17.61000   141.9      50.7       79.9834     50.90000   3078   
2614.624   29.0000    17.71000   174.2      55.5       80.3526     50.40000   3097   
2614.471   28.7000    18.21000   211.8      60.0       80.7235     49.80000   3113   
2614.318   29.0000    18.12000   184.9      59.6       80.3526     49.50000   3074   
2614.166   29.7000    18.37000   153.1      56.0       79.2502     50.00000   3086   
2614.014   30.0000    18.38000   151.0      53.8       77.9830     50.40000   3087   
