WellName:  1API 0001  PR
Field:     PR-01
Operator:  PETROBRAS
Country:   BRA
RunNumber: 0

DEPT       SP         GR         CALI       ILD        SN         TENS       
M          MV         GAPI       IN         OHMM       OHMM       LB         
3983.785   50.70000   93.1000    8.99000    111.7      38.54783   4320.000   
3983.632   50.70000   89.3000    8.99000    98.4       38.10658   4372.000   
3983.480   50.40000   84.8000    9.01000    95.9       37.67038   4406.000   
3983.328   51.30000   82.7000    8.99000    93.1       37.32502   4435.000   
3983.175   50.50000   82.9000    9.00000    91.4       37.06807   4377.000   
3983.023   50.10000   82.4000    8.99000    91.4       36.64375   4305.000   
3982.871   50.20000   80.5000    8.99000    87.5       35.80965   4333.000   
3982.718   50.10000   77.6000    9.00000    79.1       34.35580   4300.000   
3982.566   49.90000   73.0000    8.99000    68.5       32.58367   4259.000   
3982.413   50.00000   68.3000    9.00000    55.6       30.26913   4264.000   
3982.261   50.60000   64.2000    8.99000    40.0       27.60578   4331.000   
3982.108   50.10000   61.6000    8.99000    27.8       25.06110   4367.000   
3981.956   50.60000   62.0000    9.01000    20.9       23.12064   4401.000   
3981.804   50.10000   70.7000    8.98000    17.6       21.52781   4450.000   
3981.651   48.80000   86.3000    8.99000    16.3       20.51162   4435.000   
3981.499   47.80000   93.3000    9.00000    15.9       19.99862   4453.000   
3981.347   45.30000   82.9000    8.98000    15.8       19.76970   4472.000   
3981.194   42.60000   64.2000    9.00000    15.6       19.63360   4435.000   
3981.042   39.40000   52.4000    9.00000    15.1       19.63360   4416.000   
3980.889   37.00000   49.2000    9.00000    14.3       19.76970   4324.000   
3980.737   35.70000   47.3000    8.99000    14.0       20.18366   4297.000   
3980.584   33.30000   46.1000    9.00000    14.5       20.89296   4307.000   
3980.432   31.30000   48.4000    8.99000    15.8       21.77710   4338.000   
3980.280   30.20000   56.2000    8.99000    17.3       22.75097   4378.000   
3980.127   28.50000   64.8000    9.00000    18.2       23.71374   4406.000   
3979.975   27.00000   68.1000    9.01000    18.7       24.54709   4424.000   
3979.823   26.40000   64.9000    8.99000    19.0       25.17677   4449.000   
3979.670   25.60000   59.8000    9.01000    19.5       25.70396   4444.000   
3979.518   23.90000   56.7000    9.00000    20.2       26.12162   4411.000   
3979.365   23.20000   55.3000    9.00000    20.9       26.54605   4347.000   
3979.213   22.60000   55.4000    8.98000    21.6       27.10191   4264.000   
3979.061   21.70000   56.8000    8.99000    22.5       27.79713   4294.000   
3978.908   20.80000   57.5000    9.00000    23.5       28.31392   4305.000   
3978.756   21.10000   55.7000    8.99000    24.3       28.57590   4346.000   
3978.604   21.00000   51.5000    9.00000    24.1       28.77398   4375.000   
3978.451   20.10000   48.0000    9.01000    22.7       28.57590   4402.000   
3978.298   20.10000   47.3000    8.98000    20.7       28.24880   4423.000   
3978.146   20.10000   48.0000    9.00000    18.9       27.86121   4424.000   
3977.994   19.70000   47.3000    8.98000    17.9       27.47894   4386.000   
3977.841   20.00000   45.0000    9.00000    17.3       27.03959   4348.000   
3977.689   21.00000   42.9000    8.95000    16.9       26.48500   4297.000   
3977.537   20.30000   42.1000    8.94000    16.5       25.94180   4287.000   
3977.384   21.40000   42.1000    8.94000    16.1       25.64484   4320.000   
3977.232   22.80000   43.3000    8.94000    15.9       25.64484   4352.000   
3977.079   24.10000   49.3000    8.94000    16.3       25.82260   4386.000   
3976.927   25.00000   64.9000    8.95000    17.5       26.30268   4386.000   
3976.774   27.20000   87.7000    8.94000    19.6       26.91534   4386.000   
3976.622   29.60000   109.1000   8.94000    22.1       27.54229   4389.000   
3976.470   30.40000   122.4000   8.95000    24.4       28.24880   4386.000   
3976.317   31.60000   128.3000   8.93000    26.2       28.97343   4403.000   
3976.165   32.70000   130.9000   8.95000    27.7       29.78516   4377.000   
3976.013   33.60000   131.3000   8.92000    29.6       30.69022   4351.000   
3975.860   35.10000   128.1000   8.94000    32.3       31.55004   4298.000   
3975.708   36.60000   120.6000   8.92000    36.1       32.58367   4307.000   
3975.555   37.50000   111.0000   8.92000    41.2       33.88441   4330.000   
3975.403   38.90000   103.3000   8.94000    47.8       35.15604   4372.000   
3975.250   40.10000   100.0000   8.95000    54.6       36.47540   4391.000   
3975.098   41.90000   100.3000   8.94000    59.8       37.58374   4399.000   
3974.946   43.00000   103.3000   8.94000    62.7       38.63670   4427.000   
3974.793   43.10000   106.9000   8.94000    64.9       39.35501   4405.000   
3974.641   44.40000   110.4000   8.95000    67.1       39.99448   4372.000   
3974.488   44.90000   115.2000   8.94000    70.3       40.64433   4330.000   
3974.336   45.60000   120.4000   8.94000    73.8       41.30476   4273.000   
3974.184   46.50000   123.7000   8.94000    77.8       42.07265   4302.000   
3974.031   46.90000   122.2000   8.92000    81.5       42.95364   4328.000   
3973.879   47.00000   116.4000   8.95000    83.9       43.95416   4345.000   
3973.727   47.90000   110.6000   8.94000    86.3       44.87453   4396.000   
3973.574   48.20000   107.8000   8.94000    90.2       45.60369   4386.000   
3973.422   48.40000   108.0000   8.93000    96.8       46.13176   4425.000   
3973.270   48.90000   109.6000   8.95000    104.5      46.55861   4363.000   
3973.117   49.80000   110.6000   8.94000    109.4      46.77351   4357.000   
3972.964   50.60000   110.4000   8.94000    111.9      46.98942   4334.000   
3972.812   50.00000   108.7000   8.95000    105.7      47.31512   4308.000   
3972.660   50.50000   106.8000   8.94000    91.8       47.42419   4308.000   
3972.507   50.30000   109.3000   8.95000    85.5       47.53352   4318.000   
3972.355   49.30000   115.8000   8.94000    89.9       47.64310   4347.000   
3972.203   49.20000   119.9000   8.94000    104.7      47.64310   4358.000   
3972.050   49.10000   115.7000   8.95000    114.0      47.53352   4369.000   
3971.898   48.50000   106.7000   8.94000    109.9      47.42419   4369.000   
3971.745   48.40000   101.8000   8.94000    98.4       47.31512   4347.000   
3971.593   48.90000   102.8000   8.94000    83.6       47.20631   4347.000   
3971.440   49.40000   105.8000   8.95000    69.3       47.09772   4400.000   
3971.288   49.00000   109.7000   8.93000    61.7       47.09772   4380.000   
3971.136   49.10000   116.4000   8.95000    63.4       46.98942   4313.000   
3970.983   49.70000   124.7000   8.93000    74.6       47.09772   4269.000   
3970.831   48.90000   128.7000   8.94000    89.7       47.20631   4289.000   
3970.679   49.00000   125.6000   8.93000    99.3       47.42419   4317.000   
3970.526   49.50000   116.7000   8.93000    100.5      47.75293   4354.000   
3970.374   49.20000   106.7000   8.95000    84.3       48.08394   4367.000   
3970.221   49.40000   100.6000   8.94000    67.0       48.30588   4347.000   
3970.069   50.20000   99.0000    8.95000    63.7       48.52885   4333.000   
