WellName:  1API 0001  PR
Field:     PR-01
Operator:  PETROBRAS
Country:   BRA
RunNumber: 0

DEPT       GR         CALI       MSFL       DT         TT1        TT2        TT3        TT4        TENS       
M          GAPI       IN         OHMM       US/F       US         US         US         US         LB         
3872.228   17.3000    7.77000    11.12      63.80000   312.0000   319.0000   441.0000   446.0000   4152.000   
3872.076   16.5000    7.70000    11.51      62.70000   312.0000   319.0000   441.0000   447.0000   4152.000   
3871.923   15.8000    7.75000    13.52      61.60000   311.0000   319.0000   442.0000   448.0000   4152.000   
3871.771   16.3000    7.83000    16.98      60.50000   311.0000   320.0000   440.0000   447.0000   4157.000   
3871.619   19.6000    7.75000    20.04      59.80000   311.0000   320.0000   437.0000   444.0000   4157.000   
3871.466   28.4000    7.72000    22.75      60.10000   310.0000   320.0000   436.0000   443.0000   4143.000   
3871.314   45.3000    8.35000    25.64      61.00000   308.0000   318.0000   437.0000   442.0000   4148.000   
3871.161   66.7000    8.44000    25.64      62.30000   307.0000   317.0000   434.0000   441.0000   4162.000   
3871.009   84.3000    8.44000    21.78      63.60001   306.0000   315.0000   433.0000   440.0000   4191.000   
3870.856   92.3000    8.48000    18.88      64.20000   303.0000   312.0000   434.0000   441.0000   4177.000   
3870.704   91.9000    8.51000    18.54      63.90001   302.0000   313.0000   434.0000   441.0000   4157.000   
3870.552   87.9000    8.46000    19.63      63.10000   305.0000   316.0000   435.0000   440.0000   4133.000   
3870.399   83.8000    8.51000    21.78      62.60000   308.0000   318.0000   435.0000   442.0000   4138.000   
3870.247   80.5000    8.57000    23.82      62.30000   311.0000   319.0000   436.0000   443.0000   4143.000   
3870.095   78.7000    8.52000    23.82      62.40000   314.0000   324.0000   438.0000   444.0000   4148.000   
3869.942   80.9000    8.54000    24.43      63.10000   317.0000   325.0000   441.0000   445.0000   4152.000   
3869.790   88.4000    8.70000    24.43      64.30000   317.0000   325.0000   442.0000   450.0000   4172.000   
3869.637   96.7000    8.67000    21.78      65.50000   316.0000   323.0000   447.0000   451.0000   4201.000   
3869.485   99.5000    8.67000    17.86      65.70000   316.0000   323.0000   451.0000   454.0000   4211.000   
3869.333   97.7000    8.62000    15.42      64.59999   316.0000   321.0000   453.0000   455.0000   4157.000   
3869.180   95.3000    8.57000    16.14      63.50000   321.0000   325.0000   453.0000   456.0000   4138.000   
3869.028   92.8000    8.61000    19.23      63.10000   325.0000   329.0000   450.0000   453.0000   4118.000   
3868.875   88.5000    8.66000    23.28      63.10000   326.0000   328.0000   452.0000   454.0000   4128.000   
3868.723   84.1000    8.67000    25.64      63.00000   324.0000   327.0000   453.0000   454.0000   4143.000   
3868.570   83.0000    8.66000    25.64      62.90000   326.0000   330.0000   452.0000   453.0000   4157.000   
3868.418   84.4000    8.69000    25.00      62.70000   328.0000   329.0000   452.0000   454.0000   4162.000   
3868.266   85.1000    8.70000    24.43      62.60000   325.0000   325.0000   453.0000   456.0000   4148.000   
3868.113   84.1000    8.69000    25.00      62.60000   323.0000   322.0000   455.0000   456.0000   4143.000   
3867.961   83.8000    8.73000    25.00      62.70000   320.0000   323.0000   452.0000   452.0000   4152.000   
3867.809   86.2000    8.80000    25.00      63.00000   322.0000   324.0000   447.0000   448.0000   4157.000   
3867.656   89.6000    8.77000    24.43      63.30000   320.0000   322.0000   449.0000   450.0000   4157.000   
3867.504   90.9000    8.79000    22.75      63.70000   321.0000   323.0000   448.0000   449.0000   4148.000   
3867.352   90.9000    8.76000    22.23      63.90001   321.0000   322.0000   448.0000   449.0000   4143.000   
3867.199   91.4000    8.77000    22.23      64.00000   321.0000   322.0000   450.0000   450.0000   4152.000   
3867.046   91.9000    8.81000    22.23      64.00000   322.0000   323.0000   450.0000   450.0000   4162.000   
3866.894   91.1000    8.80000    21.78      64.09999   322.0000   325.0000   450.0000   452.0000   4172.000   
3866.742   90.2000    8.78000    21.28      64.39999   323.0000   325.0000   451.0000   453.0000   4167.000   
3866.589   92.1000    8.81000    20.84      64.70000   325.0000   326.0000   452.0000   453.0000   4172.000   
3866.437   95.7000    8.84000    20.84      64.89999   325.0000   326.0000   453.0000   455.0000   4172.000   
3866.285   97.6000    8.83000    20.84      65.00000   326.0000   326.0000   455.0000   456.0000   4162.000   
3866.132   96.3000    8.81000    20.04      65.00000   326.0000   326.0000   456.0000   456.0000   4167.000   
3865.979   93.3000    8.83000    20.04      65.00000   326.0000   328.0000   456.0000   456.0000   4172.000   
3865.827   91.1000    8.86000    20.04      64.89999   327.0000   329.0000   457.0000   457.0000   4177.000   
3865.675   90.1000    8.83000    20.04      64.59999   327.0000   329.0000   457.0000   459.0000   4177.000   
3865.522   89.7000    8.86000    19.63      64.50000   328.0000   328.0000   458.0000   458.0000   4172.000   
3865.370   89.0000    8.89000    19.23      64.50000   328.0000   328.0000   458.0000   459.0000   4172.000   
3865.218   88.3000    8.87000    19.23      64.30000   328.0000   328.0000   459.0000   458.0000   4157.000   
3865.065   88.6000    8.90000    19.23      64.09999   328.0000   327.0000   458.0000   458.0000   4157.000   
3864.913   89.0000    8.94000    19.23      64.00000   328.0000   327.0000   459.0000   457.0000   4143.000   
3864.761   88.4000    8.99000    19.23      64.09999   328.0000   327.0000   459.0000   457.0000   4123.000   
3864.608   86.9000    8.97000    19.23      64.00000   329.0000   327.0000   458.0000   457.0000   4128.000   
3864.456   85.6000    8.97000    19.63      64.00000   329.0000   327.0000   458.0000   456.0000   4128.000   
3864.303   85.6000    8.99000    20.42      64.00000   327.0000   327.0000   458.0000   457.0000   4143.000   
3864.151   86.7000    9.00000    21.28      64.09999   328.0000   327.0000   458.0000   457.0000   4138.000   
3863.999   89.0000    9.00000    21.28      64.20000   329.0000   327.0000   458.0000   456.0000   4157.000   
3863.846   91.0000    8.98000    20.42      64.20000   328.0000   326.0000   458.0000   456.0000   4152.000   
3863.694   90.5000    9.01000    20.42      64.00000   328.0000   326.0000   457.0000   456.0000   4162.000   
3863.542   88.0000    8.99000    20.84      64.00000   327.0000   326.0000   457.0000   455.0000   4162.000   
3863.389   86.3000    8.98000    21.28      63.80000   328.0000   325.0000   457.0000   455.0000   4157.000   
3863.236   86.3000    8.99000    21.78      63.70000   328.0000   325.0000   457.0000   455.0000   4157.000   
3863.084   86.5000    9.00000    22.23      63.70000   328.0000   325.0000   456.0000   455.0000   4162.000   
3862.932   86.0000    8.98000    22.75      63.60001   327.0000   325.0000   456.0000   454.0000   4157.000   
3862.779   86.3000    8.98000    23.82      63.40000   327.0000   324.0000   456.0000   453.0000   4167.000   
3862.627   89.2000    8.99000    23.82      63.30000   327.0000   324.0000   455.0000   453.0000   4162.000   
3862.475   93.0000    8.99000    23.82      63.20000   326.0000   323.0000   454.0000   452.0000   4162.000   
3862.322   94.7000    8.97000    24.43      63.00000   325.0000   323.0000   454.0000   452.0000   4167.000   
3862.170   93.7000    8.99000    25.00      63.00000   325.0000   323.0000   453.0000   451.0000   4177.000   
3862.017   92.2000    9.01000    25.64      63.00000   325.0000   322.0000   453.0000   450.0000   4187.000   
3861.865   92.0000    8.98000    25.64      63.00000   325.0000   321.0000   453.0000   449.0000   4182.000   
3861.712   91.8000    8.99000    25.64      63.00000   325.0000   321.0000   452.0000   449.0000   4177.000   
3861.560   90.7000    9.00000    25.64      62.90000   324.0000   321.0000   451.0000   448.0000   4172.000   
3861.408   88.9000    8.98000    26.36      62.50000   323.0000   321.0000   451.0000   448.0000   4187.000   
3861.255   86.3000    9.01000    27.04      62.00000   324.0000   320.0000   451.0000   448.0000   4196.000   
3861.103   84.0000    8.93000    27.80      61.50000   323.0000   320.0000   451.0000   447.0000   4177.000   
3860.951   82.9000    8.96000    31.26      61.00000   323.0000   319.0000   449.0000   445.0000   4162.000   
3860.798   83.4000    8.97000    39.99      60.70000   323.0000   318.0000   448.0000   444.0000   4162.000   
3860.646   84.4000    8.97000    42.95      60.90000   322.0000   318.0000   446.0000   442.0000   4162.000   
3860.493   85.3000    8.97000    40.93      61.20000   320.0000   316.0000   445.0000   441.0000   4162.000   
3860.341   86.9000    9.00000    36.98      61.10000   319.0000   314.0000   444.0000   440.0000   4162.000   
3860.188   88.2000    8.96000    34.99      61.00000   318.0000   312.0000   443.0000   438.0000   4167.000   
3860.036   88.9000    8.98000    33.96      61.00000   317.0000   311.0000   441.0000   437.0000   4167.000   
3859.884   89.3000    9.00000    33.96      61.00000   316.0000   310.0000   441.0000   435.0000   4177.000   
3859.731   88.7000    8.98000    33.96      61.00000   316.0000   310.0000   440.0000   433.0000   4182.000   
3859.579   87.0000    8.96000    33.96      61.00000   316.0000   309.0000   438.0000   433.0000   4177.000   
3859.427   85.9000    8.97000    34.99      61.00000   316.0000   309.0000   438.0000   432.0000   4177.000   
3859.274   87.0000    8.99000    34.99      61.00000   316.0000   308.0000   439.0000   432.0000   4172.000   
3859.122   89.0000    8.99000    34.99      61.20000   315.0000   308.0000   438.0000   432.0000   4172.000   
3858.969   89.4000    8.96000    34.99      61.30000   315.0000   308.0000   438.0000   431.0000   4172.000   
3858.817   88.5000    8.98000    35.97      61.20000   315.0000   308.0000   438.0000   431.0000   4167.000   
3858.665   88.8000    8.98000    36.98      61.20000   315.0000   308.0000   438.0000   432.0000   4167.000   
3858.512   90.0000    8.94000    37.93      61.10000   315.0000   308.0000   438.0000   432.0000   4172.000   
3858.360   90.1000    8.99000    38.99      61.10000   315.0000   308.0000   437.0000   431.0000   4167.000   
3858.208   89.7000    8.95000    39.99      61.00000   316.0000   308.0000   438.0000   432.0000   4172.000   
3858.055   90.6000    8.98000    39.99      61.00000   314.0000   308.0000   438.0000   432.0000   4167.000   
3857.902   93.6000    8.97000    39.99      61.00000   315.0000   309.0000   437.0000   433.0000   4172.000   
3857.750   95.8000    8.93000    41.98      61.00000   315.0000   309.0000   436.0000   432.0000   4182.000   
3857.598   95.9000    8.93000    49.89      61.00000   314.0000   309.0000   437.0000   432.0000   4182.000   
3857.445   94.8000    8.95000    58.88      61.00000   314.0000   308.0000   437.0000   432.0000   4187.000   
3857.293   93.4000    8.93000    66.99      61.00000   314.0000   308.0000   437.0000   432.0000   4187.000   
3857.141   91.8000    8.95000    72.95      60.80000   314.0000   308.0000   436.0000   431.0000   4187.000   
3856.988   89.6000    8.97000    71.94      60.50000   314.0000   308.0000   437.0000   431.0000   4177.000   
3856.836   88.3000    8.97000    63.97      60.30000   314.0000   308.0000   437.0000   431.0000   4172.000   
3856.683   88.2000    8.96000    55.98      60.20000   314.0000   307.0000   436.0000   430.0000   4196.000   
3856.531   88.4000    8.97000    52.97      60.10000   314.0000   307.0000   435.0000   429.0000   4196.000   
3856.378   88.4000    8.95000    52.00      60.30000   313.0000   307.0000   435.0000   430.0000   4182.000   
3856.226   89.2000    8.94000    49.89      60.40000   312.0000   307.0000   435.0000   430.0000   4177.000   
3856.074   91.2000    8.95000    48.98      60.30000   312.0000   305.0000   434.0000   428.0000   4162.000   
3855.921   92.2000    8.93000    49.89      60.40000   313.0000   305.0000   434.0000   428.0000   4162.000   
3855.769   91.4000    8.93000    49.89      60.70000   312.0000   305.0000   433.0000   428.0000   4167.000   
3855.617   90.6000    8.95000    48.98      60.90000   311.0000   304.0000   433.0000   427.0000   4167.000   
3855.464   92.2000    8.91000    47.97      61.00000   311.0000   304.0000   433.0000   427.0000   4177.000   
3855.312   95.8000    8.94000    47.97      61.10000   311.0000   304.0000   433.0000   427.0000   4177.000   
3855.159   98.1000    8.95000    46.99      60.90000   312.0000   305.0000   433.0000   427.0000   4167.000   
3855.007   97.4000    8.90000    47.97      60.50000   312.0000   305.0000   434.0000   428.0000   4177.000   
3854.854   93.9000    8.99000    48.98      60.10000   312.0000   306.0000   433.0000   428.0000   4167.000   
3854.702   89.8000    8.87000    55.98      60.00000   313.0000   307.0000   434.0000   430.0000   4182.000   
3854.550   87.8000    8.92000    69.98      59.90000   312.0000   307.0000   434.0000   428.0000   4172.000   
3854.397   88.6000    8.91000    77.98      59.80000   313.0000   309.0000   433.0000   428.0000   4162.000   
3854.245   91.3000    8.91000    72.95      59.90000   312.0000   307.0000   433.0000   428.0000   4182.000   
3854.092   94.0000    8.93000    57.94      60.10000   311.0000   306.0000   433.0000   429.0000   4196.000   
3853.940   95.5000    8.91000    48.98      60.40000   311.0000   306.0000   432.0000   427.0000   4201.000   
3853.788   96.0000    8.91000    47.97      60.80000   309.0000   305.0000   432.0000   427.0000   4191.000   
3853.635   96.7000    8.94000    45.92      61.00000   311.0000   306.0000   431.0000   428.0000   4177.000   
3853.483   99.1000    8.91000    44.98      61.00000   309.0000   305.0000   431.0000   427.0000   4172.000   
3853.331   103.6000   8.92000    43.95      61.40000   311.0000   306.0000   432.0000   428.0000   4162.000   
3853.178   107.1000   8.97000    42.95      62.20000   311.0000   306.0000   431.0000   428.0000   4177.000   
3853.026   105.0000   8.92000    38.99      61.90000   312.0000   307.0000   434.0000   430.0000   4187.000   
3852.874   97.3000    9.07000    32.96      60.90000   312.0000   308.0000   436.0000   432.0000   4201.000   
3852.721   87.6000    8.84000    25.00      59.70000   314.0000   310.0000   438.0000   435.0000   4216.000   
3852.568   80.2000    8.84000    25.64      58.30000   315.0000   311.0000   436.0000   433.0000   4187.000   
3852.416   73.8000    8.90000    34.51      57.00000   318.0000   315.0000   436.0000   431.0000   4172.000   
3852.264   66.5000    8.86000    81.85      56.10000   315.0000   311.0000   434.0000   431.0000   4157.000   
3852.111   59.7000    8.84000    2177.71    55.50000   314.0000   310.0000   432.0000   429.0000   4152.000   
3851.959   55.9000    8.90000    6353.31    55.10000   313.0000   309.0000   429.0000   425.0000   4157.000   
3851.807   55.2000    8.90000    8452.79    54.90000   310.0000   308.0000   425.0000   421.0000   4162.000   
3851.654   53.6000    8.89000    6397.35    55.20000   307.0000   306.0000   423.0000   421.0000   4162.000   
3851.502   50.7000    8.91000    2264.64    55.70000   301.0000   299.0000   420.0000   417.0000   4162.000   
3851.349   48.8000    8.93000    188.80     55.90000   299.0000   297.0000   419.0000   417.0000   4162.000   
3851.197   48.1000    8.92000    165.96     56.00000   298.0000   294.0000   413.0000   413.0000   4162.000   
3851.044   46.0000    8.91000    143.88     55.70000   296.0000   293.0000   411.0000   409.0000   4157.000   
3850.892   41.4000    8.91000    168.66     55.00000   296.0000   292.0000   411.0000   409.0000   4162.000   
3850.740   37.4000    8.89000    2312.06    54.30000   298.0000   294.0000   410.0000   406.0000   4162.000   
3850.587   36.0000    8.88000    8550.67    53.80000   298.0000   295.0000   407.0000   404.0000   4167.000   
3850.435   36.7000    8.91000    15135.61   53.90000   298.0000   294.0000   408.0000   404.0000   4162.000   
3850.283   38.5000    8.90000    15958.79   54.00000   297.0000   293.0000   407.0000   404.0000   4172.000   
3850.130   40.7000    8.88000    10471.29   54.00000   297.0000   292.0000   407.0000   403.0000   4177.000   
3849.978   42.5000    8.91000    4325.14    54.00000   296.0000   290.0000   405.0000   402.0000   4172.000   
3849.825   43.3000    8.88000    3689.77    54.00000   294.0000   289.0000   405.0000   401.0000   4162.000   
3849.673   44.5000    8.91000    7144.96    54.30000   293.0000   289.0000   404.0000   399.0000   4172.000   
3849.521   50.3000    8.89000    8790.22    55.20000   292.0000   288.0000   403.0000   398.0000   4191.000   
3849.368   62.5000    8.93000    6471.43    56.50000   292.0000   288.0000   401.0000   398.0000   4187.000   
3849.216   77.5000    8.96000    2259.44    58.10000   292.0000   288.0000   402.0000   398.0000   4172.000   
3849.063   89.6000    8.93000    131.83     59.70000   294.0000   288.0000   403.0000   399.0000   4148.000   
3848.911   97.7000    9.00000    75.86      61.30000   293.0000   289.0000   407.0000   403.0000   4148.000   
3848.758   104.7000   8.97000    43.95      63.40000   294.0000   289.0000   411.0000   406.0000   4167.000   
3848.606   110.8000   9.06000    25.64      65.30000   297.0000   292.0000   415.0000   411.0000   4187.000   
3848.454   113.4000   8.97000    18.88      65.89999   303.0000   295.0000   421.0000   415.0000   4201.000   
3848.301   111.4000   8.91000    16.41      65.39999   307.0000   301.0000   429.0000   422.0000   4216.000   
3848.149   108.0000   8.84000    16.98      64.30000   313.0000   307.0000   434.0000   428.0000   4182.000   
3847.997   105.4000   8.89000    20.42      63.30000   320.0000   317.0000   439.0000   434.0000   4177.000   
3847.844   102.4000   8.89000    25.00      62.80000   324.0000   317.0000   442.0000   438.0000   4172.000   
3847.692   97.7000    8.80000    28.58      62.10000   324.0000   319.0000   447.0000   443.0000   4157.000   
3847.540   92.3000    8.80000    33.34      61.10000   324.0000   319.0000   449.0000   444.0000   4157.000   
3847.387   87.6000    8.86000    52.97      60.20000   325.0000   321.0000   450.0000   445.0000   4157.000   
3847.234   84.2000    8.83000    64.86      59.80000   326.0000   322.0000   448.0000   444.0000   4148.000   
3847.082   82.9000    8.83000    70.96      59.70000   322.0000   314.0000   447.0000   443.0000   4138.000   
3846.930   84.2000    8.87000    74.99      59.90000   316.0000   311.0000   445.0000   443.0000   4138.000   
3846.777   85.7000    8.86000    77.98      60.10000   314.0000   309.0000   439.0000   434.0000   4138.000   
3846.625   86.6000    8.87000    75.86      60.70000   312.0000   308.0000   436.0000   431.0000   4143.000   
3846.473   89.7000    8.92000    65.92      61.60000   310.0000   306.0000   435.0000   430.0000   4157.000   
3846.320   96.4000    8.87000    52.00      62.80000   309.0000   305.0000   433.0000   429.0000   4172.000   
3846.167   104.1000   8.94000    40.93      64.09999   309.0000   306.0000   432.0000   430.0000   4177.000   
3846.015   109.0000   8.96000    31.99      65.39999   309.0000   306.0000   433.0000   431.0000   4191.000   
3845.863   110.2000   8.92000    23.82      66.00000   311.0000   308.0000   437.0000   435.0000   4187.000   
3845.710   108.2000   8.97000    20.04      65.70000   313.0000   310.0000   441.0000   438.0000   4216.000   
3845.558   104.2000   8.87000    17.86      64.89999   317.0000   315.0000   445.0000   442.0000   4196.000   
3845.406   100.5000   8.86000    18.20      63.90001   321.0000   318.0000   446.0000   444.0000   4172.000   
3845.253   98.7000    8.83000    20.42      63.20000   325.0000   322.0000   447.0000   446.0000   4162.000   
3845.101   97.9000    8.87000    25.64      62.90000   326.0000   323.0000   450.0000   447.0000   4177.000   
3844.949   97.3000    8.86000    32.28      62.80000   326.0000   324.0000   451.0000   449.0000   4167.000   
3844.796   97.1000    8.83000    35.73      62.50000   326.0000   325.0000   452.0000   450.0000   4167.000   
3844.644   96.2000    8.88000    35.73      62.20000   326.0000   323.0000   451.0000   451.0000   4162.000   
3844.491   94.8000    8.89000    35.73      61.90000   323.0000   322.0000   452.0000   450.0000   4162.000   
3844.339   92.8000    8.83000    35.97      61.40000   320.0000   318.0000   450.0000   448.0000   4148.000   
3844.187   89.7000    8.83000    39.99      60.50000   318.0000   316.0000   447.0000   447.0000   4143.000   
3844.034   86.3000    8.84000    50.93      59.90000   318.0000   316.0000   443.0000   443.0000   4152.000   
3843.882   85.1000    8.83000    63.97      59.90000   316.0000   316.0000   440.0000   440.0000   4157.000   
3843.729   86.8000    8.90000    69.98      59.90000   315.0000   314.0000   438.0000   438.0000   4167.000   
3843.577   88.2000    8.87000    62.95      59.80000   313.0000   311.0000   437.0000   436.0000   4157.000   
3843.424   87.6000    8.84000    52.97      59.60000   312.0000   309.0000   436.0000   435.0000   4148.000   
3843.272   84.9000    8.84000    54.95      59.20000   312.0000   308.0000   435.0000   433.0000   4162.000   
3843.120   80.0000    8.86000    69.98      58.40000   310.0000   307.0000   433.0000   430.0000   4152.000   
3842.967   75.1000    8.83000    107.89     58.20000   309.0000   307.0000   431.0000   428.0000   4143.000   
3842.815   74.6000    8.87000    163.68     58.90000   308.0000   305.0000   429.0000   427.0000   4152.000   
3842.663   80.7000    8.97000    184.93     60.00000   309.0000   305.0000   424.0000   423.0000   4162.000   
3842.510   88.5000    8.86000    147.91     61.00000   307.0000   304.0000   425.0000   422.0000   4157.000   
3842.358   92.6000    8.88000    82.99      61.30000   304.0000   302.0000   427.0000   426.0000   4143.000   
3842.205   93.1000    8.88000    45.92      61.10000   304.0000   301.0000   428.0000   425.0000   4138.000   
3842.053   93.6000    8.86000    43.95      61.10000   307.0000   305.0000   428.0000   426.0000   4143.000   
3841.900   96.3000    8.91000    44.98      61.50000   307.0000   306.0000   428.0000   425.0000   4143.000   
3841.748   98.8000    8.89000    41.98      62.10000   308.0000   308.0000   428.0000   427.0000   4143.000   
3841.596   99.7000    8.89000    37.93      62.50000   309.0000   310.0000   430.0000   429.0000   4148.000   
3841.443   99.3000    8.90000    34.99      62.30000   312.0000   312.0000   432.0000   432.0000   4148.000   
3841.291   98.5000    8.90000    31.99      62.20000   313.0000   312.0000   436.0000   435.0000   4152.000   
3841.139   96.3000    8.86000    29.99      62.00000   313.0000   311.0000   439.0000   439.0000   4157.000   
