Lito            Codigo        Depth(m)        GR            RHOB        DT            SP
diamictito      44.00       3105.15   3.2396E+001   2.6346E+000   5.7145E+001   5.5315E+001
diamictito      44.00       3105.00   2.8165E+001   2.6288E+000   5.6420E+001   5.4532E+001
diamictito      44.00       3104.85   2.6444E+001   2.6047E+000   5.5939E+001   5.4030E+001
diamictito      44.00       3104.69   2.8161E+001   2.5775E+000   5.6180E+001   5.3639E+001
diamictito      44.00       3104.54   3.3274E+001   2.5594E+000   5.7333E+001   5.3278E+001
diamictito      44.00       3104.39   3.9616E+001   2.5653E+000   5.8488E+001   5.3000E+001
diamictito      44.00       3104.24   4.4862E+001   2.5916E+000   5.9062E+001   5.3113E+001
diamictito      44.00       3104.08   4.8490E+001   2.6134E+000   5.8881E+001   5.3704E+001
diamictito      44.00       3103.93   5.1009E+001   2.6236E+000   5.8199E+001   5.4592E+001
diamictito      44.00       3103.78   5.2420E+001   2.6294E+000   5.7733E+001   5.5230E+001
diamictito      44.00       3103.63   5.2577E+001   2.6250E+000   5.7654E+001   5.5731E+001
diamictito      44.00       3103.47   5.2231E+001   2.6226E+000   5.7767E+001   5.6116E+001
diamictito      44.00       3103.32   5.2180E+001   2.6252E+000   5.7967E+001   5.6133E+001
diamictito      44.00       3103.17   5.1873E+001   2.6267E+000   5.8068E+001   5.5883E+001
diamictito      44.00       3103.02   5.1436E+001   2.6292E+000   5.8025E+001   5.5632E+001
diamictito      44.00       3102.86   5.1507E+001   2.6175E+000   5.7901E+001   5.5500E+001
diamictito      44.00       3102.71   5.1442E+001   2.6133E+000   5.7849E+001   5.5620E+001
diamictito      44.00       3102.56   5.1178E+001   2.6200E+000   5.7943E+001   5.6230E+001
diamictito      44.00       3102.41   5.1097E+001   2.6263E+000   5.7998E+001   5.7111E+001
diamictito      44.00       3102.25   5.1354E+001   2.6403E+000   5.7781E+001   5.7500E+001
diamictito      44.00       3102.10   5.2170E+001   2.6446E+000   5.7462E+001   5.7622E+001
diamictito      44.00       3101.95   5.3482E+001   2.6346E+000   5.7048E+001   5.7750E+001
diamictito      44.00       3101.80   5.4283E+001   2.6251E+000   5.6750E+001   5.7504E+001
diamictito      44.00       3101.64   5.3912E+001   2.6265E+000   5.6943E+001   5.6877E+001
diamictito      44.00       3101.49   5.3459E+001   2.6320E+000   5.7165E+001   5.6500E+001
diamictito      44.00       3101.34   5.2784E+001   2.6350E+000   5.7312E+001   5.6312E+001
diamictito      44.00       3101.19   5.1993E+001   2.6269E+000   5.7533E+001   5.6250E+001
diamictito      44.00       3101.04   5.0980E+001   2.6170E+000   5.7950E+001   5.5997E+001
diamictito      44.00       3100.88   5.0308E+001   2.6099E+000   5.8440E+001   5.5496E+001
diamictito      44.00       3100.73   4.9511E+001   2.6163E+000   5.8955E+001   5.4994E+001
diamictito      44.00       3100.58   4.8385E+001   2.6208E+000   5.9343E+001   5.4750E+001
diamictito      44.00       3100.43   4.7568E+001   2.6094E+000   5.9588E+001   5.4621E+001
diamictito      44.00       3100.27   4.7975E+001   2.6071E+000   5.9631E+001   5.4370E+001
diamictito      44.00       3100.12   4.9175E+001   2.6132E+000   5.9407E+001   5.3989E+001
diamictito      44.00       3099.97   4.9948E+001   2.6191E+000   5.9344E+001   5.3750E+001
diamictito      44.00       3099.82   4.9569E+001   2.6152E+000   5.9233E+001   5.3750E+001
diamictito      44.00       3099.66   4.8759E+001   2.6121E+000   5.8864E+001   5.3750E+001
diamictito      44.00       3099.51   4.9270E+001   2.6081E+000   5.8498E+001   5.3617E+001
diamictito      44.00       3099.36   5.0778E+001   2.6030E+000   5.8338E+001   5.3500E+001
diamictito      44.00       3099.21   5.1994E+001   2.5965E+000   5.8338E+001   5.3365E+001
diamictito      44.00       3099.05   5.2450E+001   2.5915E+000   5.8575E+001   5.3250E+001
diamictito      44.00       3098.90   5.2241E+001   2.5931E+000   5.9069E+001   5.3656E+001
diamictito      44.00       3098.75   5.1381E+001   2.5940E+000   5.9369E+001   5.4136E+001
diamictito      44.00       3098.60   5.0013E+001   2.5907E+000   5.9011E+001   5.3838E+001
diamictito      44.00       3098.44   4.8305E+001   2.6034E+000   5.8061E+001   5.3362E+001
diamictito      44.00       3098.29   4.7007E+001   2.6149E+000   5.7069E+001   5.3112E+001
diamictito      44.00       3098.14   4.7265E+001   2.6062E+000   5.6649E+001   5.2583E+001
diamictito      44.00       3097.99   4.8809E+001   2.5894E+000   5.6982E+001   5.2110E+001
diamictito      44.00       3097.83   5.1023E+001   2.5844E+000   5.7537E+001   5.2140E+001
diamictito      44.00       3097.68   5.2744E+001   2.6017E+000   5.7862E+001   5.2391E+001
diamictito      44.00       3097.53   5.2809E+001   2.6266E+000   5.8030E+001   5.2500E+001
diamictito      44.00       3097.38   5.2015E+001   2.6370E+000   5.8121E+001   5.2500E+001
diamictito      44.00       3097.23   5.1361E+001   2.6393E+000   5.8254E+001   5.2643E+001
diamictito      44.00       3097.07   5.1481E+001   2.6186E+000   5.8450E+001   5.2606E+001
diamictito      44.00       3096.92   5.1995E+001   2.5980E+000   5.8759E+001   5.2500E+001
diamictito      44.00       3096.77   5.2185E+001   2.5950E+000   5.8981E+001   5.2500E+001
diamictito      44.00       3096.62   5.2229E+001   2.5997E+000   5.9051E+001   5.2354E+001
diamictito      44.00       3096.46   5.2348E+001   2.6071E+000   5.8986E+001   5.2104E+001
diamictito      44.00       3096.31   5.2146E+001   2.6311E+000   5.8839E+001   5.1707E+001
diamictito      44.00       3096.16   5.0633E+001   2.6596E+000   5.8749E+001   5.0910E+001
diamictito      44.00       3096.01   4.7931E+001   2.6530E+000   5.8729E+001   5.0055E+001
diamictito      44.00       3095.85   4.5196E+001   2.6337E+000   5.8787E+001   4.9154E+001
diamictito      44.00       3095.70   4.3583E+001   2.6148E+000   5.9119E+001   4.7704E+001
diamictito      44.00       3095.55   4.3687E+001   2.5982E+000   5.9580E+001   4.6549E+001
diamictito      44.00       3095.40   4.5688E+001   2.5924E+000   6.0109E+001   4.6250E+001
diamictito      44.00       3095.24   4.7923E+001   2.5841E+000   6.0372E+001   4.6099E+001
diamictito      44.00       3095.09   4.9621E+001   2.6003E+000   6.0302E+001   4.6000E+001
diamictito      44.00       3094.94   5.0969E+001   2.6164E+000   5.9767E+001   4.6458E+001
diamictito      44.00       3094.79   5.1436E+001   2.6303E+000   5.8863E+001   4.6597E+001
diamictito      44.00       3094.63   5.1066E+001   2.6386E+000   5.8033E+001   4.6192E+001
diamictito      44.00       3094.48   5.0650E+001   2.6371E+000   5.7691E+001   4.6000E+001
diamictito      44.00       3094.33   5.0723E+001   2.6341E+000   5.7654E+001   4.6155E+001
diamictito      44.00       3094.18   4.9994E+001   2.6361E+000   5.7654E+001   4.6094E+001
diamictito      44.00       3094.02   4.8264E+001   2.6443E+000   5.7838E+001   4.5843E+001
diamictito      44.00       3093.87   4.6689E+001   2.6417E+000   5.8193E+001   4.5278E+001
diamictito      44.00       3093.72   4.5952E+001   2.6247E+000   5.8153E+001   4.4684E+001
arenito         49.00       3093.57   4.6433E+001   2.6227E+000   5.7952E+001   4.4182E+001
arenito         49.00       3093.42   4.6789E+001   2.6260E+000   5.7742E+001   4.3521E+001
arenito         49.00       3093.26   4.7749E+001   2.6183E+000   5.7591E+001   4.2770E+001
arenito         49.00       3093.11   4.8577E+001   2.6024E+000   5.7619E+001   4.1857E+001
arenito         49.00       3092.96   4.8641E+001   2.6063E+000   5.7654E+001   4.0854E+001
arenito         49.00       3092.81   4.8733E+001   2.6237E+000   5.7685E+001   3.9528E+001
arenito         49.00       3092.65   4.8179E+001   2.6261E+000   5.8211E+001   3.7862E+001
arenito         49.00       3092.50   4.6760E+001   2.6037E+000   5.9987E+001   3.6106E+001
arenito         49.00       3092.35   4.5108E+001   2.5661E+000   6.2384E+001   3.4025E+001
arenito         49.00       3092.20   4.3554E+001   2.5395E+000   6.4641E+001   3.1770E+001
arenito         49.00       3092.04   4.3041E+001   2.5211E+000   6.5959E+001   3.0173E+001
arenito         49.00       3091.89   4.2742E+001   2.5210E+000   6.6094E+001   2.9418E+001
arenito         49.00       3091.74   4.2292E+001   2.5320E+000   6.5915E+001   2.8750E+001
arentio         49.00       3091.59   4.1139E+001   2.5521E+000   6.5637E+001   2.7998E+001
arentio         49.00       3091.43   3.9282E+001   2.5775E+000   6.5195E+001   2.7246E+001
arentio         49.00       3091.28   3.7659E+001   2.5833E+000   6.4804E+001   2.6494E+001
arentio         49.00       3091.13   3.6384E+001   2.5800E+000   6.4594E+001   2.5743E+001
arentio         49.00       3090.98   3.5486E+001   2.5661E+000   6.4646E+001   2.5500E+001
arentio         49.00       3090.82   3.4633E+001   2.5491E+000   6.4726E+001   2.6011E+001
arentio         49.00       3090.67   3.3732E+001   2.5549E+000   6.4407E+001   2.6592E+001
diamictito      44.00       3090.52   3.2262E+001   2.5490E+000   6.3849E+001   2.6922E+001
diamictito      44.00       3090.37   3.0739E+001   2.5585E+000   6.2990E+001   2.7518E+001
diamictito      44.00       3090.21   3.0352E+001   2.5692E+000   6.2147E+001   2.8616E+001
diamictito      44.00       3090.06   3.0531E+001   2.5668E+000   6.1601E+001   3.0043E+001
diamictito      44.00       3089.91   3.0966E+001   2.5741E+000   6.1432E+001   3.1548E+001
diamictito      44.00       3089.76   3.1701E+001   2.5976E+000   6.1281E+001   3.3050E+001
diamictito      44.00       3089.61   3.4214E+001   2.6165E+000   6.1016E+001   3.4378E+001
diamictito      44.00       3089.45   3.8242E+001   2.6083E+000   6.0549E+001   3.5633E+001
diamictito      44.00       3089.30   4.2924E+001   2.6165E+000   6.0009E+001   3.6887E+001
diamictito      44.00       3089.15   4.7141E+001   2.6384E+000   5.9992E+001   3.8495E+001
diamictito      44.00       3089.00   4.9786E+001   2.6543E+000   6.0468E+001   4.0071E+001
diamictito      44.00       3088.84   5.1032E+001   2.6623E+000   6.1161E+001   4.1217E+001
diamictito      44.00       3088.69   5.0747E+001   2.6726E+000   6.1720E+001   4.1859E+001
diamictito      44.00       3088.54   4.8590E+001   2.6998E+000   6.1540E+001   4.3082E+001
diamictito      44.00       3088.39   4.5502E+001   2.7162E+000   6.0496E+001   4.4225E+001
diamictito      44.00       3088.23   4.2547E+001   2.7154E+000   5.9721E+001   4.4682E+001
diamictito      44.00       3088.08   4.1111E+001   2.6848E+000   5.9346E+001   4.4750E+001
diamictito      44.00       3087.93   4.1911E+001   2.6615E+000   5.9446E+001   4.5116E+001
diamictito      44.00       3087.78   4.3892E+001   2.6415E+000   5.9907E+001   4.5066E+001
diamictito      44.00       3087.62   4.4465E+001   2.6360E+000   5.9941E+001   4.5000E+001
diamictito      44.00       3087.47   4.4465E+001   2.6360E+000   5.9685E+001   4.5370E+001
diamictito      44.00       3087.32   4.4465E+001   2.6360E+000   5.9136E+001   4.5872E+001
diamictito      44.00       3087.17   4.5024E+001   2.6256E+000   5.8609E+001   4.6186E+001
diamictito      44.00       3087.01   4.4711E+001   2.6280E+000   5.8594E+001   4.6437E+001
diamictito      44.00       3086.86   4.3921E+001   2.6180E+000   5.8337E+001   4.6876E+001
diamictito      44.00       3086.71   4.3942E+001   2.6027E+000   5.8425E+001   4.7566E+001
diamictito      44.00       3086.56   4.5319E+001   2.5960E+000   5.8300E+001   4.8128E+001
diamictito      44.00       3086.40   4.7900E+001   2.6140E+000   5.7944E+001   4.8440E+001
diamictito      44.00       3086.25   5.0302E+001   2.6391E+000   5.7700E+001   4.8691E+001
diamictito      44.00       3086.10   5.2152E+001   2.6488E+000   5.7803E+001   4.8941E+001
diamictito      44.00       3085.95   5.3134E+001   2.6523E+000   5.7699E+001   4.8808E+001
diamictito      44.00       3085.80   5.3483E+001   2.6553E+000   5.7164E+001   4.8365E+001
diamictito      44.00       3085.64   5.4112E+001   2.6498E+000   5.7584E+001   4.7864E+001
diamictito      44.00       3085.49   5.3762E+001   2.6573E+000   5.8016E+001   4.7170E+001
diamictito      44.00       3085.34   5.1861E+001   2.6584E+000   5.8170E+001   4.6223E+001
diamictito      44.00       3085.19   4.9780E+001   2.6635E+000   5.8726E+001   4.5414E+001
diamictito      44.00       3085.03   4.7872E+001   2.6478E+000   5.8952E+001   4.5446E+001
diamictito      44.00       3084.88   4.6934E+001   2.6367E+000   5.8743E+001   4.5304E+001
diamictito      44.00       3084.73   4.7734E+001   2.6240E+000   5.9374E+001   4.4659E+001
diamictito      44.00       3084.58   4.9172E+001   2.6084E+000   6.0409E+001   4.3710E+001
diamictito      44.00       3084.42   5.0437E+001   2.6113E+000   6.0636E+001   4.1915E+001
diamictito      44.00       3084.27   3.9886E+001   2.6042E+000   6.1375E+001   3.9311E+001
diamictito      44.00       3084.12   3.6045E+001   2.5797E+000   6.2032E+001   3.7156E+001
diamictito      44.00       3083.97   3.5891E+001   2.5468E+000   6.2190E+001   3.5350E+001
diamictito      44.00       3083.81   3.7668E+001   2.5360E+000   6.2710E+001   3.4196E+001
diamictito      44.00       3083.66   4.1120E+001   2.5310E+000   6.3427E+001   3.3395E+001
diamictito      44.00       3083.51   4.3538E+001   2.5308E+000   6.4398E+001   3.3048E+001
diamictito      44.00       3083.36   4.5643E+001   2.5342E+000   6.4952E+001   3.3406E+001
diamictito      44.00       3083.20   4.8238E+001   2.5529E+000   6.4278E+001   3.4315E+001
diamictito      44.00       3083.05   5.0388E+001   2.5741E+000   6.3109E+001   3.5316E+001
diamictito      44.00       3082.90   5.1313E+001   2.5870E+000   6.2124E+001   3.6319E+001
diamictito      44.00       3082.75   5.1127E+001   2.5906E+000   6.1111E+001   3.7117E+001
diamictito      44.00       3082.59   5.0256E+001   2.5869E+000   6.0364E+001   3.7869E+001
diamictito      44.00       3082.44   4.9157E+001   2.5777E+000   6.0244E+001   3.8000E+001
diamictito      44.00       3082.29   4.8092E+001   2.5636E+000   6.0528E+001   3.7585E+001
diamictito      44.00       3082.14   4.7413E+001   2.5618E+000   6.1687E+001   3.7083E+001
diamictito      44.00       3081.99   4.6063E+001   2.5737E+000   6.2722E+001   3.7000E+001
diamictito      44.00       3081.83   4.3555E+001   2.5693E+000   6.3416E+001   3.6791E+001
diamictito      44.00       3081.68   4.1666E+001   2.5419E+000   6.3561E+001   3.6960E+001
diamictito      44.00       3081.53   4.4547E+001   2.5614E+000   6.2622E+001   3.8052E+001
diamictito      44.00       3081.38   5.1093E+001   2.6285E+000   6.1081E+001   3.9306E+001
diamictito      44.00       3081.22   5.3139E+001   2.6392E+000   5.9919E+001   4.0561E+001
diamictito      44.00       3081.07   5.3245E+001   2.6467E+000   5.9131E+001   4.2028E+001
diamictito      44.00       3080.92   5.2148E+001   2.6489E+000   5.8564E+001   4.3316E+001
diamictito      44.00       3080.77   5.0420E+001   2.6250E+000   5.8275E+001   4.4570E+001
diamictito      44.00       3080.61   4.9582E+001   2.6184E+000   5.8240E+001   4.5610E+001
diamictito      44.00       3080.46   5.0777E+001   2.6214E+000   5.8156E+001   4.6826E+001
diamictito      44.00       3080.31   5.2992E+001   2.6453E+000   5.8142E+001   4.7000E+001
diamictito      44.00       3080.16   5.4414E+001   2.6629E+000   5.8185E+001   4.8084E+001
diamictito      44.00       3080.00   5.3673E+001   2.6555E+000   5.8234E+001   4.8684E+001
diamictito      44.00       3079.85   5.1445E+001   2.6470E+000   5.8283E+001   4.8968E+001
diamictito      44.00       3079.70   4.9169E+001   2.6451E+000   5.8075E+001   4.9656E+001
diamictito      44.00       3079.55   4.7373E+001   2.6353E+000   5.8088E+001   5.0189E+001
diamictito      44.00       3079.39   4.6043E+001   2.6103E+000   5.8222E+001   5.0690E+001
diamictito      44.00       3079.24   4.5691E+001   2.5885E+000   5.8283E+001   5.0529E+001
diamictito      44.00       3079.09   4.5266E+001   2.5957E+000   5.8939E+001   5.0279E+001
diamictito      44.00       3078.94   4.5414E+001   2.6254E+000   5.9239E+001   4.9807E+001
diamictito      44.00       3078.78   4.6840E+001   2.6361E+000   5.8788E+001   4.9305E+001
diamictito      44.00       3078.63   4.7014E+001   2.6370E+000   5.8685E+001   4.8803E+001
diamictito      44.00       3078.48   4.9165E+001   2.6612E+000   5.8286E+001   4.8750E+001
diamictito      44.00       3078.33   4.9412E+001   2.6640E+000   5.8240E+001   4.8750E+001
diamictito      44.00       3078.18   5.0357E+001   2.6640E+000   5.8064E+001   4.8750E+001
diamictito      44.00       3078.02   5.1207E+001   2.6866E+000   5.8177E+001   4.9202E+001
diamictito      44.00       3077.87   5.0879E+001   2.6917E+000   5.8103E+001   4.9929E+001
diamictito      44.00       3077.72   4.9134E+001   2.6611E+000   5.8094E+001   5.0454E+001
diamictito      44.00       3077.57   4.7390E+001   2.6480E+000   5.7648E+001   5.0044E+001
diamictito      44.00       3077.41   4.6896E+001   2.6388E+000   5.7069E+001   4.9544E+001
diamictito      44.00       3077.26   4.6315E+001   2.6252E+000   5.7018E+001   4.8584E+001
diamictito      44.00       3077.11   4.4334E+001   2.6139E+000   5.7243E+001   4.7121E+001
diamictito      44.00       3076.96   4.2367E+001   2.6010E+000   5.7894E+001   4.6308E+001
diamictito      44.00       3076.80   4.0901E+001   2.6139E+000   5.8669E+001   4.5095E+001
diamictito      44.00       3076.65   3.9472E+001   2.6094E+000   5.9046E+001   4.4073E+001
diamictito      44.00       3076.50   3.7694E+001   2.5727E+000   5.8980E+001   4.2837E+001
diamictito      44.00       3076.35   3.6523E+001   2.5458E+000   5.9201E+001   4.1586E+001
diamictito      44.00       3076.19   3.7216E+001   2.5608E+000   5.9583E+001   4.0565E+001
diamictito      44.00       3076.04   4.0505E+001   2.5686E+000   6.0022E+001   4.0031E+001
diamictito      44.00       3075.89   4.4306E+001   2.5906E+000   6.0370E+001   3.9531E+001
diamictito      44.00       3075.74   4.6941E+001   2.6042E+000   6.0391E+001   3.9736E+001
diamictito      44.00       3075.58   4.9428E+001   2.6296E+000   6.0622E+001   4.0223E+001
diamictito      44.00       3075.43   5.0558E+001   2.6538E+000   6.0171E+001   4.0962E+001
diamictito      44.00       3075.28   5.0255E+001   2.6597E+000   6.0239E+001   4.1237E+001
diamictito      44.00       3075.13   4.9307E+001   2.6314E+000   5.9732E+001   4.1012E+001
diamictito      44.00       3074.97   4.7899E+001   2.6109E+000   5.8958E+001   4.0761E+001
diamictito      44.00       3074.82   4.7264E+001   2.6244E+000   5.9018E+001   4.0032E+001
diamictito      44.00       3074.67   4.7383E+001   2.6221E+000   5.8975E+001   3.9039E+001
diamictito      44.00       3074.52   4.7316E+001   2.6326E+000   5.8691E+001   3.8759E+001
diamictito      44.00       3074.37   4.5137E+001   2.6282E+000   5.8822E+001   3.8508E+001
diamictito      44.00       3074.21   4.1145E+001   2.5893E+000   5.9395E+001   3.7289E+001
diamictito      44.00       3074.06   3.7084E+001   2.5637E+000   6.0269E+001   3.5549E+001
diamictito      44.00       3073.91   3.3972E+001   2.5415E+000   6.2678E+001   3.3549E+001
diamictito      44.00       3073.76   3.1337E+001   2.5410E+000   6.4264E+001   3.0816E+001
arenito         49.00       3073.60   2.9365E+001   2.5175E+000   6.5020E+001   2.7566E+001
arenito         49.00       3073.45   2.8294E+001   2.5082E+000   6.5900E+001   2.5288E+001
arenito         49.00       3073.30   2.7834E+001   2.5287E+000   6.5722E+001   2.3529E+001
arenito         49.00       3073.15   2.6865E+001   2.5221E+000   6.5285E+001   2.1773E+001
arenito         49.00       3072.99   2.5293E+001   2.5180E+000   6.4311E+001   2.0512E+001
arenito         49.00       3072.84   2.3937E+001   2.5299E+000   6.3621E+001   1.9009E+001
arenito         49.00       3072.69   2.2736E+001   2.5390E+000   6.3520E+001   1.8254E+001
arenito         49.00       3072.54   2.2730E+001   2.5390E+000   6.3227E+001   1.7501E+001
arenito         49.00       3072.38   2.1081E+001   2.5340E+000   6.2687E+001   1.6749E+001
arenito         49.00       3072.23   2.1078E+001   2.5340E+000   6.2053E+001   1.5999E+001
arenito         49.00       3072.08   1.9575E+001   2.5439E+000   6.2050E+001   1.5496E+001
arenito         49.00       3071.93   1.8377E+001   2.5300E+000   6.1468E+001   1.4743E+001
arenito         49.00       3071.77   1.7779E+001   2.5260E+000   6.1619E+001   1.3993E+001
arenito         49.00       3071.62   1.7407E+001   2.5288E+000   6.2254E+001   1.3240E+001
arenito         49.00       3071.47   1.7339E+001   2.5162E+000   6.2639E+001   1.2492E+001
arenito         49.00       3071.32   1.7636E+001   2.5270E+000   6.2587E+001   1.1995E+001
arenito         49.00       3071.16   1.7779E+001   2.5248E+000   6.2400E+001   1.1760E+001
arenito         49.00       3071.01   1.7567E+001   2.5150E+000   6.2640E+001   1.2262E+001
arenito         49.00       3070.86   1.7950E+001   2.5139E+000   6.2644E+001   1.2743E+001
arenito         49.00       3070.71   1.8541E+001   2.5111E+000   6.2783E+001   1.2493E+001
arenito         49.00       3070.56   1.8852E+001   2.5140E+000   6.2676E+001   1.2234E+001
arenito         49.00       3070.40   1.9461E+001   2.5136E+000   6.2291E+001   1.1732E+001
arenito         49.00       3070.25   2.0286E+001   2.5026E+000   6.2102E+001   1.1240E+001
arenito         49.00       3070.10   2.1003E+001   2.4916E+000   6.2121E+001   1.1000E+001
arenito         49.00       3069.95   2.0886E+001   2.4820E+000   6.2633E+001   1.1000E+001
arenito         49.00       3069.79   1.9850E+001   2.4829E+000   6.3578E+001   1.0988E+001
arenito         49.00       3069.64   1.9200E+001   2.5020E+000   6.3759E+001   1.0738E+001
arenito         49.00       3069.49   1.9023E+001   2.5033E+000   6.3641E+001   1.0500E+001
arenito         49.00       3069.34   1.8318E+001   2.5086E+000   6.3154E+001   1.0486E+001
arenito         49.00       3069.18   1.7134E+001   2.5010E+000   6.2756E+001   1.0236E+001
arenito         49.00       3069.03   1.6284E+001   2.4841E+000   6.3119E+001   9.9854E+000
arenito         49.00       3068.88   1.6340E+001   2.4865E+000   6.3800E+001   9.7346E+000
arenito         49.00       3068.73   1.7242E+001   2.5125E+000   6.4347E+001   9.4837E+000
arenito         49.00       3068.57   1.8103E+001   2.5478E+000   6.4244E+001   9.2336E+000
arenito         49.00       3068.42   1.8409E+001   2.5284E+000   6.3388E+001   8.9653E+000
arenito         49.00       3068.27   1.8872E+001   2.4941E+000   6.2933E+001   8.4818E+000
arenito         49.00       3068.12   2.0694E+001   2.4987E+000   6.2933E+001   8.2500E+000
arenito         49.00       3067.96   2.5751E+001   2.5342E+000   6.2952E+001   8.2308E+000
arenito         49.00       3067.81   3.1774E+001   2.5488E+000   6.3154E+001   7.9799E+000
arenito         49.00       3067.66   3.5865E+001   2.5443E+000   6.2905E+001   7.7709E+000
arenito         49.00       3067.51   3.6851E+001   2.5245E+000   6.3215E+001   7.9367E+000
arenito         49.00       3067.35   3.6298E+001   2.5066E+000   6.4224E+001   7.0960E+000
arenito         49.00       3067.20   3.5457E+001   2.4914E+000   6.5031E+001   5.4087E+000
arenito         49.00       3067.05   3.4531E+001   2.4890E+000   6.5982E+001   4.4080E+000
arenito         49.00       3066.90   3.4058E+001   2.5270E+000   6.6122E+001   3.4045E+000
arenito         49.00       3066.75   3.3374E+001   2.5149E+000   6.5725E+001   2.4259E+000
arenito         49.00       3066.59   3.2601E+001   2.4862E+000   6.5265E+001   1.7749E+000
arenito         49.00       3066.44   3.1623E+001   2.4797E+000   6.4602E+001   2.0515E+000
arenito         49.00       3066.29   3.0750E+001   2.4860E+000   6.3714E+001   2.5533E+000
arenito         49.00       3066.14   3.0280E+001   2.4855E+000   6.2787E+001   3.0824E+000
arenito         49.00       3065.98   2.6195E+001   2.4829E+000   6.1966E+001   3.8330E+000
arenito         49.00       3065.83   2.3672E+001   2.4970E+000   6.1679E+001   4.5571E+000
arenito         49.00       3065.68   2.1461E+001   2.4877E+000   6.1820E+001   5.0587E+000
arenito         49.00       3065.53   1.9594E+001   2.4797E+000   6.1924E+001   5.5591E+000
arenito         49.00       3065.37   1.7835E+001   2.4933E+000   6.2059E+001   6.0304E+000
arenito         49.00       3065.22   1.6434E+001   2.5015E+000   6.2065E+001   6.2812E+000
arenito         49.00       3065.07   1.5253E+001   2.4889E+000   6.1870E+001   6.4686E+000
arenito         49.00       3064.92   1.4297E+001   2.4730E+000   6.2392E+001   6.2177E+000
arenito         49.00       3064.76   1.4075E+001   2.4631E+000   6.3115E+001   6.0000E+000
arenito         49.00       3064.61   1.4488E+001   2.4443E+000   6.3833E+001   6.0340E+000
arenito         49.00       3064.46   1.5655E+001   2.4498E+000   6.4908E+001   6.3184E+000
arenito         49.00       3064.31   1.7136E+001   2.4744E+000   6.5001E+001   6.8553E+000
arenito         49.00       3064.15   1.8823E+001   2.4777E+000   6.4762E+001   7.7153E+000
arenito         49.00       3064.00   1.9646E+001   2.4814E+000   6.4475E+001   9.1083E+000
arenito         49.00       3063.85   1.9571E+001   2.4802E+000   6.3670E+001   9.8240E+000
arenito         49.00       3063.70   1.9632E+001   2.4924E+000   6.3099E+001   1.0326E+001
arenito         49.00       3063.54   2.0482E+001   2.4865E+000   6.2948E+001   1.0750E+001
arenito         49.00       3063.39   2.1422E+001   2.4719E+000   6.3069E+001   1.0711E+001
arenito         49.00       3063.24   2.2020E+001   2.4695E+000   6.3314E+001   1.0579E+001
arenito         49.00       3063.09   2.1721E+001   2.4927E+000   6.3559E+001   1.1000E+001
arenito         49.00       3062.94   2.1107E+001   2.5188E+000   6.3796E+001   1.1041E+001
arenito         49.00       3062.78   2.0819E+001   2.5253E+000   6.3886E+001   1.1292E+001
arenito         49.00       3062.63   2.0529E+001   2.5089E+000   6.3437E+001   1.1500E+001
arenito         49.00       3062.48   1.9891E+001   2.4930E+000   6.2989E+001   1.1457E+001
arenito         49.00       3062.33   1.9233E+001   2.4878E+000   6.2854E+001   1.1250E+001
arenito         49.00       3062.17   1.9504E+001   2.4906E+000   6.3316E+001   1.1250E+001
arenito         49.00       3062.02   2.0276E+001   2.5072E+000   6.3959E+001   1.1250E+001
arenito         49.00       3061.87   2.0611E+001   2.5049E+000   6.3977E+001   1.1250E+001
arenito         49.00       3061.72   2.0182E+001   2.4910E+000   6.4130E+001   1.1250E+001
arenito         49.00       3061.56   2.0026E+001   2.4895E+000   6.4494E+001   1.1203E+001
arenito         49.00       3061.41   1.9456E+001   2.4887E+000   6.4739E+001   1.0953E+001
arenito         49.00       3061.26   2.0055E+001   2.5149E+000   6.4805E+001   1.0750E+001
arenito         49.00       3061.11   2.0781E+001   2.5201E+000   6.4013E+001   1.0701E+001
arenito         49.00       3060.95   2.0678E+001   2.5056E+000   6.2886E+001   1.0500E+001
arenito         49.00       3060.80   2.0197E+001   2.4914E+000   6.2337E+001   1.0650E+001
arenito         49.00       3060.65   1.9865E+001   2.4740E+000   6.2573E+001   1.1454E+001
arenito         49.00       3060.50   1.9491E+001   2.4755E+000   6.2925E+001   1.2302E+001
arenito         49.00       3060.34   1.9869E+001   2.4620E+000   6.3222E+001   1.2500E+001
arenito         49.00       3060.19   2.3560E+001   2.4624E+000   6.3692E+001   1.2606E+001
arenito         49.00       3060.04   3.1622E+001   2.5183E+000   6.3265E+001   1.3000E+001
arenito         49.00       3059.89   3.3658E+001   2.5064E+000   6.2615E+001   1.3000E+001
arenito         49.00       3059.73   3.4406E+001   2.4856E+000   6.2303E+001   1.2945E+001
arenito         49.00       3059.58   3.4063E+001   2.4871E+000   6.2281E+001   1.2806E+001
arenito         49.00       3059.43   3.2684E+001   2.5000E+000   6.2903E+001   1.2944E+001
arenito         49.00       3059.28   3.0789E+001   2.5143E+000   6.3426E+001   1.2637E+001
arenito         49.00       3059.13   2.8168E+001   2.5309E+000   6.3241E+001   1.2077E+001
arenito         49.00       3058.97   2.5139E+001   2.5012E+000   6.3083E+001   1.1325E+001
arenito         49.00       3058.82   2.2884E+001   2.4955E+000   6.3036E+001   1.0633E+001
arenito         49.00       3058.67   2.3350E+001   2.5080E+000   6.3454E+001   1.0191E+001
