Lito            Codigo        Depth(m)        GR            RHOB        DT            SP
folhelho        57.00       2114.70   2.2960E+001   2.9792E+000   4.9633E+001   2.5885E+001
folhelho        57.00       2114.55   2.2868E+001   2.9581E+000   4.9720E+001   2.6135E+001
folhelho        57.00       2114.40   2.2689E+001   2.9447E+000   4.9700E+001   2.6386E+001
folhelho        57.00       2114.25   2.2532E+001   2.9535E+000   4.9481E+001   2.6637E+001
folhelho        57.00       2114.09   2.2348E+001   2.9559E+000   4.9767E+001   2.6750E+001
folhelho        57.00       2113.94   2.2527E+001   2.9522E+000   5.0050E+001   2.6887E+001
folhelho        57.00       2113.79   2.2730E+001   2.9540E+000   5.0163E+001   2.7138E+001
folhelho        57.00       2113.64   2.3022E+001   2.9540E+000   5.0272E+001   2.7111E+001
folhelho        57.00       2113.48   2.3338E+001   2.9596E+000   5.0136E+001   2.6860E+001
folhelho        57.00       2113.33   2.3488E+001   2.9674E+000   4.9946E+001   2.6610E+001
folhelho        57.00       2113.18   2.3978E+001   2.9655E+000   4.9881E+001   2.6500E+001
folhelho        57.00       2113.03   2.4686E+001   2.9677E+000   4.9854E+001   2.6358E+001
folhelho        57.00       2112.87   2.5149E+001   2.9925E+000   4.9638E+001   2.6392E+001
folhelho        57.00       2112.72   2.4849E+001   2.9954E+000   4.9350E+001   2.7072E+001
folhelho        57.00       2112.57   2.3926E+001   2.9883E+000   4.9078E+001   2.8218E+001
folhelho        57.00       2112.42   2.3479E+001   2.9842E+000   4.9234E+001   2.8894E+001
folhelho        57.00       2112.26   2.4088E+001   2.9701E+000   4.9810E+001   2.8855E+001
folhelho        57.00       2112.11   2.4529E+001   2.9630E+000   4.9991E+001   2.8750E+001
folhelho        57.00       2111.96   2.4441E+001   2.9595E+000   4.9930E+001   2.8457E+001
folhelho        57.00       2111.81   2.4511E+001   2.9423E+000   4.9729E+001   2.7663E+001
folhelho        57.00       2111.65   2.4781E+001   2.9143E+000   4.9588E+001   2.6954E+001
folhelho        57.00       2111.50   2.5436E+001   2.8724E+000   5.0631E+001   2.6750E+001
folhelho        57.00       2111.35   2.6115E+001   2.8859E+000   5.1551E+001   2.6750E+001
folhelho        57.00       2111.20   2.6283E+001   2.9024E+000   5.1661E+001   2.6750E+001
folhelho        57.00       2111.04   2.6477E+001   2.8860E+000   5.1436E+001   2.6750E+001
folhelho        57.00       2110.89   2.7395E+001   2.8828E+000   5.1211E+001   2.6901E+001
folhelho        57.00       2110.74   2.8810E+001   2.8927E+000   5.1152E+001   2.7151E+001
folhelho        57.00       2110.59   3.0314E+001   2.9007E+000   5.1331E+001   2.7555E+001
folhelho        57.00       2110.44   3.1953E+001   2.8669E+000   5.1864E+001   2.8056E+001
folhelho        57.00       2110.28   3.3451E+001   2.8195E+000   5.2400E+001   2.8097E+001
folhelho        57.00       2110.13   3.4898E+001   2.8268E+000   5.2570E+001   2.7846E+001
folhelho        57.00       2109.98   3.4915E+001   2.8614E+000   5.2177E+001   2.7750E+001
folhelho        57.00       2109.83   3.2943E+001   2.8815E+000   5.1540E+001   2.7595E+001
folhelho        57.00       2109.67   3.0544E+001   2.9104E+000   5.0749E+001   2.7188E+001
folhelho        57.00       2109.52   2.8570E+001   2.9514E+000   5.0081E+001   2.6686E+001
folhelho        57.00       2109.37   2.7477E+001   2.9809E+000   4.9820E+001   2.6343E+001
folhelho        57.00       2109.22   2.6658E+001   2.9934E+000   4.9753E+001   2.6092E+001
folhelho        57.00       2109.06   2.6089E+001   2.9947E+000   4.9735E+001   2.5682E+001
folhelho        57.00       2108.91   2.5857E+001   2.9813E+000   4.9797E+001   2.5978E+001
folhelho        57.00       2108.76   2.6186E+001   2.9714E+000   4.9770E+001   2.7050E+001
folhelho        57.00       2108.61   2.6740E+001   2.9404E+000   4.9766E+001   2.7661E+001
folhelho        57.00       2108.45   2.7120E+001   2.9408E+000   5.0036E+001   2.7589E+001
folhelho        57.00       2108.30   2.7372E+001   2.9752E+000   5.0364E+001   2.7338E+001
folhelho        57.00       2108.15   2.7793E+001   2.9747E+000   5.0722E+001   2.6924E+001
folhelho        57.00       2108.00   2.7780E+001   2.9565E+000   5.1083E+001   2.6096E+001
folhelho        57.00       2107.84   2.6939E+001   2.9444E+000   5.1233E+001   2.5258E+001
folhelho        57.00       2107.69   2.5713E+001   2.9463E+000   5.1089E+001   2.5000E+001
folhelho        57.00       2107.54   2.4385E+001   2.9603E+000   5.0488E+001   2.5000E+001
folhelho        57.00       2107.39   2.3432E+001   2.9740E+000   5.0029E+001   2.5000E+001
folhelho        57.00       2107.23   2.2431E+001   2.9900E+000   4.9767E+001   2.5000E+001
folhelho        57.00       2106.17   2.0959E+001   2.9898E+000   5.0146E+001   2.4579E+001
folhelho        57.00       2106.02   2.1006E+001   2.9860E+000   5.0224E+001   2.4328E+001
folhelho        57.00       2105.86   2.1006E+001   2.9860E+000   5.0224E+001   2.4078E+001
folhelho        57.00       2105.71   2.0954E+001   2.9770E+000   5.0224E+001   2.3654E+001
folhelho        57.00       2105.56   2.0670E+001   2.9987E+000   5.0087E+001   2.3326E+001
folhelho        57.00       2105.41   2.0399E+001   2.9918E+000   4.9891E+001   2.2900E+001
folhelho        57.00       2105.25   2.0489E+001   2.9735E+000   4.9730E+001   2.2750E+001
folhelho        57.00       2105.10   2.1136E+001   2.9465E+000   4.9651E+001   2.3102E+001
folhelho        57.00       2104.95   2.1381E+001   2.9370E+000   4.9602E+001   2.3957E+001
folhelho        57.00       2104.80   2.2124E+001   2.9455E+000   4.9761E+001   2.4604E+001
folhelho        57.00       2104.64   2.2590E+001   2.9518E+000   5.0110E+001   2.4750E+001
folhelho        57.00       2104.49   2.2655E+001   2.9444E+000   5.0363E+001   2.4750E+001
folhelho        57.00       2104.34   2.2762E+001   2.9431E+000   5.0524E+001   2.4571E+001
folhelho        57.00       2104.19   2.2805E+001   2.9411E+000   5.0495E+001   2.3961E+001
folhelho        57.00       2104.03   2.2426E+001   2.9465E+000   5.0291E+001   2.3209E+001
folhelho        57.00       2103.88   2.2280E+001   2.9490E+000   5.0188E+001   2.3000E+001
folhelho        57.00       2103.73   2.1844E+001   2.9606E+000   5.0103E+001   2.3182E+001
folhelho        57.00       2103.58   2.1298E+001   2.9686E+000   4.9898E+001   2.3432E+001
folhelho        57.00       2103.42   2.0771E+001   2.9883E+000   4.9474E+001   2.3500E+001
folhelho        57.00       2103.27   2.0301E+001   2.9928E+000   4.9020E+001   2.3500E+001
folhelho        57.00       2102.51   2.0743E+001   2.9945E+000   4.9173E+001   2.4937E+001
folhelho        57.00       2102.36   2.0837E+001   2.9950E+000   4.9099E+001   2.5188E+001
folhelho        57.00       2102.21   2.0405E+001   2.9885E+000   4.8731E+001   2.5250E+001
folhelho        57.00       2102.05   1.9803E+001   2.9588E+000   4.8389E+001   2.4872E+001
folhelho        57.00       2101.90   1.9486E+001   2.9424E+000   4.8428E+001   2.4560E+001
folhelho        57.00       2101.75   1.9432E+001   2.9613E+000   4.8798E+001   2.4500E+001
folhelho        57.00       2101.60   2.0576E+001   2.9672E+000   4.9165E+001   2.4500E+001
folhelho        57.00       2101.44   2.1736E+001   2.9632E+000   4.9396E+001   2.4500E+001
folhelho        57.00       2101.29   2.1692E+001   2.9427E+000   4.9441E+001   2.5078E+001
folhelho        57.00       2101.14   2.1432E+001   2.9347E+000   4.9328E+001   2.6215E+001
folhelho        57.00       2100.99   2.1207E+001   2.9332E+000   4.8954E+001   2.7274E+001
folhelho        57.00       2100.83   2.1039E+001   2.9361E+000   4.8741E+001   2.7500E+001
folhelho        57.00       2100.68   2.1006E+001   2.9549E+000   4.8518E+001   2.7695E+001
folhelho        57.00       2100.53   2.1241E+001   2.9670E+000   4.8387E+001   2.7750E+001
folhelho        57.00       2100.38   2.1483E+001   2.9745E+000   4.8481E+001   2.7357E+001
folhelho        57.00       2100.22   2.1590E+001   2.9831E+000   4.8551E+001   2.7053E+001
folhelho        57.00       2100.07   2.2138E+001   2.9889E+000   4.8562E+001   2.7395E+001
folhelho        57.00       2099.92   2.2459E+001   2.9844E+000   4.8678E+001   2.8293E+001
folhelho        57.00       2099.77   2.2386E+001   2.9854E+000   4.8786E+001   2.9695E+001
folhelho        57.00       2099.61   2.2475E+001   2.9868E+000   4.8962E+001   3.1595E+001
folhelho        57.00       2099.46   2.2565E+001   2.9886E+000   4.8845E+001   3.3801E+001
folhelho        57.00       2099.31   2.1796E+001   2.9946E+000   4.8688E+001   3.6864E+001
folhelho        57.00       2099.16   2.1123E+001   2.9944E+000   4.8541E+001   4.1929E+001
folhelho        57.00       2099.01   2.0764E+001   2.9770E+000   4.8355E+001   4.8859E+001
folhelho        57.00       2098.85   2.0524E+001   2.9900E+000   4.8317E+001   5.7150E+001
folhelho        57.00       2098.70   2.0115E+001   2.9826E+000   4.8397E+001   6.5273E+001
folhelho        57.00       2098.55   1.9909E+001   2.9776E+000   4.8495E+001   7.1444E+001
folhelho        57.00       2098.40   2.0373E+001   2.9713E+000   4.8553E+001   7.5163E+001
folhelho        57.00       2098.24   2.0790E+001   2.9593E+000   4.8883E+001   7.6984E+001
folhelho        57.00       2098.09   2.0794E+001   2.9496E+000   4.9637E+001   7.7868E+001
folhelho        57.00       2097.94   2.0905E+001   2.9538E+000   5.0026E+001   7.8827E+001
folhelho        57.00       2097.79   2.0558E+001   2.9533E+000   5.0483E+001   7.9415E+001
folhelho        57.00       2097.63   1.9983E+001   2.9272E+000   5.0484E+001   8.0124E+001
folhelho        57.00       2097.48   1.9569E+001   2.8853E+000   4.9897E+001   8.0876E+001
folhelho        57.00       2097.33   1.9633E+001   2.8931E+000   4.9374E+001   8.2466E+001
folhelho        57.00       2097.18   2.0035E+001   2.9903E+000   4.9171E+001   8.3802E+001
folhelho        57.00       2097.02   2.0044E+001   2.9136E+000   4.8860E+001   8.4421E+001
folhelho        57.00       2096.87   2.0032E+001   2.8960E+000   4.8847E+001   8.4923E+001
folhelho        57.00       2096.72   1.9586E+001   2.9121E+000   4.8896E+001   8.5212E+001
folhelho        57.00       2096.57   1.9507E+001   2.9150E+000   4.9070E+001   8.4825E+001
folhelho        57.00       2096.41   1.9379E+001   2.8971E+000   4.9141E+001   8.4110E+001
folhelho        57.00       2096.26   1.9614E+001   2.9111E+000   4.9148E+001   8.4214E+001
folhelho        57.00       2096.11   2.0043E+001   2.9311E+000   4.9148E+001   8.4893E+001
folhelho        57.00       2095.96   2.0494E+001   2.9521E+000   4.9148E+001   8.5645E+001
folhelho        57.00       2095.80   2.0362E+001   2.9809E+000   4.9148E+001   8.6182E+001
folhelho        57.00       2095.35   2.0331E+001   2.9918E+000   4.9118E+001   8.7436E+001
folhelho        57.00       2095.20   2.0266E+001   2.9602E+000   4.8928E+001   8.8156E+001
folhelho        57.00       2095.04   1.9994E+001   2.9595E+000   4.9032E+001   8.8469E+001
folhelho        57.00       2094.89   2.0088E+001   2.9793E+000   4.9136E+001   8.8940E+001
folhelho        57.00       2094.74   2.0305E+001   2.9688E+000   4.9450E+001   8.9000E+001
folhelho        57.00       2094.59   2.0066E+001   2.9838E+000   4.9577E+001   8.9222E+001
folhelho        57.00       2094.43   1.9766E+001   2.9966E+000   4.9761E+001   8.8806E+001
folhelho        57.00       2094.28   1.9932E+001   2.9838E+000   4.9392E+001   8.8305E+001
folhelho        57.00       2094.13   2.0493E+001   2.9838E+000   4.9169E+001   8.8250E+001
folhelho        57.00       2093.98   2.0892E+001   2.9912E+000   4.8929E+001   8.8250E+001
folhelho        57.00       2093.82   2.0931E+001   2.9920E+000   4.8728E+001   8.8025E+001
folhelho        57.00       2093.67   2.0931E+001   2.9803E+000   4.8884E+001   8.8451E+001
folhelho        57.00       2093.52   2.0525E+001   2.9321E+000   4.9212E+001   8.9628E+001
folhelho        57.00       2093.37   2.0210E+001   2.8600E+000   4.9379E+001   9.0203E+001
folhelho        57.00       2093.21   2.0182E+001   2.8530E+000   4.9792E+001   9.0477E+001
folhelho        57.00       2093.06   2.0182E+001   2.8503E+000   5.0145E+001   9.0500E+001
folhelho        57.00       2092.91   2.0729E+001   2.8948E+000   5.0532E+001   9.0272E+001
folhelho        57.00       2092.76   2.1331E+001   2.9302E+000   5.0566E+001   8.9562E+001
diabasio        65.00       2092.60   2.2002E+001   2.9312E+000   5.0656E+001   8.8810E+001
diabasio        65.00       2092.45   2.5713E+001   2.9006E+000   5.1204E+001   8.8520E+001
diabasio        65.00       2092.30   3.4547E+001   2.8841E+000   5.2108E+001   8.8962E+001
diabasio        65.00       2092.15   4.6164E+001   2.8283E+000   5.3313E+001   8.9000E+001
diabasio        65.00       2091.99   5.7312E+001   2.7423E+000   5.4898E+001   8.9000E+001
diabasio        65.00       2091.84   6.4670E+001   2.6885E+000   5.5424E+001   8.9000E+001
diabasio        65.00       2091.69   6.8376E+001   2.7159E+000   5.5454E+001   8.9000E+001
diabasio        65.00       2091.54   7.0992E+001   2.7527E+000   5.4811E+001   8.9000E+001
diabasio        65.00       2091.39   7.4879E+001   2.7155E+000   5.4310E+001   8.9000E+001
diabasio        65.00       2091.23   8.0278E+001   2.6791E+000   5.3774E+001   8.9000E+001
diabasio        65.00       2091.08   8.4634E+001   2.6921E+000   5.4021E+001   8.9000E+001
diabasio        65.00       2090.93   8.6850E+001   2.6968E+000   5.4453E+001   8.9474E+001
diabasio        65.00       2090.78   8.7389E+001   2.7018E+000   5.4290E+001   8.9975E+001
diabasio        65.00       2090.62   8.7412E+001   2.7020E+000   5.4048E+001   9.0716E+001
diabasio        65.00       2090.47   8.7770E+001   2.7068E+000   5.4036E+001   9.0989E+001
diabasio        65.00       2090.32   8.7858E+001   2.6965E+000   5.4130E+001   9.1479E+001
diabasio        65.00       2090.17   8.7141E+001   2.6960E+000   5.4510E+001   9.2221E+001
diabasio        65.00       2090.01   8.6027E+001   2.7037E+000   5.4950E+001   9.2250E+001
diabasio        65.00       2089.86   8.5987E+001   2.7040E+000   5.5673E+001   9.2491E+001
diabasio        65.00       2089.71   8.5842E+001   2.6943E+000   5.5888E+001   9.3711E+001
diabasio        65.00       2089.56   8.6056E+001   2.6804E+000   5.5466E+001   9.4966E+001
diabasio        65.00       2089.40   8.5260E+001   2.6985E+000   5.4978E+001   9.5730E+001
diabasio        65.00       2089.25   8.3774E+001   2.6951E+000   5.4679E+001   9.6483E+001
diabasio        65.00       2089.10   8.3298E+001   2.6715E+000   5.4624E+001   9.7235E+001
diabasio        65.00       2088.95   8.4027E+001   2.6769E+000   5.5008E+001   9.7250E+001
diabasio        65.00       2088.79   8.5072E+001   2.6859E+000   5.6217E+001   9.6512E+001
diabasio        65.00       2088.64   8.6495E+001   2.7087E+000   5.6960E+001   9.6253E+001
diabasio        65.00       2088.49   8.7701E+001   2.7060E+000   5.7309E+001   9.6250E+001
diabasio        65.00       2088.34   8.9272E+001   2.6961E+000   5.7360E+001   9.5754E+001
diabasio        65.00       2088.18   9.0703E+001   2.7288E+000   5.7214E+001   9.4755E+001
diabasio        65.00       2088.03   9.1683E+001   2.7220E+000   5.7018E+001   9.3751E+001
diabasio        65.00       2087.88   9.0785E+001   2.7450E+000   5.6627E+001   9.3001E+001
diabasio        65.00       2087.73   8.5808E+001   2.7691E+000   5.6038E+001   9.2499E+001
folhelho        57.00       2087.58   7.5346E+001   2.7951E+000   5.4957E+001   9.1997E+001
folhelho        57.00       2087.42   6.3854E+001   2.8067E+000   5.3683E+001   9.1495E+001
folhelho        57.00       2087.27   5.3984E+001   2.8761E+000   5.2556E+001   9.0995E+001
folhelho        57.00       2087.12   4.6798E+001   2.8882E+000   5.1239E+001   9.0496E+001
folhelho        57.00       2086.97   4.2088E+001   2.9048E+000   5.0462E+001   9.0233E+001
folhelho        57.00       2086.81   3.9022E+001   2.8932E+000   5.0120E+001   8.9241E+001
folhelho        57.00       2086.66   3.6402E+001   2.9068E+000   4.9776E+001   8.8739E+001
folhelho        57.00       2086.51   3.4390E+001   2.9449E+000   4.9440E+001   8.8244E+001
folhelho        57.00       2086.36   3.3107E+001   2.9395E+000   4.9388E+001   8.7986E+001
folhelho        57.00       2086.20   3.1698E+001   2.9224E+000   4.9252E+001   8.7493E+001
folhelho        57.00       2086.05   3.0807E+001   2.9032E+000   4.9435E+001   8.7275E+001
folhelho        57.00       2085.90   3.0284E+001   2.9085E+000   4.9246E+001   8.8027E+001
folhelho        57.00       2085.75   2.9839E+001   2.9224E+000   4.9246E+001   8.8741E+001
folhelho        57.00       2085.59   2.9550E+001   2.9337E+000   4.9246E+001   8.8480E+001
folhelho        57.00       2085.44   2.9560E+001   2.9262E+000   4.9246E+001   8.7989E+001
folhelho        57.00       2085.29   2.9768E+001   2.9315E+000   4.9250E+001   8.7717E+001
folhelho        57.00       2085.14   2.9614E+001   2.9631E+000   4.9351E+001   8.6964E+001
folhelho        57.00       2084.98   2.9427E+001   2.9651E+000   4.9500E+001   8.6224E+001
folhelho        57.00       2084.83   2.9917E+001   2.9477E+000   4.9707E+001   8.5750E+001
folhelho        57.00       2084.68   2.9738E+001   2.9250E+000   5.0096E+001   8.5750E+001
folhelho        57.00       2084.53   2.9074E+001   2.9065E+000   5.0448E+001   8.5750E+001
folhelho        57.00       2084.37   2.8674E+001   2.8831E+000   5.0890E+001   8.5734E+001
folhelho        57.00       2084.22   2.9035E+001   2.9016E+000   5.0608E+001   8.5500E+001
folhelho        57.00       2084.07   2.9121E+001   2.9246E+000   5.0494E+001   8.5517E+001
folhelho        57.00       2083.92   2.8273E+001   2.9197E+000   5.0161E+001   8.5750E+001
folhelho        57.00       2083.77   2.7227E+001   2.9290E+000   4.9993E+001   8.5768E+001
folhelho        57.00       2083.61   2.7205E+001   2.9287E+000   5.0175E+001   8.6019E+001
folhelho        57.00       2083.46   2.6968E+001   2.9263E+000   5.0182E+001   8.6269E+001
folhelho        57.00       2083.31   2.7476E+001   2.9425E+000   5.0280E+001   8.6480E+001
folhelho        57.00       2083.16   2.7764E+001   2.9493E+000   5.0374E+001   8.6250E+001
folhelho        57.00       2083.00   2.7927E+001   2.9638E+000   5.0419E+001   8.6207E+001
folhelho        57.00       2082.85   2.8201E+001   2.9606E+000   5.0419E+001   8.5706E+001
folhelho        57.00       2082.70   2.8148E+001   2.9451E+000   5.0406E+001   8.5250E+001
folhelho        57.00       2082.55   2.7574E+001   2.9367E+000   5.0290E+001   8.5227E+001
folhelho        57.00       2082.39   2.7237E+001   2.9452E+000   5.0496E+001   8.5024E+001
folhelho        57.00       2082.24   2.6538E+001   2.9526E+000   5.0805E+001   8.5349E+001
folhelho        57.00       2082.09   2.5698E+001   2.9231E+000   5.1211E+001   8.6400E+001
folhelho        57.00       2081.94   2.5381E+001   2.9338E+000   5.1289E+001   8.7802E+001
folhelho        57.00       2081.78   2.4962E+001   2.9420E+000   5.1201E+001   8.8277E+001
folhelho        57.00       2081.63   2.4788E+001   2.9494E+000   5.1206E+001   8.8500E+001
folhelho        57.00       2081.48   2.4395E+001   2.9429E+000   5.1272E+001   8.8472E+001
folhelho        57.00       2081.33   2.3955E+001   2.9316E+000   5.1446E+001   8.8135E+001
folhelho        57.00       2081.17   2.4180E+001   2.9128E+000   5.1451E+001   8.7221E+001
folhelho        57.00       2081.02   2.4236E+001   2.9136E+000   5.1477E+001   8.7059E+001
folhelho        57.00       2080.87   2.3161E+001   2.9343E+000   5.1336E+001   8.7561E+001
folhelho        57.00       2080.72   2.3001E+001   2.9437E+000   5.1232E+001   8.8031E+001
folhelho        57.00       2080.56   2.2729E+001   2.9455E+000   5.1097E+001   8.8282E+001
folhelho        57.00       2080.41   2.2147E+001   2.9668E+000   5.1042E+001   8.8532E+001
folhelho        57.00       2080.26   2.1845E+001   2.9451E+000   5.0918E+001   8.8783E+001
folhelho        57.00       2080.11   2.2490E+001   2.9410E+000   5.0807E+001   8.9067E+001
folhelho        57.00       2079.96   2.2890E+001   2.9035E+000   5.1940E+001   8.9500E+001
folhelho        57.00       2079.80   2.2976E+001   2.8708E+000   5.3329E+001   8.9570E+001
folhelho        57.00       2079.65   2.3040E+001   2.8850E+000   5.4057E+001   9.0000E+001
folhelho        57.00       2079.50   2.2524E+001   2.8971E+000   5.3578E+001   9.0036E+001
folhelho        57.00       2079.35   2.1789E+001   2.8623E+000   5.1768E+001   9.0213E+001
folhelho        57.00       2079.19   2.2174E+001   2.8676E+000   5.2001E+001   8.9924E+001
folhelho        57.00       2079.04   2.3517E+001   2.8936E+000   5.2553E+001   8.9462E+001
folhelho        57.00       2078.89   2.5131E+001   2.9248E+000   5.3708E+001   8.9250E+001
folhelho        57.00       2078.74   2.6048E+001   2.9221E+000   5.4629E+001   8.9250E+001
diabasio        65.00       2078.58   2.6552E+001   2.9120E+000   5.5041E+001   8.9210E+001
diabasio        65.00       2078.43   2.6712E+001   2.9077E+000   5.5698E+001   8.9123E+001
diabasio        65.00       2078.28   2.7752E+001   2.8873E+000   5.5731E+001   8.9959E+001
diabasio        65.00       2078.13   2.9220E+001   2.8877E+000   5.5844E+001   9.1043E+001
diabasio        65.00       2077.97   3.1631E+001   2.8508E+000   5.5584E+001   9.1207E+001
diabasio        65.00       2077.82   3.6285E+001   2.8186E+000   5.5614E+001   9.0956E+001
diabasio        65.00       2077.67   4.3528E+001   2.7983E+000   5.6382E+001   9.0661E+001
diabasio        65.00       2077.52   5.4934E+001   2.7507E+000   5.7813E+001   9.0071E+001
diabasio        65.00       2077.36   6.6983E+001   2.7139E+000   5.9254E+001   8.9159E+001
diabasio        65.00       2077.21   7.6375E+001   2.6987E+000   5.9404E+001   8.8750E+001
diabasio        65.00       2077.06   8.2305E+001   2.6896E+000   5.9319E+001   8.8797E+001
diabasio        65.00       2076.91   8.6178E+001   2.6796E+000   5.9046E+001   8.8953E+001
diabasio        65.00       2076.75   8.9244E+001   2.6982E+000   5.8672E+001   8.8798E+001
diabasio        65.00       2076.60   9.0281E+001   2.7038E+000   5.8205E+001   8.8902E+001
diabasio        65.00       2076.45   8.7474E+001   2.7542E+000   5.6954E+001   8.8451E+001
diabasio        65.00       2076.30   8.0057E+001   2.8152E+000   5.5404E+001   8.8250E+001
diabasio        65.00       2076.15   7.0737E+001   2.8347E+000   5.4013E+001   8.8250E+001
diabasio        65.00       2075.99   6.1918E+001   2.8684E+000   5.3116E+001   8.8301E+001
diabasio        65.00       2075.84   5.4107E+001   2.8912E+000   5.2981E+001   8.8552E+001
diabasio        65.00       2075.69   4.7695E+001   2.8631E+000   5.3028E+001   8.8750E+001
folhelho        57.00       2075.54   4.1155E+001   2.8601E+000   5.2954E+001   8.8696E+001
folhelho        57.00       2075.38   3.2687E+001   2.9239E+000   5.3171E+001   8.8446E+001
folhelho        57.00       2075.23   2.9332E+001   2.8963E+000   5.3401E+001   8.8140E+001
folhelho        57.00       2075.08   2.7227E+001   2.8760E+000   5.3336E+001   8.7639E+001
folhelho        57.00       2074.93   2.6774E+001   2.8896E+000   5.3118E+001   8.7194E+001
folhelho        57.00       2074.77   2.4743E+001   2.9370E+000   5.3112E+001   8.7000E+001
folhelho        57.00       2074.62   2.2800E+001   2.9250E+000   5.2770E+001   8.7230E+001
folhelho        57.00       2074.47   2.1219E+001   2.8845E+000   5.2130E+001   8.8289E+001
folhelho        57.00       2074.32   2.0041E+001   2.8865E+000   5.2061E+001   8.9426E+001
folhelho        57.00       2074.16   1.9528E+001   2.9040E+000   5.1848E+001   9.0000E+001
folhelho        57.00       2074.01   1.9231E+001   2.9355E+000   5.1921E+001   9.0060E+001
folhelho        57.00       2073.86   1.8851E+001   2.9786E+000   5.2020E+001   9.0189E+001
folhelho        57.00       2073.71   1.8778E+001   2.9821E+000   5.1983E+001   8.9754E+001
folhelho        57.00       2073.55   1.8159E+001   2.9625E+000   5.1910E+001   8.8876E+001
folhelho        57.00       2073.40   1.7390E+001   2.9730E+000   5.1678E+001   8.8500E+001
folhelho        57.00       2073.25   1.7166E+001   2.9625E+000   5.1616E+001   8.8500E+001
folhelho        57.00       2073.10   1.7410E+001   2.9639E+000   5.1543E+001   8.8564E+001
folhelho        57.00       2072.94   1.7672E+001   2.9818E+000   5.1594E+001   8.8686E+001
folhelho        57.00       2072.79   1.7764E+001   2.9725E+000   5.1841E+001   8.8500E+001
folhelho        57.00       2072.64   1.7688E+001   2.9329E+000   5.2376E+001   8.8500E+001
siltito         54.00       2072.49   1.7794E+001   2.9055E+000   5.2850E+001   8.8500E+001
siltito         54.00       2072.34   1.8897E+001   2.8778E+000   5.2565E+001   8.8500E+001
siltito         54.00       2072.18   2.2195E+001   2.8607E+000   5.3857E+001   8.8432E+001
siltito         54.00       2072.03   2.8175E+001   2.8424E+000   5.5411E+001   8.8250E+001
siltito         54.00       2071.88   3.5351E+001   2.7571E+000   5.6833E+001   8.8181E+001
siltito         54.00       2071.73   4.1726E+001   2.6994E+000   5.9702E+001   8.7930E+001
siltito         54.00       2071.57   4.6288E+001   2.6661E+000   6.1269E+001   8.7538E+001
siltito         54.00       2071.42   4.9605E+001   2.6436E+000   6.1816E+001   8.6857E+001
siltito         54.00       2071.27   5.2016E+001   2.6233E+000   6.1885E+001   8.6356E+001
siltito         54.00       2071.12   5.3433E+001   2.6356E+000   6.1611E+001   8.5927E+001
siltito         54.00       2070.96   5.4592E+001   2.6816E+000   6.1197E+001   8.5530E+001
siltito         54.00       2070.81   5.5510E+001   2.6938E+000   6.0566E+001   8.5074E+001
siltito         54.00       2070.66   5.6156E+001   2.6910E+000   5.9990E+001   8.5548E+001
siltito         54.00       2070.51   5.6863E+001   2.6817E+000   5.9824E+001   8.6476E+001
siltito         54.00       2070.35   5.7599E+001   2.6476E+000   5.9933E+001   8.7076E+001
siltito         54.00       2070.20   5.8698E+001   2.6190E+000   6.0626E+001   8.7403E+001
siltito         54.00       2070.05   5.9785E+001   2.6258E+000   6.1468E+001   8.7827E+001
siltito         54.00       2069.90   6.0799E+001   2.6529E+000   6.2151E+001   8.7766E+001
siltito         54.00       2069.74   6.2178E+001   2.6762E+000   6.2765E+001   8.7015E+001
siltito         54.00       2069.59   6.2839E+001   2.6621E+000   6.2731E+001   8.6421E+001
siltito         54.00       2069.44   6.2378E+001   2.6450E+000   6.1954E+001   8.6410E+001
siltito         54.00       2069.29   6.1584E+001   2.6514E+000   6.0971E+001   8.6830E+001
siltito         54.00       2069.13   5.9297E+001   2.6627E+000   6.0313E+001   8.7081E+001
siltito         54.00       2068.98   5.8056E+001   2.6508E+000   6.0097E+001   8.7250E+001
siltito         54.00       2068.83   5.8402E+001   2.6334E+000   6.0340E+001   8.7414E+001
siltito         54.00       2068.68   5.9006E+001   2.6280E+000   6.0587E+001   8.7999E+001
siltito         54.00       2068.53   5.8955E+001   2.6183E+000   6.0522E+001   8.8668E+001
siltito         54.00       2068.37   5.8501E+001   2.5980E+000   6.0603E+001   8.9085E+001
siltito         54.00       2068.22   5.7170E+001   2.6205E+000   6.0569E+001   8.9250E+001
siltito         54.00       2068.07   5.5521E+001   2.6694E+000   6.0507E+001   8.9336E+001
siltito         54.00       2067.92   5.4915E+001   2.6689E+000   6.0686E+001   8.9327E+001
siltito         54.00       2067.76   5.5466E+001   2.6630E+000   6.0884E+001   8.8826E+001
siltito         54.00       2067.61   5.5910E+001   2.6570E+000   6.1401E+001   8.8412E+001
siltito         54.00       2067.46   5.6087E+001   2.6520E+000   6.2299E+001   8.8073E+001
siltito         54.00       2067.31   5.6259E+001   2.6644E+000   6.3167E+001   8.7572E+001
siltito         54.00       2067.15   5.6791E+001   2.6652E+000   6.4097E+001   8.7071E+001
siltito         54.00       2067.00   5.8009E+001   2.6566E+000   6.4852E+001   8.6841E+001
siltito         54.00       2066.85   5.8904E+001   2.6466E+000   6.5115E+001   8.7364E+001
siltito         54.00       2066.70   5.9627E+001   2.6427E+000   6.4994E+001   8.8183E+001
