Rock Code Depth(m) RHOB GR SP DT
Metamorphic 70.0 7190.0 2.5610099889999667 55.905414034486434 58.496742880172555 47.262403086619514
Metamorphic 70.0 7200.0 2.791050258151344 40.981702761501175 69.1201346880472 16.638479959628846
Metamorphic 70.0 7210.0 2.6152212429667894 39.59603451735414 69.05111525167925 68.5869652271725
Metamorphic 70.0 7220.0 2.805225696751519 30.485075018332427 73.45958226709062 23.209660702260145
Metamorphic 70.0 7230.0 2.7725801714632814 41.35100075359768 76.63688104790417 12.931738612842253
Metamorphic 70.0 7240.0 2.7410096786868112 36.727666451147925 73.10903943820658 10.874477047765579
Metamorphic 70.0 7250.0 2.689194392089749 40.30411682673632 60.745853694319756 108.7623544039952
Metamorphic 70.0 7260.0 2.8294707939331016 48.531221918866905 75.51283046816488 53.739482387702274
Metamorphic 70.0 7270.0 2.716518976189282 47.29207906885304 63.398795555106446 86.8307154506533
Metamorphic 70.0 7280.0 2.7795326691106053 28.106771909798926 61.90714548206131 76.55581212889237
Metamorphic 70.0 7290.0 2.742582615472763 38.01936621583234 69.71811414968474 -13.214446937152216
Metamorphic 70.0 7300.0 2.7692616792646034 36.26577985187899 69.40349246602135 70.10433787684936
Metamorphic 70.0 7310.0 2.8913347317838967 24.796315622423954 62.8809884888492 26.512265211290483
Metamorphic 70.0 7320.0 2.78426048537032 37.030220232727416 58.82304544099284 -9.333030789911149
Metamorphic 70.0 7330.0 2.6856998584902194 24.53724847908125 69.45232945471507 27.213471203408012
Metamorphic 70.0 7340.0 2.8549158146305014 38.19797795865357 57.89357189447397 28.152532895908934
Metamorphic 70.0 7350.0 2.8649268886951624 45.50910796742343 60.015449821157866 94.09652648482944
Metamorphic 70.0 7360.0 2.796892651596808 34.63973292793831 64.38856837887201 74.27569856509756
Metamorphic 70.0 7370.0 2.6091300648767217 48.517315851980506 54.530886004463156 94.48386264175959
Metamorphic 70.0 7380.0 2.7867129204701477 39.287503974912205 67.11424634009565 61.6394874329091
Metamorphic 70.0 7390.0 2.5184621035691213 49.8948968972236 75.21253104295225 71.6781534687795
Metamorphic 70.0 7400.0 2.876825750965883 41.625180850401115 53.34039054869243 56.580855562710646
Metamorphic 70.0 7410.0 2.6141564068408365 44.25728329893938 68.87223757998996 50.84481876081581
Metamorphic 70.0 7420.0 2.7280933602494684 44.23463165181958 88.85286329995493 17.200956082162143
Metamorphic 70.0 7430.0 2.6704206345519976 47.850882686747205 80.09053939427264 63.030660922848476
Metamorphic 70.0 7440.0 2.649520615723309 46.35386382965386 55.116077775990206 87.32160295900307
Metamorphic 70.0 7450.0 2.930488755099308 24.71202521085041 66.69407464791324 47.34724182690507
Metamorphic 70.0 7460.0 2.8599209348599635 36.12038814180829 67.3250487821785 37.241097352231954
Metamorphic 70.0 7470.0 2.726075967056246 45.44003543759266 64.09232166668704 79.28505090605434
Metamorphic 70.0 7480.0 2.6916643279824166 38.86545552919161 63.49934945935605 -12.536613912604723
Metamorphic 70.0 7490.0 2.6722817199453 44.753139389740646 67.55986203549567 107.30284165450944
Metamorphic 70.0 7500.0 2.689029797223033 57.06792602553298 83.87883247304764 20.33755328135516
Metamorphic 70.0 7510.0 2.8874000229778125 42.99518102676119 82.63654914948546 71.20046843799375
Metamorphic 70.0 7520.0 2.5527853342749447 29.47760869076798 54.99677560950016 67.40880075193586
Metamorphic 70.0 7530.0 2.8099797783596183 42.87425267896949 68.98379052134779 44.884305055496675
Metamorphic 70.0 7540.0 2.8448510823030504 37.2054883149903 83.17712452643914 50.669610209186274
Metamorphic 70.0 7550.0 2.8635911759063686 43.77583644883809 87.70474446380304 51.141932960575026
Metamorphic 70.0 7560.0 2.7620996094566106 42.20828973542945 54.47112459819184 99.78651100476542
Metamorphic 70.0 7570.0 2.8855991857203285 42.15836609952032 75.06887476953979 74.74591388798123
Metamorphic 70.0 7580.0 2.7489117597014 37.34923930281003 68.29541150672452 90.8082215609167
Metamorphic 70.0 7590.0 2.676508242504753 39.45308994307151 69.9671813365447 76.14923572978574
Metamorphic 70.0 7600.0 2.809867275389983 42.907472351383284 76.2030088067539 54.35692265618874
Metamorphic 70.0 7610.0 2.891710281136028 47.26282902001895 64.82693716762779 93.21861621713673
Metamorphic 70.0 7620.0 2.6239500208042226 35.96671420807268 69.26624630221652 54.720447587222395
Metamorphic 70.0 7630.0 2.566757326558893 34.82473414389318 70.83836984168899 14.552311652535998
Metamorphic 70.0 7640.0 2.6504792230424083 44.80827837423415 30.76886513840191 22.91363177598322
Metamorphic 70.0 7650.0 2.791684340179316 30.924026981531302 73.60001042365344 130.96846229483666
Metamorphic 70.0 7660.0 2.9019377500719594 46.06338094306875 80.47055773869769 103.3436646109861
Metamorphic 70.0 7670.0 2.835446414264588 34.287352026301946 78.68092034301134 40.87196863889773
Metamorphic 70.0 7680.0 2.7096213119783936 38.26137217816367 53.81172995196046 71.0021714160118
Metamorphic 70.0 7690.0 2.654527498425551 39.27221552605794 72.71593596877403 53.71846009067751
Metamorphic 70.0 7700.0 2.6571031619354084 48.51411735389322 59.26787788810933 72.09385860759092
Metamorphic 70.0 7710.0 2.8401593444423976 41.13293308113997 72.74640760104042 32.555469334233514
Metamorphic 70.0 7720.0 2.6907218296128788 30.873003716631175 66.25794295455732 55.10225100535038
Metamorphic 70.0 7730.0 2.726030770900276 34.57227410899004 62.99502990903793 88.36734072982794
Metamorphic 70.0 7740.0 2.8309278813138605 39.033567593253615 50.172458794519436 76.03946990835553
Metamorphic 70.0 7750.0 2.5336625332694016 40.416717249381634 63.61522361692499 51.937307557510785
Metamorphic 70.0 7760.0 2.6218008725146564 46.975089813836725 71.10980022308095 22.75010005489986
Metamorphic 70.0 7770.0 2.8711414668465824 37.402179765119534 86.99553903907696 105.31166293668467
Metamorphic 70.0 7780.0 2.7839830759742363 45.8146272758374 76.16457622011488 55.9824880572773
Metamorphic 70.0 7790.0 2.6112518867002468 46.39504467629243 41.794796971260396 97.50063214173349
Metamorphic 70.0 7800.0 2.81523238377958 40.44795113971804 54.509615231434914 52.77076824946214
Metamorphic 70.0 7810.0 2.8309653859333372 51.3804753590297 55.28096185917323 55.60246439723653
Metamorphic 70.0 7820.0 2.7481100617616865 48.72417085655217 66.21763921705559 50.70200284276032
Metamorphic 70.0 7830.0 2.7329592605339434 34.41195066791687 73.27042963810699 45.03709998592621
Metamorphic 70.0 7840.0 2.77999026926974 35.451910449322995 74.82507201973692 91.60975779992556
Metamorphic 70.0 7850.0 2.6637857021552764 41.458955301362906 71.11449304543989 98.26239138351734
Metamorphic 70.0 7860.0 2.7251862331630914 61.15635998173624 71.11012484650936 135.27280978664788
Metamorphic 70.0 7870.0 2.6266701454121684 41.019605054927894 65.11037708198496 120.39032507488017
Metamorphic 70.0 7880.0 3.0550774272987558 54.495176082380716 55.629564636932535 111.1470226634256
Metamorphic 70.0 7890.0 2.72870977338071 43.83744496415093 78.83059523964603 154.6364397991322
Metamorphic 70.0 7900.0 2.6668564963184265 49.61422856551794 62.927657854845066 172.4872114303009
Metamorphic 70.0 7910.0 2.664849646957187 69.11053707756503 70.336912038585 111.78045202644975
Metamorphic 70.0 7920.0 2.716087892966491 56.71411196587971 66.19918490932166 182.95439720930432
Metamorphic 70.0 7930.0 2.7210102224277852 66.99966288713891 74.72829362058597 165.83814554292394
Metamorphic 70.0 7940.0 2.7534542403454942 56.41058463671885 82.47540551453916 262.0494834891279
Metamorphic 70.0 7950.0 2.6437095683384295 69.8297059721385 61.333044459242096 257.15587437201333
Shale 57.0 10.0 2.6665187984647303 69.72894552566768 78.82611020502473 353.51840017425695
Shale 57.0 20.0 2.513479659142655 73.63196631676263 70.70620314733428 337.4577486009808
Shale 57.0 30.0 2.6279733461411734 81.94304515412905 75.51800448889891 394.4155762074611
Shale 57.0 40.0 2.668674088870697 91.3794146753527 60.45116863951357 358.30106979264383
Shale 57.0 50.0 2.711909284374681 92.6624953055197 65.43237050215079 429.31599682918267
Shale 57.0 60.0 2.7062395974825213 99.42936253333694 76.9826399814913 398.85945120358866
Shale 57.0 70.0 2.6413513287367567 109.4027166170853 83.93555474248947 463.3961121205934
Shale 57.0 80.0 2.4310576959407 100.06865150805409 56.45053587380682 474.0113384717415
Shale 57.0 90.0 2.477884262284189 102.59153384601751 66.46625008493479 490.5141174115514
Shale 57.0 100.0 2.608423366945724 114.1046491006474 68.00197399398803 456.0915996474256
Shale 57.0 110.0 2.4691776822701756 118.67700238007272 67.15396352682315 484.08555918191536
Shale 57.0 120.0 2.4101778047062106 97.45006670480836 67.9668278308518 517.3923732688818
Shale 57.0 130.0 2.409463840662685 103.57519820856 83.80231312701702 487.50618918655016
Shale 57.0 140.0 2.506697267759414 103.5839261046636 81.81116817140865 601.8283629079433
Shale 57.0 150.0 2.6242607039567387 113.68486141824734 64.41401862750467 537.4019129406348
Shale 57.0 160.0 2.4964326092574103 102.14818627578737 78.73350121859369 502.2743274361433
Shale 57.0 170.0 2.438568719494488 114.62060068528379 54.98218138491743 538.5704325940042
Shale 57.0 180.0 2.607430577766688 96.51640608643393 76.72156891365441 486.19374355533137
Shale 57.0 190.0 2.6303957843863923 102.9099379559458 68.68888551343815 546.9149172972357
Shale 57.0 200.0 2.5085671510386334 105.31951592245942 73.72827136752981 502.0939269505104
Shale 57.0 210.0 2.5206248071556088 98.6951232105407 64.65489842233899 487.13683815640906
Shale 57.0 220.0 2.5798809309393707 104.98851884551 73.47770425385389 503.09299915263176
Shale 57.0 230.0 2.464136828740415 100.79895746344765 56.05878796083912 527.7016368092552
Shale 57.0 240.0 2.608444556628585 102.86044687533631 62.416739689939526 514.1901726042814
Shale 57.0 250.0 2.5688827516676156 98.08937163311717 61.342186912240756 467.5133359171222
Shale 57.0 260.0 2.5139347280937114 96.41925265531412 47.39920774433613 438.3296939585072
Shale 57.0 270.0 2.43822054000445 92.22305275237045 35.981696846538526 411.4576184697866
Shale 57.0 280.0 2.5843763297420956 96.93899400383442 20.648219531805626 444.77258630088966
Shale 57.0 290.0 2.4859776904651683 74.75187149763127 17.152627677765757 434.2783099179091
Shale 57.0 300.0 2.4501014810011714 72.05874914564475 33.94731889675505 396.7310171585559
Calciferous_Sandstone 8.0 310.0 2.476961989495421 63.47287379863068 9.303913249596931 348.6462595735074
Calciferous_Sandstone 8.0 320.0 2.394699755094896 58.974353719038156 13.405597937755966 339.2192356467478
Calciferous_Sandstone 8.0 330.0 2.6574813633403016 60.257343136446906 8.915875663859977 288.8980394323516
Calciferous_Sandstone 8.0 340.0 2.4355024241952856 52.26175065739209 -21.162018737135067 259.68202443715495
Calciferous_Sandstone 8.0 350.0 2.537554196888535 67.65226485872721 -41.97969883007799 254.4837037104188
Calciferous_Sandstone 8.0 360.0 2.4417215699865555 50.42918514750538 -39.56866748570318 236.9159608436961
Calciferous_Sandstone 8.0 370.0 2.4793259390361766 42.505324945369225 -42.41486836080029 232.1353338528557
Calciferous_Sandstone 8.0 380.0 2.6046164357839654 43.12173144080582 -40.3500527339209 228.9505706417772
Calciferous_Sandstone 8.0 390.0 2.4685909346250248 50.54547746300659 -59.41174218277223 198.74426799577947
Calciferous_Sandstone 8.0 400.0 2.4006254154421742 36.42924883943029 -56.8420408739269 160.39649444216053
Calciferous_Sandstone 8.0 410.0 2.595715347570966 43.28565227372253 -40.997961814472774 154.51481156348254
Calciferous_Sandstone 8.0 420.0 2.564664151522184 42.381154631589204 -49.32920512376359 171.63158224468316
Calciferous_Sandstone 8.0 430.0 2.3891100596732304 37.28984091353925 -73.85780610239614 180.95639906662566
Calciferous_Sandstone 8.0 440.0 2.2880159273642473 50.432247377509185 -52.36819933811061 215.33840657992783
Calciferous_Sandstone 8.0 450.0 2.507981150547917 34.62688764112412 -70.37171146526302 192.6717168246473
Calciferous_Sandstone 8.0 460.0 2.3605840441467865 35.20033941968116 -58.126216522444324 147.72334192060993
Calciferous_Sandstone 8.0 470.0 2.5111308461390087 26.296177093718853 -64.4362543425961 150.8490660434941
Calciferous_Sandstone 8.0 480.0 2.1904184431051896 34.7021513496072 -65.72267420304676 116.7983481906676
Calciferous_Sandstone 8.0 490.0 2.540595117869493 34.1628489370068 -70.34340099015145 118.36856599381477
Calciferous_Sandstone 8.0 500.0 2.60430568334186 36.5660359479083 -47.945365615934705 184.88960213698573
Calciferous_Sandstone 8.0 510.0 2.466531922371244 44.52179173674554 -70.581549754559 142.27747726556538
Calciferous_Sandstone 8.0 520.0 2.4227804195573155 41.066275425120395 -66.83939371964989 113.46550231815284
Calciferous_Sandstone 8.0 530.0 2.635653508649248 31.631730468968264 -69.38467679105389 109.16719675363859
Calciferous_Sandstone 8.0 540.0 2.4760836206084558 35.849410019717496 -47.112284136405705 184.6129690500267
Calciferous_Sandstone 8.0 550.0 2.5471640534215667 37.91285880902027 -54.2796192893441 199.8960308113763
Calciferous_Sandstone 8.0 560.0 2.6213194365262167 36.08383645262735 -63.66751899659202 120.25668049675072
Calciferous_Sandstone 8.0 570.0 2.441709044552502 33.004094753737924 -60.235333109236485 176.52440455899915
Calciferous_Sandstone 8.0 580.0 2.4756862955867853 34.372528966254556 -62.91903883924468 174.3085192710817
Calciferous_Sandstone 8.0 590.0 2.3840313239044346 47.91787510269018 -40.7985411507906 127.56355294875709
Calciferous_Sandstone 8.0 600.0 2.445760188481449 47.90594553302002 -52.03291572390568 149.04580799102115
Calciferous_Sandstone 8.0 610.0 2.4410518389723044 50.79155490112978 -60.925654147191715 110.88290868392679
Calciferous_Sandstone 8.0 620.0 2.553037984527452 41.12794873965114 -53.29109504185185 97.16177390700511
Calciferous_Sandstone 8.0 630.0 2.3401800984411416 34.40100377716389 -49.991429949217604 165.20871222458644
Calciferous_Sandstone 8.0 640.0 2.673478968916507 45.93057309497094 -64.36125517663224 135.66561158302196
Calciferous_Sandstone 8.0 650.0 2.5086950858750305 44.290022591068684 -35.65787579626761 133.37886142075558
Calciferous_Sandstone 8.0 660.0 2.4110094455384967 46.64272345675735 -74.73926043349888 107.68103540708151
Calciferous_Sandstone 8.0 670.0 2.4580154711216124 37.49364168305935 -54.13746312730858 133.26789000736926
Calciferous_Sandstone 8.0 680.0 2.4700901245631184 34.655398431836126 -38.9864743578837 116.48531875131759
Calciferous_Sandstone 8.0 690.0 2.6339692593901933 31.678897698317016 -49.072565292641784 143.9575028353424
Calciferous_Sandstone 8.0 700.0 2.4283966607059253 29.085182484285298 -56.261373045297525 178.5934801626802
Calciferous_Sandstone 8.0 710.0 2.2227892349169918 35.65407519694009 -52.38350429364286 99.40181065451529
Calciferous_Sandstone 8.0 720.0 2.4643735330254954 31.920414031059323 -55.25111140423893 183.25849919858877
Calciferous_Sandstone 8.0 730.0 2.4500110682891063 47.23565496039918 -74.36962559792866 135.55931298168935
Calciferous_Sandstone 8.0 740.0 2.3418382957593638 46.982633142319614 -46.13125868133501 195.58026303483712
Calciferous_Sandstone 8.0 750.0 2.344284280328928 45.11738851198677 -53.0657320586235 172.0608034062774
Calciferous_Sandstone 8.0 760.0 2.630435612253192 40.73866740453758 -59.6743270663488 129.06836121421694
Calciferous_Sandstone 8.0 770.0 2.4217680519163065 44.753763204982995 -63.54651713163634 126.05752784112086
Calciferous_Sandstone 8.0 780.0 2.6190309524558093 38.12266142931556 -61.985618549514406 163.68735774387991
Calciferous_Sandstone 8.0 790.0 2.4017171689157997 40.39298691959208 -70.52253801797531 150.25939291904362
Calciferous_Sandstone 8.0 800.0 2.3221040767422987 38.42119892909111 -51.06510097442408 98.91088067661288
Calciferous_Sandstone 8.0 810.0 2.557107983275451 34.17431534990569 -70.43546641054078 170.2787505201805
Calciferous_Sandstone 8.0 820.0 2.586997621579449 41.82336355185597 -75.93603975306219 115.95030041983073
Calciferous_Sandstone 8.0 830.0 2.593303247683448 40.1370848764325 -57.06318891375746 87.4767069240976
Calciferous_Sandstone 8.0 840.0 2.4391482303350447 49.28194134894766 -79.06199755457689 103.24988020106436
Calciferous_Sandstone 8.0 850.0 2.5183636386162793 46.31723169861389 -56.724947760663326 86.28954327124701
Calciferous_Sandstone 8.0 860.0 2.5828546220817383 30.3755270745996 -62.780938135129226 119.58301516780635
Calciferous_Sandstone 8.0 870.0 2.5831236368503867 36.15366823619557 -43.108375896731644 122.6830251261737
Calciferous_Sandstone 8.0 880.0 2.4354992212526705 47.62597346842803 -68.5205656357813 64.53382585070779
Calciferous_Sandstone 8.0 890.0 2.4902579531568416 41.0245894486733 -27.234964662203694 138.38466959153357
Calciferous_Sandstone 8.0 900.0 2.516049614535171 31.03966517126982 -69.29137480927344 162.48662257623698
Calciferous_Sandstone 8.0 910.0 2.5841173292407893 31.45237945904797 -60.862656076963006 63.061270342679386
Calciferous_Sandstone 8.0 920.0 2.534887563443165 39.05834432605094 -59.75309812905872 200.27532798395288
Calciferous_Sandstone 8.0 930.0 2.403995980519908 45.63666274255493 -43.16042349273019 124.16058048475612
Calciferous_Sandstone 8.0 940.0 2.5451157114799985 32.67140491495861 -47.64108163960686 155.0810441758065
Calciferous_Sandstone 8.0 950.0 2.5270313064738303 39.8012246250651 -45.380866191295155 113.4348908298296
Calciferous_Sandstone 8.0 960.0 2.4470352150977432 48.103498265380715 -35.08498797524317 130.94107219739388
Calciferous_Sandstone 8.0 970.0 2.3963171129594145 35.86759759158939 -66.62887363196725 175.84317040914036
Calciferous_Sandstone 8.0 980.0 2.4515562476304558 51.34023069399814 -55.32956825675771 113.63293397450006
Calciferous_Sandstone 8.0 990.0 2.4409657692493703 34.49446225637109 -58.7042382209407 128.35877933295134
Calciferous_Sandstone 8.0 1000.0 2.6279295124127 42.77323063504015 -48.68606965603103 133.9404764280555
Calciferous_Sandstone 8.0 1010.0 2.474855614000144 30.50140992486609 -81.97888754568281 152.13502295421083
Calciferous_Sandstone 8.0 1020.0 2.525425970099033 33.929694202102624 -65.05070384088864 162.37107232906686
Calciferous_Sandstone 8.0 1030.0 2.5589683501815075 58.43699035507875 -37.575460078124706 126.21593627034045
Calciferous_Sandstone 8.0 1040.0 2.3423520801948667 38.14018043464982 -47.37581920979456 144.6077581907371
Calciferous_Sandstone 8.0 1050.0 2.512472146011908 52.030009223061285 -67.93788825330687 163.47296586897016
Calciferous_Sandstone 8.0 1060.0 2.6181582146354465 34.13722819975718 -57.67671076244999 180.4605736271993
Calciferous_Sandstone 8.0 1070.0 2.5222766022605287 38.75945932158685 -62.888473691694664 130.20713528512292
Calciferous_Sandstone 8.0 1080.0 2.55991628034071 37.22558875836368 -76.79362747993927 121.6193103044015
Calciferous_Sandstone 8.0 1090.0 2.5170787667282037 39.31872159884745 -69.59510912299174 148.97812079076158
Calciferous_Sandstone 8.0 1100.0 2.557707262366662 46.6060429073579 -52.87715988575947 125.8352542754632
Calciferous_Sandstone 8.0 1110.0 2.4901908627997744 43.35203029331482 -66.46316494183273 133.0979816438505
Calciferous_Sandstone 8.0 1120.0 2.4846702920998207 22.58129082011364 -45.92022448621681 154.1614616251745
Calciferous_Sandstone 8.0 1130.0 2.516387911708657 34.30607541698165 -60.156281546896544 128.3668976719221
Calciferous_Sandstone 8.0 1140.0 2.5010644848587327 38.1285511120831 -53.6888126489845 141.03893945862896
Calciferous_Sandstone 8.0 1150.0 2.349677569854891 44.86885521607374 -63.346513904566365 180.90896378906825
Calciferous_Sandstone 8.0 1160.0 2.3909594809430144 28.34895616663156 -59.085594182184 139.00607252985287
Calciferous_Sandstone 8.0 1170.0 2.5542590424389626 34.97956508250073 -73.76654134093131 114.18518570222963
Calciferous_Sandstone 8.0 1180.0 2.4208631166875474 45.6742051289271 -54.779404247063276 164.16880015009588
Calciferous_Sandstone 8.0 1190.0 2.625984624554241 46.361951576085005 -55.89580192081855 119.02638553833036
Calciferous_Sandstone 8.0 1200.0 2.4613957699987727 38.14322201795487 -46.91850115988669 155.5071603611488
Calciferous_Sandstone 8.0 1210.0 2.2571194402069463 37.029617318511185 -62.456053362380295 145.5833211948546
Calciferous_Sandstone 8.0 1220.0 2.620799862718984 43.35174215531549 -59.00920243898095 133.7173338517143
Calciferous_Sandstone 8.0 1230.0 2.2816403817751088 42.03050975998431 -52.24590628345274 103.08367398267455
Calciferous_Sandstone 8.0 1240.0 2.407201278763898 40.68520045302125 -37.877194113543894 126.18694921973507
Calciferous_Sandstone 8.0 1250.0 2.3977214626191317 35.39819398918381 -57.06997174280364 171.09420798202132
Calciferous_Sandstone 8.0 1260.0 2.5844405424807784 39.97926113580017 -50.56983538534809 138.23770263022706
Calciferous_Sandstone 8.0 1270.0 2.459484416438541 26.43374069862745 -51.9976122696525 115.44931074155552
Calciferous_Sandstone 8.0 1280.0 2.4576533487078867 39.85578687951104 -36.315064040430826 206.78195499724532
Calciferous_Sandstone 8.0 1290.0 2.5806597824292536 46.94052720267642 -61.82186744072754 142.90988655495394
Calciferous_Sandstone 8.0 1300.0 2.6192713349979955 38.792463314086746 -45.03212989921683 136.07425026214136
Calciferous_Sandstone 8.0 1310.0 2.6483304698991423 43.928044534090006 -48.7239609790276 157.3752176030855
Calciferous_Sandstone 8.0 1320.0 2.527385568986296 39.71726034222136 -49.57478836328672 121.4034258189032
Calciferous_Sandstone 8.0 1330.0 2.60422688802329 32.65581906689934 -78.28443523723134 106.49779792254648
Calciferous_Sandstone 8.0 1340.0 2.355715002408428 37.28705719743003 -59.73037580739553 134.42843863563354
Calciferous_Sandstone 8.0 1350.0 2.51644059788667 27.233936009252357 -59.23110403317776 158.7886899253491
Calciferous_Sandstone 8.0 1360.0 2.761488181472893 48.73990980273805 -51.98699055844509 119.99764709602891
Calciferous_Sandstone 8.0 1370.0 2.6643504805053517 42.14759194678432 -36.1700795535984 120.08799801695277
Calciferous_Sandstone 8.0 1380.0 2.525794939939982 26.45842062861925 -42.293731222355525 118.85760342975578
Calciferous_Sandstone 8.0 1390.0 2.602226091992258 34.90386706438876 -50.6655060146981 162.85859136659082
Calciferous_Sandstone 8.0 1400.0 2.526350242257416 37.313591347528494 -38.63458911952775 107.53257742978045
Calciferous_Sandstone 8.0 1410.0 2.4918892446206296 49.69435226358954 -34.98558625882727 84.35738065524909
Calciferous_Sandstone 8.0 1420.0 2.762377502299394 36.540097043784684 -29.159215513314766 72.3261370184305
Calciferous_Sandstone 8.0 1430.0 2.6215325508634293 45.535334480036866 -41.33784098162364 54.711497586207464
Diabase 65.0 1440.0 2.783955139223906 30.97771830860759 -21.022446318536797 101.98152339870052
Diabase 65.0 1450.0 2.584416879973096 39.33452413353691 -8.030498242298473 60.54521584930721
Diabase 65.0 1460.0 2.7531509222940733 39.57706984600023 -10.41382570829576 97.03089237668749
Diabase 65.0 1470.0 2.609002279130514 31.879976856934185 -18.173833408801134 46.96784487034952
Diabase 65.0 1480.0 2.761890904655162 33.17529027756013 -18.480928703890484 46.2337012478106
Diabase 65.0 1490.0 2.7539656211346233 50.8707406533286 -7.433855593448478 70.60754838620078
Diabase 65.0 1500.0 2.908026267283419 25.212813889824737 -10.12959787829714 61.827759880677434
Diabase 65.0 1510.0 2.9693405078719284 34.4691004574063 -7.796229781418821 71.53814863578447
Diabase 65.0 1520.0 2.7288970735418183 30.09546252294093 -18.208014327420067 78.70823908356903
Diabase 65.0 1530.0 2.8750407707891785 29.29819518579072 14.814819255877786 110.1489121343708
Diabase 65.0 1540.0 2.767731327996421 29.452049292009498 5.642652330973838 23.08760909512941
Diabase 65.0 1550.0 2.7252438553900804 23.003036338878378 7.511813081538452 38.071895153758575
Diabase 65.0 1560.0 2.703509023642054 18.050679902473508 10.037372600514876 37.628263922660594
Diabase 65.0 1570.0 2.7086249479640143 35.44808745103808 -4.034716621737096 85.19924558607028
Diabase 65.0 1580.0 2.6468865398446053 34.76443705393527 -2.5911772192986966 31.69874773934552
Diabase 65.0 1590.0 2.9372378477549512 25.61989732474986 16.55409230703328 70.67631353171814
Diabase 65.0 1600.0 2.86913765180042 33.235118431065914 4.015904813754668 83.6307222928927
Diabase 65.0 1610.0 2.870076621280708 39.95842835423503 0.2447903141193528 88.37630155326704
Diabase 65.0 1620.0 2.7378947442297403 31.47879630489308 -8.146253797231402 26.08502241573319
Diabase 65.0 1630.0 2.739415437426997 20.401209066886615 -6.8270308427261535 82.79166266931638
Diabase 65.0 1640.0 2.6161457859744703 25.36947406068729 -11.75775993603479 44.347090284684285
Diabase 65.0 1650.0 2.853320623003372 26.664874025441442 -15.957025604194227 114.0505869280962
Diabase 65.0 1660.0 2.8161713047611387 35.23169724616041 -25.867734216075387 94.82433868156099
Calciferous_Sandstone 8.0 1670.0 2.601620575718599 44.037573952608604 -16.013968428965367 101.92685095493178
Calciferous_Sandstone 8.0 1680.0 2.5574385773390884 42.62041068358786 -23.698865234140076 54.49972156642102
Calciferous_Sandstone 8.0 1690.0 2.7734335851427505 37.85087182784339 -36.52755607534839 103.00283239249214
Calciferous_Sandstone 8.0 1700.0 2.6411036687523977 51.54043283404337 -49.807945393965646 106.13511133624355
Calciferous_Sandstone 8.0 1710.0 2.521327500943249 33.06435715327412 -40.571477394260924 117.11192063119124
Calciferous_Sandstone 8.0 1720.0 2.538850242605524 47.83110853085376 -38.24597447491274 111.2919146313889
Calciferous_Sandstone 8.0 1730.0 2.55663612869369 40.606841263146435 -60.51240165177265 76.29748918881569
Calciferous_Sandstone 8.0 1740.0 2.573516384497452 44.47164370451931 -62.53999091381814 63.015969127962286
Calciferous_Sandstone 8.0 1750.0 2.5707610685645865 35.17698320013947 -49.43403261683876 136.98933601507449
Calciferous_Sandstone 8.0 1760.0 2.537785388085328 56.36522255790878 -57.176809706773206 107.41654331489865
Calciferous_Sandstone 8.0 1770.0 2.4293529376317524 44.52512617580046 -52.76065845371325 121.54643651990843
Calciferous_Sandstone 8.0 1780.0 2.295647496557452 44.17515013185326 -70.24824795225268 132.84881325287276
Calciferous_Sandstone 8.0 1790.0 2.6014898103803525 36.905349689535 -72.20154604549403 113.49034731855178
Calciferous_Sandstone 8.0 1800.0 2.4534382071978156 54.676012929056256 -63.5594104927332 144.82903733161132
Calciferous_Sandstone 8.0 1810.0 2.5855826146904795 45.24818776832903 -60.7560494454276 118.20730071316618
Calciferous_Sandstone 8.0 1820.0 2.5813297572701126 39.05943243452044 -61.31981652131301 122.11082921524157
Calciferous_Sandstone 8.0 1830.0 2.5918581572470285 37.66713397151892 -82.43218388054825 134.56775546132366
Calciferous_Sandstone 8.0 1840.0 2.4849773991255253 40.824612964005134 -51.992109708712434 137.39647119625909
Calciferous_Sandstone 8.0 1850.0 2.5121081987500697 49.18874824839238 -84.17269326624577 184.40356204491695
Calciferous_Sandstone 8.0 1860.0 2.3298901444531035 40.435051901337296 -41.782855826746825 215.65620040071374
Calciferous_Sandstone 8.0 1870.0 2.586929397128808 49.748728186036644 -66.45792961422731 113.20441456296251
Calciferous_Sandstone 8.0 1880.0 2.692776772544497 47.03560441450426 -39.31400288867831 134.02855483446584
Calciferous_Sandstone 8.0 1890.0 2.5029428022751565 23.13346489372573 -55.37534953142153 151.89510555501548
Calciferous_Sandstone 8.0 1900.0 2.383675859751814 40.54642192069245 -75.27786720413798 177.28120217908554
Calciferous_Sandstone 8.0 1910.0 2.4101040115119687 48.74159826167357 -45.33419939273738 151.27831467321926
Calciferous_Sandstone 8.0 1920.0 2.548642286907634 31.114939090868965 -53.79664838420124 125.9798080651164
Calciferous_Sandstone 8.0 1930.0 2.4602025176023585 41.39536829120922 -70.80925738784312 181.04474269109826
Calciferous_Sandstone 8.0 1940.0 2.6195453365102237 25.62807090889202 -63.867708143882474 121.38740058627516
Calciferous_Sandstone 8.0 1950.0 2.604790651048925 40.50578185439205 -58.69693863052589 145.56746397801402
Calciferous_Sandstone 8.0 1960.0 2.4232077105459404 29.973423621762976 -57.10482753778263 129.4059349123171
Calciferous_Sandstone 8.0 1970.0 2.4753347289232708 40.64774618583601 -67.55753545385392 161.01383145332875
