Rock Code Depth1(m) RHOB GR SP DT
FOLHELHO 57.0 2336.7492 2.6002 93.3593 88.9258 73.5405
FOLHELHO 57.0 2336.9016 2.61 91.9315 88.4504 73.5405
FOLHELHO 57.0 2337.054 2.6172 90.9342 87.5243 73.5258
FOLHELHO 57.0 2337.2064 2.6343 90.2723 87.0 73.4321
FOLHELHO 57.0 2337.3588 2.6307 88.3232 87.0 73.2811
FOLHELHO 57.0 2337.5112 2.621 87.3366 87.0 73.2924
FOLHELHO 57.0 2337.6636 2.6201 86.7986 87.0 73.0583
FOLHELHO 57.0 2337.816 2.6003 84.9503 87.0 72.1024
FOLHELHO 57.0 2337.9684 2.5725 82.9656 87.0 71.4941
FOLHELHO 57.0 2338.1208 2.5934 81.5268 87.0 71.3347
FOLHELHO 57.0 2338.2732 2.5894 80.6267 87.0 71.7921
FOLHELHO 57.0 2338.4256 2.5939 79.7456 87.0 72.0433
FOLHELHO 57.0 2338.578 2.6047 79.4655 87.0 71.9425
FOLHELHO 57.0 2338.7304 2.6017 80.0134 87.0 72.1387
FOLHELHO 57.0 2338.8828 2.595 81.1166 87.0836 72.3022
FOLHELHO 57.0 2339.0352 2.5843 82.1193 87.25 72.6966
FOLHELHO 57.0 2339.1876 2.5971 83.7005 87.3346 73.5269
FOLHELHO 57.0 2339.34 2.6187 85.7504 87.5 74.0498
FOLHELHO 57.0 2339.4924 2.631 86.9434 87.5 74.5398
FOLHELHO 57.0 2339.6448 2.6345 87.0515 87.4135 74.928
FOLHELHO 57.0 2339.7972 2.608 85.9622 87.4247 74.9192
FOLHELHO 57.0 2339.9496 2.606 83.9888 88.0139 74.2692
FOLHELHO 57.0 2340.102 2.6081 80.9422 88.5883 72.8841
FOLHELHO 57.0 2340.2544 2.6138 77.2298 88.6608 70.985
FOLHELHO 57.0 2340.4068 2.6177 73.7121 88.5 69.4809
FOLHELHO 57.0 2340.5592 2.6067 71.8558 88.3185 69.2385
FOLHELHO 57.0 2340.7116 2.5835 72.1288 87.6355 69.9552
FOLHELHO 57.0 2340.864 2.5799 72.1613 86.816 71.0574
FOLHELHO 57.0 2341.0164 2.581 71.9163 86.5926 72.2099
FOLHELHO 57.0 2341.1688 2.5864 71.9614 86.843 72.7288
FOLHELHO 57.0 2341.3212 2.5896 72.1404 87.0 72.4038
FOLHELHO 57.0 2341.4736 2.5959 72.1601 87.2835 71.925
FOLHELHO 57.0 2341.626 2.596 72.8587 87.8449 71.2716
FOLHELHO 57.0 2341.7784 2.5876 74.2413 88.0958 71.0735
FOLHELHO 57.0 2341.9308 2.5893 75.8734 88.25 71.2508
FOLHELHO 57.0 2342.0832 2.6057 77.5642 88.25 71.4549
FOLHELHO 57.0 2342.2356 2.613 78.6354 88.25 71.7487
FOLHELHO 57.0 2342.388 2.6095 79.7127 88.25 72.0623
FOLHELHO 57.0 2342.5404 2.6119 80.8741 88.1508 72.4828
FOLHELHO 57.0 2342.6928 2.6344 80.8624 88.0996 73.2161
FOLHELHO 57.0 2342.8452 2.65 80.1855 88.3505 74.3641
FOLHELHO 57.0 2342.9976 2.6127 80.0077 88.5 75.5896
FOLHELHO 57.0 2343.15 2.5759 80.0497 88.5 76.5081
FOLHELHO 57.0 2343.3024 2.6077 79.8552 88.3977 76.8534
FOLHELHO 57.0 2343.4548 2.5916 79.5809 88.3532 76.8071
FOLHELHO 57.0 2343.6072 2.557 79.3169 88.9152 77.0675
FOLHELHO 57.0 2343.7596 2.557 79.3169 89.7085 77.5164
FOLHELHO 57.0 2343.912 2.5414 79.1594 90.0 77.8061
FOLHELHO 57.0 2344.0644 2.4997 78.9422 90.1057 77.7464
FOLHELHO 57.0 2344.2168 2.4745 79.4194 90.1439 77.2999
FOLHELHO 57.0 2344.3692 2.4955 80.7081 89.572 77.0669
FOLHELHO 57.0 2344.5216 2.5177 82.083 88.5684 76.9746
FOLHELHO 57.0 2344.674 2.539 82.9922 88.1085 76.4781
FOLHELHO 57.0 2344.8264 2.6034 83.3219 88.3589 76.1865
FOLHELHO 57.0 2344.9788 2.6506 83.463 88.5 76.1313
FOLHELHO 57.0 2345.1312 2.6293 83.1921 88.6103 76.0234
FOLHELHO 57.0 2345.2836 2.5657 82.1915 88.8608 75.8002
FOLHELHO 57.0 2345.436 2.5272 80.8288 89.0 75.1236
FOLHELHO 57.0 2345.5884 2.5511 78.7054 88.8878 73.3892
FOLHELHO 57.0 2345.7408 2.5779 76.3401 88.6373 71.8145
FOLHELHO 57.0 2345.8932 2.5758 74.8611 88.5 71.1277
FOLHELHO 57.0 2346.0456 2.5688 74.9193 88.3855 70.978
FOLHELHO 57.0 2346.198 2.5512 76.5692 88.25 71.7601
FOLHELHO 57.0 2346.3504 2.5387 78.2968 88.25 73.1123
FOLHELHO 57.0 2346.5028 2.5593 79.4305 88.3663 75.0952
FOLHELHO 57.0 2346.6552 2.5827 80.6221 88.5 76.9013
FOLHELHO 57.0 2346.8076 2.5429 81.9034 88.5 77.7294
FOLHELHO 57.0 2346.96 2.5086 83.1778 88.5 77.3184
FOLHELHO 57.0 2347.1124 2.5565 85.1389 88.5 75.5929
FOLHELHO 57.0 2347.2648 2.5842 86.4404 88.9786 74.6585
FOLHELHO 57.0 2347.4172 2.5833 86.1462 89.8604 75.1168
FOLHELHO 57.0 2347.5696 2.6006 85.0781 90.25 75.6126
FOLHELHO 57.0 2347.722 2.6121 83.3508 90.25 76.0267
FOLHELHO 57.0 2347.8744 2.5876 82.0991 90.25 75.944
FOLHELHO 57.0 2348.0268 2.5522 80.9416 89.7584 75.0649
FOLHELHO 57.0 2348.1792 2.5548 79.0315 88.633 73.3841
FOLHELHO 57.0 2348.3316 2.5586 76.8901 87.8761 71.3244
FOLHELHO 57.0 2348.484 2.5507 75.3642 87.8124 70.2168
FOLHELHO 57.0 2348.6364 2.562 73.8456 88.0 69.6299
FOLHELHO 57.0 2348.7888 2.5736 73.3917 88.1262 70.0246
FOLHELHO 57.0 2348.9412 2.5809 73.1361 88.3767 71.6504
FOLHELHO 57.0 2349.0936 2.5648 73.5887 88.8827 74.2031
FOLHELHO 57.0 2349.246 2.51 74.1143 89.3781 75.9966
FOLHELHO 57.0 2349.3984 2.4201 74.4088 89.6286 77.1521
FOLHELHO 57.0 2349.5508 2.3471 74.4452 89.6205 77.7174
FOLHELHO 57.0 2349.7032 2.3126 75.0314 89.5 77.3153
FOLHELHO 57.0 2349.8556 2.2935 76.0793 89.2384 77.0879
FOLHELHO 57.0 2350.008 2.2698 76.5832 89.0 78.2878
FOLHELHO 57.0 2350.1604 2.2808 76.143 88.6033 79.5414
FOLHELHO 57.0 2350.3128 2.3264 75.2817 88.25 79.0221
FOLHELHO 57.0 2350.4652 2.3491 74.6553 88.1168 77.6766
FOLHELHO 57.0 2350.6176 2.3961 73.8421 87.8659 75.067
FOLHELHO 57.0 2350.77 2.4844 71.9088 87.3462 72.6608
FOLHELHO 57.0 2350.9224 2.5249 69.28 86.8649 71.7306
FOLHELHO 57.0 2351.0748 2.4914 66.4843 86.886 70.1621
FOLHELHO 57.0 2351.2272 2.4996 64.1664 87.2738 67.8876
FOLHELHO 57.0 2351.3796 2.5312 63.0644 87.6374 67.349
FOLHELHO 57.0 2351.532 2.522 63.3654 87.6121 69.5299
FOLHELHO 57.0 2351.6844 2.5197 65.217 87.6388 73.3867
FOLHELHO 57.0 2351.8368 2.4654 67.4359 87.3323 76.716
FOLHELHO 57.0 2351.9892 2.3694 67.7965 86.3011 78.0608
FOLHELHO 57.0 2352.1416 2.3136 65.5865 85.1873 77.0505
FOLHELHO 57.0 2352.294 2.3068 60.9195 84.6089 75.1656
FOLHELHO 57.0 2352.4464 2.342 56.1126 84.075 74.4204
FOLHELHO 57.0 2352.5988 2.4112 53.2047 83.3223 73.6678
FOLHELHO 57.0 2352.7512 2.4294 51.6039 82.8565 73.353
FOLHELHO 57.0 2352.9036 2.4636 50.8883 82.75 72.4995
ARENITO 49.0 2353.056 2.5483 50.9343 82.8944 71.054
ARENITO 49.0 2353.2084 2.5937 52.0631 82.8547 70.6155
ARENITO 49.0 2353.3608 2.5942 54.2706 82.4585 69.8299
ARENITO 49.0 2353.5132 2.5882 56.1227 81.811 69.4391
ARENITO 49.0 2353.6656 2.5776 56.7263 81.0583 69.2644
ARENITO 49.0 2353.818 2.5615 56.4906 80.3056 68.4351
ARENITO 49.0 2353.9704 2.5455 56.3074 80.0 68.4524
ARENITO 49.0 2354.1228 2.5336 56.6203 80.0 69.3623
ARENITO 49.0 2354.2752 2.5396 57.0569 80.15 70.0405
ARENITO 49.0 2354.4276 2.5358 57.0715 80.25 70.6577
ARENITO 49.0 2354.58 2.5296 57.0272 80.099 71.1859
ARENITO 49.0 2354.7324 2.5318 57.4667 80.0 71.6081
ARENITO 49.0 2354.8848 2.5507 58.1424 80.6092 71.8701
SILTITO 54.0 2355.0372 2.5657 58.7726 81.4586 72.0469
SILTITO 54.0 2355.1896 2.5686 59.7893 82.0576 72.4236
SILTITO 54.0 2355.342 2.5752 61.068 82.4047 72.5815
SILTITO 54.0 2355.4944 2.5759 61.6468 82.8101 72.8054
SILTITO 54.0 2355.6468 2.5833 62.1704 82.6887 73.0452
SILTITO 54.0 2355.7992 2.5752 63.2042 82.0303 72.8557
SILTITO 54.0 2355.9516 2.5701 64.3112 81.75 72.5867
SILTITO 54.0 2356.104 2.5644 64.7017 82.0651 72.514
SILTITO 54.0 2356.2564 2.5613 64.3692 82.0916 72.7618
SILTITO 54.0 2356.4088 2.5607 63.5104 82.1588 73.0603
SILTITO 54.0 2356.5612 2.5536 62.1718 82.25 73.1183
SILTITO 54.0 2356.7136 2.5372 60.7636 81.769 73.2573
SILTITO 54.0 2356.866 2.5371 58.8296 81.1775 73.345
SILTITO 54.0 2357.0184 2.5378 57.1591 80.5152 73.2502
SILTITO 54.0 2357.1708 2.5217 56.828 80.0878 72.9763
SILTITO 54.0 2357.3232 2.5212 57.6405 79.8369 72.7286
SILTITO 54.0 2357.4756 2.525 58.5704 79.5865 72.4369
SILTITO 54.0 2357.628 2.5204 59.0525 79.6641 72.0297
SILTITO 54.0 2357.7804 2.5154 59.848 80.08 71.9108
SILTITO 54.0 2357.9328 2.5206 60.8513 80.4159 71.7976
ARENITO 49.0 2358.0852 2.5233 61.0794 80.3337 71.7969
ARENITO 49.0 2358.2376 2.5317 61.0292 80.4169 71.8296
ARENITO 49.0 2358.39 2.5394 61.1801 80.6678 71.8952
ARENITO 49.0 2358.5424 2.5437 61.7581 81.2544 71.9274
ARENITO 49.0 2358.6948 2.5531 62.4589 82.1751 71.7954
ARENITO 49.0 2358.8472 2.5522 62.729 82.8393 71.7318
ARENITO 49.0 2358.9996 2.5527 62.6001 82.83 71.2664
SILTITO 54.0 2359.152 2.5506 62.0677 82.75 70.6804
SILTITO 54.0 2359.3044 2.5428 61.0822 82.2353 70.4091
SILTITO 54.0 2359.4568 2.5421 59.4886 80.9653 70.1271
SILTITO 54.0 2359.6092 2.5423 57.2211 79.8088 69.852
SILTITO 54.0 2359.7616 2.5274 55.5733 79.3266 69.6748
SILTITO 54.0 2359.914 2.5182 55.1309 79.0757 69.6299
ARENITO 49.0 2360.0664 2.5226 55.4747 79.0 69.8007
ARENITO 49.0 2360.2188 2.5348 56.5264 79.526 69.9086
ARENITO 49.0 2360.3712 2.5489 57.9108 80.1024 69.8887
ARENITO 49.0 2360.5236 2.5615 59.1779 80.4265 69.9433
ARENITO 49.0 2360.676 2.5529 59.7427 80.5 69.9374
ARENITO 49.0 2360.8284 2.5573 59.9368 80.3219 69.8187
ARENITO 49.0 2360.9808 2.5646 60.0336 80.25 69.7415
SILTITO 54.0 2361.1332 2.5595 60.9688 80.4293 69.5523
SILTITO 54.0 2361.2856 2.5592 62.678 80.68 69.2721
SILTITO 54.0 2361.438 2.5578 62.9858 80.75 69.0838
SILTITO 54.0 2361.5904 2.5635 62.3597 81.1124 68.9724
SILTITO 54.0 2361.7428 2.5733 61.8263 81.6138 68.8744
SILTITO 54.0 2361.8952 2.5716 61.0462 81.3845 69.2409
ARENITO 49.0 2362.0476 2.57 60.8044 81.0663 69.7446
ARENITO 49.0 2362.2 2.5685 60.0322 80.816 70.3779
ARENITO 49.0 2362.3524 2.5495 59.2015 81.1193 71.2447
ARENITO 49.0 2362.5048 2.5237 59.1168 81.25 71.814
SILTITO 54.0 2383.536 2.5143 68.2574 91.4476 71.164
SILTITO 54.0 2383.6884 2.5237 64.4485 90.9736 69.1769
SILTITO 54.0 2383.8408 2.5833 62.287 90.75 68.8337
SILTITO 54.0 2383.9932 2.613 62.145 90.7218 70.3639
SILTITO 54.0 2384.1456 2.638 62.0524 90.471 70.8109
SILTITO 54.0 2384.298 2.6439 61.8012 90.2208 71.2145
SILTITO 54.0 2384.4504 2.6248 61.3859 90.0301 70.9986
SILTITO 54.0 2384.6028 2.598 61.2911 90.2809 71.1556
SILTITO 54.0 2384.7552 2.5758 61.4887 90.5621 72.5065
SILTITO 54.0 2384.9076 2.5669 60.8759 90.968 74.426
ARENITO 49.0 2385.06 2.5694 59.7019 90.7171 76.157
ARENITO 49.0 2385.2124 2.5863 58.5934 90.5 76.1031
ARENITO 49.0 2385.3648 2.5432 56.704 90.3646 74.2478
ARENITO 49.0 2385.5172 2.5086 55.2726 89.3958 71.1096
ARENITO 49.0 2385.6696 2.565 54.3378 88.75 68.08
ARENITO 49.0 2385.822 2.5826 53.7377 88.8215 67.7096
ARENITO 49.0 2385.9744 2.5791 53.6751 89.2866 68.6632
ARENITO 49.0 2386.1268 2.5737 54.2944 89.6122 69.8516
ARENITO 49.0 2386.2792 2.5755 55.7907 90.3252 71.6766
ARENITO 49.0 2386.4316 2.6025 56.8207 90.7885 73.5522
ARENITO 49.0 2386.584 2.6287 57.3452 90.9212 74.8733
ARENITO 49.0 2386.7364 2.5494 55.8536 90.4598 74.4518
ARENITO 49.0 2386.8888 2.5675 54.501 90.2096 74.608
ARENITO 49.0 2387.0412 2.5919 53.5603 89.9587 74.8012
ARENITO 49.0 2387.1936 2.5604 52.8464 89.7079 76.2314
ARENITO 49.0 2387.346 2.5063 52.3339 89.4577 77.1204
ARENITO 49.0 2387.4984 2.5172 51.9085 89.25 75.082
ARENITO 49.0 2387.6508 2.6099 51.6869 89.2059 72.6782
ARENITO 49.0 2387.8032 2.6083 51.7701 89.0 70.4774
ARENITO 49.0 2387.9556 2.5797 51.6801 88.9549 69.1083
SILTITO 54.0 2388.108 2.5703 52.5236 88.8419 67.7336
SILTITO 54.0 2388.2604 2.5816 55.143 89.4836 68.6416
SILTITO 54.0 2388.4128 2.6019 59.5835 90.6878 70.978
SILTITO 54.0 2388.5652 2.5748 64.8306 91.5957 73.1712
SILTITO 54.0 2388.7176 2.5486 68.5012 92.0486 73.9872
SILTITO 54.0 2388.87 2.6004 69.6924 92.25 74.2007
SILTITO 54.0 2389.0224 2.5863 69.754 92.051 73.1599
SILTITO 54.0 2389.1748 2.5386 69.046 90.9968 72.3444
SILTITO 54.0 2389.3272 2.5413 67.98 89.8459 70.9805
SILTITO 54.0 2389.4796 2.5613 67.2785 89.3016 69.6251
SILTITO 54.0 2389.632 2.5711 66.9584 89.5525 69.1665
SILTITO 54.0 2389.7844 2.5617 66.4096 89.75 69.7756
SILTITO 54.0 2389.9368 2.5684 66.3025 89.8035 70.2306
SILTITO 54.0 2390.0892 2.5735 66.1747 90.1088 69.7743
SILTITO 54.0 2390.2416 2.5906 66.4333 90.5 68.84
SILTITO 54.0 2390.394 2.609 66.825 90.5 67.3977
SILTITO 54.0 2390.5464 2.6178 67.3101 90.5 67.4486
SILTITO 54.0 2390.6988 2.6231 68.1004 90.5 67.8826
SILTITO 54.0 2390.8512 2.6158 69.7715 90.5 67.5207
SILTITO 54.0 2391.0036 2.5906 72.1604 90.5 67.7985
SILTITO 54.0 2391.156 2.5504 74.1603 90.5 67.4231
SILTITO 54.0 2391.3084 2.5492 75.8138 90.5598 66.8382
SILTITO 54.0 2391.4608 2.5794 77.7347 90.75 69.2283
SILTITO 54.0 2391.6132 2.5935 80.5909 90.75 73.9659
SILTITO 54.0 2391.7656 2.5474 82.8033 90.6881 77.824
SILTITO 54.0 2391.918 2.4915 81.5459 90.3749 78.9171
SILTITO 54.0 2392.0704 2.4788 77.1908 90.0628 75.6103
SILTITO 54.0 2392.2228 2.4984 71.4279 90.25 70.6907
SILTITO 54.0 2392.3752 2.5271 68.3697 90.1856 68.2662
SILTITO 54.0 2392.5276 2.5437 68.0992 90.0 67.8046
SILTITO 54.0 2392.68 2.557 68.5991 89.8031 69.0213
SILTITO 54.0 2392.8324 2.5597 68.4003 88.7858 70.8409
SILTITO 54.0 2392.9848 2.5686 67.4302 87.0337 71.6307
ARENITO 49.0 2393.1372 2.5727 65.5673 85.2099 71.9459
ARENITO 49.0 2393.2896 2.5701 62.7501 83.1343 71.5044
ARENITO 49.0 2393.442 2.5584 59.6298 81.0855 70.8603
ARENITO 49.0 2393.5944 2.5346 57.3777 79.9306 70.7271
ARENITO 49.0 2393.7468 2.5194 56.7734 79.8906 70.6015
ARENITO 49.0 2393.8992 2.5244 57.8368 80.321 70.4748
ARENITO 49.0 2394.0516 2.5263 58.4382 80.6426 70.5655
ARENITO 49.0 2394.204 2.5269 58.3959 80.9278 70.663
ARENITO 49.0 2394.3564 2.5507 58.2283 80.5315 70.3735
ARENITO 49.0 2394.5088 2.5758 56.8832 79.8537 69.7658
ARENITO 49.0 2394.6612 2.5677 55.1138 79.4259 69.1682
ARENITO 49.0 2394.8136 2.5727 54.1038 79.25 68.4763
ARENITO 49.0 2394.966 2.5812 54.6622 79.25 68.2874
SILTITO 54.0 2395.1184 2.5661 56.2998 79.5538 68.9919
SILTITO 54.0 2395.2708 2.5641 58.3246 80.7111 69.4794
SILTITO 54.0 2395.4232 2.5819 60.6432 81.905 69.581
SILTITO 54.0 2395.5756 2.5848 63.2 82.3278 69.4745
SILTITO 54.0 2395.728 2.5766 65.4417 82.8937 69.5467
SILTITO 54.0 2395.8804 2.5755 67.3938 84.387 70.559
SILTITO 54.0 2396.0328 2.5993 69.7144 86.3119 71.9511
SILTITO 54.0 2396.1852 2.5926 72.0322 87.6612 73.7233
SILTITO 54.0 2396.3376 2.5678 72.5796 88.0 74.5819
SILTITO 54.0 2396.49 2.5547 70.96 87.9179 74.3121
SILTITO 54.0 2396.6424 2.55 68.1351 87.3375 73.2174
SILTITO 54.0 2396.7948 2.5497 64.6507 85.9162 72.3508
SILTITO 54.0 2396.9472 2.5309 61.0211 84.1618 71.9619
ARENITO 49.0 2397.0996 2.5055 57.8914 82.8312 72.3502
ARENITO 49.0 2397.252 2.5069 54.5351 82.1589 71.9038
ARENITO 49.0 2397.4044 2.4741 51.9656 81.5 71.2245
ARENITO 49.0 2397.5568 2.499 50.7319 81.6736 70.5023
ARENITO 49.0 2397.7092 2.5359 50.8498 82.1743 69.3343
ARENITO 49.0 2397.8616 2.552 51.8581 83.0284 69.5143
ARENITO 49.0 2398.014 2.5654 53.0868 84.4434 70.3331
ARENITO 49.0 2398.1664 2.5621 54.5231 85.4281 71.075
ARENITO 49.0 2398.3188 2.5575 56.0104 85.75 71.5831
ARENITO 49.0 2398.4712 2.5602 56.4649 85.75 71.768
ARENITO 49.0 2398.6236 2.5588 55.8099 85.75 71.2563
ARENITO 49.0 2398.776 2.5657 55.6634 85.9337 70.816
ARENITO 49.0 2398.9284 2.5694 56.8719 86.4355 71.0624
ARENITO 49.0 2399.0808 2.5661 57.9842 86.75 71.9319
ARENITO 49.0 2399.2332 2.5654 58.0593 86.6563 72.459
ARENITO 49.0 2399.3856 2.5614 58.0778 86.4054 72.1268
ARENITO 49.0 2399.538 2.5666 58.0312 86.5356 71.6015
ARENITO 49.0 2399.6904 2.5782 58.5758 87.5737 71.184
ARENITO 49.0 2399.8428 2.5854 60.41 88.886 71.0029
SILTITO 54.0 2410.0536 2.5704 72.5101 86.1095 71.1521
SILTITO 54.0 2410.206 2.5866 72.5322 86.0 70.3992
SILTITO 54.0 2410.3584 2.5787 71.3362 86.0 70.3974
SILTITO 54.0 2410.5108 2.5664 70.0252 85.7152 70.6836
SILTITO 54.0 2410.6632 2.5798 69.1439 85.0702 71.2722
SILTITO 54.0 2410.8156 2.5837 67.657 84.3175 71.1623
SILTITO 54.0 2410.968 2.579 66.8003 83.8554 69.9755
SILTITO 54.0 2411.1204 2.5447 65.3642 83.75 68.4283
SILTITO 54.0 2411.2728 2.5276 63.1009 83.6039 68.0008
SILTITO 54.0 2411.4252 2.5523 60.6475 83.207 68.7076
SILTITO 54.0 2411.5776 2.5648 58.5604 82.5589 69.3222
SILTITO 54.0 2411.73 2.5664 57.6152 81.3623 69.6857
SILTITO 54.0 2411.8824 2.5698 56.8979 79.5631 69.3903
SILTITO 54.0 2412.0348 2.5633 54.8802 77.8564 68.1312
SILTITO 54.0 2412.1872 2.5472 51.2437 76.9503 67.0982
SILTITO 54.0 2412.3396 2.5376 47.4833 76.75 66.7257
SILTITO 54.0 2412.492 2.5203 44.483 76.9011 66.7072
SILTITO 54.0 2412.6444 2.4918 43.1431 77.4551 66.9238
SILTITO 54.0 2412.7968 2.4867 43.9271 78.3604 67.1883
SILTITO 54.0 2412.9492 2.4965 45.9623 79.6681 67.6126
SILTITO 54.0 2413.1016 2.5172 48.1991 80.8644 68.7823
SILTITO 54.0 2413.254 2.5836 50.0099 81.868 70.4428
SILTITO 54.0 2413.4064 2.6186 54.0011 82.4049 72.1261
SILTITO 54.0 2413.5588 2.6134 57.2945 82.3445 73.2144
SILTITO 54.0 2413.7112 2.6213 57.8437 81.9372 73.5528
SILTITO 54.0 2413.8636 2.6066 57.6371 81.1209 73.7431
SILTITO 54.0 2414.016 2.5795 59.3304 80.4347 74.0188
SILTITO 54.0 2414.1684 2.5564 60.07 79.6169 74.1271
SILTITO 54.0 2414.3208 2.5321 59.3801 78.1359 73.6292
SILTITO 54.0 2414.4732 2.5287 57.1672 76.3832 73.0954
SILTITO 54.0 2414.6256 2.5179 53.4418 74.4688 72.6721
SILTITO 54.0 2414.778 2.4971 48.2426 72.9448 72.0101
SILTITO 54.0 2414.9304 2.4978 42.6935 71.8522 70.5602
ARENITO 49.0 2415.0828 2.5273 40.3061 71.1754 67.9237
ARENITO 49.0 2415.2352 2.5638 41.9483 70.8371 65.5692
ARENITO 49.0 2415.3876 2.5845 45.1274 69.9308 64.7601
ARENITO 49.0 2415.54 2.5746 47.0025 67.858 65.6238
ARENITO 49.0 2415.6924 2.5288 46.153 65.3518 67.6895
ARENITO 49.0 2415.8448 2.4898 44.2726 63.6714 69.3481
ARENITO 49.0 2415.9972 2.4773 44.1388 62.9178 69.5492
ARENITO 49.0 2416.1496 2.4827 44.9401 62.2499 69.141
ARENITO 49.0 2416.302 2.4873 44.7123 61.6648 68.9289
ARENITO 49.0 2416.4544 2.5008 42.6468 61.163 68.5672
ARENITO 49.0 2416.6068 2.5016 39.7423 60.8311 68.0447
ARENITO 49.0 2416.7592 2.4956 38.261 60.75 67.8701
ARENITO 49.0 2416.9116 2.5104 39.6031 60.75 67.8368
ARENITO 49.0 2417.064 2.5344 44.0796 60.9207 67.8212
ARENITO 49.0 2417.2164 2.5441 48.897 60.4859 68.5249
ARENITO 49.0 2417.3688 2.5443 50.6213 59.2164 69.3867
ARENITO 49.0 2417.5212 2.544 50.7611 57.5417 69.6299
ARENITO 49.0 2417.6736 2.526 47.2809 56.1337 69.325
ARENITO 49.0 2417.826 2.4853 41.8758 54.8792 68.3727
ARENITO 49.0 2417.9784 2.4703 38.6713 53.6247 68.0168
ARENITO 49.0 2418.1308 2.4588 37.599 52.3731 67.6052
ARENITO 49.0 2418.2832 2.447 36.7339 51.4719 68.153
ARENITO 49.0 2418.4356 2.4405 35.5439 51.4269 69.0448
ARENITO 49.0 2418.588 2.4312 34.2681 52.2091 69.9116
ARENITO 49.0 2418.7404 2.4422 33.8441 53.2117 70.6894
ARENITO 49.0 2418.8928 2.4501 35.3235 54.2153 70.9008
ARENITO 49.0 2419.0452 2.4409 37.3219 55.758 70.7954
ARENITO 49.0 2419.1976 2.437 37.8697 56.9701 70.895
ARENITO 49.0 2419.35 2.4493 38.8449 57.9728 70.8437
ARENITO 49.0 2419.5024 2.4547 40.4166 59.158 70.9451
ARENITO 49.0 2419.6548 2.4674 42.8856 61.1372 70.9275
ARENITO 49.0 2419.8072 2.4976 45.2831 62.663 70.9008
ARENITO 49.0 2419.9596 2.5327 46.2744 63.5505 70.1474
ARENITO 49.0 2420.112 2.5479 44.2099 64.4852 68.6884
ARENITO 49.0 2420.2644 2.5197 40.8719 65.6724 67.7201
ARENITO 49.0 2420.4168 2.4816 37.5786 67.1122 67.093
ARENITO 49.0 2420.5692 2.4362 36.0754 68.9902 68.726
ARENITO 49.0 2420.7216 2.424 35.8461 70.9925 70.1027
ARENITO 49.0 2420.874 2.403 36.9689 73.7471 70.7293
FOLHELHO 57.0 2421.0264 2.3847 39.6579 77.5105 70.7416
FOLHELHO 57.0 2421.1788 2.3787 44.3728 81.5152 70.5579
FOLHELHO 57.0 2421.3312 2.3545 49.9741 84.9589 70.6207
FOLHELHO 57.0 2421.4836 2.3326 55.178 87.2703 73.8521
FOLHELHO 57.0 2421.636 2.3105 60.7189 88.7016 77.4282
FOLHELHO 57.0 2421.7884 2.2569 65.9729 89.7641 81.4829
FOLHELHO 57.0 2421.9408 2.262 69.7068 90.5758 83.2366
FOLHELHO 57.0 2422.0932 2.3035 71.5134 91.3285 83.0112
FOLHELHO 57.0 2435.8092 2.622 69.6517 96.2464 67.2684
FOLHELHO 57.0 2435.9616 2.6184 70.1005 95.7392 65.1731
FOLHELHO 57.0 2436.114 2.6517 70.3171 94.7472 64.4011
FOLHELHO 57.0 2436.2664 2.6277 69.8016 94.4963 64.5439
FOLHELHO 57.0 2436.4188 2.6089 70.0437 94.25 64.4048
FOLHELHO 57.0 2436.5712 2.6019 71.1656 94.2406 64.6927
FOLHELHO 57.0 2436.7236 2.5952 72.1284 93.7389 64.696
FOLHELHO 57.0 2436.876 2.6053 72.3944 93.2435 64.8432
FOLHELHO 57.0 2437.0284 2.6181 71.3745 93.0147 64.9774
FOLHELHO 57.0 2437.1808 2.6209 71.4316 93.5149 64.6884
FOLHELHO 57.0 2437.3332 2.6159 70.9 94.0 64.5379
FOLHELHO 57.0 2437.4856 2.6119 70.2259 94.0 64.2981
FOLHELHO 57.0 2437.638 2.6087 69.6176 94.0 64.2094
FOLHELHO 57.0 2437.7904 2.6012 68.7871 93.959 64.3506
FOLHELHO 57.0 2437.9428 2.6061 67.8945 92.9555 64.3462
FOLHELHO 57.0 2438.0952 2.609 67.2177 91.976 64.2458
FOLHELHO 57.0 2438.2476 2.61 66.5755 91.5121 64.1061
FOLHELHO 57.0 2438.4 2.61 66.5755 91.737 64.101
FOLHELHO 57.0 2438.5524 2.6105 66.563 91.5139 63.9948
FOLHELHO 57.0 2438.7048 2.6196 66.3926 91.764 63.7585
FOLHELHO 57.0 2438.8572 2.6282 67.1448 92.0 63.6662
FOLHELHO 57.0 2439.0096 2.6161 67.8355 92.0 63.6631
FOLHELHO 57.0 2439.162 2.6164 67.601 91.9841 63.6142
FOLHELHO 57.0 2439.3144 2.6079 67.1997 91.75 63.575
FOLHELHO 57.0 2439.4668 2.6062 66.4051 91.7677 63.68
FOLHELHO 57.0 2439.6192 2.5967 65.1959 92.0 63.8943
FOLHELHO 57.0 2439.7716 2.6051 65.779 91.9813 64.3236
FOLHELHO 57.0 2439.924 2.6069 66.1669 91.7696 64.6026
FOLHELHO 57.0 2440.0764 2.6168 66.7177 92.0 64.6927
FOLHELHO 57.0 2440.2288 2.6132 67.4379 92.0206 64.6927
FOLHELHO 57.0 2440.3812 2.6035 66.9158 92.2285 64.6802
