Rock Code Depth1(m) RHOB GR SP DT
SILTITO 54.0 1912.7724 2.547 56.3074 66.0061 60.589
SILTITO 54.0 1912.9248 2.5196 56.0139 66.2448 60.3473
SILTITO 54.0 1913.0772 2.5013 54.9046 66.7405 60.0065
SILTITO 54.0 1913.2296 2.5089 52.7466 67.4873 60.3844
SILTITO 54.0 1913.382 2.5228 51.2309 67.7467 60.5357
SILTITO 54.0 1913.5344 2.524 51.2108 67.75 60.8277
SILTITO 54.0 1913.6868 2.522 53.6648 67.75 61.607
SILTITO 54.0 1913.8392 2.5409 56.7391 67.5015 61.5159
SILTITO 54.0 1913.9916 2.53 58.5518 67.0011 61.4178
SILTITO 54.0 1914.144 2.527 58.7058 66.5 61.2221
SILTITO 54.0 1914.2964 2.537 59.1564 66.7508 60.8798
SILTITO 54.0 1914.4488 2.542 59.6825 67.2513 60.8289
SILTITO 54.0 1914.6012 2.542 60.1363 67.5054 60.441
SILTITO 54.0 1914.7536 2.5439 61.0349 68.2554 60.5887
SILTITO 54.0 1914.906 2.5379 61.5519 68.7564 60.784
SILTITO 54.0 1915.0584 2.5332 61.3973 69.25 60.9309
SILTITO 54.0 1915.2108 2.5488 60.9405 69.25 61.07
SILTITO 54.0 1915.3632 2.5378 60.1727 69.2449 60.7742
SILTITO 54.0 1915.5156 2.5305 58.5842 69.006 60.3759
SILTITO 54.0 1915.668 2.551 56.6006 69.25 59.7531
SILTITO 54.0 1915.8204 2.5526 53.4422 69.25 59.6646
SILTITO 54.0 1915.9728 2.5723 50.1139 69.25 59.9176
ARENITO 49.0 1916.1252 2.5794 46.2212 69.2584 60.4205
ARENITO 49.0 1916.2776 2.562 42.7915 69.5092 61.3017
ARENITO 49.0 1916.43 2.5347 42.2237 69.7403 62.1286
ARENITO 49.0 1916.5824 2.5269 44.3603 69.5103 62.8144
ARENITO 49.0 1916.7348 2.5025 47.2603 69.7611 63.5055
ARENITO 49.0 1916.8872 2.513 49.337 70.0582 64.2665
FOLHELHO 57.0 1917.0396 2.5149 49.4159 71.3126 64.5045
FOLHELHO 57.0 1917.192 2.552 51.0124 72.539 63.6489
FOLHELHO 57.0 1917.3444 2.5905 53.0787 73.2635 62.3383
FOLHELHO 57.0 1917.4968 2.6173 57.2006 73.5144 60.41
FOLHELHO 57.0 1917.6492 2.6209 62.2317 73.7202 59.1201
FOLHELHO 57.0 1917.8016 2.603 65.9538 73.1552 59.1726
FOLHELHO 57.0 1917.954 2.6018 67.8252 71.7011 60.1042
FOLHELHO 57.0 1918.1064 2.5841 67.3873 71.0172 62.3311
FOLHELHO 57.0 1918.2588 2.5701 66.1159 71.303 62.8105
FOLHELHO 57.0 1918.4112 2.5448 64.9197 72.0546 63.1285
FOLHELHO 57.0 1918.5636 2.5429 63.8373 72.8072 63.0092
FOLHELHO 57.0 1918.716 2.5546 63.4055 73.5979 61.5413
FOLHELHO 57.0 1918.8684 2.5641 64.1192 74.8114 61.2909
FOLHELHO 57.0 1919.0208 2.5877 65.2519 75.5419 61.5358
FOLHELHO 57.0 1919.1732 2.5826 66.3764 75.9785 61.7892
FOLHELHO 57.0 1919.3256 2.5675 66.5969 75.7947 62.1238
FOLHELHO 57.0 1919.478 2.562 66.0303 76.25 62.3419
FOLHELHO 57.0 1919.6304 2.5624 65.8402 76.2737 62.2743
FOLHELHO 57.0 1919.7828 2.5651 66.0194 76.5 62.0341
FOLHELHO 57.0 1919.9352 2.5565 66.5814 76.5743 61.8479
FOLHELHO 57.0 1920.0876 2.552 67.9995 77.3012 61.7748
FOLHELHO 57.0 1920.24 2.5526 68.0152 77.8023 61.8962
FOLHELHO 57.0 1920.3924 2.5586 68.2385 78.25 61.7875
FOLHELHO 57.0 1920.5448 2.5639 69.0563 78.2775 61.5916
FOLHELHO 57.0 1920.6972 2.5629 69.8494 78.5841 61.4231
FOLHELHO 57.0 1920.8496 2.5602 71.0035 79.3655 61.4608
FOLHELHO 57.0 1921.002 2.5459 72.2496 80.3677 61.4521
FOLHELHO 57.0 1921.1544 2.5451 72.7644 81.3105 61.7346
FOLHELHO 57.0 1921.3068 2.5464 73.7131 81.7808 61.8884
FOLHELHO 57.0 1921.4592 2.5509 74.3608 82.0317 61.7722
FOLHELHO 57.0 1921.6116 2.568 74.2182 82.1857 61.9455
FOLHELHO 57.0 1921.764 2.5977 73.7937 81.6192 62.5994
FOLHELHO 57.0 1921.9164 2.616 74.6161 80.75 63.0671
FOLHELHO 57.0 1922.0688 2.616 75.7909 80.7841 63.684
FOLHELHO 57.0 1922.2212 2.6143 76.3906 80.9651 64.0447
FOLHELHO 57.0 1922.3736 2.6053 77.219 80.7146 63.59
FOLHELHO 57.0 1922.526 2.6117 76.4775 80.464 63.023
FOLHELHO 57.0 1922.6784 2.6005 74.2264 80.2132 62.2801
FOLHELHO 57.0 1922.8308 2.5784 70.8303 79.9626 61.5255
FOLHELHO 57.0 1922.9832 2.5641 68.4274 79.6354 60.9967
FOLHELHO 57.0 1923.1356 2.5336 67.4401 78.9226 60.9596
FOLHELHO 57.0 1923.288 2.515 67.25 78.4215 61.8155
FOLHELHO 57.0 1923.4404 2.5139 67.226 77.9599 62.7651
FOLHELHO 57.0 1923.5928 2.5034 67.2098 77.75 63.5251
FOLHELHO 57.0 1923.7452 2.4792 67.986 77.8744 64.0086
FOLHELHO 57.0 1923.8976 2.4792 69.313 78.6259 63.7147
FOLHELHO 57.0 1924.05 2.501 70.8013 79.4201 63.4873
FOLHELHO 57.0 1924.2024 2.5065 71.802 80.3367 63.6702
FOLHELHO 57.0 1924.3548 2.5113 72.2767 80.7939 64.2838
FOLHELHO 57.0 1924.5072 2.5249 71.2752 81.0447 65.0282
FOLHELHO 57.0 1924.6596 2.5451 69.8254 81.4762 65.75
FOLHELHO 57.0 1924.812 2.5841 70.2503 82.7748 66.1282
FOLHELHO 57.0 1924.9644 2.6218 71.8906 84.1865 66.2354
FOLHELHO 57.0 1925.1168 2.6462 73.355 85.0 66.2994
FOLHELHO 57.0 1925.2692 2.6401 74.3325 85.0 65.9957
FOLHELHO 57.0 1925.4216 2.6245 75.0761 84.9028 65.6148
FOLHELHO 57.0 1925.574 2.612 74.732 84.1542 64.9884
FOLHELHO 57.0 1925.7264 2.62 73.876 82.4506 64.0673
FOLHELHO 57.0 1925.8788 2.6154 72.8843 81.1491 63.5689
FOLHELHO 57.0 1926.0312 2.5997 71.9392 80.8013 63.8442
FOLHELHO 57.0 1926.1836 2.6069 71.4755 80.9481 64.297
FOLHELHO 57.0 1926.336 2.595 71.2973 80.8027 64.9012
FOLHELHO 57.0 1926.4884 2.5961 71.2814 81.0 65.0183
FOLHELHO 57.0 1926.6408 2.597 71.1418 81.0 64.3743
FOLHELHO 57.0 1926.7932 2.5788 70.5042 80.8909 63.3018
FOLHELHO 57.0 1926.9456 2.5506 68.3976 80.3897 62.1739
ARENITO 49.0 1927.098 2.5424 64.6976 80.0 61.5533
ARENITO 49.0 1927.2504 2.5415 62.0956 79.9436 61.5264
ARENITO 49.0 1927.4028 2.5309 59.7905 79.5789 61.5754
ARENITO 49.0 1927.5552 2.5254 57.76 78.8844 61.5679
ARENITO 49.0 1927.7076 2.5288 57.4617 78.4416 61.3034
ARENITO 49.0 1927.86 2.5271 58.0371 78.1908 60.9056
ARENITO 49.0 1928.0124 2.5309 58.9776 77.8806 60.8427
ARENITO 49.0 1928.1648 2.5191 59.2617 77.3191 60.9388
ARENITO 49.0 1928.3172 2.5081 57.7598 76.5667 61.411
ARENITO 49.0 1928.4696 2.4913 56.0504 75.9383 62.6955
ARENITO 49.0 1928.622 2.4902 54.4337 75.875 64.2038
ARENITO 49.0 1928.7744 2.5075 53.0825 76.4392 65.3181
ARENITO 49.0 1928.9268 2.521 52.2185 77.1277 65.8627
ARENITO 49.0 1929.0792 2.5223 51.8921 77.5644 64.9477
ARENITO 49.0 1929.2316 2.5276 53.3389 77.8799 63.1874
ARENITO 49.0 1929.384 2.5302 56.2479 78.25 61.8962
ARENITO 49.0 1929.5364 2.5226 58.5989 78.1173 61.3328
ARENITO 49.0 1929.6888 2.5187 60.057 77.6829 61.4212
ARENITO 49.0 1929.8412 2.5228 60.7982 77.6353 61.5642
ARENITO 49.0 1929.9936 2.5115 60.334 78.1365 61.5776
ARENITO 49.0 1930.146 2.4981 59.1835 78.6381 61.6536
ARENITO 49.0 1930.2984 2.4845 57.5473 79.2089 61.7734
ARENITO 49.0 1930.4508 2.4952 56.9143 79.9612 61.8362
ARENITO 49.0 1930.6032 2.495 57.9317 80.6418 61.8648
ARENITO 49.0 1930.7556 2.4983 59.22 81.143 61.7038
ARENITO 49.0 1930.908 2.4917 59.9285 81.5723 61.5642
FOLHELHO 57.0 1931.0604 2.4863 60.5077 81.8229 61.607
FOLHELHO 57.0 1931.2128 2.4935 61.1665 82.0737 61.6821
FOLHELHO 57.0 1931.3652 2.5149 62.0983 82.3242 61.5696
FOLHELHO 57.0 1931.5176 2.5362 62.5436 82.7244 61.4372
FOLHELHO 57.0 1931.67 2.5563 62.4096 83.5523 61.3539
FOLHELHO 57.0 1931.8224 2.5631 62.9422 84.4786 61.3943
FOLHELHO 57.0 1931.9748 2.5705 63.4104 85.2309 61.6244
FOLHELHO 57.0 1932.1272 2.592 63.8773 85.9049 61.7749
FOLHELHO 57.0 1932.2796 2.5932 63.9007 86.4061 61.9002
FOLHELHO 57.0 1932.432 2.5951 63.7632 87.0654 62.2099
FOLHELHO 57.0 1932.5844 2.5946 63.6385 88.3062 62.5995
FOLHELHO 57.0 1932.7368 2.6015 64.5647 89.9011 63.184
FOLHELHO 57.0 1932.8892 2.6168 65.5657 90.9117 63.889
FOLHELHO 57.0 1933.0416 2.6346 66.7161 91.4132 64.2528
FOLHELHO 57.0 1933.194 2.6442 68.0187 91.75 64.0601
FOLHELHO 57.0 1933.3464 2.662 69.0472 91.5018 63.4235
FOLHELHO 57.0 1933.4988 2.6616 69.6237 90.666 62.7697
FOLHELHO 57.0 1933.6512 2.6383 69.8228 90.0 62.4935
FOLHELHO 57.0 1933.8036 2.6303 69.5707 90.0849 62.707
FOLHELHO 57.0 1933.956 2.6233 69.5553 90.4208 62.9997
FOLHELHO 57.0 1934.1084 2.6145 70.1755 90.836 63.2126
FOLHELHO 57.0 1934.2608 2.604 69.9328 91.2603 63.2711
FOLHELHO 57.0 1934.4132 2.6043 69.3035 91.9248 63.0454
FOLHELHO 57.0 1934.5656 2.6075 69.4985 92.25 63.0508
FOLHELHO 57.0 1934.718 2.6148 69.2593 92.25 63.3507
FOLHELHO 57.0 1934.8704 2.6243 68.7972 92.1607 63.8059
FOLHELHO 57.0 1935.0228 2.6298 68.884 91.91 64.1453
FOLHELHO 57.0 1935.1752 2.6264 69.3956 91.6593 64.4258
FOLHELHO 57.0 1935.3276 2.631 69.7362 91.4086 64.626
FOLHELHO 57.0 1935.48 2.6373 69.719 91.1581 64.6309
FOLHELHO 57.0 1935.6324 2.6353 70.5977 91.0 64.8375
FOLHELHO 57.0 1935.7848 2.6381 72.1466 90.9067 65.1568
FOLHELHO 57.0 1935.9372 2.6427 73.7998 90.656 65.2426
FOLHELHO 57.0 1936.0896 2.6363 74.6803 90.2159 65.126
FOLHELHO 57.0 1936.242 2.6328 74.7343 89.5596 64.8302
FOLHELHO 57.0 1936.3944 2.6282 74.2216 89.25 63.9162
FOLHELHO 57.0 1936.5468 2.6117 73.3312 89.25 62.453
FOLHELHO 57.0 1936.6992 2.5883 72.6964 89.1528 61.2709
FOLHELHO 57.0 1936.8516 2.5676 72.0397 88.902 60.6758
FOLHELHO 57.0 1937.004 2.5747 71.2107 88.75 60.8759
FOLHELHO 57.0 1937.1564 2.6053 70.9072 88.5513 61.6695
FOLHELHO 57.0 1937.3088 2.6334 70.6083 87.6509 62.3559
FOLHELHO 57.0 1937.4612 2.6358 68.9986 86.1469 62.5515
FOLHELHO 57.0 1937.6136 2.6246 66.6857 85.1488 62.7108
FOLHELHO 57.0 1937.766 2.6216 65.2207 85.0 63.4492
FOLHELHO 57.0 1937.9184 2.6172 64.9305 84.7947 64.3182
FOLHELHO 57.0 1938.0708 2.6168 64.8423 84.2937 64.7331
FOLHELHO 57.0 1938.2232 2.6209 63.6552 83.6886 64.7499
FOLHELHO 57.0 1938.3756 2.6367 60.6918 83.041 64.6723
FOLHELHO 57.0 1938.528 2.6702 56.5176 82.3293 64.1503
FOLHELHO 57.0 1938.6804 2.7165 52.4016 81.2205 62.3524
FOLHELHO 57.0 1938.8328 2.7708 47.3401 79.8616 59.4995
FOLHELHO 57.0 1938.9852 2.836 42.1541 78.7859 56.5092
ARENITO 49.0 1939.1376 2.8921 39.0133 78.5 54.2628
ARENITO 49.0 1939.29 2.8807 40.105 78.6085 53.7826
ARENITO 49.0 1939.4424 2.8175 44.7931 78.8592 54.9852
ARENITO 49.0 1939.5948 2.7329 51.0404 79.2193 56.816
ARENITO 49.0 1939.7472 2.6395 56.9741 79.831 58.7941
ARENITO 49.0 1939.8996 2.5961 61.1702 80.3611 60.1302
FOLHELHO 57.0 1940.052 2.59 63.49 80.8352 60.7999
FOLHELHO 57.0 1940.2044 2.6071 64.8402 81.4749 61.3881
FOLHELHO 57.0 1940.3568 2.6506 65.7154 82.3156 61.9542
FOLHELHO 57.0 1940.5092 2.6839 66.3988 83.683 62.4267
FOLHELHO 57.0 1940.6616 2.6896 66.6226 84.7287 62.6844
FOLHELHO 57.0 1940.814 2.6829 66.5695 85.115 62.6475
FOLHELHO 57.0 1940.9664 2.6738 67.0668 85.25 62.5872
FOLHELHO 57.0 1941.1188 2.6551 67.5149 85.0172 62.3438
FOLHELHO 57.0 1941.2712 2.6361 66.9482 84.0473 61.5462
FOLHELHO 57.0 1941.4236 2.6359 65.8923 82.7796 60.5666
FOLHELHO 57.0 1941.576 2.6389 65.4472 82.25 59.7251
FOLHELHO 57.0 1941.7284 2.6386 66.3823 82.25 59.667
FOLHELHO 57.0 1941.8808 2.6336 68.2578 82.1303 60.3042
FOLHELHO 57.0 1942.0332 2.6281 69.2376 82.0 61.0356
FOLHELHO 57.0 1942.1856 2.6221 68.4015 82.0 61.5847
FOLHELHO 57.0 1942.338 2.6185 66.2378 81.7569 61.5683
FOLHELHO 57.0 1942.4904 2.6327 62.5424 81.1332 61.0351
FOLHELHO 57.0 1942.6428 2.6721 56.4437 80.3811 59.77
FOLHELHO 57.0 1942.7952 2.7311 48.7054 79.5054 57.6668
FOLHELHO 57.0 1942.9476 2.7988 41.7127 78.5034 55.1693
ARENITO 49.0 1943.1 2.8392 38.1893 77.8129 53.597
ARENITO 49.0 1943.2524 2.858 36.6705 77.25 52.7165
ARENITO 49.0 1943.4048 2.8509 37.3896 76.8713 52.8152
ARENITO 49.0 1943.5572 2.8206 39.8449 76.3731 53.6069
ARENITO 49.0 1943.7096 2.7537 43.6432 76.25 56.0496
ARENITO 49.0 1943.862 2.6577 47.8538 76.25 59.1292
FOLHELHO 57.0 1944.0144 2.5586 51.9447 76.1212 61.6237
FOLHELHO 57.0 1944.1668 2.4964 55.2706 75.741 63.4211
FOLHELHO 57.0 1944.3192 2.4805 57.661 75.3698 63.7009
FOLHELHO 57.0 1944.4716 2.4837 59.6904 75.5118 63.117
FOLHELHO 57.0 1944.624 2.487 60.6545 76.1447 61.8549
FOLHELHO 57.0 1944.7764 2.4907 61.6048 76.7642 60.4381
FOLHELHO 57.0 1944.9288 2.5057 62.6523 77.0 59.9221
FOLHELHO 57.0 1945.0812 2.5203 62.2678 77.0 59.9838
FOLHELHO 57.0 1945.2336 2.5219 61.3765 76.5975 60.0978
FOLHELHO 57.0 1945.386 2.5124 61.1101 75.5757 60.2032
FOLHELHO 57.0 1945.5384 2.499 60.9356 74.7293 60.108
FOLHELHO 57.0 1945.6908 2.4968 60.4439 74.6361 59.6851
FOLHELHO 57.0 1945.8432 2.4989 59.5079 74.8867 59.7564
FOLHELHO 57.0 1945.9956 2.4942 57.818 75.0 60.2419
FOLHELHO 57.0 1946.148 2.491 55.7061 75.0 60.575
FOLHELHO 57.0 1946.3004 2.4799 53.7776 75.2772 60.9283
FOLHELHO 57.0 1946.4528 2.4844 52.0906 75.5 61.0153
FOLHELHO 57.0 1946.6052 2.4872 50.1015 75.5 60.9561
FOLHELHO 57.0 1946.7576 2.4939 47.8887 75.5 60.6475
FOLHELHO 57.0 1946.91 2.5029 46.3876 75.5 59.8934
FOLHELHO 57.0 1947.0624 2.5094 45.4113 75.5 59.1782
FOLHELHO 57.0 1947.2148 2.5412 44.6052 75.6426 58.7294
FOLHELHO 57.0 1947.3672 2.5954 43.8429 76.0366 58.9746
FOLHELHO 57.0 1947.5196 2.621 43.491 76.682 59.5765
FOLHELHO 57.0 1947.672 2.621 43.491 77.5787 58.7296
FOLHELHO 57.0 1947.8244 2.6512 42.2705 78.2908 57.0656
FOLHELHO 57.0 1947.9768 2.7121 39.4657 78.6461 56.8314
DIABASIO 65.0 1948.1292 2.7394 35.9857 78.8966 57.9756
DIABASIO 65.0 1948.2816 2.7484 32.6425 79.2946 57.8049
DIABASIO 65.0 1948.434 2.7503 30.196 80.3876 55.9319
DIABASIO 65.0 1948.5864 2.7078 28.9101 81.446 54.3454
DIABASIO 65.0 1948.7388 2.6977 28.4417 81.75 53.1013
DIABASIO 65.0 1948.8912 2.703 28.2164 81.75 52.5698
DIABASIO 65.0 1949.0436 2.7177 27.9909 81.75 53.0114
DIABASIO 65.0 1949.196 2.7748 27.4028 81.2964 53.4509
DIABASIO 65.0 1949.3484 2.8423 26.3937 80.5442 53.5772
DIABASIO 65.0 1949.5008 2.8902 25.907 80.4026 53.119
DIABASIO 65.0 1949.6532 2.9142 25.9237 80.8062 52.3652
DIABASIO 65.0 1949.8056 2.9255 25.7682 81.4615 52.442
DIABASIO 65.0 1949.958 2.9321 25.514 82.059 52.728
DIABASIO 65.0 1950.1104 2.9123 25.0092 82.7157 52.8564
DIABASIO 65.0 1950.2628 2.9102 24.2862 83.3117 53.0339
DIABASIO 65.0 1950.4152 2.9201 23.7228 83.6564 53.3827
DIABASIO 65.0 1950.5676 2.9541 23.4601 83.9071 53.3939
DIABASIO 65.0 1950.72 2.9755 23.2625 84.1578 53.0563
DIABASIO 65.0 1950.8724 2.9795 23.2271 84.25 52.6331
DIABASIO 65.0 1951.0248 2.9619 23.1591 84.25 52.2542
DIABASIO 65.0 1951.1772 2.8693 23.1525 84.0904 51.9114
DIABASIO 65.0 1951.3296 2.8352 23.2277 83.8396 51.5368
DIABASIO 65.0 1951.482 2.8568 23.0614 83.911 52.3412
DIABASIO 65.0 1951.6344 2.8534 22.9547 84.0 53.9703
DIABASIO 65.0 1951.7868 2.8626 23.1982 83.8376 54.8916
DIABASIO 65.0 1951.9392 2.8188 23.4273 83.4237 54.7438
DIABASIO 65.0 1952.0916 2.7274 23.3321 83.25 53.9655
DIABASIO 65.0 1952.244 2.671 23.353 83.4143 53.324
DIABASIO 65.0 1952.3964 2.6465 23.3055 84.1602 53.1887
DIABASIO 65.0 1952.5488 2.6347 23.1055 84.6657 53.6265
DIABASIO 65.0 1952.7012 2.6187 23.2792 84.5836 53.6781
DIABASIO 65.0 1952.8536 2.602 23.755 84.3329 53.041
DIABASIO 65.0 1953.006 2.6084 24.6324 83.5797 53.1258
DIABASIO 65.0 1953.1584 2.5999 26.1895 82.0717 54.2905
DIABASIO 65.0 1953.3108 2.593 26.7772 80.6552 56.6196
DIABASIO 65.0 1953.4632 2.595 28.1001 80.0803 58.4362
DIABASIO 65.0 1953.6156 2.596 28.7259 79.8297 58.5426
DIABASIO 65.0 1953.768 2.6131 30.2112 79.5792 57.4516
DIABASIO 65.0 1953.9204 2.6409 32.237 79.1568 56.0786
DIABASIO 65.0 1954.0728 2.6996 33.6226 78.8278 55.7168
DIABASIO 65.0 1954.2252 2.7711 33.6093 78.75 55.9502
DIABASIO 65.0 1954.3776 2.8645 32.8752 78.5764 55.2937
DIABASIO 65.0 1954.53 2.9273 32.7276 78.3259 53.9438
DIABASIO 65.0 1954.6824 2.9235 33.2974 78.25 53.1567
DIABASIO 65.0 1954.8348 2.8619 33.9962 78.25 53.147
DIABASIO 65.0 1954.9872 2.8489 35.0427 78.0737 53.9636
SILTITO 54.0 1955.1396 2.8735 36.9343 77.8231 55.6642
SILTITO 54.0 1955.292 2.8515 39.8566 77.75 56.7781
SILTITO 54.0 1955.4444 2.7841 43.6236 77.9282 58.4253
SILTITO 54.0 1955.5968 2.6998 47.7664 78.1788 60.4302
SILTITO 54.0 1955.7492 2.6312 51.0078 78.4296 62.8447
SILTITO 54.0 1955.9016 2.5924 52.6746 78.6802 63.498
SILTITO 54.0 1956.054 2.5854 53.9318 78.9309 62.9046
SILTITO 54.0 1956.2064 2.5715 55.209 79.5446 62.2271
SILTITO 54.0 1956.3588 2.5405 56.2128 79.932 61.9463
SILTITO 54.0 1956.5112 2.5376 56.841 79.8172 61.7992
SILTITO 54.0 1956.6636 2.5789 53.9574 79.5666 61.5446
SILTITO 54.0 1956.816 2.5923 51.5894 78.9473 61.0703
SILTITO 54.0 1956.9684 2.5698 49.8615 77.4563 60.6397
SILTITO 54.0 1957.1208 2.5753 49.3009 75.5175 60.9
SILTITO 54.0 1957.2732 2.5435 49.5411 74.2556 61.6815
SILTITO 54.0 1957.4256 2.5093 49.8048 73.8133 62.527
SILTITO 54.0 1957.578 2.508 49.8617 73.5625 62.7374
SILTITO 54.0 1957.7304 2.5123 50.2 73.5 62.4064
SILTITO 54.0 1957.8828 2.5221 50.5941 73.8772 61.8181
SILTITO 54.0 1958.0352 2.5311 50.7429 74.5681 60.9955
SILTITO 54.0 1958.1876 2.5398 50.932 74.94 60.485
SILTITO 54.0 1958.34 2.5519 51.6151 75.1908 60.4284
SILTITO 54.0 1958.4924 2.5428 52.7857 75.25 60.7393
SILTITO 54.0 1958.6448 2.519 54.0623 75.0581 61.3562
SILTITO 54.0 1958.7972 2.5068 55.1673 74.6147 62.1934
SILTITO 54.0 1958.9496 2.4996 56.1032 74.1135 62.3952
SILTITO 54.0 1959.102 2.5151 56.8891 73.6119 62.7747
SILTITO 54.0 1959.2544 2.5457 56.8235 73.5 62.8841
SILTITO 54.0 1959.4068 2.5616 55.468 73.5 62.5401
SILTITO 54.0 1959.5592 2.5742 54.0504 73.696 62.2525
SILTITO 54.0 1959.7116 2.5825 53.9947 73.75 62.0844
SILTITO 54.0 1959.864 2.5556 55.6561 73.158 61.9759
SILTITO 54.0 1960.0164 2.5132 57.6251 72.8021 61.9553
SILTITO 54.0 1960.1688 2.4873 58.2695 72.9487 62.4216
SILTITO 54.0 1960.3212 2.479 58.0323 73.1993 63.2043
SILTITO 54.0 1960.4736 2.4724 58.3755 73.0502 63.3729
SILTITO 54.0 1960.626 2.483 58.5411 72.7994 63.8044
SILTITO 54.0 1960.7784 2.4788 57.5306 72.5488 64.5007
SILTITO 54.0 1960.9308 2.473 56.9184 71.692 64.6439
SILTITO 54.0 1961.0832 2.4833 57.9251 70.4872 64.7231
SILTITO 54.0 1961.2356 2.5096 59.216 70.25 64.3843
SILTITO 54.0 1961.388 2.4832 59.5164 70.6578 63.5443
SILTITO 54.0 1961.5404 2.4678 58.3044 71.1589 63.4529
SILTITO 54.0 1961.6928 2.4808 56.6773 71.6605 64.0727
SILTITO 54.0 1961.8452 2.4659 56.5674 72.3675 64.3247
SILTITO 54.0 1961.9976 2.467 57.4113 72.9127 64.3506
SILTITO 54.0 1962.15 2.4622 58.5752 73.6215 64.1885
SILTITO 54.0 1962.3024 2.4751 58.9053 74.1654 63.5458
SILTITO 54.0 1962.4548 2.503 58.5555 74.6671 62.7694
SILTITO 54.0 1962.6072 2.5222 58.5436 74.9591 62.2308
SILTITO 54.0 1962.7596 2.5175 59.4356 75.4192 62.0689
SILTITO 54.0 1962.912 2.5194 60.93 75.7104 62.0119
SILTITO 54.0 1963.0644 2.5124 62.3177 75.75 62.0454
SILTITO 54.0 1963.2168 2.5263 63.5443 75.9618 62.0531
SILTITO 54.0 1963.3692 2.546 63.9184 76.0 61.7624
SILTITO 54.0 1963.5216 2.5541 63.5048 76.0 61.5024
SILTITO 54.0 1963.674 2.561 62.4663 76.0 61.1321
SILTITO 54.0 1963.8264 2.5534 61.0187 76.0 60.7822
SILTITO 54.0 1963.9788 2.5546 60.095 76.4302 60.5229
SILTITO 54.0 1964.1312 2.5395 59.2041 77.1469 60.2358
SILTITO 54.0 1964.2836 2.5448 57.9772 77.683 60.4072
SILTITO 54.0 1964.436 2.5555 57.2208 77.967 60.6097
SILTITO 54.0 1964.5884 2.5413 55.5014 78.0 60.678
SILTITO 54.0 1964.7408 2.5652 52.7048 77.5633 60.6417
SILTITO 54.0 1964.8932 2.6119 48.6597 76.4054 59.6509
ARENITO 49.0 1965.0456 2.676 44.2506 75.3709 58.1361
ARENITO 49.0 1965.198 2.6796 41.9986 75.0297 57.0423
ARENITO 49.0 1965.3504 2.6516 42.1643 75.0 57.2226
ARENITO 49.0 1965.5028 2.6099 43.6123 75.0 58.6061
ARENITO 49.0 1965.6552 2.6246 44.3903 74.7778 59.9944
ARENITO 49.0 1965.8076 2.627 44.4653 74.75 59.8414
ARENITO 49.0 1965.96 2.627 44.4653 74.9736 59.0613
ARENITO 49.0 1966.1124 2.6629 43.7264 74.7759 58.9735
ARENITO 49.0 1966.2648 2.6949 42.8991 74.5251 59.3253
ARENITO 49.0 1966.4172 2.6809 42.9516 74.5 60.5989
ARENITO 49.0 1966.5696 2.631 44.2555 74.5 61.22
ARENITO 49.0 1966.722 2.606 45.7506 74.5 60.0733
ARENITO 49.0 1966.8744 2.6286 46.7086 74.5 60.0847
ARENITO 49.0 1967.0268 2.5908 46.6519 74.7282 60.9903
ARENITO 49.0 1967.1792 2.5989 46.5017 75.2075 60.4493
ARENITO 49.0 1967.3316 2.6569 44.4928 75.25 58.326
ARENITO 49.0 1967.484 2.732 40.6589 75.0199 56.5226
ARENITO 49.0 1967.6364 2.799 37.3653 74.769 54.5761
ARENITO 49.0 1967.7888 2.7957 35.9403 75.213 53.0693
ARENITO 49.0 1967.9412 2.8163 36.1939 76.178 53.0063
SILTITO 54.0 1968.0936 2.8115 37.7568 77.4144 53.6928
SILTITO 54.0 1968.246 2.7606 40.1788 77.9668 55.249
SILTITO 54.0 1968.3984 2.7036 43.4333 78.0 57.28
SILTITO 54.0 1968.5508 2.6399 48.1457 78.2348 59.6128
SILTITO 54.0 1968.7032 2.5485 52.6698 77.5442 61.0897
SILTITO 54.0 1968.8556 2.543 52.9346 76.3193 61.4964
SILTITO 54.0 1969.008 2.5316 55.4179 75.7767 61.5154
SILTITO 54.0 1969.1604 2.531 55.5579 76.2251 61.5154
SILTITO 54.0 1969.3128 2.5396 56.557 76.4881 61.5154
SILTITO 54.0 1969.4652 2.5362 57.2508 77.2156 61.5154
SILTITO 54.0 1969.6176 2.5484 58.2866 77.7289 61.3281
SILTITO 54.0 1969.77 2.5394 58.4749 78.4698 61.0853
SILTITO 54.0 1969.9224 2.5255 58.8419 78.9816 60.84
SILTITO 54.0 1970.0748 2.5269 58.928 79.2413 60.4535
SILTITO 54.0 1970.2272 2.5657 59.0031 79.25 60.4399
SILTITO 54.0 1970.3796 2.5884 58.86 79.25 60.5349
SILTITO 54.0 1970.532 2.59 57.9078 79.0068 60.4902
SILTITO 54.0 1970.6844 2.6076 57.3691 79.0 60.632
SILTITO 54.0 1970.8368 2.5855 57.87 78.5108 60.9703
SILTITO 54.0 1970.9892 2.5644 57.7341 78.2545 61.3616
SILTITO 54.0 1971.1416 2.5463 56.1828 78.25 61.8978
SILTITO 54.0 1971.294 2.5371 54.384 78.0035 62.1956
SILTITO 54.0 1971.4464 2.533 54.952 77.7526 61.9095
SILTITO 54.0 1971.5988 2.528 56.7417 77.5021 61.5672
