Lito            Codigo        Depth(m)        GR            RHOB        DT            SP
folhelho    57.0        2591.1048        39.8335        2.4633        68.3284        12.5780
folhelho    57.0        2590.9524        45.8144        2.4860        68.2612        12.9067
folhelho    57.0        2590.8000        47.7629        2.4917        68.1837        13.1707
folhelho    57.0        2590.6476        52.5352        2.5014        67.3606        12.9201
folhelho    57.0        2590.4952        53.1336        2.4921        65.1948        12.4290
folhelho    57.0        2590.3428        48.6478        2.4733        63.6002        11.3443
folhelho    57.0        2590.1904        40.3507        2.4373        64.1939        9.9275
folhelho    57.0        2590.0380        35.8109        2.4064        66.2269        8.4215
folhelho    57.0        2589.8856        33.0505        2.4073        68.9102        7.5839
folhelho    57.0        2589.7332        30.7934        2.4052        70.4777        6.9982
folhelho    57.0        2589.5808        29.0753        2.3824        70.4753        6.2463
folhelho    57.0        2589.4284        29.1530        2.3974        70.4987        5.6651
folhelho    57.0        2589.2760        29.5548        2.3996        71.2824        5.4142
folhelho    57.0        2589.1236        29.7465        2.3926        71.9346        5.0771
folhelho    57.0        2588.9712        29.5503        2.3880        72.3524        4.8368
folhelho    57.0        2588.8188        29.6029        2.3926        72.4333        5.1754
folhelho    57.0        2588.6664        30.1517        2.4021        72.3265        5.6772
folhelho    57.0        2588.5140        31.1348        2.4019        71.6728        6.2676
folhelho    57.0        2588.3616        31.5046        2.4019        70.5468        6.9292
folhelho    57.0        2588.2092        31.6489        2.4119        69.5247        7.4310
folhelho    57.0        2588.0568        31.4851        2.4196        68.9944        8.2054
folhelho    57.0        2587.9044        31.0347        2.4291        69.1196        9.2744
folhelho    57.0        2587.7520        30.6664        2.4347        69.4811        10.0271
folhelho    57.0        2587.5996        30.1066        2.4212        70.0548        10.5930
folhelho    57.0        2587.4472        29.1485        2.4043        70.9726        10.7500
folhelho    57.0        2587.2948        28.6976        2.3927        71.8616        10.5615
folhelho    57.0        2587.1424        28.7080        2.3821        72.4673        10.2500
folhelho    57.0        2586.9900        28.9156        2.3821        72.6346        10.4415
folhelho    57.0        2586.8376        29.5906        2.3882        72.4764        11.0384
folhelho    57.0        2586.6852        30.7238        2.3919        72.4162        11.6941
folhelho    57.0        2586.5328        31.1571        2.4032        72.4353        12.3905
folhelho    57.0        2586.3804        31.0037        2.4215        72.5034        13.8822
folhelho    57.0        2586.2280        31.3459        2.4229        72.5242        16.2392
folhelho    57.0        2586.0756        32.5147        2.4188        72.4845        18.4465
folhelho    57.0        2585.9232        35.8440        2.4390        72.4554        20.2993
folhelho    57.0        2585.7708        42.9058        2.4661        72.2885        22.2056
folhelho    57.0        2585.6184        51.2897        2.5043        71.9332        24.0636
arenito     49.0        2585.4660        57.3668        2.5471        71.1453        26.2727
arenito     49.0        2585.3136        59.9491        2.5693        70.2487        28.9823
arenito     49.0        2585.1612        59.0665        2.5744        69.7730        32.5110
arenito     49.0        2585.0088        56.8822        2.5762        69.6299        36.9788
arenito     49.0        2584.8564        54.9813        2.5847        68.6688        41.8415
arenito     49.0        2584.7040        53.8727        2.5919        66.3012        46.8595
arenito     49.0        2584.5516        52.7354        2.5835        63.8068        51.6646
arenito     49.0        2584.3992        51.6077        2.5743        61.4056        55.6400
arenito     49.0        2584.2468        50.5243        2.5716        59.9577        58.3589
arenito     49.0        2584.0944        48.9329        2.5801        59.7914        60.1495
arenito     49.0        2583.9420        46.8692        2.6046        59.8171        61.6528
arenito     49.0        2583.7896        45.0233        2.6223        59.7067        63.2647
arenito     49.0        2583.6372        44.2913        2.6222        59.6206        64.5804
arenito     49.0        2583.4848        44.4310        2.6129        59.5977        65.2214
arenito     49.0        2583.3324        45.0650        2.5960        59.7067        65.5000
arenito         49.0        2583.1800        45.4397        2.5860        59.7505        65.2759
arenito         49.0        2583.0276        45.5074        2.5801        59.8486        64.7742
arenito         49.0        2582.8752        46.0657        2.5766        59.9466        64.2731
arenito         49.0        2582.7228        46.6389        2.5810        60.0000        64.5696
arenito         49.0        2582.5704        47.1207        2.5828        60.0000        66.1685
arenito         49.0        2582.4180        48.0685        2.5882        60.0000        67.9420
arenito         49.0        2582.2656        48.5126        2.5920        59.9774        69.2132
arenito         49.0        2582.1132        48.8624        2.5948        59.9739        70.1001
arenito         49.0        2581.9608        49.5081        2.5896        60.1604        70.5000
arenito         49.0        2581.8084        49.9984        2.5762        60.3882        70.2646
arenito         49.0        2581.6560        50.2009        2.5663        60.4863        70.1186
arenito         49.0        2581.5036        50.1615        2.5600        60.5377        70.4890
arenito         49.0        2581.3512        50.2334        2.5576        60.5612        70.9900
arenito         49.0        2581.1988        50.1308        2.5516        60.5159        71.3705
arenito         49.0        2581.0464        49.3181        2.5504        60.4399        71.5000
arenito         49.0        2580.8940        48.4433        2.5540        60.4399        71.6219
arenito         49.0        2580.7416        48.0294        2.5599        60.4399        71.9947
arenito         49.0        2580.5892        47.7642        2.5675        60.4399        72.2500
arenito         49.0        2580.4368        47.8742        2.5715        60.5856        72.1259
arenito         49.0        2580.2844        48.0629        2.5730        60.7332        72.0000
arenito         49.0        2580.1320        48.0629        2.5768        60.9167        72.0000
arenito         49.0        2579.9796        47.6473        2.5760        60.9777        72.2521
arenito         49.0        2579.8272        46.8971        2.5821        60.7303        72.7530
arenito         49.0        2579.6748        46.9828        2.5900        60.2901        73.0000
arenito         49.0        2579.5224        47.6184        2.5885        59.9727        72.8721
arenito         49.0        2579.3700        47.9535        2.5839        59.7780        72.8784
arenito         49.0        2579.2176        48.0629        2.5831        59.7571        73.2578
arenito         49.0        2579.0652        48.4131        2.5902        59.8045        73.8894
arenito         49.0        2578.9128        49.1293        2.6002        59.7789        75.0342
arenito         49.0        2578.7604        49.6836        2.6202        59.6017        76.4059
arenito         49.0        2578.6080        50.5328        2.6377        59.3078        77.0000
arenito         49.0        2578.4556        51.3346        2.6394        59.0134        77.1326
arenito         49.0        2578.3032        50.4735        2.6486        58.7456        77.3830
arenito         49.0        2578.1508        46.9991        2.6537        58.3440        77.3664
arenito         49.0        2577.9984        42.4270        2.6414        57.9095        76.4432
arenito         49.0        2577.8460        38.4359        2.6227        57.4612        74.8055
arenito         49.0        2577.6936        35.7709        2.6049        57.1342        73.5936
arenito         49.0        2577.5412        34.9467        2.5980        57.0937        72.5682
arenito         49.0        2577.3888        34.6998        2.5958        57.0622        71.0393
arenito         49.0        2577.2364        34.7447        2.5835        57.2066        69.5615
arenito         49.0        2577.0840        35.3611        2.5761        57.4144        69.6912
arenito         49.0        2576.9316        36.6973        2.5954        57.4309        71.6413
arenito         49.0        2576.7792        38.8759        2.6312        57.1363        73.1687
arenito         49.0        2576.6268        40.9765        2.6430        56.7286        73.0796
arenito         49.0        2576.4744        41.4289        2.6243        56.6334        72.0449
arenito         49.0        2576.3220        40.2315        2.6039        56.7592        70.5066
arenito         49.0        2576.1696        38.5370        2.5885        57.3237        69.1806
arenito         49.0        2576.0172        37.6234        2.5677        59.0996        68.6071
arenito         49.0        2575.8648        37.4950        2.5570        61.2995        69.6504
arenito         49.0        2575.7124        37.4950        2.5570        63.2225        71.2212
arenito         49.0        2575.5600        37.8422        2.5524        65.2541        72.0396
arenito         49.0        2575.4076        38.7061        2.5478        66.7289        71.8129
arenito         49.0        2575.2552        38.3992        2.5207        66.8226        71.9383
arenito         49.0        2575.1028        36.7264        2.5002        66.4271        72.5434
arenito         49.0        2574.9504        35.3459        2.5025        66.4501        72.8976
arenito         49.0        2574.7980        34.5906        2.4907        66.7245        73.0000
arenito         49.0        2574.6456        34.6595        2.4768        67.3676        73.2978
folhelho         57.0        2574.4932        35.6335        2.4668        68.0449        73.3505
folhelho         57.0        2574.3408        36.6417        2.4656        68.4082        73.2500
folhelho         57.0        2574.1884        36.8347        2.4770        68.4761        74.0038
folhelho         57.0        2574.0360        35.4297        2.4884        68.0128        76.0134
folhelho         57.0        2573.8836        33.7504        2.4896        67.0388        78.9791
folhelho         57.0        2573.7312        34.0492        2.4874        66.5393        82.2408
folhelho         57.0        2573.5788        38.6687        2.4809        66.9817        85.6496
folhelho         57.0        2573.4264        46.0480        2.4856        67.7356        89.6201
folhelho         57.0        2573.2740        54.1496        2.5177        68.3805        94.1954
folhelho         57.0        2573.1216        61.4752        2.5570        68.2691        98.4867
folhelho         57.0        2572.9692        67.0206        2.5766        67.7911        102.0282
folhelho         57.0        2572.8168        72.4932        2.6082        67.8405        104.5053
folhelho         57.0        2572.6644        73.5383        2.6269        68.4907        106.1938
folhelho         57.0        2572.5120        70.9778        2.6318        67.9962        106.7500
folhelho         57.0        2572.3596        66.4932        2.6099        65.5408        106.2736
folhelho         57.0        2572.2072        59.9558        2.5788        62.7133        105.3612
folhelho         57.0        2572.0548        52.7977        2.5543        61.3216        104.1996
folhelho         57.0        2571.9024        48.0687        2.5293        61.1383        102.7859
folhelho         57.0        2571.7500        46.3309        2.5349        61.2048        101.7653
folhelho         57.0        2571.5976        47.1074        2.5508        61.1587        101.6620
folhelho         57.0        2571.4452        47.6881        2.5550        61.9825        102.4003
folhelho         57.0        2571.2928        49.2073        2.5720        63.2112        102.9135
folhelho         57.0        2571.1404        51.8289        2.5882        64.3861        103.0000
folhelho         57.0        2570.9880        54.3624        2.5907        65.9159        102.8355
folhelho         57.0        2570.8356        55.8275        2.6072        67.1157        101.7579
folhelho         57.0        2570.6832        56.5063        2.6120        67.3977        99.7538
folhelho         57.0        2570.5308        56.9319        2.5940        66.9252        97.6672
folhelho         57.0        2570.3784        56.5054        2.5820        65.8794        95.9966
folhelho         57.0        2570.2260        55.6276        2.5773        64.9817        94.6594
folhelho         57.0        2570.0736        55.4846        2.5915        64.7087        93.2391
folhelho         57.0        2569.9212        56.5719        2.6186        64.6927        92.0735
folhelho         57.0        2569.7688        57.0569        2.6280        64.8590        90.8999
folhelho         57.0        2569.6164        57.0569        2.6280        65.4384        89.4745
arenito         49.0        2569.4640        58.3918        2.6239        65.6704        87.2874
arenito         49.0        2569.3116        59.8301        2.6055        65.9729        83.7496
arenito         49.0        2569.1592        59.3759        2.5945        66.0765        79.3897
arenito         49.0        2569.0068        59.0056        2.5930        66.8062        75.2298
arenito         49.0        2568.8544        52.1283        2.5645        67.4427        71.3932
arenito         49.0        2568.7020        46.1271        2.5234        67.6451        67.9791
arenito         49.0        2568.5496        42.7413        2.4907        67.8457        65.2498
arenito         49.0        2568.3972        39.6301        2.4764        68.1251        63.0946
arenito         49.0        2568.2448        35.2005        2.4535        68.3849        61.2640
arenito         49.0        2568.0924        33.7475        2.4450        68.5955        60.0401
arenito         49.0        2567.9400        32.8947        2.4407        68.6870        59.5722
arenito         49.0        2567.7876        32.3343        2.4419        68.5267        59.3215
arenito         49.0        2567.6352        31.7646        2.4408        68.3164        58.8913
arenito         49.0        2567.4828        31.5201        2.4263        68.0504        58.2110
arenito         49.0        2567.3304        31.9856        2.4304        67.8974        57.6393
arenito         49.0        2567.1780        32.1736        2.4340        68.0473        56.7751
arenito         49.0        2567.0256        32.4457        2.4391        68.4695        55.9554
arenito         49.0        2566.8732        32.7668        2.4476        68.7815        55.7500
arenito         49.0        2566.7208        33.2873        2.4456        69.2058        55.7500
arenito         49.0        2566.5684        32.7857        2.4388        69.2286        55.9340
arenito         49.0        2566.4160        31.6089        2.4532        68.9377        56.0000
arenito         49.0        2566.2636        31.2742        2.4590        68.6307        56.0000
arenito         49.0        2566.1112        31.4414        2.4724        68.6272        56.1859
arenito         49.0        2565.9588        32.0572        2.4658        68.7979        56.2500
arenito         49.0        2565.8064        32.8088        2.4770        69.1036        56.6238
arenito         49.0        2565.6540        33.1106        2.4700        69.2267        56.9378
folhelho        57.0        2565.5016        32.7519        2.4668        68.9068        57.3774
folhelho        57.0        2565.3492        31.6035        2.4579        68.5402        58.2559
folhelho        57.0        2565.1968        30.7624        2.4451        68.3454        58.8793
folhelho        57.0        2565.0444        31.1138        2.4313        68.2728        59.5717
folhelho        57.0        2564.8920        31.6747        2.4333        68.2985        60.5134
folhelho        57.0        2564.7396        31.7414        2.4373        68.1977        61.8994
folhelho        57.0        2564.5872        31.7816        2.4442        67.9753        63.4047
folhelho        57.0        2564.4348        31.6832        2.4668        67.8813        65.6773
folhelho        57.0        2564.2824        31.7649        2.4769        67.7566        68.9582
folhelho        57.0        2564.1300        32.4980        2.4710        67.4195        73.0538
folhelho        57.0        2563.9776        42.1218        2.5479        66.8361        77.1238
folhelho        57.0        2563.8252        50.2160        2.5911        66.5058        81.5191
folhelho        57.0        2563.6728        54.7357        2.6080        66.6060        86.2283
folhelho        57.0        2563.5204        56.9762        2.6078        66.2241        90.7982
folhelho        57.0        2563.3680        58.1260        2.6283        65.3770        95.3029
folhelho        57.0        2563.2156        57.9747        2.6403        63.7483        99.2217
folhelho        57.0        2563.0632        57.8217        2.6277        61.8553        102.3881
folhelho        57.0        2562.9108        57.8064        2.6240        60.5703        105.1919
folhelho        57.0        2562.7584        60.0249        2.6200        60.8506        107.5500
folhelho        57.0        2562.6060        64.4341        2.6190        62.7060        109.6072
folhelho        57.0        2562.4536        70.6395        2.6158        66.0088        112.0179
folhelho        57.0        2562.3012        76.5608        2.6603        69.6993        114.7224
folhelho        57.0        2562.1488        82.2883        2.6994        73.0685        116.8722
folhelho        57.0        2561.9964        85.8678        2.6816        74.9615        118.4721
folhelho        57.0        2561.8440        86.4372        2.6760        75.8096        119.5657
folhelho        57.0        2561.6916        87.4189        2.6416        75.8957        120.1593
folhelho        57.0        2561.5392        88.0061        2.6159        75.4045        120.2500
folhelho        57.0        2561.3868        87.9623        2.6203        74.3718        120.2500
folhelho        57.0        2561.2344        86.4490        2.6113        72.6807        119.6299
folhelho        57.0        2561.0820        84.2716        2.6007        70.8665        118.8777
folhelho        57.0        2560.9296        81.6403        2.6082        69.0106        117.7083
folhelho        57.0        2560.7772        78.1893        2.6133        66.8659        116.4572
folhelho        57.0        2560.6248        77.5931        2.6140        65.3963        116.0407
siltito         54.0        2560.4724        74.7569        2.6039        64.3594        115.1591
siltito         54.0        2560.3200        71.6967        2.6289        63.5867        113.5269
siltito         54.0        2560.1676        68.9427        2.6526        63.8011        111.5603
siltito         54.0        2560.0152        66.4256        2.6509        63.1981        109.3410
siltito         54.0        2559.8628        64.5182        2.6509        62.9547        106.2309
siltito         54.0        2559.7104        62.0147        2.6305        63.0997        102.5517
siltito         54.0        2559.5580        58.6776        2.5945        63.3377        98.7900
siltito         54.0        2559.4056        58.1811        2.5890        64.2133        95.2414
siltito         54.0        2559.2532        55.0857        2.5727        64.5188        92.3839
siltito         54.0        2559.1008        51.5416        2.5717        64.4195        90.0570
siltito         54.0        2558.9484        48.5262        2.5625        64.3571        88.6661
siltito         54.0        2558.7960        45.7310        2.5558        63.9687        88.5000
siltito         54.0        2558.6436        43.6672        2.5716        63.7829        89.8066
arenito         49.0        2558.4912        41.3182        2.5854        63.6357        92.1867
arenito         49.0        2558.3388        41.0176        2.5870        63.9608        95.5739
arenito         49.0        2558.1864        39.3706        2.5800        64.6100        99.5161
arenito         49.0        2558.0340        40.1357        2.5393        64.8652        103.3083
arenito         49.0        2557.8816        44.1188        2.5375        65.4512        106.1859
arenito         49.0        2557.7292        50.5953        2.5593        66.4338        107.8298
arenito         49.0        2557.5768        54.8951        2.5611        67.0287        109.1122
arenito         49.0        2557.4244        57.2747        2.5735        68.0924        110.5900
arenito         49.0        2557.2720        60.8678        2.5777        68.9138        111.8712
arenito         49.0        2557.1196        61.2541        2.5780        69.6087        112.8976
arenito         49.0        2556.9672        64.9002        2.5807        70.1632        114.1261
arenito         49.0        2556.8148        67.9451        2.5801        69.9512        114.2500
arenito         49.0        2556.6624        71.9556        2.5999        68.5958        112.6660
arenito         49.0        2556.5100        72.5509        2.6129        67.2577        110.2289
arenito         49.0        2556.3576        71.2727        2.6277        66.6019        106.5800
arenito         49.0        2556.2052        63.8282        2.6217        66.2380        102.5994
arenito         49.0        2556.0528        59.1460        2.6008        66.4768        99.5021
arenito         49.0        2555.9004        52.7847        2.5705        66.6363        98.1006
arenito         49.0        2555.7480        51.1531        2.5495        66.5127        97.5384
folhelho         57.0        2555.5956        49.4685        2.5314        66.2756        97.5000
folhelho         57.0        2555.4432        49.8929        2.5485        65.7585        97.0365
folhelho         57.0        2555.2908        50.6342        2.5528        64.9459        96.7673
folhelho         57.0        2555.1384        50.6861        2.5483        64.2965        96.0515
folhelho         57.0        2554.9860        49.2151        2.5330        64.4812        95.0654
folhelho         57.0        2554.8336        47.9168        2.5132        65.0017        93.3581
folhelho         57.0        2554.6812        48.0498        2.4856        65.4953        91.1309
folhelho         57.0        2554.5288        48.3454        2.4802        66.3069        88.6441
folhelho         57.0        2554.3764        47.9374        2.4989        66.9558        86.1356
folhelho         57.0        2554.2240        45.4938        2.4639        68.1968        83.3893
folhelho         57.0        2554.0716        45.2223        2.4686        68.5862        80.6378
folhelho         57.0        2553.9192        45.3577        2.4738        68.2306        78.3551
folhelho         57.0        2553.7668        44.7192        2.4635        68.6333        76.5754
folhelho         57.0        2553.6144        43.8291        2.4573        68.5118        74.8246
folhelho         57.0        2553.4620        43.4307        2.4772        68.0359        73.7892
folhelho         57.0        2553.3096        42.7655        2.4664        67.6867        74.2322
folhelho         57.0        2553.1572        42.0885        2.4796        67.4853        74.7340
folhelho         57.0        2553.0048        42.2121        2.4965        67.9051        74.9921
folhelho         57.0        2552.8524        43.0910        2.5291        68.0140        75.7290
folhelho         57.0        2552.7000        44.6517        2.5280        66.6815        76.2378
folhelho         57.0        2552.5476        45.4217        2.5329        65.6938        76.2500
folhelho         57.0        2552.3952        45.8067        2.5614        64.3776        76.9846
folhelho         57.0        2552.2428        49.7196        2.5807        63.3894        77.9831
folhelho         57.0        2552.0904        49.4919        2.5662        62.8921        79.4753
folhelho         57.0        2551.9380        46.6757        2.5581        61.6778        80.4871
folhelho         57.0        2551.7856        43.6689        2.5570        61.1293        81.2430
folhelho         57.0        2551.6332        42.2250        2.5361        61.0757        81.7471
siltito         54.0        2551.4808        41.6204        2.5241        62.1451        82.4960
siltito         54.0        2551.3284        41.0935        2.5110        65.3712        82.5000
siltito         54.0        2551.1760        41.0916        2.5040        65.7687        81.9973
siltito         54.0        2551.0236        40.5655        2.5000        66.0623        80.4962
siltito         54.0        2550.8712        39.4402        2.5102        66.4542        78.7400
siltito         54.0        2550.7188        38.8448        2.5398        66.7467        76.9837
siltito         54.0        2550.5664        38.9017        2.5177        66.8323        75.2436
siltito         54.0        2550.4140        37.5391        2.4967        65.9546        74.7500
siltito         54.0        2550.2616        35.2124        2.4764        65.2711        74.7500
siltito         54.0        2550.1092        33.1877        2.4988        64.7855        74.7398
siltito         54.0        2549.9568        31.4818        2.5381        64.5451        74.2500
siltito         54.0        2549.8044        30.6782        2.5414        64.4829        74.2683
siltito         54.0        2549.6520        30.8349        2.5180        63.8792        75.0070
siltito         54.0        2549.4996        31.2013        2.5175        62.7627        75.2429
siltito         54.0        2549.3472        31.2742        2.5020        61.9475        74.9920
siltito         54.0        2549.1948        31.2422        2.5020        61.7213        74.7234
siltito         54.0        2549.0424        30.3075        2.5006        62.0175        73.9415
siltito         54.0        2548.8900        28.6095        2.4931        62.3715        72.4506
siltito         54.0        2548.7376        27.5564        2.5194        63.0176        71.2177
siltito         54.0        2548.5852        26.4721        2.5299        63.8106        70.4651
siltito         54.0        2548.4328        24.7721        2.5483        63.7479        69.6912
siltito         54.0        2548.2804        23.6293        2.5550        63.4144        68.4241
siltito         54.0        2548.1280        23.5766        2.5553        63.2593        66.9325
siltito         54.0        2547.9756        22.6099        2.5603        63.0379        65.6681
siltito         54.0        2547.8232        21.8087        2.5496        64.0738        64.1918
siltito         54.0        2547.6708        21.4465        2.5596        65.1387        63.1883
siltito         54.0        2547.5184        21.3058        2.5530        65.1986        62.2012
siltito         54.0        2547.3660        21.3009        2.5526        64.7095        61.4672
siltito         54.0        2547.2136        21.2361        2.5462        64.2325        60.9827
siltito         54.0        2547.0612        21.3712        2.5337        63.9666        60.7318
siltito         54.0        2546.9088        22.2766        2.5043        64.0573        60.4817
siltito         54.0        2546.7564        23.2487        2.4948        64.1061        60.2500
siltito         54.0        2546.6040        24.0790        2.4810        64.7360        60.2701
siltito         54.0        2546.4516        24.0664        2.4802        65.2837        60.4581
siltito         54.0        2546.2992        23.8406        2.4687        65.8989        59.9578
siltito         54.0        2546.1468        22.8336        2.4343        66.3129        59.5220
siltito         54.0        2545.9944        22.3756        2.4466        66.9326        59.7272
siltito         54.0        2545.8420        22.6213        2.4327        67.3594        59.4540
siltito         54.0        2545.6896        23.0297        2.4300        67.6490        58.9761
siltito         54.0        2545.5372        23.0445        2.4296        67.8460        58.7747
siltito         54.0        2545.3848        23.2467        2.4264        67.5625        58.9751
siltito         54.0        2545.2324        23.9622        2.4316        66.9902        58.7242
siltito         54.0        2545.0800        25.0233        2.4461        66.9642        58.4733
siltito         54.0        2544.9276        26.0277        2.4470        66.6867        58.1676
siltito         54.0        2544.7752        26.1023        2.4483        66.1378        57.3894
siltito         54.0        2544.6228        26.7364        2.4619        65.4331        56.4144
siltito         54.0        2544.4704        26.8789        2.4855        64.2358        55.6913
siltito         54.0        2544.3180        25.7668        2.4969        63.3498        55.2500
siltito         54.0        2544.1656        24.2146        2.4945        63.2964        55.2500
siltito         54.0        2544.0132        22.9642        2.4834        64.3443        55.2500
siltito         54.0        2543.8608        22.5333        2.4809        65.7687        55.2500
siltito         54.0        2543.7084        22.7977        2.4924        66.4778        55.2823
siltito         54.0        2543.5560        23.2744        2.4823        66.6221        55.5332
siltito         54.0        2543.4036        23.4146        2.4810        66.4060        55.7160
siltito         54.0        2543.2512        23.4794        2.4589        66.1705        55.4658
siltito         54.0        2543.0988        23.4583        2.4394        66.5983        55.2149
siltito         54.0        2542.9464        23.1789        2.4443        66.9275        55.0000
siltito         54.0        2542.7940        22.1179        2.4615        67.2145        55.0000
siltito         54.0        2542.6416        21.0340        2.4824        67.7541        55.0740
siltito         54.0        2542.4892        20.2520        2.4832        68.2567        55.6515
siltito         54.0        2542.3368        19.8532        2.4701        68.5736        56.5773
siltito         54.0        2542.1844        20.1416        2.4515        68.9151        57.0389
siltito         54.0        2542.0320        20.3553        2.4378        68.4779        57.3693
siltito         54.0        2541.8796        20.6150        2.4383        66.7618        58.1216
siltito         54.0        2541.7272        21.4036        2.4455        65.1529        58.8723
siltito         54.0        2541.5748        22.2426        2.4485        64.1144        59.7082
siltito         54.0        2541.4224        24.1706        2.4532        63.4384        61.0469
siltito         54.0        2541.2700        25.4554        2.4678        63.5862        62.8411
siltito         54.0        2541.1176        26.0310        2.4862        63.8681        64.8918
siltito         54.0        2540.9652        26.4823        2.4882        63.7096        67.1499
siltito         54.0        2540.8128        26.9605        2.4947        63.9548        69.4970
siltito         54.0        2540.6604        27.8330        2.4987        64.1906        72.3404
arenito         49.0        2540.5080        30.8833        2.5005        64.3053        75.8337
arenito         49.0        2540.3556        38.4808        2.4974        64.2350        80.3941
arenito         49.0        2540.2032        48.1341        2.5190        65.0402        85.3853
arenito         49.0        2540.0508        59.5558        2.5548        66.5627        91.5032
arenito         49.0        2539.8984        69.7257        2.5859        68.9447        97.9246
arenito         49.0        2539.7460        75.5155        2.6173        71.2190        103.5370
arenito         49.0        2539.5936        77.7430        2.6310        72.3380        107.3510
arenito         49.0        2539.4412        78.1251        2.6347        72.2866        110.2088
arenito         49.0        2539.2888        79.9423        2.6471        71.6796        112.3620
arenito         49.0        2539.1364        81.2063        2.6439        71.2004        113.9579
arenito         49.0        2538.9840        80.9328        2.6577        70.4798        115.0143
arenito         49.0        2538.8316        78.9365        2.6431        68.6101        116.2680
arenito         49.0        2538.6792        75.6201        2.6001        66.4224        117.3039
arenito         49.0        2538.5268        73.1940        2.5754        64.4814        117.4452
arenito         49.0        2538.3744        71.2550        2.5797        62.8349        117.1943
arenito         49.0        2538.2220        69.6631        2.5908        62.0627        117.0000
arenito         49.0        2538.0696        69.2836        2.6006        61.7708        116.8301
arenito         49.0        2537.9172        69.6770        2.6155        61.5949        116.0199
arenito         49.0        2537.7648        69.9883        2.6317        60.8002        115.0170
arenito         49.0        2537.6124        69.9785        2.6666        60.3889        114.0744
arenito         49.0        2537.4600        70.3942        2.7042        59.6815        113.2623
arenito         49.0        2537.3076        70.6768        2.7223        59.1616        112.1393
arenito         49.0        2537.1552        70.9563        2.7095        59.9918        110.6375
arenito         49.0        2537.0028        71.2606        2.6853        60.9370        109.0095
arenito         49.0        2536.8504        70.3455        2.6892        61.7102        107.0646
arenito         49.0        2536.6980        66.8875        2.7070        62.0279        105.1210
arenito         49.0        2536.5456        62.9309        2.6939        61.8597        102.4285
arenito         49.0        2536.3932        59.2403        2.6514        62.6196        99.0387
arenito         49.0        2536.2408        54.5317        2.6077        63.6225        95.0840
arenito         49.0        2536.0884        48.7116        2.5805        65.2131        90.3183
arenito         49.0        2535.9360        42.6030        2.5599        65.6161        84.8645
arenito         49.0        2535.7836        36.9414        2.5495        65.1190        79.7963
arenito           49.0        2535.6312        32.5829        2.5294        64.3084        75.5543
folhelho          57.0        2535.4788        29.7783        2.5063        63.4141        72.1178
folhelho          57.0        2535.3264        27.3992        2.4960        62.6568        69.0624
folhelho          57.0        2535.1740        25.4407        2.4791        62.5392        66.6946
folhelho          57.0        2535.0216        23.1747        2.4599        63.0045        64.9710
folhelho          57.0        2534.8692        20.2565        2.4700        63.7756        63.8968
folhelho          57.0        2534.7168        19.8717        2.4731        64.4272        62.7148
folhelho          57.0        2534.5644        18.8860        2.4778        65.0077        62.0716
folhelho          57.0        2534.4120        19.2239        2.4630        65.7413        62.3951
folhelho          57.0        2534.2596        21.1061        2.4437        65.9148        62.9703
folhelho          57.0        2534.1072        25.2839        2.4356        65.9583        64.0186
folhelho          57.0        2533.9548        33.1152        2.4389        66.3815        66.2174
folhelho          57.0        2533.8024        43.2845        2.4907        67.5197        69.7049
folhelho          57.0        2533.6500        50.1863        2.5720        68.6009        73.7913
folhelho          57.0        2533.4976        49.0553        2.5810        68.9240        77.7419
folhelho          57.0        2533.3452        40.8679        2.5416        68.3353        80.3860
folhelho          57.0        2533.1928        37.3451        2.5250        67.6257        80.7830
folhelho          57.0        2533.0404        35.7981        2.5178        67.2435        79.0463
folhelho          57.0        2532.8880        31.3078        2.4966        66.0480        76.9464
folhelho          57.0        2532.7356        28.0396        2.4866        65.2168        75.4301
folhelho          57.0        2532.5832        25.7159        2.4900        64.9262        74.6694
folhelho          57.0        2532.4308        25.2190        2.4855        64.6900        74.5810
folhelho          57.0        2532.2784        27.0803        2.4783        64.9683        74.8319
folhelho          57.0        2532.1260        30.4901        2.4916        64.8907        75.0825
folhelho         57.0        2531.9736        32.4481        2.5080        64.1726        75.2500
folhelho         57.0        2531.8212        32.2972        2.4980        63.6660        75.1663
folhelho         57.0        2531.6688        31.7481        2.4850        63.5850        74.7461
arenito         49.0        2531.5164        32.4925        2.5016        63.7840        74.3353
arenito         49.0        2531.3640        35.5342        2.5306        64.1564        75.0138
arenito         49.0        2531.2116        40.1382        2.5664        63.9144        76.7788
arenito         49.0        2531.0592        45.0221        2.6149        62.7639        79.2958
arenito         49.0        2530.9068        48.3554        2.6384        61.6204        82.4753
arenito         49.0        2530.7544        50.0646        2.6286        61.0462        85.8110
arenito         49.0        2530.6020        49.8679        2.5996        60.4440        88.4622
arenito         49.0        2530.4496        48.9350        2.5941        59.9754        90.5546
arenito         49.0        2530.2972        48.0233        2.6021        59.6143        92.8127
arenito         49.0        2530.1448        48.1256        2.5992        59.3645        95.1620
arenito         49.0        2529.9924        48.8873        2.6030        59.5261        97.5762
arenito         49.0        2529.8400        49.5506        2.6089        59.8045        99.6453
arenito         49.0        2529.6876        51.3838        2.6227        60.3323        101.4947
arenito         49.0        2529.5352        53.2339        2.6297        61.2770        103.3121
arenito         49.0        2529.3828        54.1049        2.6351        60.9273        104.9085
